3007	4.640866	7.038976	7.284510	-4.821832	-17.828417	1.033963	-5.703823	-7.817563	0.443874	-4.708823	-5.295176	-7.863329	6.127147	0.496452	6.994621	nan	10.767360	nan	4.922897	0.419528	-5.835663	5.453429	-2.475327	6.994621	6.915304	10.461991	7.144839	-4.714626	-5.295192	-7.734876	6.132403	0.496438	6.994621	nan	10.766192	-3.213512	4.890085	0.419529	-4.588341	5.390285	-2.476072	6.994621	nan	10.589841	4.202713	4.922430	0.419528	-5.825943	5.452090	-2.475334	6.994621	4.398069	10.570767	5.432852	4.896212	0.419529	-4.826373	5.407008	-2.475870	6.994621	6.965754	10.465820	7.190211	4.922520	0.419528	-5.827506	5.453381	-2.475333	6.994621	6.969339	10.469918	7.196699	4.922908	0.419528	-5.834755	5.452327	-2.475331	6.994621	6.917620	10.465907	7.146795	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
4008	-0.371630	2.655789	6.764733	-8.352323	-20.893402	1.644304	-6.372018	-10.038988	-3.794007	-0.263308	2.938376	6.757355	-8.238981	-21.019763	1.644305	-6.108547	-9.862108	-3.793831	-0.050269	3.217102	6.743906	-8.032244	-21.129073	1.644316	-5.338771	-9.634161	-3.796787	-3.576713	-1.407435	6.159275	-7.008783	-16.686554	1.648144	-2.424823	-7.403548	-3.682120	-0.448277	2.377386	6.770096	-8.422812	-20.773513	1.644308	-6.242817	-10.193581	-3.795260	-0.502705	1.765377	6.775224	-8.365449	-20.556154	1.644327	-4.727693	-10.314795	-3.800820	0.155493	3.018832	6.733613	-7.870311	-21.020162	1.644335	-4.426201	-9.541293	-3.803184	-0.071236	1.763514	6.753871	-8.004051	-20.644898	1.644346	-3.720297	-9.860778	-3.806622	0.072524	2.091985	6.744372	-7.920528	-20.740049	1.644346	-3.730760	-9.722207	-3.807007	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
5014	-5.396407	3.886755	6.646919	-4.601025	-21.771965	3.519956	-5.379022	-3.789981	1.280667	2.231876	8.267642	5.388586	-0.952275	-15.436037	3.519956	-0.658537	6.333360	6.679299	0.361074	7.738402	5.802050	-2.097527	-16.194079	3.519956	-1.434975	5.553746	6.678705	-0.031212	7.558280	6.718554	-4.601309	-22.694488	3.519956	-8.277527	-6.688485	1.280667	0.404920	7.756644	5.798040	-2.087830	-16.271600	3.519956	-1.426445	5.562322	6.678710	1.166692	8.025530	5.711688	-1.866732	-17.110929	3.519956	-1.248549	5.741092	6.678826	0.381228	7.746826	5.800219	-2.093106	-16.229819	3.519956	-1.431077	5.557666	6.678707	1.970656	8.220709	5.552057	-1.417681	-16.508278	3.519956	-0.944402	6.046508	6.679052	0.864378	7.929447	5.750049	-1.967654	-16.932040	3.519956	-1.326254	5.663018	6.678774	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
9017	-5.497635	4.269648	7.489548	-3.275497	-13.141253	0.687055	-6.638139	-7.649262	-0.996534	-6.210997	2.857911	7.489548	-3.132182	-13.077926	0.699921	-5.030881	-5.291388	-0.642744	-6.356802	3.078748	7.489548	-3.179882	-13.082217	0.698735	-5.257268	-5.703119	-0.753619	0.215442	6.842566	7.489548	-2.782113	-14.212552	0.603015	-5.840264	-4.122505	0.130584	0.646910	6.738754	7.489548	-2.767946	-14.180704	0.619977	-5.588960	-3.835934	0.228402	-2.876915	3.758583	7.489548	-2.868910	-13.138945	0.696536	-4.311274	-3.753509	0.005049	0.988411	6.542763	7.489548	-2.774029	-14.029382	0.640668	-5.379506	-3.681132	0.249808	0.822506	6.653260	7.489548	-2.769595	-14.116307	0.630003	-5.487259	-3.750750	0.244859	0.773545	6.679992	7.489548	-2.768802	-14.137129	0.627067	-5.516468	-3.773214	0.241443	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
7031	-7.562484	-8.111301	-8.791745	6.590335	-1.404383	5.206561	6.825729	11.463789	7.045873	-4.043530	-6.234447	0.114298	0.415339	-6.785458	3.302124	4.920645	11.434127	5.673440	-7.562484	-8.111301	-8.791745	6.590339	-1.404383	5.206561	6.824516	11.462354	7.044852	-7.562484	-8.111301	-8.791745	6.590382	-1.404383	5.206561	4.689789	11.506110	5.529882	-7.562484	-8.111301	-8.791745	6.590384	-1.404383	5.206561	4.693049	11.505200	5.531670	-4.043530	-6.234447	0.114298	0.415345	-6.785458	3.302124	4.934573	11.429823	5.681566	-7.562484	-8.111301	-8.791745	6.590389	-1.404383	5.206561	4.701573	11.502815	5.536352	-7.562484	-8.111301	-8.791745	6.590337	-1.404383	5.206561	6.824999	11.462926	7.045259	-7.562484	-8.111301	-8.791745	6.590341	-1.404383	5.206561	6.823562	11.461227	7.044050	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
31	-1.128560	6.231158	5.891139	-6.530505	-14.664176	-1.136165	-7.013119	-2.851470	0.793767	-0.057785	5.030187	5.891139	-6.569966	-14.354250	-1.136165	-5.419048	-2.536605	0.758121	-0.759738	6.655165	5.891139	-6.541254	-14.666039	-1.136165	-6.875075	-2.709388	0.790649	-2.712765	2.438906	5.891139	-6.550666	-14.346513	-1.136165	-4.919235	-2.809968	0.769638	-1.177829	6.150671	5.891139	-6.529918	-14.657285	-1.136165	-7.029954	-2.869736	0.793878	-0.570436	6.703759	5.891139	-6.552482	-14.621818	-1.136165	-6.802106	-2.640373	0.786205	-2.976639	2.876745	5.891139	-6.538268	-14.394317	-1.136165	-5.523043	-3.030970	0.781765	-0.295119	6.466788	5.891139	-6.570425	-14.511867	-1.136165	-6.638495	-2.555506	0.774370	-0.732211	6.670659	5.891139	-6.542648	-14.661590	-1.136165	-6.864508	-2.698987	0.790161	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
40	2.410119	7.707540	6.500460	-4.008898	-16.447005	0.703410	-10.736569	-12.843915	-0.825414	-7.638768	-3.454888	-10.754469	8.378588	1.544431	6.575756	5.725523	9.524490	5.908268	-7.642799	-3.454887	-10.575433	8.262412	1.548986	6.575902	2.320276	9.609906	3.664701	-7.639186	-3.454887	-9.892517	6.828324	1.552361	6.575992	5.893165	9.507519	6.066392	-7.657224	-3.454885	-10.559030	8.278671	1.548988	6.575902	5.561207	9.526551	5.768632	-7.647127	-3.454885	-9.413028	7.770204	1.548988	6.575902	5.523503	9.533243	5.736018	-7.640686	-3.454886	-10.504627	nan	1.548985	6.575902	5.104733	9.558081	5.378754	-7.636025	-3.454887	-10.763960	8.362961	1.548988	6.575902	5.641084	9.516844	5.833727	-7.642760	-3.454887	-10.639008	13.790284	1.548988	6.575903	3.286815	9.603210	4.122758	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
5050	1.742727	6.120128	6.531571	-11.878016	-20.262006	2.591072	-5.415183	-6.762663	-1.537605	2.117766	6.120227	5.023564	-2.488150	-14.591878	2.591077	0.366955	5.129306	4.543842	2.120328	6.120273	5.371466	-2.664520	-14.592093	2.591077	-0.202160	4.499733	4.482872	2.117517	6.120237	5.071917	-2.505102	-14.591890	2.591077	0.292591	5.048315	4.537149	2.135211	6.120288	5.627910	-2.932382	-14.592602	2.591077	-0.691677	3.933829	4.405991	2.118123	6.120215	4.976505	-2.473290	-14.591871	2.591077	0.438134	5.206532	4.549954	2.117428	6.120250	5.151853	-2.537468	-14.591919	2.591077	0.166679	4.910406	4.525040	2.119792	6.120164	4.829232	-2.435365	-14.591866	2.591077	0.654080	5.439245	4.566920	2.117919	6.120222	5.001613	-2.481029	-14.591874	2.591077	0.400299	5.165518	4.546740	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
5053	-15.396768	-4.709157	-7.364313	6.787242	1.752494	6.311350	nan	11.516583	nan	-15.396733	-4.709157	-7.364317	6.807964	1.752482	6.311350	6.995762	11.435026	5.845456	-8.881288	1.620073	6.352755	-8.247399	-14.866763	0.816396	-6.777990	-10.035870	0.565698	-15.396849	-4.709157	-7.364317	6.750058	1.752435	6.311350	6.479914	11.449860	4.241222	-15.397260	-4.709151	-7.364105	6.668245	1.752290	6.311350	8.042187	11.365130	7.592699	-15.458753	-4.707057	-6.549582	6.457221	1.749083	6.311350	7.265729	11.422743	6.382326	-15.396723	-4.709158	-7.364317	6.758128	1.752438	6.311350	7.988660	11.362943	7.520772	-15.396727	-4.709158	-7.364317	6.719176	1.752168	6.311350	7.808261	11.389311	7.263399	-15.419124	-4.704683	-7.270648	6.729942	1.747658	6.311350	5.862829	11.471660	nan	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
7055	2.461805	7.867576	8.537852	-7.734373	-21.322997	1.401483	-12.929604	-14.068222	1.115265	-2.945337	2.536809	8.528650	-7.734247	-19.147017	1.401882	-7.500514	-8.639132	1.115265	-2.396141	3.561438	7.909693	1.360234	-7.869133	2.279419	-1.090811	3.237306	6.581903	-2.256636	4.176085	7.929820	1.280624	-7.922898	2.264186	-1.199778	3.142528	6.581323	-2.246440	4.058740	7.915184	1.342758	-7.891439	2.273954	-1.134487	3.204745	6.582599	-2.287608	3.894896	7.911082	1.358294	-7.879880	2.277146	-1.108221	3.225570	6.582423	-2.320422	4.081360	7.939424	1.234728	-7.943770	2.256505	-1.221994	3.111809	6.578920	-2.357773	4.003162	7.942877	1.216417	-7.952158	2.252921	-1.224457	3.104167	6.577636	-2.460590	3.388306	7.911029	1.351752	-7.868190	2.278761	-1.091320	3.235280	6.581539	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	-inf	
