9001	-8.163908	-1.849498	-3.761672	4.175703	-0.320209	6.578984	-0.754914	-3.235316	1.721398	-11.136301	-6.343037	-7.363525	6.635265	0.171811	6.615535	5.867460	8.949072	7.283411	-5.604497	-0.346685	4.891444	-4.595921	-6.972793	0.355016	-2.904843	-5.385471	1.721171	
3001	-11.915012	0.322215	6.707525	-3.228019	-13.884818	-0.386427	-2.412340	-0.903102	4.212536	-10.584653	0.298750	4.494021	1.245405	-6.492380	-0.386153	2.309431	5.630146	6.024014	-13.136311	0.297594	4.438855	4.169803	-4.851806	-0.360774	2.347394	5.669212	6.025117	
3	5.837607	6.943726	5.788700	-0.504781	-16.731855	1.526491	-1.398419	1.133749	4.068332	4.254182	6.943726	5.977974	-2.965454	-20.718454	1.520351	-5.113245	-2.644321	4.005088	-9.376924	-4.625893	-5.561832	4.890547	0.385252	7.312529	4.735459	7.888539	4.689244	
4004	-6.020338	-4.493334	-5.669641	3.518071	-3.390855	6.346560	6.102916	9.560088	5.589616	-2.904357	-0.058481	5.139222	-3.056338	-21.612309	1.219608	-3.096335	-5.698212	-0.469433	1.889017	5.920782	5.186458	-4.957489	-26.212855	1.219332	-5.178186	-7.780077	-0.469446	
6006	1.751535	5.798202	6.052538	-5.355032	-16.480947	1.075773	-7.569669	-8.036513	0.656896	-11.273348	2.110974	4.303900	6.151331	-2.836651	6.635392	-1.464653	4.372229	6.960623	-8.028453	-4.078843	-5.392015	6.666690	-1.063656	7.171878	6.675903	12.512786	6.960624	
8008	1.281036	1.377738	-6.881450	5.331052	-3.491454	4.601132	6.363773	11.444742	6.709255	-6.494092	-2.860693	-7.914782	6.490562	-1.945689	5.252753	6.363905	11.444874	6.709255	3.428946	6.526707	6.521523	-5.630244	-19.019094	1.388263	-6.385767	-7.000710	1.013342	
6007	2.003155	6.502962	7.575282	-10.645440	-22.778436	2.139624	-9.622642	-10.770811	-1.597608	-4.574825	5.212891	7.575274	-10.645397	-18.365264	2.142833	-9.335734	-10.483903	-1.597608	-8.291029	5.116552	7.374524	0.292373	-4.845760	6.004297	-2.814489	1.623371	3.988392	
11	-10.139401	-2.077368	-9.433185	6.031473	-0.790684	4.271906	7.008419	11.031058	5.350081	0.693257	6.063687	5.006974	-6.692452	-15.768563	-1.810512	-10.254000	-9.070735	2.510706	-3.983103	3.465079	5.006974	-6.591794	-14.808363	-1.810512	-6.718835	-5.535570	2.510706	
9012	-13.359895	-4.203979	-9.054918	6.167251	-0.275255	5.636804	7.331658	9.517623	4.448674	4.359864	1.207082	-6.508972	-2.859129	-8.047380	0.174212	2.533991	-0.600366	-0.871648	0.565514	5.281193	2.105431	-7.044466	-12.627368	0.174209	-1.647653	-4.867793	-0.957430	
14	0.971287	7.093021	5.921119	-1.997675	-12.902113	0.666496	-11.082158	-13.969746	1.465421	-8.878741	-2.532988	-5.299258	6.344008	1.141714	6.720418	-3.124989	-6.012577	1.465421	-3.680812	2.835382	5.921108	-1.859566	-10.705752	0.666496	-6.821076	-9.708664	1.465421	
20	3.128026	-0.349155	-4.272185	-8.479012	-15.325077	-0.126395	-3.720802	-6.957546	-3.505802	0.468927	4.172652	2.066634	-8.832333	-14.296386	-0.126395	-15.376860	-18.613603	-3.505802	1.875161	-0.350996	-5.542830	4.119858	-5.897201	1.235044	2.606902	5.997682	3.121721	
3014	1.277446	6.844126	6.595429	-6.165760	-18.904695	1.424266	-11.509246	-9.877150	0.836718	-3.512389	3.879706	6.549615	-6.116197	-14.933363	1.424274	-6.814547	-5.182293	0.836875	-9.570625	-2.471499	-6.997247	7.795103	3.599178	7.707324	2.051337	6.219894	3.373179	
2015	1.507106	7.367261	5.621218	-10.654040	-17.860663	0.036169	-10.479499	-14.585578	0.471814	-4.563257	5.039036	5.621192	-10.654039	-17.272061	0.036169	-10.478491	-14.584569	0.471814	-11.269727	0.972811	-8.731032	7.310117	-0.682560	5.412123	4.898223	6.785137	6.464807	
5024	3.185622	7.119082	6.931478	-4.235688	-14.397175	-0.724344	-12.405253	-13.272284	2.130705	-2.956222	3.949195	6.931478	-3.229836	-8.994199	-0.705372	-12.405200	-13.272231	2.130705	-8.580323	-4.445044	-7.619143	5.174506	1.004299	5.622640	4.087447	7.882504	6.792792	
7023	-10.964654	-4.222689	-11.701605	5.121042	2.347960	6.006497	7.062403	9.864377	6.435724	-7.289000	1.020119	6.165608	-6.520195	-13.193064	-0.431594	-5.218602	-6.077579	2.774773	-8.691152	0.796807	5.180785	-0.048965	-7.271731	1.637896	0.018660	2.773690	6.388779	
9020	-3.932284	-0.770099	6.255544	-8.108286	-15.820498	2.201796	-5.426943	-4.943695	-0.162694	-5.456587	-0.891639	2.973568	5.195959	-2.133612	8.538407	0.202104	6.963868	6.115825	-4.201657	-0.772742	4.440469	0.040144	-11.099130	2.201809	0.198764	6.960527	6.115825	
23	2.390366	7.127441	6.859467	-2.059343	-15.211532	2.842405	-13.172199	-13.171763	0.355001	-3.479801	1.180396	6.858294	-2.059343	-11.726741	2.842407	-8.223481	-8.223046	0.355001	-3.479794	1.179678	6.048017	-2.059236	-6.791554	7.088985	-8.223438	-8.223003	0.355001	
3022	-9.462994	0.128573	1.141753	2.281551	-2.150063	7.334023	-6.244482	-6.859588	-0.750096	-3.865182	1.676823	6.769775	-0.645719	-13.464710	1.201232	-6.511732	-7.126837	-0.750096	1.441756	7.344970	6.769775	-0.645806	-19.220204	1.201232	-11.711482	-12.326588	-0.750096	
2023	0.169786	8.881594	5.768236	-12.013029	-14.478736	1.454209	-7.827888	-11.480534	-1.196668	1.199063	5.455580	-6.083878	0.814457	-6.625045	1.681018	3.877285	5.940709	4.519401	-10.460297	-1.162124	-11.125752	6.901379	1.059490	6.753167	5.636373	7.699797	4.519401	
3023	3.223639	5.931903	3.269093	3.737678	-4.339237	6.890613	-9.074256	-9.656268	-0.791593	-7.416905	-3.784808	-11.144414	9.004084	1.552054	7.552135	4.825581	9.544531	4.509369	3.382317	5.945388	3.729885	0.149271	-8.555135	6.841128	-9.396295	-9.978307	-0.791593	
1036	2.821816	1.633634	-3.236530	5.600489	-6.996552	0.541455	5.681851	2.693288	4.467303	2.798198	7.034936	7.238967	-2.265108	-24.705263	0.541414	-7.042955	-10.757246	3.741576	1.900711	1.570285	-3.968790	7.429709	-2.563693	6.778701	5.696327	2.710195	4.469734	
8032	2.494982	7.447083	6.611917	-9.295920	-18.551418	-2.576588	-10.833642	-16.907225	-2.663203	-3.078140	4.188722	6.611589	-9.267264	-15.361045	-2.576588	-7.322134	-13.395717	-2.663203	-8.959248	-0.194852	-5.100639	4.582796	-1.181046	3.368282	7.060719	5.993345	2.343005	
1039	5.819292	-1.863760	-1.127721	0.563085	-12.988747	1.664826	6.094912	10.360619	6.765393	2.218454	2.826375	6.855312	-11.188288	-22.844530	1.664826	-10.442869	-11.771498	1.171057	-2.712673	-6.729241	-2.171946	5.705448	-0.803220	7.943594	6.100214	10.365922	6.765393	
4029	-6.878091	3.687332	7.656076	-4.753362	-11.014745	1.302593	-8.832758	-4.283425	3.098427	-7.504409	3.687332	7.534226	0.764558	-3.389408	6.200204	-8.832756	-4.283423	3.098428	-8.385579	3.687332	6.847301	0.944755	nan	7.713975	-8.832753	-4.283418	3.098430	
7033	0.483333	-1.127315	-4.425680	0.618268	-6.007755	0.140918	7.002388	12.501764	7.125853	-11.850019	-6.923574	-8.687952	6.738964	2.482080	5.233905	7.002421	12.501798	7.125853	1.647960	4.122335	8.072280	-3.926746	-21.604410	-0.912254	-7.048293	-7.242318	1.432451	
6032	-4.143656	-1.718372	6.710466	-11.109709	-17.603309	-0.056482	-8.479596	-10.621427	-2.509293	-11.598329	-7.265765	-11.510900	5.787859	2.504232	6.482315	1.910266	6.358127	4.080399	2.144394	4.464995	6.710466	-11.109709	-20.907215	-0.056482	-9.422235	-11.564066	-2.509293	
8041	-6.502369	1.374885	7.602845	2.379324	-2.725742	5.835917	-8.411636	-6.949817	2.643528	1.778821	6.121534	8.988558	-3.424510	-14.286147	3.489315	-12.348882	-10.887064	2.643528	-4.548876	2.211699	8.953130	-3.424370	-8.889991	3.496463	-8.469002	-7.007184	2.643528	
7037	-3.774490	-2.435572	-10.439028	5.773644	0.113719	6.644108	1.519852	-2.373260	-2.799316	-3.963332	2.073450	6.174589	-2.915792	-10.796875	1.321877	-3.075648	-6.968769	-2.799325	6.805023	1.965494	-1.012242	-0.672419	-8.513471	2.034711	1.510863	-2.382250	-2.799317	
3036	-7.049216	2.165965	6.619321	-9.443032	-16.753096	0.617468	-7.084268	-11.117749	-0.420657	-13.170113	-2.168888	-9.149979	6.590543	0.940586	6.361335	4.842570	7.375689	6.145943	-4.209509	-2.159682	-3.374176	-0.295370	-2.797941	6.103270	-0.985901	-5.019287	-0.420562	
44	8.297308	5.783907	5.284179	-4.624356	-14.831801	1.017163	-1.261222	-8.320036	1.199557	-6.301092	-6.868455	-9.440166	5.318952	-0.757726	7.099422	6.844444	4.872593	6.286519	8.297347	0.069977	-5.965115	-3.211058	-10.977433	1.017164	2.882022	-4.176791	1.199557	
8058	2.681896	6.452094	6.910603	-7.016804	-26.929937	-0.378851	-9.342737	-11.171925	1.197449	4.609672	-0.128283	-4.591494	1.071325	-11.809372	-0.378851	6.637586	10.313595	6.702646	4.620426	0.369045	0.489569	1.071324	-11.869960	-0.378851	6.210658	9.885774	6.701752	
1066	-3.705194	2.006360	6.633578	-9.103025	-17.954757	1.975748	-5.713682	-7.958951	-2.608797	-8.848340	-7.213843	-9.314943	7.487935	2.722552	7.961130	4.493388	8.589788	3.732872	1.552925	4.989128	6.644388	-9.103061	-23.677109	1.973052	-9.359299	-11.604578	-2.608807	
3048	3.274751	4.267534	1.816916	3.085870	-8.887800	-1.705888	0.271015	5.838383	6.975584	-3.255372	1.935366	1.188646	3.342055	-4.382166	1.168016	0.857667	6.426805	6.977354	4.549818	4.495705	2.447119	-2.174993	-18.322941	-1.706750	-2.466066	-2.834774	1.039509	
6050	1.910613	3.962724	6.202767	-5.144188	-13.479927	2.428177	-4.964262	-10.948735	0.623107	6.139049	-0.799743	-2.137167	-0.402895	-10.770319	2.428255	1.230071	-4.754401	0.623108	-8.361563	-7.167476	-8.475230	7.177306	1.383502	7.965349	6.916526	7.225728	6.916783	
4055	2.727956	3.157884	8.815516	-7.351689	-20.985961	-0.445657	-4.218503	-5.062781	0.938600	3.715471	3.203620	8.173391	-1.121607	-14.613265	-0.445657	-0.791293	3.584697	6.158867	-11.014855	-6.140959	-10.489227	1.952367	0.802384	6.092993	4.651021	9.039945	6.171801	
6053	-10.284681	-4.541294	-12.494547	8.563436	5.006590	6.275862	7.838299	11.140185	8.834937	2.937559	7.436697	5.999965	-1.169333	-9.730231	2.077462	-2.343706	-0.800638	7.076118	1.145475	7.433738	6.746020	-2.362214	-9.966351	2.077461	-6.898367	-6.340844	6.090573	
61	2.705429	8.099595	4.599940	1.991982	-15.306286	1.833974	-14.265426	-12.765233	3.245143	-8.255061	-2.642761	-6.360397	3.023823	-1.140963	4.299897	-3.909688	-2.405632	3.249006	-10.634818	-2.642761	-12.452399	6.939809	0.808367	4.301071	2.265797	6.124697	5.603851	
9060	4.722814	-1.169096	-1.310189	-7.516403	-12.144013	0.921342	-0.762650	-4.152278	1.379281	-10.690519	-7.035973	-8.412628	5.380932	-2.257033	6.881355	5.875453	7.368965	6.262421	0.367969	3.632764	5.703973	-12.251271	-16.960793	0.921181	-5.294819	-8.684469	1.379258	
1079	-3.546449	1.592272	5.944675	-9.847686	-15.812535	0.593743	-8.445758	-11.033118	-0.109598	-10.650566	-4.031086	-12.105170	8.021552	2.377658	6.358686	4.906366	6.936991	4.508388	2.116571	7.668176	5.944675	-9.847807	-16.342337	0.593743	-9.023202	-11.613523	-0.112557	
