1	772
2	103
3	61
4	29
5	6
6	4
7	0
8	1
9	0
10	24
1	802
2	72
3	58
4	33
5	6
6	2
7	0
8	0
9	0
10	27
1	774
2	116
3	53
4	18
5	9
6	1
7	1
8	1
9	1
10	26
1	792
2	97
3	50
4	26
5	7
6	4
7	1
8	2
9	0
10	21
1	770
2	102
3	65
4	28
5	5
6	5
7	1
8	0
9	1
10	23
1	778
2	106
3	56
4	21
5	5
6	7
7	1
8	1
9	0
10	25
1	778
2	97
3	60
4	27
5	10
6	3
7	2
8	0
9	1
10	22
1	750
2	119
3	63
4	29
5	7
6	3
7	2
8	0
9	0
10	27
1	780
2	108
3	56
4	23
5	5
6	1
7	1
8	1
9	2
10	23
1	762
2	104
3	56
4	36
5	9
6	3
7	1
8	0
9	1
10	28
