28	2.743848	1.259320	-7.710769	2.082648	-2.744012	1.966359	3.408252	-2.266807	-3.716173	-3.708875	-0.135847	6.890306	-5.203493	-13.186710	-2.797311	-3.253462	-8.928680	-3.716332	-3.669830	-5.346037	-8.898129	2.515377	-1.741593	2.262776	3.408280	-2.266780	-3.716173	-0.278863	5.247033	6.890329	-7.284861	-13.633498	-2.816328	-6.602431	-12.230020	-3.716311	3.623643	1.259378	-5.477349	-2.543894	-7.301331	-0.917690	3.408252	-2.266807	-3.716173	-0.250768	5.207191	6.890329	-7.283375	-13.630174	-2.816281	-6.501180	-12.226156	-3.716348	-8.267157	-5.346779	-8.947268	8.293716	-1.691081	2.274183	7.406505	8.329029	2.881410	
245	2.575673	6.867432	4.671257	4.466999	-2.491644	7.279741	-1.560555	3.352081	7.583369	4.832849	6.884797	6.810087	-3.088594	-16.809606	4.486453	-6.343965	-7.956107	1.058590	-8.591319	-4.176484	-4.993130	6.810983	1.388399	7.282580	4.481441	9.394191	7.583483	3.529204	6.883388	6.153885	4.313674	-6.732350	4.515238	-1.560643	3.351993	7.583369	-0.740888	6.836614	4.042704	4.467964	-1.566179	7.282361	-1.559437	3.353199	7.583369	3.529204	6.883851	6.311422	-2.138563	-11.806622	4.486453	-1.560643	3.351993	7.583369	-7.179656	1.900284	3.938033	4.570672	-1.468718	7.282413	-1.443709	3.468958	7.583401	
4293	-6.885923	-1.184900	-12.088642	6.592347	-0.893421	9.562871	8.345158	13.309603	7.411696	-6.753184	3.358271	6.594868	-4.446574	-13.758293	3.340222	-7.420756	-6.516018	3.351938	-6.885923	-1.184900	-12.088642	6.592347	-0.893421	9.562871	8.344967	13.309167	7.411462	-6.885923	-1.184900	-12.088642	6.592347	-0.893421	9.562871	8.345075	13.309415	7.411595	-6.885923	-1.184900	-12.088642	6.592347	-0.893421	9.562871	8.344889	13.308990	7.411367	-6.885923	-1.184900	-12.088642	6.592347	-0.893421	9.562871	8.344745	13.308660	7.411191	-6.885923	-1.184900	-12.088642	6.592347	-0.893421	9.562871	8.344649	13.308442	7.411074	
7360	-4.522408	-5.805840	-3.589354	2.087973	-1.594446	6.215987	0.265267	-1.795788	-2.836164	0.818384	6.507373	6.379825	-6.294195	-15.444250	2.104078	-7.933474	-9.998224	-2.839859	6.475669	0.273972	-2.076032	-3.789793	-10.185389	2.260929	0.212560	-1.849118	-2.836787	5.537066	0.273967	-2.857864	1.399177	-2.981024	5.607059	0.244408	-1.816907	-2.836424	-4.640717	0.437003	6.367130	-3.914430	-11.512405	2.166269	-3.741746	-5.806496	-2.839859	-9.249032	0.419594	3.001712	2.830445	-1.800079	6.143790	4.907913	7.804690	2.121668	3.490916	6.516819	4.498596	-3.050842	-11.997823	2.147560	-0.342438	2.549617	2.116947	
9369	6.404547	3.739073	6.927565	-7.900220	-21.472220	1.846813	-4.058230	-9.576505	-0.192693	3.906954	-0.686746	-3.367354	-2.252490	-9.727864	1.846813	7.604959	8.447743	6.168367	8.357058	-0.686745	-3.356519	-6.572142	-16.691136	1.846813	1.424013	-4.092665	-0.191095	-4.155937	-4.664600	-9.948213	2.264365	-1.658851	4.704615	7.638678	8.481462	6.168367	2.706210	-0.686781	-9.579703	0.827564	-4.385809	3.051530	7.638573	8.481357	6.168367	3.941131	3.660914	2.608906	-2.574542	-12.173874	1.846813	5.453412	6.296154	6.168324	1.246479	-0.687899	-9.943301	1.996892	-2.369041	4.700651	7.638676	8.481461	6.168367	
8652	-0.949920	3.286988	-1.334444	-10.040917	-12.162666	1.981932	-5.657413	-12.794034	-4.949634	-0.976212	2.882261	-1.446857	-9.811966	-11.844754	1.981932	-4.953326	-12.585291	-4.951379	-0.251916	3.709404	-1.691603	-9.484522	-12.879724	1.981932	-5.300368	-12.120515	-4.950017	0.272153	3.506402	-1.870986	-9.218676	-12.629174	1.981932	-4.754211	-11.847762	-4.952389	0.184687	3.110987	-1.818107	-9.249570	-12.170823	1.981932	-4.399032	-11.914702	-4.953589	-1.182098	4.145706	5.876541	-13.001457	-16.277594	1.981932	-12.511666	-19.744999	-4.950928	0.284847	1.821047	-6.061029	-5.916367	-7.891589	1.981960	4.646951	3.991806	1.627260	
6707	0.416056	-0.474224	-5.838243	-1.041651	-9.160081	0.186438	6.482833	9.489576	5.508794	-11.820499	-4.137512	-11.389974	5.281229	2.391742	6.782043	7.122488	10.227445	6.543655	-11.820499	-4.137512	-11.389974	5.281708	2.391739	6.782043	5.674386	10.324807	2.358518	2.112892	5.318953	6.814788	-6.723452	-16.024894	0.186438	-7.234663	-10.604376	-0.867661	-11.820499	-4.137512	-11.389974	5.281623	2.391740	6.782043	7.222785	10.214475	6.691265	-11.820499	-4.137512	-11.389974	5.282111	2.391739	6.782043	4.725853	10.350393	nan	0.416056	0.617786	0.591150	-1.045552	-9.296117	0.186438	6.347414	9.353798	5.508436	
5874	-8.155882	-9.055962	-6.086724	5.449800	1.131133	7.207030	nan	11.174666	4.109442	1.819387	3.811712	6.405021	-5.916613	-17.819942	0.721689	-6.989816	-8.373083	1.924372	-8.155882	-9.055962	-6.086727	5.449798	1.131133	7.207030	7.621150	11.030995	7.923617	-8.155882	-9.055962	-6.086760	5.449794	1.131133	7.207030	7.405181	11.051146	7.745667	-8.155882	-9.055962	-6.086756	5.449796	1.131133	7.207030	5.239091	11.133305	6.419739	-7.693963	-2.509099	4.147708	4.311110	-2.645658	7.042938	0.030139	3.851859	7.129359	-6.758220	-2.481707	5.427242	0.711099	-10.058457	0.721691	0.028721	3.850437	7.129355	
4942	-2.766960	-4.615207	-6.641528	8.214532	-0.245613	7.905213	8.218916	10.555383	6.550339	2.949388	5.487879	8.348516	-6.000936	-17.169081	1.734705	-11.729953	-17.329701	-3.093934	-7.361327	-7.143263	-6.669795	8.262806	0.540108	7.945432	7.756960	10.629675	3.588898	-2.767049	-4.615359	-6.641557	8.183702	-0.245323	7.905243	7.946137	10.613963	5.404243	-2.767000	-4.615235	-6.641540	8.186551	-0.245540	7.905224	8.135512	10.554617	6.266655	-2.767074	-4.615394	-6.641543	8.214326	-0.245319	7.905230	6.843971	10.710873	nan	-2.766974	-4.615244	-6.641536	8.164101	-0.245540	7.905221	8.182013	10.552445	6.429175	
2955	-2.580254	-0.472657	-4.777999	-6.884976	-9.982204	1.071262	0.586125	-6.045097	0.032865	3.934523	0.970968	-4.691806	-6.885338	-16.539268	1.071262	0.547497	-6.083724	0.032865	-3.730698	-0.945434	-5.607417	-0.323333	-6.406820	1.072505	7.228793	6.649282	6.084575	-3.211411	3.763585	6.319105	-13.328228	-14.459619	1.071262	-7.091529	-13.722751	0.032864	-9.961124	-1.717779	-12.023361	4.111874	2.367973	6.014431	7.230888	6.651377	6.084575	3.313806	5.456121	6.319105	-13.328259	-21.013789	1.071262	-9.551970	-16.183191	0.032864	2.844393	0.926901	-5.605249	-0.323335	-12.925365	1.071262	7.189834	6.610323	6.084575	
