6001	-4.051646	4.842603	8.373324	-7.360481	-17.752715	1.062193	-5.291082	-7.705323	-0.514028	1.561572	7.185208	8.560401	-8.180990	-20.916115	1.062193	-6.436011	-8.850597	-0.514373	2.682450	7.399553	4.626004	-1.763740	-13.559329	1.062193	0.425211	4.331456	5.806457	-2.463487	5.422682	4.625310	-1.578393	-10.752122	1.062222	1.215912	5.136449	5.820750	
1003	2.925664	6.558459	7.023159	-12.408754	-18.090273	1.343368	-7.409209	-13.885229	-5.279475	6.315832	5.168419	0.972901	-5.189251	-12.490614	1.343418	0.784494	-5.691457	-5.279406	1.109173	5.009109	0.883497	-0.345014	-4.762432	6.586463	3.836884	3.739394	1.099055	-2.211343	0.193602	-3.089179	-0.105863	-2.286131	6.587201	5.339564	5.249219	1.106199	
5007	5.466726	0.966975	-2.838163	-7.423024	-14.533567	-0.760466	0.644217	-2.753758	-0.912001	-1.717790	4.954371	6.730906	-11.832108	-20.469719	-0.760466	-8.180069	-11.578046	-0.912004	-5.109861	-4.123384	-4.057039	-0.866761	-7.377657	-0.759963	4.542449	6.931378	4.874902	-12.631303	-5.167061	-6.478225	2.939591	-1.824572	4.153880	4.542449	6.931378	4.874902	
1006	-6.372601	4.738386	7.828418	-1.986420	-14.096855	-2.351757	-8.252809	-13.771122	-1.181642	-10.603644	-0.696821	-2.720971	5.939007	-3.190450	1.825861	4.512587	4.335243	4.159328	-3.814972	-0.684506	-1.344308	-0.863919	-7.356146	-2.351737	-0.772475	-6.021975	-0.912829	3.317107	1.021877	-1.338706	-1.228906	-12.236390	-2.351757	-0.801594	-6.065436	-0.927170	
3013	-0.095841	4.187994	6.623682	-6.737493	-17.404082	0.151568	-5.989156	-7.118990	-0.538597	-5.520676	1.028082	6.621520	-6.737479	-16.380907	0.184632	-5.072988	-6.202821	-0.538597	-4.842608	-3.141284	-9.881619	4.229668	-2.434256	5.660192	-0.141000	-1.245531	-0.513294	3.229095	0.830355	-4.485250	-0.104008	-13.730593	0.488117	-0.143390	-1.248098	-0.513472	
8037	-4.853582	4.027392	4.422907	5.473104	-7.952241	1.001350	-1.088732	3.183354	6.391833	-3.614878	4.610161	6.604654	-5.416636	-19.852352	1.001349	-7.422743	-9.047187	0.495303	1.344002	7.012029	6.605318	-5.416637	-21.362741	1.001349	-8.347501	-9.971945	0.495303	-10.005707	-2.854083	-5.399480	7.861206	-1.463272	7.522429	6.604310	10.876440	6.391877	
4033	-3.852974	3.891202	7.889320	-9.008062	-13.906877	0.772610	-8.353240	-6.863309	0.271954	-8.276274	0.200462	7.281343	-3.591575	-8.435190	1.735968	-1.971038	3.757269	4.510331	-11.498359	-6.418837	-8.242725	8.495172	1.690384	6.203286	4.415006	10.390939	4.757957	1.973012	5.489505	7.897903	-9.031050	-19.437398	0.740649	-11.897002	-10.500692	0.178334	
3035	-6.333495	3.858476	4.832309	-5.444392	-17.476347	1.666597	-7.279684	-8.323929	0.886252	-11.412318	-5.056070	-9.424573	5.407915	-0.684705	6.385353	4.006454	7.953758	5.877802	-6.572039	3.502369	4.757236	-1.133170	-11.796969	1.669344	-0.999285	2.944051	5.873834	-7.276471	2.538143	3.248461	2.932402	-2.997198	6.299128	-0.910335	3.033675	5.874508	
1058	7.805961	0.118533	-5.468086	-6.809721	-16.578555	0.111862	-0.683364	-6.861004	-0.462159	5.431143	6.566477	4.235675	-12.663822	-21.073998	0.111862	-11.823100	-18.000745	-0.462164	-10.105276	-4.837706	-10.006233	5.757348	-0.638068	5.588400	5.790242	5.625501	5.550740	2.806729	-0.122261	-6.567425	-0.263656	-7.166952	0.115310	5.778644	5.613903	5.550740	
50	-8.303163	-3.013443	-8.989889	3.360978	3.290914	8.770227	7.054442	10.217948	7.854213	2.206161	4.939747	6.731074	-0.946863	-19.610906	2.522157	-8.092678	-10.846205	1.937180	2.200061	1.418149	-4.245222	0.533516	-6.914902	2.549622	6.864889	10.027972	7.853790	-1.656758	3.955019	6.730871	-0.946442	-15.158632	2.522157	-7.475435	-10.218932	1.947211	
9051	2.546824	5.612756	7.529686	-7.219007	-19.815172	0.373796	-4.282979	-8.220140	-0.270414	0.809999	5.434092	3.770738	0.739384	-12.155284	0.560600	3.387113	5.666536	5.946169	-5.066506	2.184763	3.770481	0.809241	-6.937281	2.934167	4.869137	7.151114	5.948724	-5.145409	-4.459906	-5.974242	6.858954	0.088492	6.713868	7.027872	9.310206	5.949080	
1071	-8.138999	-9.457294	-5.758930	2.957464	-1.238763	6.016610	4.552287	8.306462	6.065749	4.140624	2.013840	7.146869	-7.467385	-20.887929	0.168397	-2.068483	-4.469001	-0.088945	1.425909	-4.067958	-1.525497	-3.155980	-11.644938	0.168397	3.830616	7.584792	6.065749	2.952064	2.013659	6.232404	-3.165148	-14.825035	0.168397	-0.475357	3.276651	6.063581	
