4001	6.031469	-0.807590	-6.132962	0.293889	-12.450905	1.295623	-0.165068	-3.166611	-4.461599	-2.207716	0.795605	4.466022	-2.521599	-22.127313	1.295623	-5.353683	-8.355302	-4.461676	
5002	-0.486555	8.297906	7.214389	-5.562075	-19.186823	3.167914	-6.080914	-6.873759	0.448834	-6.311998	3.338260	7.191397	-4.395199	-18.999687	3.167914	-4.217352	-5.010187	0.448844	
9003	-3.366917	1.511826	4.398323	-0.851515	-7.586876	0.538640	1.399197	4.135500	2.776173	3.427381	7.208280	7.723158	-12.448081	-18.065486	0.538532	-11.071884	-14.271042	-3.159287	
1002	-10.722501	-3.646489	-7.845982	5.887497	2.777444	7.669039	7.105534	10.810014	4.980420	-7.105045	0.298100	8.281864	-10.739160	-10.266752	2.758091	-4.151120	-6.654818	-1.227787	
9004	2.505764	6.123023	6.742802	-4.819968	-18.405970	-0.384888	-9.960678	-5.516958	2.767490	-3.721079	3.862768	6.665209	-4.046899	-10.422106	-0.384888	-5.499296	-1.055061	2.768006	
2002	-10.460676	-5.750835	-4.984350	5.554439	4.703734	5.500504	5.262410	10.590012	6.144302	1.084303	4.857683	3.416120	-0.568663	-12.359165	-0.047673	1.841833	7.144302	6.119170	
4003	2.641553	6.426004	8.493431	-1.717678	-11.934544	4.101513	-2.007449	3.265910	7.615470	-9.369434	-2.733244	-6.080333	4.337635	0.764945	8.135155	5.567244	10.840607	7.615474	
6004	-5.070631	3.566733	6.683670	-3.258945	-11.562555	4.011839	-9.685177	-10.134516	3.478080	-11.001619	-2.446963	-11.635040	6.422192	0.967736	6.383172	6.269964	10.455781	8.113236	
2005	-7.529496	-5.056738	-12.489955	7.031355	2.638466	8.085821	6.019243	9.473998	6.656220	2.520586	1.317655	-0.051371	1.238510	-6.925823	4.038413	6.007698	9.462453	6.656220	
5012	3.165316	6.691064	7.968726	-2.091623	-23.110851	1.925689	-5.930144	-8.941021	0.113576	-9.473591	-3.303265	-8.594681	9.351658	1.683163	8.456366	7.526341	10.163833	5.761946	
4007	0.672119	8.591167	5.724250	-4.368250	-17.870829	-4.136200	-8.085444	-13.079407	0.115636	4.354376	3.353505	-4.779406	1.497806	-8.878094	-4.136200	7.580634	8.367389	5.896353	
9010	-5.321706	2.811069	4.019904	-5.813531	-12.708444	-0.704760	-4.377084	-2.349138	1.902448	1.012804	7.588496	4.021265	-5.823361	-18.000102	-0.770886	-5.546338	-3.518398	1.902441	
13	-0.394213	8.551469	8.502280	-8.264670	-9.811403	3.856233	-7.067098	-6.842849	0.870528	-5.371182	4.471037	8.498225	-8.247020	-8.843009	3.856233	-5.509896	-5.273464	0.882712	
9014	-7.408336	4.274737	5.866243	-5.886625	-12.604443	3.103116	-5.258616	-11.556923	0.415969	-9.640971	0.959535	-8.626084	5.273234	-0.650766	8.547767	6.417992	6.156397	6.452680	
4011	3.789808	7.410592	9.915669	-5.773438	-17.196330	1.113489	-15.982727	-15.529704	-0.380149	-2.686402	5.425797	9.915667	-5.709318	-11.824920	2.604917	-15.950410	-15.497387	-0.380149	
4015	3.372883	6.657851	7.820632	-11.444244	-17.060295	1.758912	-10.886432	-12.604345	-0.463282	-6.965442	2.749976	5.575073	4.859972	-4.574242	4.287960	0.145957	4.341716	5.450390	
9019	4.325927	6.127365	8.102364	-3.775724	-19.615701	2.190718	-3.208300	1.127794	4.531260	3.855825	6.123827	8.104387	-3.825619	-22.736204	2.190718	-4.541895	-3.471839	1.265219	
21	-10.157470	-4.100885	-9.848543	5.451859	3.870040	7.372388	8.707846	11.547672	6.810156	0.612841	6.383844	5.002034	-6.449212	-16.231999	0.815237	-8.252915	-9.724792	2.498453	
3018	-5.237559	2.631877	6.992910	-3.542738	-12.394297	0.342749	-0.515968	3.453900	5.842265	-8.545222	2.581459	7.223789	-10.233346	-18.226287	-0.048643	-4.948347	-7.406648	-0.585905	
