8002	2.909808	0.461772	-4.141454	5.637335	-3.689413	5.152997	8.199503	10.247247	5.605588	1.628306	6.810348	7.106311	-5.905075	-22.066772	2.640076	-5.450449	-9.457573	-0.449279	3.980020	6.766281	2.146021	5.606658	-9.517285	2.640134	3.902609	5.950342	5.605578	-4.347484	-1.943746	-1.321270	6.156548	-1.501613	5.166448	8.254587	10.302331	5.605588	-3.839938	2.898542	7.097649	-4.716727	-15.678025	2.640076	-3.511259	-7.518383	-0.449279	-4.347509	-3.457901	-6.882160	6.156550	-1.501582	5.166448	8.267519	10.315263	5.605588	
5025	6.987910	2.533262	-3.827800	-0.973384	-12.787147	-0.451980	1.929862	-4.133145	0.533858	0.970563	2.531262	-5.027850	5.153429	-2.858742	5.142979	4.969155	5.327263	6.954972	1.249253	2.532157	-3.878288	2.697184	-6.172674	1.096849	4.969154	5.327262	6.954972	2.565930	7.596752	7.598805	-7.570332	-21.729335	-0.451983	-9.108301	-15.171483	0.533682	-2.960721	5.122398	7.598805	-7.567643	-18.124094	-0.451983	-6.239876	-12.303058	0.533682	-5.658909	-3.741241	-6.234704	6.292591	-2.403686	5.163880	4.969387	5.327495	6.954972	
6041	-9.092661	-5.837812	-6.990957	7.242048	-0.821041	4.562444	3.705298	8.233932	4.777978	-4.363202	0.375329	6.259271	-10.664275	-15.083403	-1.047988	-8.711491	-10.461460	-1.500624	-3.138393	-5.494267	-0.275586	-9.619954	-9.708084	-1.047926	-4.141343	-5.891311	-1.500624	1.220214	4.970599	6.259622	-10.695632	-18.226426	-1.047988	-11.607436	-13.357405	-1.500624	2.635991	-0.828825	-0.248924	-10.629705	-15.891114	-1.047988	-4.301915	-6.051883	-1.500624	-4.367448	0.374969	6.231417	-3.235609	-10.216509	-1.047966	-2.771152	1.751788	4.772285	
6061	5.816675	4.213193	-3.945914	-1.850184	-10.605712	-0.114704	-0.268185	-5.207913	-2.289529	2.397158	5.712190	7.072577	-3.839686	-18.395425	-0.114706	-4.989787	-9.929542	-2.289556	-6.205369	-2.904828	-4.767689	7.567545	-2.198365	5.057655	6.881743	7.875396	3.643852	1.446517	5.666798	2.009061	1.692088	-9.959328	-0.114698	3.370003	4.352859	3.633055	1.493353	4.181687	-3.996252	3.804441	-5.768615	0.571703	6.283939	7.277574	3.643834	-0.862709	1.658842	-4.765762	7.564128	-2.213143	5.057489	6.858998	7.852650	3.643852	
1104	0.716948	2.278950	-10.749805	4.795829	-1.049812	9.015933	1.589797	-2.157175	1.234486	0.189787	6.890199	6.141357	-6.017402	-14.223370	3.188394	-9.781706	-13.528726	1.234438	-5.667552	-3.589569	-11.347580	4.795903	-0.358101	9.015933	2.407888	-1.338318	1.235252	-6.041174	1.381385	6.141275	-6.016313	-13.492673	3.188394	-3.852221	-7.599241	1.234438	-12.094832	-3.589589	-11.451288	7.698686	1.928972	9.015933	6.318576	7.528737	6.191619	5.773835	2.408731	-9.380663	4.769738	-3.039521	9.015297	1.210570	-2.536437	1.234451	
2125	-8.781520	-2.033731	-10.554321	6.965420	-0.052509	7.200850	4.785934	8.621345	6.560912	-5.400240	-2.033676	-5.457205	0.983805	-5.033029	5.007598	-1.838060	-2.664245	1.899315	-7.007160	3.927453	6.564605	-7.389978	-9.202406	2.017528	-6.552704	-7.464823	1.813382	3.641208	0.628852	-5.728350	6.960217	-4.078330	5.698616	4.785547	8.620958	6.560912	0.915288	0.628863	-5.456947	-5.373051	-7.903911	2.789563	-1.838404	-2.664661	1.899243	0.914925	0.628863	-5.456962	0.610309	-5.453246	4.680163	-1.838404	-2.664661	1.899243	
7117	2.037170	8.005190	8.177471	-10.086002	-16.934927	2.433550	-8.619965	-11.547694	0.131937	1.630861	8.005173	7.816592	-4.199203	-12.854042	2.433550	-2.109501	0.769956	5.939122	-6.727444	2.574387	5.181639	2.082900	-2.407044	6.889987	1.950584	4.832022	5.941103	-3.087238	2.587244	8.138625	-8.612091	-11.049156	2.433550	-5.553785	-8.481514	0.131937	-2.393789	2.782861	6.486532	-0.388880	-6.081210	2.571243	1.198779	4.080216	5.941103	-1.585555	4.913277	7.273775	-0.664964	-6.299265	2.500025	-0.624505	2.256921	5.941092	
6191	-5.118318	-2.788132	-2.445829	2.853608	-2.546645	6.304328	-0.234312	-2.649047	-0.635593	-4.948283	0.675787	7.892745	-3.738089	-17.511996	1.665201	-3.630189	-6.076221	-0.666890	-8.071007	0.675700	4.419351	0.008387	-9.449274	1.665203	2.988480	7.070697	5.861358	1.200828	6.662815	7.915745	-3.738091	-22.059245	1.665201	-5.972306	-8.418363	-0.666916	-1.731087	-2.269922	-1.327171	-3.488375	-10.995280	1.665201	-0.283399	-2.701329	-0.638788	-9.871809	0.675666	3.797196	6.275388	-3.059013	6.029885	3.107521	7.189739	5.861360	
8212	1.316157	7.257603	8.422318	-11.062725	-18.232521	2.017740	-13.513001	-15.051912	0.182209	1.281022	7.256791	3.574019	-0.991679	-13.342159	2.077184	5.501902	8.794143	7.234122	1.281177	7.256800	3.248993	-0.995917	-13.294386	2.075075	4.756441	8.854732	7.065350	1.281177	7.256800	3.311094	-0.983447	-13.050523	2.090150	nan	9.066916	5.761166	1.281177	7.256800	3.485323	-0.978655	-13.758191	2.063965	4.217790	8.869431	6.981021	1.281177	7.256800	3.209975	-0.982762	-13.169527	2.078164	5.405001	8.798161	7.210140	
8236	-6.095168	1.655272	7.511488	-8.293760	-11.612373	5.546202	-6.687557	-8.946631	-0.071126	-12.698659	-5.762668	-10.098171	7.309096	0.841070	6.947995	4.569432	8.591996	6.210512	0.208790	5.299219	7.511490	-8.293770	-12.348259	5.546188	-11.967205	-14.226278	-0.071126	-9.830882	-5.762533	-9.066914	3.100467	-1.767224	6.845276	0.154245	-2.077358	-0.043656	-13.707470	-5.316525	0.470144	7.019142	0.789021	6.947765	-1.554233	2.468296	6.210477	3.266626	-0.205182	-3.198955	-2.087574	-11.652433	5.546201	0.129935	-2.104583	-0.046571	
