2500	-13.142997	0.299371	4.374745	4.890660	-4.911619	-0.341718	2.287960	5.772498	6.047622	-13.153578	-3.675557	-5.794443	6.642052	-1.451946	3.075319	6.840205	10.342264	6.065143	
3333	-6.760555	-6.096401	-9.053522	6.955715	-2.509028	7.936246	5.437911	9.235041	1.948858	-1.928250	1.165704	4.405565	-2.020848	-22.196208	1.295623	-5.416421	-8.029777	-4.461676	
9164	-10.328029	-1.000682	-13.362939	7.664719	2.859919	5.958217	6.965443	12.903228	8.126516	1.595525	7.179057	4.207256	-1.705107	-14.646483	-0.108568	-12.198516	-12.808709	1.578524	
9165	1.093360	8.917171	6.453285	2.447352	-11.873056	-3.569331	-1.121739	4.544736	5.898030	0.005230	8.156459	7.719009	-2.987792	-21.056149	-3.685003	-4.871029	-4.762742	0.339842	
1668	-10.452283	-5.747212	-4.984364	5.554445	4.823552	5.500504	5.260958	11.173791	6.146047	1.152833	4.899651	3.281316	-0.567953	-12.201654	-0.046553	1.575850	7.478946	6.136307	
4167	-0.347155	8.474850	7.211215	-4.487427	-19.383572	3.167914	-5.632884	-6.352592	0.448839	-12.400857	2.277321	-11.566748	8.053923	-0.559647	6.046944	5.864261	10.209087	5.513373	
5835	0.763010	6.447901	6.515838	-5.887975	-18.535744	-4.524581	-15.070133	-15.256760	0.191510	-7.138586	-5.251375	-8.363272	3.844030	-2.232466	1.573623	0.958240	6.303330	5.723226	
3335	2.699463	6.426161	8.281221	-1.646267	-11.878056	4.101513	-1.936446	3.741939	7.615475	-9.363127	-2.733244	-6.344507	4.337661	0.760664	8.135155	5.563907	11.242175	7.615392	
3	2.912780	6.943719	5.429706	2.184964	-9.768674	2.263341	-1.246060	2.382103	4.688792	-4.090669	-4.624766	-5.574766	4.890550	0.254359	7.322993	4.735459	8.364074	4.689244	
5836	-10.762459	-5.031814	-8.409255	8.152869	3.857724	6.599821	6.855953	13.033450	6.864397	-10.762459	-5.031814	-8.409255	8.152869	3.857724	6.599821	6.855878	13.033267	6.864320	
8334	-8.172097	-4.636302	-12.162937	7.969096	-1.670353	0.783494	4.305169	9.288086	5.977322	2.352575	6.620673	4.607406	-9.321242	-17.329705	-3.397255	-6.555136	-8.193871	-0.644329	
838	4.417470	6.778901	4.772196	-8.238698	-14.465346	1.305531	-9.452268	-14.846518	-3.599494	-6.459771	-2.642807	-10.854765	8.258326	3.727216	7.132207	6.708041	7.275212	2.361927	
3337	-8.461898	-6.792150	-8.251423	8.727838	-0.031017	5.997799	6.460762	10.899767	5.009352	3.188210	4.372231	6.805221	-4.886501	-16.771235	0.514958	-8.445310	-7.760645	1.255012	
4170	-10.081906	-2.200357	-10.931048	6.734260	2.556094	6.448913	6.057033	12.507575	6.770514	-10.081906	-2.200357	-10.931048	6.734260	2.556094	6.448913	6.056764	12.507209	6.770442	
