1	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
6667	-1.009928	-7.118740	-11.595306	4.364526	-0.189016	5.421064	6.933864	12.108826	5.493340	
3338	-12.587923	-6.512192	-9.737363	3.090751	-1.948622	5.255582	6.249636	12.914656	7.140612	
7505	-12.441126	-7.648830	-11.658851	6.969348	1.633531	6.444076	7.312473	11.253588	6.432653	
5840	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
842	4.085523	4.682284	3.367775	-4.976648	-24.024398	-0.298431	-9.668206	-7.472402	1.852741	
843	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
7507	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
5843	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
9174	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
8341	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
4176	-11.526341	-4.054332	-6.900428	7.740696	2.237850	8.173890	4.402255	11.160678	7.835164	
5845	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
6675	-0.304586	2.097360	-11.079747	0.926272	-1.982235	6.962727	6.497733	13.021543	6.923536	
3345	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
6676	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
9177	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
848	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
1679	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
8344	-10.239193	-4.406065	-9.593157	4.147910	2.483180	7.128885	7.044809	12.452694	7.199489	
6678	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
850	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
3349	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
19	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
6680	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
3352	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
2518	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
8348	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
2519	-9.763516	-1.394696	-6.711059	5.458799	-0.747685	8.092054	5.632164	11.333165	6.930277	
854	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
4185	-10.778068	-4.606188	-8.921166	5.981907	1.496381	6.206810	5.470025	10.797943	6.294348	
4187	-10.213708	-4.856691	-14.529616	3.831365	1.456257	6.162893	6.560985	11.789501	6.975983	
1690	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
1692	-7.749031	3.661270	4.504847	7.865666	-2.181797	4.847395	0.970437	7.378684	7.218633	
9190	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
9191	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
6690	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
9193	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
33	3.229020	8.366784	6.267238	-5.100417	-24.939322	-0.315976	-6.947145	-13.197854	-2.974837	
7528	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
5026	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
7529	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
4195	-8.980828	-3.660932	-11.040190	7.726573	1.672736	3.944161	5.917153	10.830141	5.409106	
9197	4.674838	4.575703	6.341032	-7.193206	-19.630655	4.683231	-11.575223	-9.031678	2.409589	
8364	2.560855	6.982320	8.122315	-9.106182	-12.391727	-0.393522	-7.687507	-11.361178	-3.600601	
7532	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
7535	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
2536	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
6699	-12.630188	-4.245664	-11.881215	7.241605	1.082067	6.999581	5.558545	12.710905	7.329834	
7537	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
6700	-7.801040	-6.465133	-14.952505	3.127757	-2.085418	4.299763	5.846091	12.506371	6.391966	
5034	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
9205	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
3371	-5.890935	3.949311	7.718000	-9.819821	-20.338958	1.611915	-7.779068	-8.486534	0.780711	
2541	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
6703	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
3373	-1.742794	-6.407661	-11.115721	6.057798	-0.866863	6.357504	5.814357	11.316025	6.455039	
4208	-7.459792	-3.308860	-15.616181	8.411005	6.575579	6.258203	7.693992	10.030716	6.019752	
5040	2.820422	7.159241	7.233464	-9.610218	-27.568518	0.593182	-10.219262	-10.531915	-0.648204	
5041	-9.716404	-2.667260	-5.044369	6.442439	0.337686	7.466962	6.186533	11.508368	6.427749	
3377	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
1714	-9.863268	-5.847705	-12.619278	8.464423	1.619149	8.050479	7.430017	12.029964	5.249375	
6708	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
880	-11.918546	-4.082165	-12.532401	6.443850	1.783570	6.803905	6.826889	13.188358	5.826730	
8378	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
49	3.672596	2.260103	4.342597	1.288058	-9.643602	-1.099326	1.803814	7.494444	6.071384	
8379	6.057278	6.658131	6.084000	-5.294887	-21.652625	-1.530789	-15.327327	-14.573730	2.235361	
3378	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
4212	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
4213	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
1716	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
1717	0.076211	5.448540	4.702874	3.956046	-6.503213	6.116770	-1.921173	5.162975	6.975016	
6711	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
887	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
6715	-8.487560	-3.472732	-11.599749	8.728864	2.132620	4.825184	5.917676	12.223562	6.603398	
58	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
7552	5.114791	-0.360538	-4.547308	6.928755	-4.419145	4.846952	6.845679	12.086592	6.913870	
5885	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
8387	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
889	-10.336682	-5.955763	-14.681329	6.752786	0.293798	6.638295	6.027490	11.322369	5.348150	
5051	-10.282332	-4.540435	-12.546761	8.566848	5.038819	6.275862	7.838299	11.654305	8.835917	
7553	-5.313441	-9.742456	-10.309595	7.704621	2.747400	5.585187	6.714092	12.659857	6.342746	
7554	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
5888	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
8389	-6.067405	-7.925361	-10.767580	3.717666	0.278873	4.533691	7.016010	13.516123	6.956060	
4222	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
8390	-6.569737	-4.716032	-11.556902	7.742406	-0.588263	1.528099	6.701840	12.788104	5.951093	
2556	-8.364658	1.030255	-13.616595	6.190333	-0.041366	7.653632	4.979845	11.499239	6.544265	
894	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
4227	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
1731	-9.809026	-2.015798	-14.250485	7.150946	0.177216	8.631486	6.706657	9.961415	7.575783	
5061	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
68	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
1733	-13.066411	2.220821	-7.848389	5.697746	0.508916	7.386265	6.980058	11.937107	5.708255	
70	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
6727	5.521809	-3.106709	-10.498900	8.088253	-3.340899	5.920065	5.926688	9.247735	2.822936	
9233	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
903	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
7570	-8.590101	-1.680335	-11.025137	5.988440	1.001684	6.740636	6.237208	10.269316	3.772756	
908	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
1740	-10.426453	-3.414487	-11.862601	6.575114	0.328322	6.476240	5.531728	11.544779	6.870788	
4238	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
909	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
1741	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
9241	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
8409	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
7578	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
5075	-8.872930	-5.004446	-16.869328	5.986135	0.323640	5.144075	6.834427	11.789445	5.462423	
5914	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
85	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
6742	-11.729291	-5.081106	-1.052962	7.535746	1.636821	6.514581	6.843743	12.079068	5.100436	
6743	5.973711	6.452291	5.906398	-1.354151	-16.694834	1.097941	-2.757342	-4.715225	-1.188986	
918	-12.849689	-9.608787	-14.059313	6.324467	-0.148344	7.109765	6.954191	11.135249	6.207611	
8416	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
5080	-11.082794	-1.264099	-0.551780	-2.578221	-6.009280	0.655705	2.846029	9.547235	7.288637	
9252	-10.686786	-3.267489	-13.279962	5.014477	0.453244	9.352880	6.518963	11.810212	6.303714	
92	-0.395019	4.404802	4.055609	-6.664441	-12.915958	-3.027475	-4.251484	-1.905175	2.430020	
5084	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
925	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
4254	-6.643371	3.525515	5.601187	-9.470663	-15.629513	2.406202	-12.268822	-13.621241	-0.740169	
4255	-6.020617	-3.481612	-17.527289	7.898869	-0.617824	6.781819	6.003118	12.032192	7.351638	
8425	-10.128044	-4.036533	-10.402392	3.133988	2.677581	6.129659	6.585031	11.738424	6.304473	
4256	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
1759	-9.009059	-4.342753	-8.099011	5.226013	1.228156	6.412465	7.982444	12.474918	6.571579	
7594	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
3422	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
3423	-9.538424	-3.686060	-7.162162	9.231215	0.816557	7.341078	5.124546	9.437902	5.275206	
9260	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
4259	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
5930	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
1763	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
7597	-6.428549	-4.169398	-10.532681	7.302579	-2.363136	3.829779	5.580424	10.096984	5.227308	
6758	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
7598	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
6759	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
934	-10.924119	-6.017263	-16.655537	6.034513	2.063608	4.579266	6.643782	13.939239	7.892934	
5934	nan	nan	nan	nan	nan	nan	-nan	-nan	-nan	
