6666	3.978698	6.777923	2.145373	5.606663	-9.653744	2.640159	3.459233	6.068359	5.605588	1.668473	6.810393	7.105909	-5.859057	-21.956522	2.640076	-5.561962	-9.007704	-0.449279	-4.451983	-3.457906	-7.128773	6.164262	-1.610852	5.166459	8.266976	10.876103	5.605588	2.839385	0.462837	-4.229185	5.650921	-3.810979	5.157352	8.191648	10.800774	5.605588	
4168	-4.211178	-3.974788	-11.416188	7.012501	1.519299	7.054536	7.633383	14.134140	6.493906	-4.211178	-3.974788	-11.416188	7.012501	1.519299	7.054536	7.633344	14.134046	6.493855	-4.211178	-3.974788	-11.416188	7.012501	1.519299	7.054536	7.633302	14.133944	6.493799	-4.211178	-3.974788	-11.416188	7.012501	1.519299	7.054536	7.633258	14.133836	6.493740	
837	2.491958	7.383733	4.758038	-0.197173	-23.491758	1.535734	-8.366947	-1.294626	8.068899	-3.267264	-4.511074	-7.666528	6.364208	1.275929	7.348214	3.781887	11.355690	8.570420	-0.069466	4.876512	4.500612	3.869025	-8.512064	1.619883	-1.357468	6.213927	8.567762	2.484663	7.383728	4.758038	-0.194125	-23.442928	1.535734	-8.352885	-1.273705	8.075039	
9169	-6.107057	-2.813004	-6.097397	7.101979	-0.282131	4.666227	4.763186	12.338263	7.088144	1.372938	6.491965	8.030531	-6.203599	-15.271568	-1.704492	-7.800751	-6.684714	0.628946	-6.107057	-2.813004	-6.097349	7.101976	-0.282131	4.666227	4.762991	12.337950	7.088047	0.821208	6.442095	3.167986	0.612954	-4.039449	4.232037	-5.021006	-3.904893	0.629022	
5838	4.377137	2.145249	-5.563298	0.572173	-12.967157	1.501180	4.562552	9.428120	4.590437	0.510610	7.734340	5.969311	-9.788006	-24.234490	1.286511	-11.320335	-11.085573	-0.040369	0.791896	2.110455	-7.000028	4.858707	-2.870090	7.220698	4.563188	9.428756	4.590437	-2.272000	-2.396147	-8.092388	4.994031	-1.265127	7.590963	4.568161	9.433728	4.590437	
4172	5.706316	0.829086	-3.231349	-7.160504	-14.532176	-0.760466	0.644305	-2.664565	-0.911629	-1.442311	4.963954	6.709477	-11.693717	-20.478185	-0.760466	-8.262567	-11.571813	-0.912004	-5.016059	-3.828680	-4.103336	-0.847402	-7.657528	-0.759992	4.542449	7.020109	4.874902	-12.636425	-5.195501	-6.900919	2.962558	-1.850457	4.154167	4.542449	7.020109	4.874902	
5839	-7.558082	1.723318	6.994383	-5.275868	-9.181813	-3.563104	-4.322418	1.724561	5.764410	-4.170617	3.613113	6.994660	-5.573864	-15.896915	-3.563104	-10.369837	-4.479930	5.607338	-8.803468	-1.890273	-8.165898	5.891805	0.353408	1.860797	5.419168	11.513461	5.811739	-2.555753	1.362565	-2.529827	-0.434312	-8.129113	-3.563103	0.809347	6.903676	5.811759	
9172	0.529711	5.202421	6.469995	-11.938326	-13.598429	1.510958	-10.834921	-12.498627	-1.048467	7.146843	0.432319	-5.262567	-6.728240	-12.279486	1.510960	-0.917557	-2.566353	-1.033558	-8.271430	-5.287514	-9.806846	3.798503	-0.717585	8.064621	5.837066	10.428963	5.207135	-4.282432	1.176227	6.469992	-11.590613	-12.532752	1.510959	-7.928207	-9.591913	-1.048467	
5007	0.677236	3.973629	6.683782	1.469212	-13.013186	-1.273950	-2.853093	3.550763	8.618535	2.267699	4.212103	7.010361	-4.365911	-20.554588	-1.273950	-9.199410	-7.689184	3.724905	-6.953133	-5.481831	-9.343901	6.599278	0.222568	5.148119	6.303604	12.709090	8.620169	2.803087	-0.649907	-3.952616	1.631312	-7.463125	-1.264674	6.278740	12.684228	8.620170	
4175	-6.040581	-0.339664	7.822858	-13.431363	-17.804028	-0.502137	-5.777391	-4.774161	0.624908	-5.504178	-0.428995	4.407366	-1.000937	-8.481405	-0.401678	0.809873	7.841564	6.653379	-10.796853	-1.198718	0.865760	4.303176	-0.184293	4.149114	3.702606	10.734239	6.653338	-10.595509	-0.549906	3.216350	3.941851	-3.480973	4.135113	0.811774	7.843466	6.653379	
3342	3.456770	6.665769	6.150018	-9.910189	-21.395967	-0.628658	-10.515190	-11.684355	0.646467	2.345366	3.552036	-3.065506	-0.466389	-9.050283	-0.628655	5.571839	10.133157	6.376950	-7.655073	-1.320505	-6.408603	5.652607	-1.912702	3.310060	7.395213	11.957966	6.378386	2.345347	3.552001	-3.066952	5.650209	-5.375390	-0.550381	5.571910	10.133228	6.376950	
7510	0.055700	5.934929	6.462108	-11.709491	-12.563279	3.834775	-9.711905	-10.604770	-1.575383	0.244288	2.077076	-4.879044	-0.784222	-6.491686	3.834941	5.749169	11.294767	4.863200	-1.494120	5.031281	4.645107	-0.785054	-7.807983	3.834775	-1.490301	4.056146	4.863928	-10.537814	-1.506486	-10.014645	4.525414	-0.263253	8.978994	5.766558	11.312063	4.863113	
