1669	-7.682507	-3.431415	-13.200982	5.344260	5.994285	5.999058	6.120436	10.863663	5.766692	3.903747	1.403520	-6.893850	-0.175185	-7.388550	1.449076	5.901892	10.645118	5.766692	3.242197	6.734072	5.072488	-11.632708	-15.070104	1.445610	-7.950892	-9.240873	-0.266516	1.451792	6.031565	1.583537	-1.623480	-6.666230	1.459130	-1.544705	3.430123	5.767662	1.597952	5.797590	1.109755	-1.586083	-6.695982	1.459568	-1.470570	3.435765	5.767126	3.738822	4.822642	0.588320	-0.990237	-7.739102	1.447774	-0.552123	3.941533	5.758165	1.319084	5.991375	1.410657	-1.658530	-6.522271	1.462468	-1.599034	3.335974	5.766856	
7504	4.898393	1.056426	-7.253706	3.909543	-6.644139	2.988432	7.056643	13.629544	6.220322	-3.260055	-1.334420	-12.570746	6.794604	1.399089	5.720565	7.081736	13.654442	6.220144	4.243444	7.137312	5.236560	-1.719435	-16.727526	2.983560	-10.954849	-7.878783	2.723034	4.898393	1.056426	-7.253706	3.909543	-6.644139	2.988432	7.056594	13.629424	6.220260	-3.260054	-1.334420	-12.570746	6.794604	1.399089	5.720565	7.081689	13.654325	6.220083	3.010051	7.090482	5.235773	0.395542	-7.776136	2.984024	-4.462979	2.113480	6.223440	4.898393	1.056426	-7.253706	3.909543	-6.644139	2.988432	7.056492	13.629175	6.220132	
7506	4.811416	6.574562	5.304396	-3.382125	-13.975601	-1.223543	-3.919611	2.618655	6.064785	-6.608688	-5.858693	-10.529102	6.829536	4.019045	5.330604	7.149646	13.684717	6.063536	-6.608685	-5.858693	-10.529102	6.829536	4.019045	5.330604	7.149444	13.684324	6.063361	-6.608687	-5.858693	-10.529102	6.829536	4.019045	5.330604	7.149553	13.684536	6.063455	-6.608690	-5.858693	-10.529102	6.829536	4.019045	5.330604	7.149761	13.684938	6.063634	-6.608689	-5.858693	-10.529102	6.829536	4.019045	5.330604	7.149704	13.684828	6.063585	-6.608684	-5.858693	-10.529102	6.829536	4.019045	5.330604	7.149363	13.684168	6.063291	
13	-0.393100	8.642823	8.501801	-8.203270	-9.430922	3.856233	-7.136659	-6.834299	0.875897	-1.390533	1.565729	-6.371150	7.774908	0.776840	9.322817	6.292844	12.623819	6.904578	5.065947	8.984475	2.304352	4.274104	-6.483402	3.856793	2.472831	8.804225	6.904942	-6.325075	-1.129205	-6.371195	7.775122	1.174533	9.322819	6.533346	12.864119	6.904394	-5.360343	4.471571	8.486119	-8.034460	-8.246338	3.856234	-5.579812	-5.220738	0.932611	5.024932	3.542227	-3.186656	4.390894	-5.395788	3.880309	5.688784	12.020025	6.904815	-6.325075	-1.129205	-6.371195	7.775122	1.174533	9.322819	6.533185	12.863868	6.904317	
6684	-5.351270	3.104615	8.164229	-5.346846	-14.695477	-0.358432	-4.877255	-3.901711	-0.436321	-9.600823	3.081138	8.152283	-5.319683	-11.135390	0.166689	-3.820174	3.722553	6.134793	-9.595312	-1.676664	-8.174496	5.608343	1.324227	4.421015	3.436638	10.974040	6.129981	-9.676876	3.081138	8.146327	-5.303932	-11.135389	0.166690	-3.643448	3.905970	6.134843	-9.645616	3.081138	8.149477	-5.312489	-11.135389	0.166690	-3.728908	3.817379	6.134818	-9.595312	-1.676664	-8.174491	5.608343	1.324227	4.421015	3.434382	10.971600	6.129889	-9.595312	-1.676664	-8.174493	5.608343	1.324227	4.421015	3.435426	10.972728	6.129931	
8363	-12.058946	-5.032128	-10.117356	6.485998	0.344245	4.439702	6.304392	12.894767	6.471580	1.491545	5.710603	7.727848	-7.220889	-19.654458	-1.767342	-8.585332	-8.548785	-0.082336	-4.312481	-0.449603	7.582484	-7.219807	-17.794356	-1.763150	-5.113582	-5.076426	-0.081727	0.161648	4.950934	4.326952	-2.813774	-11.887737	-1.458102	-1.790210	4.800497	6.471823	-12.058942	-5.032128	-10.117356	6.485992	0.344245	4.439702	6.304135	12.894325	6.471419	0.160036	4.946924	4.315537	2.779156	-5.903415	2.013973	-1.784138	4.806573	6.471828	-12.058944	-5.032128	-10.117356	6.485996	0.344245	4.439702	6.304273	12.894563	6.471506	
3365	-3.796673	4.342237	7.889556	-8.810095	-13.892194	0.779448	-9.112715	-6.333250	0.457019	-11.509093	-6.418837	-8.457640	8.498377	1.820840	6.216119	4.409890	11.481197	4.753666	1.995848	5.489505	7.897719	-8.956060	-19.425582	0.740799	-12.322973	-9.801763	0.198501	-11.509093	-6.418837	-8.457689	8.498378	1.820840	6.216119	4.410081	11.481810	4.753907	-5.699051	0.257699	6.987469	-2.467284	-7.926411	2.157743	-1.952977	5.077610	4.708987	-11.509093	-6.418837	-8.457584	8.498376	1.820840	6.216119	4.409669	11.480488	4.753387	-11.509093	-6.418837	-8.457502	8.498374	1.820840	6.216119	4.409343	11.479443	4.752976	
5865	-3.325833	-2.836499	-17.285746	7.565762	3.526555	6.338028	6.260085	12.836372	4.613009	-3.325833	-2.836499	-17.285746	7.565780	3.526555	6.338028	6.260243	12.837061	4.613488	-3.325833	-2.836499	-17.285746	7.565786	3.526555	6.338028	6.260303	12.837326	4.613672	-3.325833	-2.836499	-17.285746	7.565770	3.526555	6.338028	6.260155	12.836677	4.613220	-3.325833	-2.836499	-17.285746	7.565753	3.526555	6.338028	6.259995	12.835976	4.612733	-2.003725	3.876941	0.758524	-6.425061	-4.300043	5.658949	-5.423748	-5.449196	-1.991727	-3.325833	-2.836498	-17.285746	7.565746	3.526555	6.338028	6.259934	12.835708	4.612546	
5867	0.591595	5.602215	5.140060	-7.128633	-16.142727	2.348838	-9.427110	-9.232758	0.259503	-11.217291	-5.411510	-10.024118	8.026336	1.349457	7.009100	7.391214	13.436438	6.110509	-5.427908	-0.050653	5.140060	-6.997777	-14.441531	2.348838	-7.181433	-6.987064	0.259520	-11.217289	-5.411510	-10.024118	8.026333	1.349457	7.009100	7.391028	13.435965	6.110258	-11.217290	-5.411510	-10.024118	8.026335	1.349457	7.009100	7.391140	13.436250	6.110409	-11.217289	-5.411510	-10.024118	8.026332	1.349457	7.009100	7.390969	13.435814	6.110177	-11.217288	-5.411510	-10.024118	8.026330	1.349457	7.009100	7.390908	13.435660	6.110095	
3367	-12.102980	-7.429536	-12.070716	7.505750	3.696347	6.647147	7.095861	13.269845	6.567480	2.000899	3.999446	4.976456	-7.139090	-10.121311	0.175978	-7.511731	-7.825938	0.079140	-12.102980	-7.429536	-12.070646	7.505750	3.696347	6.647147	7.095353	13.269035	6.567208	-3.090462	-1.366113	4.378286	-3.972483	-3.933313	4.431415	-4.035301	-4.096581	0.332066	-2.111025	-1.102110	4.834747	-7.043708	-8.121907	0.265827	-4.035919	-4.097494	0.331772	-12.102980	-7.429536	-12.070702	7.505750	3.696347	6.647147	7.095754	13.269675	6.567423	-12.102980	-7.429536	-12.070605	7.505750	3.696347	6.647147	7.095058	13.268565	6.567051	
