0.367909	-1.414409	-0.320656	-1.818036	-1.849115	-0.620753
0.259675	-0.735951	-0.523080	-1.809530	-2.129218	-0.693326
0.986315	-0.052445	-2.541914	-0.939642	-0.475539	-0.319327
0.680600	0.033570	-2.412072	-1.204666	-0.506621	0.093452
0.610935	-0.450253	-0.700540	-0.532748	-2.670939	-1.130913
0.191839	-0.081486	-1.456333	-0.916874	-2.364548	-1.088787
0.168515	-0.553840	-0.466472	-1.155697	-1.935672	-1.073448
0.470273	-0.190406	-0.881162	-0.887652	-1.395852	0.099397
0.608040	-0.339406	-0.376540	-1.086588	-1.764492	-0.223985
0.197904	-0.679660	-0.845026	-0.795333	-2.229519	-0.155448
0.124581	-0.763713	-2.274963	-1.763507	-2.743421	-0.957829
0.987268	0.094139	-1.051892	-0.308655	-0.809103	-0.453083
0.910542	-0.460249	-2.396933	-0.343141	-0.924322	-1.055132
0.529039	-0.923923	-1.408749	-0.685374	-2.218496	-0.970439
0.229841	-0.403537	-2.298456	-0.677192	-1.070235	-0.976571
0.544612	-0.371275	-2.094119	-0.004385	-1.022665	0.100796
0.765403	-0.293577	-0.486698	-1.382288	-1.719047	-0.046491
0.792226	-0.257696	-0.729077	-1.802029	-2.681965	-0.694824
1.069916	0.008250	-0.895205	-1.716113	-1.308300	-0.919505
0.940581	-0.606032	-0.704736	-0.025976	-0.690238	-0.992784
1.121089	-0.227741	-1.200982	-0.694480	-0.667463	-0.118982
0.370822	-0.624631	-0.137089	-0.904552	-1.496821	-0.902356
0.772666	0.392209	-1.354031	-1.759638	-1.913433	-0.954701
0.033728	0.264411	-1.249015	-1.897113	-0.969613	-1.065869
1.155431	-0.241001	-2.354012	0.205036	0.008022	-0.476044
0.706858	-0.233538	-2.439670	-0.629963	-0.421316	-1.089226
0.541190	-1.120562	-2.187044	-1.676772	-3.629067	-0.269567
0.728698	-0.432066	-2.283939	-1.772362	-2.078704	-0.964990
0.465205	-0.303192	-2.427423	-0.919845	-1.959187	-1.079456
0.342311	-0.564938	-0.385378	-0.535527	-0.741446	-0.474043
1.028041	-0.077590	-0.628292	-0.061018	-0.647700	-0.637383
-0.227380	-0.459795	-2.295884	-0.670947	-0.156410	-0.531889
0.736678	-0.633789	-2.193515	-1.297855	-0.357295	-0.892854
0.946108	-1.210119	-2.183751	-0.223576	-0.754949	0.138610
1.144043	-0.238798	-2.179195	-1.669028	-1.925421	-0.453355
0.758362	-0.183316	-0.259730	0.482455	-0.529216	-0.479381
0.889107	-0.078212	-0.092725	0.526769	-0.697735	-0.739749
1.060772	-1.535781	-2.344070	0.007500	-1.162799	-0.496185
0.047120	-0.428803	-0.834937	-1.701884	-2.504079	-0.907999
0.509174	-0.473014	-1.234050	-0.277189	-1.523566	-0.814152
0.375090	-0.564373	-1.108479	-0.128561	-2.037313	-0.059690
1.068247	-0.316865	-0.873051	-0.217174	-1.855315	-0.790166
0.598582	0.285813	0.009692	0.145225	-0.551569	-0.259458
0.978485	0.054867	-1.033237	0.224110	-0.276141	-1.200584
