NODE1X	GENE6X	GENE5X	0.976740	4
NODE2X	GENE7X	GENE0X	0.972988	4
NODE3X	GENE340X	GENE317X	0.970573	1
NODE4X	GENE8X	GENE1X	0.970328	4
NODE5X	GENE386X	GENE385X	0.970157	1
NODE6X	GENE343X	GENE342X	0.969758	1
NODE7X	NODE6X	GENE341X	0.964960	1
NODE8X	NODE1X	NODE2X	0.964723	4
NODE9X	GENE359X	GENE321X	0.964714	1
NODE10X	GENE354X	GENE331X	0.963343	1
NODE11X	GENE387X	GENE384X	0.961531	1
NODE12X	GENE319X	GENE294X	0.961474	1
NODE13X	GENE108X	GENE107X	0.959974	6
NODE14X	GENE4X	NODE4X	0.959212	4
NODE15X	GENE400X	NODE11X	0.958881	1
NODE16X	NODE7X	GENE339X	0.958696	1
NODE17X	GENE3X	GENE2X	0.958244	4
NODE18X	GENE320X	GENE297X	0.958121	1
NODE19X	GENE397X	GENE371X	0.957590	1
NODE20X	GENE315X	NODE18X	0.956417	1
NODE21X	GENE306X	GENE300X	0.956189	1
NODE22X	GENE272X	GENE172X	0.955287	1
NODE23X	NODE10X	NODE3X	0.954507	1
NODE24X	GENE310X	GENE301X	0.954306	1
NODE25X	NODE14X	NODE8X	0.953898	4
NODE26X	GENE311X	NODE12X	0.953595	1
NODE27X	GENE200X	GENE183X	0.953564	1
NODE28X	GENE395X	GENE415X	0.950988	1
NODE29X	GENE383X	GENE284X	0.950949	1
NODE30X	GENE390X	GENE360X	0.950845	8
NODE31X	GENE232X	GENE210X	0.950098	1
NODE32X	NODE15X	GENE377X	0.948333	1
NODE33X	GENE330X	GENE318X	0.947431	1
NODE34X	GENE328X	GENE292X	0.947008	1
NODE35X	GENE181X	GENE170X	0.946720	1
NODE36X	GENE353X	NODE16X	0.946570	1
NODE37X	GENE141X	GENE130X	0.946557	6
NODE38X	NODE17X	NODE25X	0.946162	4
NODE39X	GENE378X	GENE376X	0.945663	1
NODE40X	GENE293X	GENE289X	0.945594	8
NODE41X	GENE336X	GENE333X	0.944843	1
NODE42X	GENE309X	NODE34X	0.944703	1
NODE43X	GENE350X	GENE329X	0.943265	1
NODE44X	GENE38X	GENE36X	0.942559	12
NODE45X	NODE36X	NODE23X	0.942339	1
NODE46X	NODE32X	GENE398X	0.942147	1
NODE47X	GENE391X	GENE389X	0.941799	1
NODE48X	GENE382X	GENE276X	0.941603	1
NODE49X	GENE126X	GENE118X	0.941224	6
NODE50X	GENE437X	NODE5X	0.940923	1
NODE51X	NODE48X	GENE207X	0.939344	1
NODE52X	GENE85X	GENE81X	0.938384	12
NODE53X	NODE19X	GENE362X	0.938216	1
NODE54X	GENE277X	GENE180X	0.937857	1
NODE55X	NODE24X	GENE296X	0.937423	1
NODE56X	GENE337X	GENE335X	0.937096	8
NODE57X	GENE258X	GENE209X	0.936881	1
NODE58X	GENE410X	GENE429X	0.936487	8
NODE59X	GENE358X	GENE271X	0.936072	1
NODE60X	GENE439X	NODE9X	0.935421	1
NODE61X	GENE156X	GENE146X	0.934925	6
NODE62X	GENE352X	GENE244X	0.934265	1
NODE63X	GENE136X	NODE37X	0.933942	6
NODE64X	GENE86X	GENE82X	0.933032	12
NODE65X	GENE21X	GENE9X	0.932945	3
NODE66X	GENE299X	NODE20X	0.932878	1
NODE67X	GENE260X	GENE238X	0.932616	1
NODE68X	GENE423X	GENE422X	0.931910	5
NODE69X	GENE263X	NODE62X	0.931079	1
NODE70X	GENE216X	NODE27X	0.930903	1
NODE71X	NODE45X	NODE21X	0.930581	1
NODE72X	GENE123X	GENE97X	0.930260	6
NODE73X	GENE334X	NODE51X	0.930179	1
NODE74X	GENE313X	NODE26X	0.930095	1
NODE75X	GENE211X	NODE35X	0.929709	1
NODE76X	GENE173X	NODE22X	0.929521	1
NODE77X	NODE53X	NODE60X	0.929115	1
NODE78X	GENE406X	NODE58X	0.929065	8
NODE79X	GENE27X	GENE26X	0.928775	3
NODE80X	NODE41X	NODE66X	0.928675	1
NODE81X	GENE416X	GENE404X	0.928667	1
NODE82X	GENE314X	GENE298X	0.928385	1
NODE83X	GENE233X	GENE217X	0.928232	10
NODE84X	NODE40X	GENE287X	0.926813	8
NODE85X	GENE155X	NODE13X	0.926683	6
NODE86X	GENE23X	GENE13X	0.926424	3
NODE87X	NODE50X	GENE407X	0.926027	1
NODE88X	GENE393X	GENE440X	0.925981	1
NODE89X	GENE154X	NODE61X	0.925526	6
NODE90X	GENE223X	GENE208X	0.925520	1
NODE91X	GENE332X	NODE80X	0.925513	1
NODE92X	GENE149X	GENE133X	0.925503	6
NODE93X	GENE351X	NODE33X	0.925442	1
NODE94X	GENE61X	GENE57X	0.925013	12
NODE95X	GENE408X	GENE413X	0.924945	8
NODE96X	GENE116X	GENE106X	0.924838	6
NODE97X	GENE401X	NODE46X	0.924476	1
NODE98X	GENE255X	GENE193X	0.924076	1
NODE99X	NODE29X	NODE28X	0.923968	1
NODE100X	GENE322X	GENE304X	0.923866	5
NODE101X	GENE189X	GENE175X	0.923388	8
NODE102X	GENE94X	GENE93X	0.923209	12
