-0.905326	-1.477869	0.455742	-1.430612	0.902069	1.228933
-0.575249	-1.551073	0.445997	-1.946115	0.766479	1.387227
-1.449097	-0.819504	0.218055	-1.994170	0.672192	1.022541
-0.159344	-1.071306	0.318528	-1.969742	0.947923	1.061865
-0.416609	-1.280664	0.410772	-1.827383	0.812123	1.139624
-0.984164	-1.782047	0.457502	-0.635230	0.886807	1.113078
-1.373532	-1.115845	0.512705	-1.951239	0.806973	1.088959
-0.804085	-1.191924	0.573891	-0.694052	0.925792	1.393758
-0.880092	-1.774736	0.207444	-0.815533	0.778172	1.106242
-0.606111	-2.530290	1.068128	-1.724081	0.599477	1.368832
-0.436684	-1.390980	0.891523	-1.754217	0.177184	0.648103
0.000991	-0.845889	1.093916	-0.549889	0.128492	1.230291
-0.075240	-0.921658	1.122858	-0.448612	-0.088221	1.190617
-0.102580	-2.565467	0.939718	-0.876127	0.333870	0.800495
-0.720256	-2.603691	1.064845	-0.625627	0.255526	0.577917
-0.515129	-2.829406	1.040687	-1.670448	0.086744	0.320596
-0.282736	-1.453198	1.067419	-1.905147	0.309678	0.525528
-0.145413	-1.334581	1.036081	-0.873867	0.095907	0.627715
-0.217034	-3.030830	1.176532	-1.010975	-0.131067	0.743869
-1.323986	-2.619653	1.094710	-0.379835	0.093808	0.896518
-0.371733	-1.120806	1.026759	-1.867589	-0.145287	0.758007
-1.298641	-0.386443	1.028109	-1.902313	-0.501232	0.623581
-0.457864	-2.821453	0.931426	-1.982450	0.168987	1.306275
-1.618856	-1.669990	1.036399	-0.279157	0.471080	1.372957
0.001449	-1.384708	1.120469	0.011114	0.517588	1.857047
-1.590332	-1.213269	1.097916	-1.264072	-0.631263	1.111421
-1.239312	-1.702039	1.130267	-0.601366	-0.441398	0.990379
-0.823433	-2.627932	1.511351	-1.810725	0.517582	0.105031
-0.147440	-0.800179	1.244173	-0.007239	-0.426112	0.218663
0.160367	-0.520874	1.113449	-0.361491	-0.063129	0.222402
-1.862073	0.396935	0.681391	0.587340	-0.377297	-0.287241
-0.608685	0.548059	0.684616	1.024839	-0.532502	-0.322001
-0.490303	0.901589	0.905875	1.033701	-0.417545	-1.365727
-0.423069	0.667590	0.961747	1.078505	-0.286202	0.105214
-1.187870	1.090887	0.621022	1.076584	0.767900	-0.553946
-0.233241	1.429272	0.445106	1.013861	0.588006	0.359891
-0.630349	-0.038844	0.481279	1.174950	-0.644415	-0.560022
-1.385148	0.149715	0.580910	0.952075	-0.103283	-0.787329
-0.863743	1.033217	0.854892	0.868830	0.179416	-0.486313
-1.812949	-0.188813	0.504251	0.995842	-0.691586	-0.420566
-0.124265	1.249854	0.259483	0.878262	0.416754	-0.355858
-0.546297	0.435445	0.465196	1.039785	0.280747	-0.470294
-0.812238	-0.456377	0.888407	0.460598	0.129835	-0.085681
-1.607747	0.263947	0.695893	0.491387	-0.525299	0.367354
-0.119894	-0.655715	0.846490	0.093837	-0.188585	-0.008314
-0.711026	1.224262	0.878111	1.340085	0.827778	1.210315
-0.916737	1.313224	0.775877	1.639620	1.216008	1.303831
-0.321877	-0.348592	0.705523	0.703343	0.207549	-0.169762
-0.300021	-0.238271	0.905809	0.494647	-0.210641	0.181679
-0.938579	1.022389	0.807291	0.715666	0.306365	-0.554153
-1.405047	0.730865	0.513825	1.154907	-0.297101	-0.213994
-0.304680	1.031812	1.248420	0.293956	0.880412	-0.117672
0.464884	1.036036	0.414241	-0.042592	-0.518654	-0.039850
-0.037644	0.619777	0.779666	0.956479	-0.259116	0.646913
0.036762	0.048933	0.824226	0.741036	0.065170	0.186924
-0.172253	-0.459970	1.006516	0.330527	0.034908	0.104928
0.191721	0.818956	0.663276	1.152265	1.013587	-0.083717
-0.340955	0.765676	0.510986	0.963723	0.528882	-0.230896
-1.926325	0.079323	0.689283	1.179440	-0.114378	0.007960
-1.083433	1.006463	0.650121	0.369995	-0.148219	0.427845
