Name	Actb	Ahcy	Aqp3	Atp12a	Bmp4	Cdx2	Creb312	Cebpa	Dab2	DppaI	Eomes	Esrrb	Fgf4	Fgfr2	Fn1	Gapdh	Gata3	Gata4	Gata6	Grhl1	Grhl2	Hand1	Hnf4a	Id2	Klf2	Klf4	Klf5	Krt8	Lcp1	Mbnl3	Msc	Msx2	Nanog	Pdgfa	Pdgfra	Pecam1	Pou5f1	Runx1	Sox2	Sall4	Sox17	Snail	Sox13	Tcfap2a	Tcfap2c	Tcf23	Utf1	Tspan8
64C	1.060277	1.420059	-2.574726	-0.966636	1.861317	-0.112929	1.055199	-1.165367	0.345282	-0.247384	-1.712924	-1.499032	0.270319	-0.406724	1.378862	1.376996	0.402253	0.372754	0.975360	-1.516907	0.255462	0.206311	-0.805402	-0.143976	-1.599245	0.371398	0.223610	-0.444789	0.020913	-1.259613	-1.201244	1.068597	-1.039049	-0.162514	1.529899	0.677426	0.680910	1.360150	0.572698	0.730763	1.773284	0.257304	-0.268634	0.484650	-1.148499	-0.159792	0.970607	-0.764579
64C	0.741260	-0.065339	0.514249	1.403853	-0.336899	0.765403	-0.707257	0.229382	0.517544	1.191531	1.150845	-1.243789	-0.834173	0.554804	-1.054902	0.216594	0.614444	-1.122444	-0.293577	0.957888	0.809345	-1.250271	-0.541489	1.212683	-1.406912	-0.486698	0.240322	1.159741	1.369954	1.274875	1.168333	0.742137	-1.382288	0.078855	-0.826176	-1.111611	-1.719047	0.731421	-0.046491	-0.774946	-0.540590	-1.165907	-0.241400	0.924800	-1.280123	-1.030786	-0.359336	1.330885
64C	0.257716	-0.727518	0.557391	1.199200	-0.234919	0.367909	-0.622439	0.932451	0.508370	1.346875	1.540855	-1.148473	-0.754599	0.823164	-0.964868	-0.026897	0.550634	-1.068841	-1.414409	0.879076	0.428177	-1.178687	-0.442936	1.319125	-0.489908	-0.320656	0.495871	1.274559	1.231347	1.392740	0.640579	0.445516	-1.818036	-0.164409	-0.751213	-1.028447	-1.849115	-0.156538	-0.620753	-0.608750	0.414622	-1.094911	0.527521	1.216728	-0.845562	-0.933625	-1.371100	1.484630
64C	0.647268	-0.224678	0.477389	1.049833	-0.335130	0.168515	-0.138659	1.051128	0.078147	1.213249	0.962334	-1.242136	-0.832793	0.173428	-1.053340	0.331877	0.693912	-1.121514	-0.553840	1.117139	0.204441	-1.249029	-0.539780	1.208832	-1.405666	-0.466472	-0.113206	1.243074	1.222969	1.145750	0.975911	0.224340	-1.155697	0.860283	-0.824876	-1.110168	-1.935672	0.886526	-1.073448	-0.518533	0.451544	-1.164676	0.717835	1.037598	-1.732619	-1.029101	0.117654	1.354032
64C	0.845739	-0.281686	0.621164	1.634894	-0.356621	0.191839	-0.723660	0.903152	0.362878	1.392251	1.327690	-1.262223	-0.849562	0.307547	-1.072314	0.296217	0.722288	-1.132810	-0.081486	0.672056	0.419233	-0.158842	-0.560549	1.313980	-1.420802	-1.456333	-0.372833	1.008869	1.212918	0.950099	0.870355	1.266599	-0.916874	0.047688	-0.840673	-1.127694	-2.364548	0.652656	-1.088787	-0.799547	0.341986	-1.179637	0.296308	1.096742	-1.767633	-1.049577	-0.066070	1.335727
64C	0.499235	0.105385	0.056249	1.385646	0.469082	0.610935	-0.772749	0.869148	0.491367	0.781493	1.091120	-1.317387	-0.895616	0.272985	-1.124422	0.739628	0.482522	-1.163833	-0.450253	1.262672	0.270588	-0.352642	-0.617587	1.380695	-1.462370	-0.700540	-0.235516	1.483639	1.349284	1.142220	0.487456	0.970393	-0.532748	0.165886	-0.884058	-1.175825	-2.670939	0.841162	-1.130913	-0.329316	0.031479	-1.220727	0.695412	1.132691	-1.011381	-1.105809	-0.526914	0.837574
64C	-0.343373	0.234808	0.462975	1.453027	-0.596125	1.091168	-0.922859	0.760128	0.362584	1.344539	0.560655	-0.076317	-1.036445	0.683366	-1.283763	1.357553	1.073161	-1.258699	-0.264370	-1.504490	0.366940	0.130190	-0.792007	0.485532	-0.919100	-0.675064	-0.260441	0.925620	1.110216	0.504939	1.237935	1.298560	0.606524	-0.132936	-1.016727	-1.323008	-1.371310	0.687414	-1.259730	-0.543410	-0.056490	-1.346376	0.594974	0.666929	-1.198210	0.197652	-0.340072	1.272809
64C	0.631314	0.310553	0.948553	0.955332	-0.342426	0.971778	-0.711854	1.025993	0.655136	1.261109	0.920446	-1.248955	-0.838486	0.324354	-1.059782	1.271744	0.875699	-1.125349	-0.327569	0.633645	0.268578	-1.254151	-0.546831	1.106323	-0.868905	-0.517994	0.101833	0.727392	0.925549	0.995511	0.817960	0.806607	0.439738	0.296534	-0.830239	-1.116118	-2.896611	0.620835	-0.188714	-1.701046	-0.608204	-1.169755	0.466824	1.096230	-1.050342	-1.036053	-1.468349	1.190973
64C	0.711233	1.622758	-1.174473	-0.922387	-0.562467	-3.099326	1.021277	-1.126545	-0.085566	0.081837	-0.294985	-1.454618	-1.010182	-0.003350	1.264210	1.190907	-0.172835	1.289574	0.794329	0.166144	-0.850074	0.324059	0.170245	-0.503557	-1.565778	-0.022250	0.330432	0.252618	-0.910889	0.942747	-1.152142	-1.190663	-0.092310	-0.793872	1.728169	0.923859	-0.178007	1.667312	0.718827	1.067137	1.642585	0.134076	-1.988755	0.688158	-1.106972	0.691999	0.557833	-0.540413
64C	0.070175	-0.037041	-2.081955	-0.462968	-0.069090	0.449074	2.291856	-0.723473	1.480784	-0.754151	-1.208388	-0.993481	-0.625205	0.675320	0.500082	0.352255	-0.178516	1.226169	-0.512637	-1.032361	1.134367	0.931424	1.268026	-0.184516	-1.218296	-0.296888	0.080205	-1.423352	-0.423754	-0.822762	-0.642330	1.845736	-1.028260	-0.173727	1.612091	-0.893216	-2.142995	1.829963	0.582127	0.685742	1.907848	-0.530766	-1.501630	0.511209	0.620639	2.197251	0.954135	-1.326612
64C	0.744534	-0.061521	0.824735	1.423533	-0.176803	-0.040665	-0.574103	0.878389	0.439295	1.388656	1.494041	-1.094155	-0.709252	0.716267	-0.913560	0.434094	0.777805	-1.038294	-2.578364	1.106388	0.288784	-1.137894	-0.386772	1.264357	-0.753598	-0.629139	0.058605	1.262539	1.326656	1.435748	0.311988	0.393782	-0.702191	0.380144	-0.708493	-0.981055	-1.997947	-0.589780	0.202855	-2.427859	0.169263	-1.054451	0.074390	0.993154	-1.151354	-0.878256	-1.318530	1.584971
64C	0.785361	-1.035476	0.709924	1.252195	-0.330154	0.182183	0.519681	0.792184	0.594032	1.312665	1.203896	0.190898	-0.828910	0.490907	-1.048947	0.420658	0.707819	-1.118899	-0.130218	0.769468	0.152313	0.146684	-0.534971	1.293618	-1.402161	-2.415440	-0.054345	1.180070	1.282607	1.078078	-0.912089	0.989148	-1.902093	0.013590	-0.821218	-1.106111	-2.549152	0.514272	0.092005	-1.019387	-1.109599	-1.161211	0.559702	1.141086	-1.498413	-1.024360	-0.180017	1.468306
64C	0.801315	-0.732328	0.426913	0.266613	0.045542	0.692393	-0.389176	0.648811	0.451245	1.419017	1.271246	-0.886339	-0.535758	0.257448	-0.717260	0.698164	0.916984	-0.921425	-1.118362	1.576305	0.655271	-0.981822	-0.171897	1.046051	-1.137562	-2.079314	0.359413	1.324188	1.300125	1.324217	-0.523879	-0.584323	-1.570492	0.860660	-0.545052	0.296560	-1.477481	0.579885	-0.695922	-0.661781	0.233898	-0.899659	-1.388450	0.877263	-0.632237	-0.666417	-0.598791	1.497624
64C	0.468005	-0.957776	0.676072	1.775407	-0.104671	0.069923	-0.514110	0.725346	0.286725	1.338597	1.375798	-1.026736	-0.652968	0.596382	-0.849877	0.188462	0.659230	-1.000380	-0.305150	1.431020	1.053273	-0.033905	-0.317064	1.188705	-1.243356	-0.788353	0.168243	1.231408	1.052349	1.337264	-0.679096	-0.734124	-0.505565	0.241379	-0.655471	-0.922232	-3.667790	0.682905	-0.908961	-0.994730	-0.157084	-1.004234	0.662005	0.552537	-0.809111	-0.809532	-1.253282	1.534829
64C	1.471290	-0.958520	0.545575	1.530655	-0.108736	0.596496	-0.517491	-0.755862	0.365271	1.276523	1.045774	-1.030536	-0.656140	0.377652	-0.853466	0.342885	0.722667	-1.002517	-0.077924	0.613651	0.478401	-1.090115	-0.320992	1.235325	-1.246218	-0.519233	-0.201603	1.483246	1.315872	1.044457	0.311745	-0.738178	-0.305487	0.644934	-0.658459	-0.925547	-0.785211	0.339202	-0.911863	-1.720268	0.317271	-1.007064	0.377975	0.749587	-1.096200	-0.813405	-0.278580	1.255655
64C	1.258942	-1.914362	0.503159	1.352452	-0.237229	0.652710	-0.624360	0.466264	0.512364	1.029470	0.850100	-1.150632	-0.756401	0.388575	-0.966907	0.450428	0.661296	-1.070055	0.035767	0.483702	0.479597	-0.072220	-0.445168	1.353149	-1.336715	-1.102800	0.012846	1.366533	1.271607	0.822967	0.855186	0.992602	-1.820074	0.585276	-0.752911	-1.030331	-2.800685	0.473640	-0.852673	-0.514854	0.823660	-1.096519	0.725949	0.632483	-1.242801	-0.935826	0.172723	1.252904
64C	0.215154	-1.472733	0.717937	1.922457	-0.314271	0.197904	-0.688437	1.216134	0.269673	1.422254	0.910736	-1.222640	-0.816516	0.327903	-1.034924	-0.001306	0.749998	-1.110550	-0.679660	0.746156	0.601535	-0.358175	-0.519621	1.408938	-1.390975	-0.845026	-0.239116	1.407365	1.180026	1.320580	0.725459	1.264253	-0.795333	-0.242349	-0.809542	-1.093158	-2.229519	0.773093	-0.155448	-1.043851	-0.908060	-1.150154	0.431625	0.996496	-1.495243	-1.009227	-1.442880	1.533813
64C	1.342671	-0.032576	0.131360	1.562763	-0.415822	0.685420	-0.772899	1.094723	-0.072091	1.560955	0.677340	-1.317555	-0.895756	0.120663	0.558903	0.079907	0.403053	-1.163928	-0.100983	0.470984	0.499625	-1.305670	-0.617761	1.228403	-0.001094	-0.046694	0.171755	1.036343	1.506880	-1.102798	1.535360	1.292459	0.529498	-0.311871	-0.884191	0.125223	-0.390379	-1.548780	0.549126	-0.552070	-0.194973	-1.220852	-1.843968	0.273090	-1.464926	-1.105980	-0.515342	0.318684
64C	1.761371	1.094090	-0.137708	0.808997	0.594277	0.722456	0.521392	1.207404	0.210785	0.727887	1.750069	-1.098214	-0.712641	1.163940	-0.917394	0.698178	0.686400	-1.040577	-2.582683	1.137066	0.777696	0.003872	-0.390969	1.498730	-1.297216	-2.282126	-0.030742	0.890486	1.297148	0.406890	-0.758118	-0.810389	-0.758412	-0.161004	-0.711685	-0.984596	-2.352779	0.117807	0.080990	-0.045819	-0.014036	-1.057475	0.220855	1.184770	-0.711050	-0.882393	0.169311	1.159465
64C	1.133062	-1.435813	0.275060	0.730772	-0.450047	0.608022	-0.801364	-1.034702	0.708082	1.223660	0.636973	0.382555	-0.922462	0.683799	-1.154797	0.297906	0.848695	-1.181917	0.314131	0.920555	0.913126	0.032568	-0.650837	1.255862	-1.486601	-0.503813	-0.298688	0.415945	1.432678	1.027049	0.525064	1.270482	-0.956638	-1.301455	-0.909349	-1.203882	-1.085543	0.965588	0.161792	-0.382621	0.114306	-1.244679	0.470437	1.298264	-0.880929	-1.138588	-0.409118	0.992278
64C	1.230830	0.488548	0.409153	0.989361	-0.286262	0.764447	-0.665142	1.244854	0.502495	1.173198	0.501430	-1.196461	-0.794662	0.395012	-1.010197	0.554193	0.943252	-1.095828	-0.589181	0.066999	0.696713	-1.214727	-0.492554	1.471083	-0.156252	-2.376172	-0.142767	0.962465	1.283959	1.152934	0.919679	-0.915216	-0.145064	0.157697	-0.788954	-1.070317	-1.470146	0.229398	-1.038569	-1.025470	0.179875	-1.130655	0.289945	1.048210	-0.477051	0.288002	0.096184	0.905252
64C	1.023206	-0.708505	0.465818	0.547640	-0.363029	0.470273	-0.728990	1.516532	0.615103	1.071236	1.247053	-1.268212	-0.854562	0.772994	-1.077971	-0.051602	0.783401	-1.136179	-0.190406	0.469401	0.954616	-0.236440	-0.566741	1.282546	-0.340852	-0.881162	-0.166929	0.474085	1.354596	1.014471	0.539455	-0.991772	-0.887652	-0.029236	-0.845383	-1.132920	-1.395852	0.524570	0.099397	-0.298559	-0.215176	-1.184098	0.841628	1.193377	-0.105808	-1.055682	-1.486985	1.168618
64C	0.719664	0.779102	-1.733503	-0.715889	-0.340706	-0.418662	1.858229	-0.945374	0.749722	-0.917188	-0.068156	0.215043	-0.837144	0.724660	0.027789	0.387843	-0.374482	1.274400	0.692779	-1.275680	-0.041522	0.220985	1.642118	-1.163374	-1.409593	0.627500	-0.185305	-0.802636	-0.745171	-1.042131	-0.922993	1.661936	-0.461525	0.133632	1.550502	0.140011	0.704907	1.745497	0.299258	0.562596	1.602500	0.880613	-1.769804	-0.069083	-1.374837	1.185699	0.493149	-1.538301
64C	1.079023	-0.167227	0.456189	1.044451	-0.065222	0.905022	-0.481300	-0.720313	0.657207	1.422669	0.743281	0.498990	-0.622187	0.986281	-0.815049	0.972220	0.641229	-0.979645	-0.364519	0.749915	1.115824	-1.059571	-0.278940	1.219807	-1.215572	-0.500386	-0.204227	0.959340	1.441368	1.202053	1.204896	-0.694783	-1.668256	-0.109237	-0.626472	-0.890061	-0.683459	-0.290518	-0.880805	-0.513160	0.749506	-0.976771	-0.602713	0.809144	-0.422321	-0.771947	-1.217597	0.899075
64C	1.417528	0.413766	0.197839	0.571430	-0.093477	0.613546	-0.504799	0.866184	0.774216	1.257901	1.276133	-1.016273	-0.644233	0.917722	-0.839994	0.504309	0.820321	-0.994496	-1.165961	0.540142	0.262408	-0.675829	-0.306245	1.365753	-1.235471	-0.925909	-0.363257	0.844326	1.315943	1.189439	0.490392	-0.722960	-1.693194	-0.140301	-0.647242	-0.913103	-1.464374	-0.945467	-0.900971	-0.451765	0.813395	-0.996441	0.737699	1.247700	0.021508	-0.798867	-0.007551	1.265881
64C	0.547244	-0.005199	0.072364	-0.481945	-0.089470	0.466648	-0.501467	0.639147	0.146523	1.164670	1.521216	-1.012529	-0.641107	0.664738	-0.836457	0.482566	0.547939	-0.992390	-0.401888	1.051833	0.625776	-1.076592	-0.302374	1.616657	-1.232650	-2.200107	0.209732	0.841517	1.573268	1.260667	0.866203	-0.718965	-0.217881	0.517592	-0.644297	-0.909836	-1.882251	0.569989	-0.066744	0.001369	0.537402	-0.993652	-1.521752	1.359988	-0.394257	-0.795050	0.108902	1.121579
64C	-0.134193	1.018435	-1.845620	-0.221407	0.190325	0.501190	2.362302	-0.511539	0.005487	-0.598438	-0.285205	-0.751017	-0.422786	1.083575	1.887430	1.240374	-0.459198	1.425534	1.084373	0.152203	-3.703623	-0.880193	-0.031979	-0.833125	-1.035592	-0.856501	-0.144435	-1.223441	-0.479390	-0.613248	-0.374273	-0.439938	-0.412004	-3.202575	2.229555	-0.681665	1.338047	1.910199	0.429220	0.886378	1.010435	1.000741	-1.245501	-0.692368	-0.464287	1.820670	0.390377	-0.149516
64C	-0.750396	1.425739	-0.226295	-0.691037	3.915203	-2.776823	1.193229	-0.923570	-2.042141	-0.901168	0.574144	1.068417	2.136813	-1.698491	1.948878	0.867022	-1.282667	-0.361844	-0.875659	-0.310784	-1.470733	0.212832	2.107794	-1.146777	0.451784	0.453554	-1.646913	-1.591063	-0.429153	-1.020576	1.641276	-0.942895	1.094958	0.470559	-0.092162	1.454412	1.177266	-1.455094	2.173571	-0.189817	0.414242	0.118129	-1.743453	-1.123662	-1.233461	0.366624	1.304697	-0.855210
64C	-0.436394	1.572778	-0.754655	-0.590709	3.137846	0.029283	-0.598614	-0.835547	-0.884216	0.396426	-0.071170	1.224319	1.688578	-2.891429	2.095400	1.107152	-3.331619	0.187699	-1.018199	0.230883	-2.055382	-1.158580	1.140365	-1.079771	0.765821	1.060414	-1.284805	-1.517287	-0.322108	-0.933558	-0.784083	-0.835448	1.324005	0.717101	0.533317	1.426414	1.229167	-1.355942	2.142526	-0.489714	0.383881	-1.074968	0.694927	-1.031523	-0.543678	1.058055	1.200329	-0.601214
64C	0.104337	0.928803	-2.336590	-0.723233	2.597071	-1.967429	1.967082	-0.951818	-0.747677	0.803370	0.146946	-1.254720	-0.843298	0.844477	1.591389	0.478525	-0.839997	0.957351	0.882632	0.038423	-1.321264	0.397325	-0.552791	-1.168279	0.045175	-0.289553	-1.029069	-1.614738	-1.115305	-1.048501	1.879137	-0.977377	-0.301716	-1.545955	1.869656	1.222817	0.976118	1.442754	0.965605	-0.332187	1.684769	0.603424	-1.777591	-1.153230	-1.296873	1.500138	1.154784	-1.544448
64C	0.195701	0.899356	-1.110123	-0.408631	3.680414	-2.383146	1.607543	-0.675800	-1.776859	-0.719125	0.635995	-0.938941	-0.579672	-0.007814	1.518515	1.048678	-0.599460	0.749840	1.041201	-0.980087	-4.051745	0.085310	-0.226286	-0.958166	-1.177199	0.270540	-2.432351	-0.868112	-0.665451	-0.775634	1.610788	-0.640448	-1.052269	-0.349988	2.231963	1.179512	0.761562	0.084384	1.835558	-0.087220	1.863098	0.564744	-1.444016	-0.864308	-1.073125	1.950672	0.332673	0.355192
64C	-0.549737	0.852942	-1.932142	-0.309842	3.412803	-2.245435	2.009634	-0.589128	-1.684062	-0.655445	-1.054999	0.313709	-0.496891	-0.721175	1.869050	0.840190	0.425618	0.898077	1.243603	-0.885050	-1.724723	-0.019641	1.962507	-0.892188	-1.102480	0.163427	-0.331350	-1.310752	-1.090187	-0.689951	-0.472408	1.640803	-1.526527	-3.330563	2.163185	1.521503	1.461800	1.008996	1.062841	0.407269	1.385598	-0.864981	-1.339270	-0.773584	-0.651421	1.560082	-0.171056	0.454632
64C	0.108922	0.604607	-2.019422	-0.399052	-0.000451	0.426990	1.979268	-0.667397	-0.084114	-0.712951	0.588852	0.616142	-0.571646	1.017349	1.306538	1.322326	0.236088	1.332564	0.325745	-0.970872	-4.033935	-1.014106	-0.216345	-0.951769	-1.169954	-0.390802	-1.043215	-1.376352	-1.249137	-0.709996	1.258006	1.272799	-0.586522	-3.459672	2.189697	0.589505	0.569404	0.166841	0.709189	1.190465	2.400578	0.585747	1.060339	-0.855512	-0.460204	1.688643	0.884404	-1.273117
64C	1.019669	0.235293	0.443688	1.002387	-0.232369	1.121089	-0.620318	0.834821	0.895259	1.284731	1.795988	-1.146090	-0.752610	0.998798	-0.962617	0.488624	1.233455	-1.067501	-0.227741	0.853158	0.150133	-1.176898	-0.440472	1.236267	-1.333292	-1.200982	-0.137248	0.317671	0.913894	0.882956	-0.054560	-0.861471	-0.694480	0.232254	-0.749339	-1.026368	-0.667463	0.555334	-0.118982	-0.651974	-0.186318	-1.093136	0.576496	0.756834	-0.637903	-0.931196	-0.544241	0.934719
64C	-0.564734	1.466650	-1.122959	-0.769324	3.402444	-0.378180	2.010981	-0.992255	-0.664739	-0.951633	0.596991	-1.300983	-0.881921	0.288821	1.771079	0.327167	-1.121786	0.988699	0.757330	-1.327087	-0.945597	-1.293224	1.094241	-1.199062	-1.450009	0.863815	-0.538214	-1.648631	-0.413416	-1.088477	0.658108	-1.026738	-0.075162	-1.114559	1.896340	0.998311	1.002452	1.112493	0.613708	-0.022139	1.724058	0.753841	0.237346	-1.195558	-0.765183	1.736005	0.289760	-0.484611
64C	0.714361	0.007049	0.369285	0.677551	2.602698	0.446756	-0.760169	0.895931	0.772811	1.179808	1.508749	-1.303249	-0.883813	0.563698	-1.111067	0.318186	1.201874	-1.155883	-0.338421	0.675838	-0.055268	-1.294926	-0.602969	1.032707	-1.451717	-2.478392	-0.793826	0.246146	0.906078	1.137270	1.499366	1.011331	-1.212545	0.459767	-0.872940	-1.163490	-0.433873	0.126314	-0.087363	-1.005615	-0.403549	-1.210196	0.507556	0.706790	-0.648933	-1.091398	0.500388	1.281377
64C	0.318166	0.795377	0.237859	-1.032011	3.895978	-1.163544	1.014579	0.855049	-0.300500	-1.120965	0.521282	0.420297	-1.102043	-0.904488	1.544185	0.399960	-0.670292	0.131676	0.298176	-1.579801	-0.163338	-1.491242	1.985861	-1.374503	0.038946	0.216265	-0.819630	-1.450854	-0.235785	-1.316316	0.813413	-1.308067	0.762906	-0.924978	1.751172	1.447865	0.985410	-1.792070	1.662430	-1.030415	0.439655	0.543343	0.226702	-1.436802	-0.751658	1.267165	0.737979	-0.869119
64C	-0.440732	1.116520	0.091307	-0.378586	3.810672	-0.119060	-0.409148	-0.649441	-1.748637	-0.699758	-1.123861	1.439599	2.016362	-2.597006	2.141028	1.076636	-3.094626	0.076327	-2.381091	-0.951183	-0.725174	0.762395	2.044074	-0.938100	0.690464	0.589462	-1.532945	-1.277933	-0.632368	-0.749575	-0.548693	-0.608271	1.182851	0.383594	0.427208	1.220630	1.132080	-0.270317	1.890826	0.206544	0.882929	-0.916377	-0.373968	-0.836716	-0.417481	0.927688	1.367303	-1.255987
64C	0.284381	-0.275788	0.727160	-0.314722	0.090113	0.840685	-0.352105	1.322779	0.647180	1.350629	2.264471	-0.844681	-0.500980	0.873013	-0.677910	0.837037	1.202046	-0.897997	-0.717157	1.402409	0.236629	-0.950536	-0.128824	1.081014	-1.106171	-2.039437	-0.094294	0.168875	1.108133	-0.694183	-0.026672	0.523332	-1.130851	0.844959	-0.512289	-0.763387	-0.679251	-1.083191	-0.617749	-0.816575	-0.208851	-0.868629	0.750780	1.062731	-0.338453	-0.623952	-1.077085	1.609371
64C	-0.058590	-1.490641	0.338729	0.808430	-0.250381	1.060772	-0.635299	1.569470	0.799554	1.281484	2.018385	-1.162925	-0.766664	0.961659	-0.978519	0.991533	1.071287	-1.076968	-1.535781	1.192612	0.330033	-1.189541	-0.457878	1.082907	-1.345978	-2.344070	-0.002781	0.279673	1.086941	1.284778	1.182998	0.612133	0.007500	-0.365335	-0.762579	-1.041057	-1.162799	0.189457	-0.496185	-1.288989	-0.574203	-1.105675	0.235758	1.017920	-0.521222	-0.948357	0.235376	1.509878
64C	0.537777	-0.059207	0.575368	1.149372	0.054010	1.118126	-0.382133	1.511349	0.981944	1.329238	1.459130	-0.878425	-0.529151	0.534954	-0.709784	0.786397	1.117191	-0.916974	-0.765652	0.982002	0.723061	-0.975878	-0.163714	1.103533	-1.131598	-2.071738	0.172872	0.035888	1.170624	1.183157	-0.515129	-0.575879	-1.563017	-0.046689	-0.538828	-0.792829	-0.341964	-1.116415	-0.795705	-0.643511	-0.108986	-0.893764	0.529530	0.991497	0.128902	-0.658350	-1.109743	1.470080
64C	0.777759	-0.057559	0.440496	0.908300	-0.265721	0.815647	-0.648057	1.516543	0.688182	1.108665	1.851443	-1.177262	-0.778634	0.745094	-0.992062	0.709661	1.224131	-1.085031	0.099160	0.858799	0.321502	0.130689	-0.472703	0.933171	-1.356782	-1.012319	0.005832	0.088030	1.023863	1.205306	0.462044	0.827474	-0.382068	-0.012613	-0.773854	-1.053566	-0.533606	-0.044405	-1.023908	-0.929895	0.801739	-1.116354	-1.695769	-0.388355	-0.297224	-0.962972	-0.271708	1.319909
64C	0.547778	-2.294269	0.496629	-0.261012	0.147793	-2.177364	-0.304132	-0.546287	1.399222	1.602276	1.910010	-0.790770	-0.455973	1.688451	-0.438869	1.667512	0.857146	-0.867679	0.310964	0.172990	0.528785	-0.910048	-0.073082	0.836178	-0.284721	-1.987833	-1.323743	-0.499741	0.048476	1.323372	1.790411	0.656473	-1.480241	-0.114682	-0.469890	-0.716350	0.380674	0.541638	-0.728769	-1.460967	0.469472	-0.828474	1.000360	-0.523747	0.415740	-0.568998	0.002057	1.626615
64C	1.253511	-0.895251	0.574206	1.047330	-0.279806	0.935870	0.979745	1.721351	0.237411	1.109147	1.310074	-1.190427	-0.789624	0.536579	-1.004497	0.845867	1.057936	-1.092435	-0.785190	0.355066	0.161996	-1.210195	-0.486315	0.837892	-1.366702	-0.744548	-1.549252	0.422769	1.122129	0.443643	-0.860064	0.723021	0.228855	0.568936	-0.784208	-1.065052	-0.343415	0.036135	-0.025463	-0.637044	1.192704	-1.126160	0.502688	-1.094405	-0.489195	-0.976391	0.521195	1.230745
64C	0.946402	0.076855	0.166858	1.149927	-0.478365	0.888425	-0.824917	0.267319	0.990877	1.295469	1.396052	-1.376012	-0.944558	0.784222	-1.179798	0.368809	1.062910	-0.705071	-0.284864	0.920802	-0.149887	-1.349571	-0.678203	1.155652	-1.506546	-1.170032	-0.130286	0.325330	0.956855	1.047314	0.456464	1.074830	-1.351610	0.114744	-0.930165	-1.226976	-0.423370	1.064804	-0.441955	-0.608791	-0.024764	-0.291168	0.145316	0.840794	-1.092259	-1.165568	0.265285	1.179390
64C	0.563220	-0.316903	0.805707	0.920620	-0.071189	0.946108	-0.486262	1.471163	0.767780	1.370298	1.913233	-0.995442	-0.626842	0.765976	-0.820317	0.407862	1.117637	-0.982781	-1.210119	1.235432	0.290511	-1.063759	-0.284707	1.049461	-1.219774	-2.183751	-0.259542	0.457171	1.090570	1.086578	0.403364	0.679169	-0.223576	-0.174641	-0.630859	-0.894927	-0.754949	-1.231630	0.138610	-1.040695	0.019872	-0.980925	-1.503702	1.231742	-0.818433	-0.777632	-1.222994	1.621382
64C	0.122339	-0.503774	0.658105	1.447943	-0.309467	0.910542	-0.684442	0.914450	0.646390	1.403820	1.877383	-1.218150	-0.812769	0.693103	-1.030684	0.510477	1.158956	-1.108025	-0.460249	0.963278	0.715661	-1.231016	-0.514979	0.747925	-0.365084	-2.396933	-0.530542	0.282378	1.087792	0.960078	1.237456	0.297355	-0.343141	0.150711	-0.806012	-1.089241	-0.924322	0.276635	-1.055132	-0.953336	0.566694	-1.146810	0.027821	1.077470	-0.186134	-1.004651	-0.525345	1.417433
64C	1.090641	-0.155524	0.620693	1.056892	-0.326389	0.680600	0.710231	1.319304	0.658055	1.094885	1.299887	-1.233966	-0.825972	0.788909	-1.045623	0.576478	0.778438	-1.116920	0.033570	0.844192	0.201167	-1.242893	-0.531332	1.014230	-1.399509	-2.412072	-0.663364	0.344831	0.954009	0.989779	0.319889	1.283938	-1.204666	0.071683	-0.818450	-1.103040	-0.506621	0.701316	0.093452	-0.686523	0.490368	-1.158590	0.721199	0.898471	-0.400558	-1.020773	-1.453842	1.068652
64C	0.793192	-0.280975	0.490363	0.670840	-0.471516	0.986315	0.645610	0.732631	0.950588	1.237266	1.553739	-1.369610	-0.939213	0.752676	-1.173750	0.377179	0.967616	-1.193202	-0.052445	0.889952	-0.425168	-1.344763	-0.671584	0.923933	-0.276224	-2.541914	-0.971596	0.563191	0.815010	1.115572	0.936785	1.423738	-0.939642	-0.222714	-0.925130	-0.084474	-0.475539	0.576151	-0.319327	-0.647801	1.042434	-1.259625	0.711138	0.437928	-0.973993	-1.159042	-1.585120	1.105024
64C	0.298077	-0.265855	0.632340	1.126099	-0.381828	0.987268	-0.744625	1.180325	0.834949	1.432456	1.019106	-1.285782	-0.869231	0.535378	-1.094568	0.639830	1.358678	-1.146060	0.094139	0.370398	0.518786	-1.281808	-0.584909	0.959333	-1.438555	-1.051892	-0.611680	-0.042499	1.186805	1.030185	1.057697	0.481787	-0.308655	-0.601243	-0.859202	-1.148250	-0.809103	0.490058	-0.453083	-0.639827	0.652669	-1.197186	0.083584	0.767156	-0.484646	-1.073592	0.417170	1.324218
64C	1.280871	0.078822	0.934860	-0.438974	-0.043323	0.318069	-0.463086	1.154992	0.879857	1.320639	1.304282	-0.969397	-0.605099	0.671219	-0.795715	1.491227	0.968433	-0.968134	-0.384042	-1.009278	0.330821	0.353182	-0.257777	0.891375	-1.200148	-2.158820	-1.920651	0.041513	0.951254	0.992190	-0.615704	-0.672944	0.554844	0.027887	-0.610375	0.608616	-0.387284	0.167158	-0.865175	-0.608590	-0.715261	-0.961525	0.243189	1.106172	-0.791177	-0.751083	-0.026436	1.468822
