Name	Actb	Ahcy	Aqp3	Atp12a	Bmp4	Cdx2	Creb312	Cebpa	Dab2	DppaI	Eomes	Esrrb	Fgf4	Fgfr2	Fn1	Gapdh	Gata3	Gata4	Gata6	Grhl1	Grhl2	Hand1	Hnf4a	Id2	Klf2	Klf4	Klf5	Krt8	Lcp1	Mbnl3	Msc	Msx2	Nanog	Pdgfa	Pdgfra	Pecam1	Pou5f1	Runx1	Sox2	Sall4	Sox17	Snail	Sox13	Tcfap2a	Tcfap2c	Tcf23	Utf1	Tspan8
16C	0.868316	-0.041922	1.052515	0.812035	-1.274670	0.912215	-1.487215	-1.708391	1.000032	-0.812397	0.039975	0.670184	0.164063	0.305625	-0.911933	-1.714135	0.895911	0.121060	0.801637	-0.466483	0.282585	0.221246	-1.447754	0.384432	0.741415	-0.873865	1.031076	0.070660	-0.222953	-0.248381	0.503271	1.005981	-0.225343	0.465507	-1.515510	-0.295245	0.986796	0.615616	0.118929	1.106446	-0.672398	-0.106163	0.499985	0.060319	0.940347	-0.119094	1.032232	-0.720707
16C	0.457540	-0.267871	0.957161	-1.449414	-1.128449	1.108443	-1.365601	0.918105	0.829336	-0.828108	0.477941	0.429432	0.179455	0.181278	0.040083	-0.857793	0.849360	-0.075560	0.103638	-0.067196	-0.259446	0.209660	-1.306446	0.500576	0.436364	0.430868	0.813877	0.306092	0.124750	-0.210277	1.004520	0.547455	1.120807	0.479544	-0.417474	0.324317	1.089443	0.700552	0.101149	0.823664	-0.892346	-0.600555	-2.547565	-1.820131	0.446464	-0.417069	0.239566	-0.346228
16C	0.114827	0.359911	0.816229	0.400413	-1.160609	1.086429	-1.392349	0.512930	0.720019	-0.846833	0.345764	0.008175	-0.877756	-0.400642	-0.575737	-1.144884	0.627456	0.267312	0.771037	0.230926	-0.095751	0.260829	-1.337526	0.429400	0.411640	0.457459	0.412421	-2.170754	-0.508226	0.489551	-0.776284	1.296409	1.066952	0.818424	0.398188	0.061530	0.962646	0.482143	-1.462261	1.202618	-1.743558	0.350049	0.375741	-0.301354	0.804361	-0.340632	1.242049	-0.542854
16C	-0.132312	0.453041	1.205488	0.573519	-0.998419	-0.226539	-1.257453	1.263041	0.705845	-1.311978	-0.494553	0.753764	1.044910	-0.031434	-0.671286	-0.771320	0.018197	0.528127	0.530682	-1.024322	-0.145790	-0.295157	-1.180784	0.125369	0.203701	0.800511	1.032409	-0.137767	-1.248317	0.422464	-0.039620	0.794565	1.531159	-0.198977	-1.312444	-0.008583	1.072504	0.207765	-1.546861	1.186796	-0.032317	0.541600	-0.234924	-0.086843	0.833128	0.034403	1.047956	-1.269185
16C	0.167533	-0.041336	0.741265	0.800655	-1.099443	0.811806	-1.341476	0.615025	0.951523	-0.349390	0.096008	0.622914	-0.105493	0.414086	-1.728123	-0.896325	0.805569	-0.277096	0.508286	-0.205897	0.145354	-0.986844	-1.278414	0.788681	0.681598	0.672113	1.197460	0.177304	-0.291497	-1.654918	0.811202	0.547375	0.333165	0.880577	0.018436	-0.100373	0.910507	0.297065	-0.086292	0.860183	-0.787770	-0.754854	0.667481	-0.305709	0.752525	-1.757298	0.923403	-0.539866
16C	0.308611	-0.353281	0.778112	0.319656	-1.231715	0.305178	0.239118	-0.665183	0.622420	-1.452014	-0.042054	0.408237	-0.180431	0.081686	-0.718163	-0.785465	0.675056	-0.180066	0.500081	0.454972	0.470622	0.862524	-1.406243	0.098536	0.355819	0.710037	0.876909	0.179395	0.013860	-0.888007	0.841845	-1.858074	0.894106	0.695674	-0.194782	-0.535210	1.012292	0.457651	-0.968370	1.094071	-0.343660	0.550046	0.738460	-0.983293	0.718050	0.669323	0.999436	-1.356637
16C	0.541685	-0.196353	0.889602	0.084847	-1.236549	0.643689	-0.110225	0.927952	0.589007	-0.836162	0.141652	0.367107	-0.110571	-0.236951	-1.849168	-1.106411	0.553212	0.226189	0.523048	-0.257593	-0.065201	0.580160	-1.410914	0.403387	0.683470	0.203987	1.300136	-0.019134	-1.094534	-0.029496	1.056722	1.158425	0.500845	0.724922	-0.772871	-0.362200	0.818168	0.225615	-1.716823	0.741271	-0.334676	0.442393	0.630699	-1.912574	1.053403	-0.179195	1.138093	-0.835447
16C	0.001771	0.006016	0.775713	0.326522	-0.657731	0.982715	-1.354841	1.162091	0.677650	-0.103107	-0.226120	0.621498	0.261150	-0.072879	-1.742310	-0.591479	0.583496	0.339326	0.711589	-0.290521	-0.259154	0.017616	-1.293944	0.723138	0.498936	-0.000438	1.125426	0.167833	-1.137715	-0.115697	0.633386	0.717531	0.867038	0.547400	-1.386913	0.605971	0.849114	0.458456	-1.630435	0.507702	-0.645420	0.632824	0.130333	-1.809068	0.439300	0.017108	0.673900	-1.308648
16C	0.094885	-0.434146	1.187110	-1.089011	-0.741407	-0.414096	0.536314	1.090378	-0.453423	-1.157707	0.738626	0.493465	-0.231747	0.312016	-0.342227	-0.543314	-0.236582	0.228469	0.786909	0.623910	-0.044699	1.451001	-0.932407	-1.412571	0.309605	0.420012	1.421243	-0.256384	-0.722305	-0.301862	-1.337042	-1.369111	0.719237	0.625135	0.649308	0.420089	1.041036	-1.848401	0.614604	0.784604	-1.507277	0.460090	0.447329	0.005034	1.157677	1.116234	0.822625	-1.826223
16C	0.677554	-0.047103	0.902939	0.380328	-0.843602	1.070598	-1.128689	-0.702910	0.963799	-0.741467	0.058299	0.736289	0.053084	0.486905	0.212849	-1.703568	0.665071	-0.280635	0.639051	0.140722	0.401175	0.370035	-1.031169	0.447862	0.355368	0.283315	0.709815	0.300201	0.132035	-1.448290	-1.442641	1.219482	0.375339	0.672739	0.478746	0.072572	1.165769	0.659259	-1.436363	0.966693	-0.461957	0.010920	0.409365	-1.576541	0.020060	-1.513546	1.066775	-0.589318
16C	-0.173875	0.095655	0.782201	0.939483	-0.104625	0.653908	0.975978	-0.752504	0.854807	-0.775481	-0.664176	-1.026693	-0.652932	0.941721	-0.849837	0.230848	0.661755	0.082770	0.797355	-1.064194	1.257283	-1.087229	-0.317019	1.443685	-0.000509	0.022068	0.864238	0.168653	-1.334520	0.645140	-0.369187	0.565631	0.102196	1.352989	-0.655437	-0.922194	0.433551	0.683460	-0.908929	0.431561	0.867407	-1.004202	-1.536714	0.870196	1.143059	-0.809488	0.621210	0.494401
16C	1.203960	0.801777	0.693633	-1.176131	-0.834967	0.938902	-1.121507	0.346729	1.223054	-1.213866	-0.085578	-1.709310	-0.428872	-0.197166	0.550910	-1.195471	0.767139	-0.419852	0.181170	-0.001626	0.421806	-1.599883	-1.022824	0.491116	0.953340	-0.176321	0.794931	0.573264	-0.248462	-0.249916	-0.112096	0.057596	0.984948	0.515075	-0.564509	0.111738	0.623924	0.972329	0.001826	0.993019	-0.488028	-0.289381	0.110471	0.223498	0.629275	0.351747	1.098658	-0.245153
16C	0.776679	0.125868	0.865406	-0.782457	-0.412195	0.693181	-0.769882	0.074383	0.860129	-0.960099	-1.528428	-0.320336	-0.413353	-0.477248	0.233494	-1.505253	0.004226	0.163880	0.840473	-0.258829	-1.221454	0.869838	-0.614256	0.712678	0.839816	0.442708	1.635797	0.438191	-0.637837	0.078663	-0.996863	-1.040803	1.699678	0.619706	0.257640	0.044643	0.773275	0.821044	-1.128452	0.261150	-0.336134	-1.218327	0.210892	0.549720	1.018143	-1.102525	1.214232	-0.591923
16C	0.944069	-0.172111	0.623160	-0.761751	-0.389958	0.985973	0.694645	-0.985611	1.228164	-0.946751	-0.474424	0.235632	0.206290	-0.009479	0.306917	-0.914443	1.037348	-0.660630	0.967462	-0.084326	0.162707	0.733608	-0.592766	0.092544	0.679209	0.392647	1.588041	0.607322	-0.146385	-0.080616	1.190290	-1.018628	0.220701	0.459262	-0.865179	-0.395118	0.718061	1.047126	-1.112581	0.890882	-0.601048	-1.202846	0.140794	-1.188603	0.746807	-1.081339	1.146333	-0.719077
16C	0.058348	0.141805	1.168698	-1.296132	-0.963837	0.852604	0.489563	0.933862	0.811731	-1.291220	-0.249871	0.317363	0.630968	0.031505	-1.608401	-1.373743	0.386247	0.279581	0.466932	-0.097531	-1.068482	0.658442	-1.147364	-0.216497	0.954822	0.450227	1.104258	0.536494	-0.633139	0.380811	0.036231	0.270450	1.417824	0.240539	-0.243346	-0.546333	0.880037	-0.361124	-1.522179	1.122277	-1.417095	0.249591	0.135103	-1.679362	0.470379	0.708777	0.830427	-0.643855
16C	-0.408481	0.163649	0.827358	-0.211039	-1.188235	0.201105	0.255601	-0.727659	0.489760	-1.425915	0.297982	0.332381	0.204697	0.071028	-0.376233	-0.231222	-0.161275	-0.138791	0.584972	0.167370	-0.271294	0.638551	-0.360619	1.682011	0.716979	0.083965	0.886598	1.127907	-0.334616	-0.756752	-0.273018	-1.814712	1.210295	0.044044	0.305174	-0.010478	0.743834	0.113964	-0.957301	-0.213220	-0.130449	0.129045	0.551439	-1.868028	0.086774	0.503935	1.062979	-1.727932
16C	-0.021156	0.281591	-0.199108	-0.914577	-0.554080	-0.342045	-0.887889	1.311327	-0.313991	-1.045265	0.282918	1.035388	0.428816	-1.144032	-1.246643	-1.626328	-1.017987	0.514579	0.964910	0.432103	-0.879114	1.730377	-0.751374	-1.296072	0.744317	0.851599	0.661917	0.235549	-0.771917	0.788269	0.443515	-1.182299	1.649272	-1.381423	0.301892	-1.288720	1.231028	-1.676012	0.303213	1.120822	0.611250	0.311780	0.763995	-0.200267	1.321365	1.178191	1.035528	-1.704597
16C	0.321562	0.152861	0.942853	-1.318758	-0.988136	0.412835	-1.248901	0.861909	0.187681	-1.305806	-0.069011	-0.140970	0.376842	-0.395155	-0.101779	-2.259861	0.452291	0.420692	0.764733	-0.548593	-0.271667	1.021785	-1.170847	-0.596212	0.840381	0.489411	1.080994	0.455065	-0.369345	-0.487909	0.572327	0.436108	0.897236	0.302529	-0.370645	-0.047117	1.138111	0.375298	-1.539522	0.822633	0.010456	0.063010	0.587719	-1.700141	0.996890	1.041375	1.033492	-0.449566
16C	0.912896	0.236186	0.223679	-1.105725	-0.759357	0.529485	-1.058621	0.683730	0.685769	-1.168482	0.558236	0.433284	0.333377	0.256052	0.388671	-1.642947	0.013130	-1.344497	0.261287	-1.650716	0.504759	0.837398	-0.949754	0.815572	0.914910	0.213867	0.861697	0.474509	-0.178036	0.327686	0.901288	-1.387012	0.861177	0.045500	0.480787	-0.087814	1.396240	0.716081	0.293377	0.223317	-1.068244	-0.118524	0.255449	-1.504498	0.696734	-1.433282	1.005425	-0.369162
16C	0.194670	0.079258	0.896309	-1.084810	-0.736896	0.191721	-1.039940	1.074419	0.428897	-1.155000	0.078862	0.372339	0.219022	0.035096	-1.408044	-1.950065	-0.009385	0.118083	0.818956	-1.630595	-0.262036	0.629194	-0.928048	-1.409765	1.114112	0.663276	0.775926	0.043782	-0.336120	1.014013	-1.332380	-1.364613	1.152265	0.138719	0.211523	0.415272	1.013587	0.375136	-0.083717	1.126560	-0.280788	0.900275	0.258396	-0.028702	0.907980	0.948563	0.240837	-0.610097
16C	-0.110468	0.007391	0.921964	-1.241520	0.115203	0.051695	-1.179912	0.986879	0.393820	-0.602857	-0.155326	0.870121	-0.154836	0.249246	0.343637	-1.864858	0.195799	0.443471	1.006693	-0.199555	0.051713	1.193442	-1.090686	-1.514427	1.300462	0.643316	0.062946	-0.014393	-0.821118	1.012932	-1.506279	0.240389	1.210478	0.321997	-0.865950	-1.575045	0.828599	-0.033048	-0.023740	1.034908	-0.264957	0.250479	0.710994	-0.613449	0.627870	-0.375992	0.564502	-0.797776
16C	0.052101	0.226215	0.720603	-1.079480	-0.731172	0.985025	-1.035179	-0.614226	0.452055	-1.151564	-1.825963	-1.612298	0.233375	-0.258448	-0.066366	-0.505918	0.782840	0.184332	0.700591	-0.213582	0.219073	0.260507	-0.922516	0.191998	1.019373	0.462716	0.873370	0.770790	-0.209452	0.909294	-0.712739	0.541911	0.834530	0.180230	-0.776424	-1.433136	0.945657	0.390198	0.120667	0.931026	-0.017756	-0.013442	-0.127779	0.013474	0.411918	0.897759	0.799606	-0.178600
16C	0.744722	0.101971	0.784239	-0.999762	-0.645562	-0.130291	-0.963976	0.291658	0.177742	-1.100177	0.386098	0.182931	-1.056178	0.150546	-0.368099	-0.015582	0.084138	0.200270	0.606055	-1.548776	0.026276	0.340991	0.046956	-1.352964	1.003152	0.434846	1.059973	0.436046	-0.240786	0.814588	-0.743146	0.632818	1.254378	0.297163	1.011794	0.248074	1.256045	0.717432	0.109573	0.647055	-0.912525	-0.251699	0.694702	-1.407185	0.738847	-1.324864	0.671015	-0.646756
16C	0.140913	0.054151	0.714408	-1.293798	-0.961330	0.841497	-1.226606	0.541326	0.707964	-1.289716	-0.170785	0.275784	0.465345	-0.190932	-0.416994	-0.574849	0.602017	0.294355	0.629138	0.017365	0.139682	0.530544	-1.144942	0.315745	0.756556	0.241755	0.397052	0.746234	-0.231312	0.094839	-0.373034	-1.588431	1.439660	0.183934	-1.285181	-0.260694	0.938232	0.588753	-0.165967	0.676956	-1.626234	-0.610481	-0.012196	0.047217	0.077341	0.518201	1.204260	-0.292928
16C	0.117587	0.009424	0.773286	0.529595	-0.949418	0.321610	-1.216698	0.871965	0.270047	-0.497855	-0.782659	-0.225083	0.550928	-0.412877	-0.441497	0.065455	0.255303	0.142017	0.796655	-1.267426	0.130955	1.544830	-1.133429	-1.541933	1.068951	0.836487	0.150716	0.149880	-0.583334	0.880080	0.554664	0.397896	0.745818	0.433524	0.002816	-0.287917	0.947853	0.861446	-1.511887	0.749081	-0.150957	-0.471501	0.173337	-1.667031	0.877684	0.556316	-0.074368	-0.309123
16C	0.132302	-0.146361	0.776531	0.757390	-0.994855	0.852027	-1.254489	0.688294	0.649053	-1.309839	-0.845773	0.470980	0.349029	-1.036324	-0.285482	-2.124708	0.608593	0.278616	0.986830	0.167585	0.492505	1.105323	-1.177340	-0.649864	0.677102	0.540245	0.381762	0.501500	-0.749606	-0.675721	0.412889	0.587708	1.477169	0.247304	-1.309825	-0.148082	0.933475	-0.198636	-0.806728	1.059881	-0.425024	0.194803	0.069852	-1.705887	0.935683	0.965291	0.959037	-0.746572
16C	-0.702782	0.648830	0.314196	0.687482	-0.822391	0.140275	-1.111048	-1.338894	0.730709	-1.206318	-1.911050	0.807133	-0.088580	0.255005	0.276016	-1.848732	1.217496	0.407437	0.723262	0.640594	0.320870	0.248588	0.980520	0.193157	0.657846	0.438921	0.709359	0.019854	-1.922816	-1.431159	1.278684	1.449478	-0.547720	0.798661	-0.126882	-1.507525	0.852687	0.795213	0.019294	1.553371	-0.450239	-0.618017	0.841435	0.607145	1.177707	-1.493337	0.784559	-0.547613
16C	-0.207812	0.233565	0.249055	1.202889	-0.471311	0.949059	-0.819050	-1.052074	0.908231	-0.995583	-1.583571	0.832756	0.050656	0.273063	-1.173570	-1.551087	0.951876	-0.282842	0.874495	0.601909	0.277318	0.287187	-0.671386	0.149865	0.835424	0.662400	0.944790	-0.050480	-0.321889	-1.147613	0.938442	1.367395	0.933288	0.837965	-0.339005	-1.221223	0.902203	0.965915	-1.170646	0.650761	-1.229333	-0.100337	0.834628	-1.258173	1.044714	0.790388	0.965524	-1.640090
16C	-0.358717	0.174721	0.783684	1.381289	-0.543588	1.082348	-0.879164	-1.111122	0.840509	-1.038967	-1.650989	0.882497	0.339890	-0.100391	-1.237380	-2.215803	1.026989	0.041405	0.872621	-1.457426	-0.243981	0.383884	-0.741235	0.690354	0.716445	0.381109	0.871087	0.018560	-0.689745	-1.205987	0.408298	0.326679	0.953939	0.605012	-0.978109	0.393914	0.766402	0.648805	0.121086	0.591740	0.369769	0.209173	0.468833	-1.319982	0.694087	-1.227709	1.205484	-0.084666
16C	-0.572312	0.341771	0.639184	-0.671294	-0.292815	0.578688	-0.670592	-0.906249	1.064219	-0.888442	-1.417074	0.931487	-0.799775	0.939801	-1.015982	-1.641640	0.895404	0.387590	1.305842	0.463580	-0.155085	0.339627	-0.498887	-1.133591	0.797531	0.988922	1.482307	-0.061128	-0.751055	-0.421280	0.587992	0.706347	0.589798	0.845894	0.079791	0.160368	1.054412	0.418203	-0.765148	1.107568	-1.111127	-0.042045	0.720327	-1.105530	1.128884	-0.988786	1.096590	-0.838974
16C	-0.297766	-0.306396	0.589820	0.455884	-0.745585	0.635355	-1.047167	0.166354	0.848438	-1.160215	-1.839407	1.092823	-0.785456	0.345561	-1.415715	-1.736780	0.799760	0.497369	1.232270	0.339704	-0.529140	0.441288	-0.936445	-0.903072	0.671182	0.907431	1.034736	-0.326903	-1.161453	-0.244180	0.605900	0.358956	0.139415	0.676102	-1.126592	0.055139	0.976965	0.643503	-0.255298	1.325153	-1.236125	0.403407	0.993478	0.427110	1.366415	-0.030649	1.250170	-0.902384
16C	0.192842	0.514394	0.950323	0.341470	-0.837215	0.936102	-1.123377	-1.351004	0.589612	0.130519	-0.417941	0.445685	-1.224564	0.096249	0.078861	-1.176808	1.097005	-0.042360	0.941906	-0.199395	0.775215	0.443795	-1.024996	-0.075307	1.120074	0.670615	0.993071	-0.479064	-0.550037	-0.614334	0.748594	1.001314	-1.283835	0.811145	0.145070	0.147368	0.917516	0.479327	-1.431804	1.132090	-0.299154	0.442542	0.209888	-0.644177	1.232800	-1.507461	0.757048	-0.605139
16C	-0.188119	0.090183	0.718640	-0.615497	-0.232894	1.074941	-0.620755	-0.857295	0.673913	-0.852474	-1.168399	-0.058731	-0.753019	0.181154	-0.963080	-1.349084	1.178598	0.052857	0.514341	0.542410	0.259472	0.909743	-0.440979	-1.096326	0.566273	0.652798	1.425725	0.026146	-0.188506	-0.955057	0.866913	1.372644	1.105642	1.220957	-0.749724	0.182561	1.013616	1.095414	-0.120587	0.966491	-0.516160	-1.093501	-1.663358	-1.054288	1.003704	0.436301	0.995521	0.023666
16C	-0.192892	-0.916415	1.411173	0.711594	-0.363797	1.086131	0.862465	-0.964238	0.888610	-0.303416	-0.561708	0.774158	-0.855161	0.256912	0.247910	-1.760241	0.979936	-1.136582	0.519555	-0.068342	0.426057	-1.269151	-0.567483	0.453072	0.739927	0.371992	0.931633	0.328281	-1.546943	-1.060780	-0.946853	-0.992538	0.680678	1.099106	-0.845948	-0.012286	1.050366	0.362963	-0.100803	1.589703	0.823331	0.110763	0.593238	-0.088996	1.176989	-1.056413	0.966301	-0.317868
16C	0.478769	0.103507	0.614785	-0.569774	-0.183792	0.747293	-0.579915	-0.817180	0.248328	-0.823000	-0.064975	0.950967	-0.054424	0.418638	0.352521	-2.209245	1.167560	0.343021	0.931425	-1.135113	1.277019	-1.142799	-0.393526	-1.065789	0.884185	0.500194	1.522046	-1.501892	-0.448332	-0.915400	1.459748	-0.813027	0.194133	1.086210	-0.713630	0.550526	0.714633	1.147399	-0.965432	1.100217	1.135048	-0.225231	0.399368	-0.005654	1.162896	-0.884914	1.270862	0.020531
16C	0.082881	0.223756	0.679530	0.626787	-0.606548	0.797984	-0.931528	-1.162558	0.881864	-1.076759	-1.709717	0.830548	0.067411	0.635220	-0.135316	-2.938605	0.879444	-0.166378	0.836641	0.529486	0.245771	0.599687	-0.802079	-0.325239	1.038194	0.487898	0.905435	0.041981	-0.741972	-1.256836	0.988851	0.632884	1.104233	0.167704	-0.377963	-0.153347	0.822106	0.501199	-1.267169	1.193304	0.346602	-0.107324	0.615127	-1.373822	0.772860	-1.287694	1.364572	0.108695
16C	-0.030475	0.602117	0.601283	-0.546319	-0.158603	1.005213	1.104038	-0.796602	0.879704	-0.807881	-1.133388	0.488833	0.670879	0.653284	-0.897491	-1.906912	1.235949	0.333802	1.071494	-0.167399	0.748318	-0.090512	-0.369184	0.099977	0.544343	0.785529	1.509826	-1.484645	-1.372284	-0.895056	1.221024	-0.787908	0.150162	0.922917	0.391244	-0.966212	0.965401	1.247983	-0.332614	1.230299	0.199489	-1.041781	-0.809710	-0.990757	1.574988	-0.860916	1.142878	-0.601808
16C	0.484367	0.245835	0.957824	-0.796968	-0.427778	1.428229	-0.782843	-1.016509	0.652284	-0.241224	-0.103343	-1.328730	0.500936	-0.170203	-0.236114	-1.516890	1.556940	-1.170212	0.728917	0.324658	0.425974	-0.495968	-0.629315	0.051520	0.801100	0.066673	1.384036	-0.209050	-0.246379	-0.363918	0.688681	0.328081	0.725665	1.282145	-0.892979	0.786519	1.091319	-0.930168	-1.139574	0.833625	-0.712997	-1.229176	1.144724	0.500274	1.043589	0.167368	1.005551	-0.065395
16C	1.039532	0.023560	0.734931	1.072258	-0.439389	0.994209	-0.792499	-1.025994	0.999075	-0.455666	-1.068990	0.637167	-0.177917	0.605196	-1.145387	-1.826928	1.092616	-0.314722	1.065552	-1.210077	0.826927	0.288635	-0.640536	0.192487	1.105785	0.552260	0.870032	-0.633889	-0.429231	-0.340421	1.400049	1.009326	-0.272933	0.905659	-0.328438	-0.262733	0.977936	-1.570467	-1.147861	1.154864	-0.783032	0.037514	0.682757	-1.230874	0.896014	-0.286623	1.228650	-0.166305
16C	0.379375	-0.224674	1.208965	-0.948871	-0.590909	0.717587	-0.918521	0.966012	0.054291	-1.067371	0.087819	-1.481201	-1.032374	-0.036186	-0.313846	-2.134481	0.320064	0.271009	0.915412	0.591411	-0.143847	1.128797	-0.786965	-1.318976	1.002625	0.496600	1.067615	0.377953	0.170445	-0.815562	1.040983	-0.287819	1.034147	0.525403	0.157497	0.197700	1.139614	0.063795	-0.489856	1.369933	0.056164	-1.342744	-0.271456	-0.234324	1.019765	0.301197	0.765074	-0.467511
16C	-0.484552	0.432595	-0.119842	0.655936	-0.533708	1.278678	-0.870946	-1.103050	0.747772	-1.033037	-1.176224	0.761155	0.120671	0.342373	-1.228657	-1.722041	0.873044	0.396566	1.015209	0.443015	0.221013	0.449498	-0.731686	0.053665	0.917763	0.978138	1.412139	-0.534848	-0.591151	-0.419727	0.472356	0.993567	1.364478	0.478197	-0.045188	-0.182571	0.932950	0.377781	-1.215180	1.097495	-0.055893	0.287393	0.097923	-1.311532	1.050256	-1.218296	0.928543	-1.688720
16C	-0.537837	0.268313	0.680861	0.584169	-0.485713	0.284363	-0.831028	-1.063839	0.372032	-1.004228	-1.597004	1.032311	-0.950291	0.301819	0.365310	-0.168093	-0.696947	0.472255	1.640176	0.120346	0.175069	1.012205	-0.685303	-1.253554	0.835954	1.066992	1.461205	0.023733	-0.149432	-0.148508	1.022558	-1.114119	-0.160917	-0.058677	-0.935566	0.427015	0.745593	-0.354793	0.112034	1.137612	0.450269	0.053498	0.657398	-1.270488	1.225484	-1.172568	0.994560	0.091677
16C	-0.612614	0.588958	0.904278	-0.912568	-0.551923	0.692766	-0.886095	-1.117931	0.235241	-1.043970	-0.029001	0.842858	0.460996	0.447475	-0.014566	-1.542598	-0.112726	0.584027	1.137454	0.234269	0.436297	0.839147	-0.749289	-0.893212	1.108265	0.819292	1.013533	-0.467670	-0.950727	0.107079	1.244615	0.424039	1.008999	0.196686	-0.984235	-1.286961	0.813006	0.390372	-1.228181	0.282815	-0.076629	0.814963	0.517431	-1.327109	1.000869	0.759151	1.047777	-1.702916
16C	-0.989391	0.220908	0.842444	-0.759765	0.326059	0.786018	-0.749613	-0.983869	0.792249	-0.945471	-0.098000	1.028377	0.407562	0.722319	-1.099863	-1.675037	0.273745	0.108694	1.501619	-1.317890	-2.200561	0.830031	-0.590705	-1.192678	0.883570	1.391608	1.385157	-0.562647	-0.763242	0.156586	1.172514	0.462679	-0.552416	0.958189	-0.257282	-1.153141	1.222322	-1.523016	0.222153	1.302812	0.321447	1.144550	-1.816326	0.258775	1.450628	0.647501	0.792574	-0.496861
16C	-0.341918	-0.208682	0.820174	0.349352	-0.778156	0.198566	-1.074257	0.875994	0.535358	-1.179766	-0.625985	0.923791	0.179204	0.783032	-1.444471	-1.497433	0.146321	0.190561	1.206829	0.277183	-1.868090	0.100805	-0.967922	-1.435425	0.753260	1.377417	1.637760	-0.107821	0.112674	-0.413709	1.040437	-1.405760	-0.478284	1.036657	-1.150534	-0.238174	1.283639	-0.067751	-0.789021	1.270513	-0.145073	0.626930	0.499611	0.627927	1.452747	0.160084	0.509441	-0.199975
16C	-0.041606	0.610715	1.038801	-0.828011	-0.461115	-0.239115	-0.810570	0.731863	0.567566	-0.989463	-1.157392	0.334694	0.401600	0.514870	-0.117333	-1.934211	0.468558	0.321648	1.189916	0.365048	-0.607003	0.968064	-0.661533	-0.976798	0.887606	1.138106	1.597013	-1.691786	-0.759093	-0.275350	1.175130	-1.089589	0.685869	0.447052	0.006878	0.501329	0.995342	0.426908	-1.163368	0.803752	0.618441	0.297295	0.575921	-1.249454	0.758447	-1.149133	1.079601	-0.891981
16C	-0.525766	0.757422	0.787220	1.141984	-0.777987	0.017395	-1.074116	0.297424	0.700749	-0.509576	-1.869631	0.957951	0.637164	-0.319423	-0.375739	-0.039275	-0.083611	0.587233	1.401611	0.255503	-0.741281	0.862429	-0.967758	-0.672849	1.038410	0.867099	1.352942	0.274497	-0.554072	0.009323	0.159167	-1.405591	-0.765780	0.459796	0.528235	0.534707	1.239228	-0.256358	-1.389531	0.784558	0.425044	0.029574	-0.476684	-1.520430	0.763795	-1.451032	0.685250	-0.505339
16C	-0.201156	0.247573	0.799444	1.166103	-0.503123	-1.047755	-0.845508	0.970070	0.763457	-1.014678	0.437860	1.016013	-0.963876	0.552386	-1.201655	0.078730	0.714475	0.215200	1.015602	-1.421176	0.203166	0.468492	-0.702129	-0.981779	0.957705	0.988902	1.432290	-0.085662	-0.651103	-0.545040	-1.090820	0.274113	0.008442	0.284583	-0.005714	0.206863	1.408834	0.713398	-1.193351	0.869951	-0.407113	0.074953	0.153443	-1.285377	0.134829	0.124354	1.051177	-0.482354
16C	0.228209	-0.032451	1.144986	-0.784986	-0.414911	0.984313	-0.772140	-1.005996	0.680354	-0.961729	-0.317500	0.325284	0.169206	0.613595	-1.123776	-2.042424	0.727442	0.038537	0.871318	0.560307	0.311584	0.162264	-0.616880	-0.414314	1.015336	0.881038	1.437356	0.116337	-0.698773	0.029429	1.344143	1.103936	0.273754	0.956566	-0.883521	-1.175229	1.178407	0.842987	-1.130390	0.519253	-0.426684	-1.220218	0.293984	-1.209941	1.215045	0.335602	0.789452	-0.120074
16C	-0.291244	0.991756	0.918951	-0.757116	-0.384981	-0.067795	-0.747247	1.003014	-0.513214	-0.943764	0.372174	1.056279	-0.871691	0.388376	0.166888	0.025797	-0.239247	-1.147717	1.495519	-1.315342	0.569768	0.855091	-0.587956	-1.190909	0.997682	0.672384	1.256456	-1.639654	-0.488704	-1.077889	1.013783	-1.013664	-0.077499	0.876175	-0.058130	0.804129	0.824422	0.997713	-0.160994	0.726749	0.058258	0.611179	0.506118	1.039669	1.047627	0.549940	0.322500	-1.572807
16C	-0.238616	1.178501	0.694918	-0.688305	-0.311084	0.464994	-0.685786	-0.921173	0.451297	-0.899407	0.025778	0.927674	-0.004710	0.331650	0.556428	-1.007217	0.763386	0.499301	1.067161	-1.249144	0.860778	0.952004	-0.516542	-1.144952	0.912722	0.937629	1.265556	-0.176268	-0.741987	-1.018206	0.966861	-0.939970	0.027713	1.036480	-0.421888	0.028119	1.276158	0.600278	-1.056285	0.616562	0.591879	-0.084222	-1.347816	-1.121153	0.997429	0.258271	0.318762	-0.127378
16C	-0.247589	0.725707	0.905778	-0.677130	-0.299083	0.427171	-0.675805	0.820306	0.838627	-0.414538	0.184802	1.231981	0.236912	0.695039	-1.021516	-0.737498	0.562478	0.125289	1.177438	-1.238393	0.471416	0.083937	-0.504944	-0.699606	0.647204	1.145948	1.696725	-0.237418	-1.493902	-0.179215	1.181427	-0.928002	-0.398692	1.005817	-0.798378	-1.080772	1.283064	0.900732	-1.047720	0.741296	-0.250048	0.180340	0.161314	-1.110890	0.935549	-0.994757	0.657412	-0.133974
