6667.0,-7.11874,-11.595305999999999,-1.0099280000000002,5.421064,4.364526000000001,-0.18901600000000002,6.933864,12.108825999999999,5.49334
3338.0,-6.512192,-9.737363,-12.587923,5.2555819999999995,3.090751,-1.948622,6.249636,12.914655999999999,7.140612
7505.0,-7.64883,-11.658851,-12.441125999999999,6.444076,6.969347999999999,1.6335309999999998,7.312473,11.253588,6.432653
842.0,4.682283999999999,3.367775,4.085523,-0.298431,-4.976648,-24.024398,-9.668206,-7.472402000000001,1.852741
4176.0,-4.054332,-6.900428,-11.526341,8.17389,7.740696000000001,2.23785,4.402255,11.160678,7.835164
6675.0,2.0973599999999997,-11.079747,-0.304586,6.962727,0.926272,-1.9822349999999997,6.497733,13.021543,6.923536
8344.0,-4.406065,-9.593157000000001,-10.239192999999998,7.128885,4.1479099999999995,2.48318,7.044809,12.452694000000001,7.199489
2519.0,-1.394696,-6.711059,-9.763516000000001,8.092054,5.458799,-0.747685,5.6321639999999995,11.333165,6.930277
4185.0,-4.6061879999999995,-8.921166,-10.778068,6.20681,5.981907,1.496381,5.470025,10.797943,6.294348
4187.0,-4.8566910000000005,-14.529616,-10.213708,6.162893,3.8313650000000004,1.456257,6.5609850000000005,11.789501,6.975983
1692.0,3.6612699999999996,4.504847,-7.749031,4.847395,7.865666,-2.181797,0.9704370000000001,7.378684,7.2186330000000005
33.0,8.366783999999999,6.267238,3.2290200000000002,-0.31597600000000003,-5.100417,-24.939322,-6.947145,-13.197854000000001,-2.974837
4195.0,-3.660932,-11.040189999999999,-8.980828,3.9441610000000003,7.726572999999999,1.672736,5.917153,10.830141000000001,5.4091059999999995
9197.0,4.575703,6.341032,4.674837999999999,4.683231,-7.193206,-19.630654999999997,-11.575223,-9.031678,2.409589
8364.0,6.98232,8.122314999999999,2.560855,-0.393522,-9.106182,-12.391727000000001,-7.687507000000001,-11.361178,-3.600601
6699.0,-4.245664,-11.881215,-12.630188,6.999581,7.241605,1.0820670000000001,5.558545,12.710905,7.329834
6700.0,-6.465133,-14.952504999999999,-7.8010399999999995,4.299763,3.127757,-2.085418,5.846091,12.506371000000001,6.391966
3371.0,3.9493110000000002,7.718,-5.890935,1.611915,-9.819821000000001,-20.338957999999998,-7.779068,-8.486533999999999,0.7807109999999999
3373.0,-6.407661,-11.115721,-1.742794,6.3575040000000005,6.057798,-0.8668629999999999,5.814357,11.316025,6.455039
4208.0,-3.3088599999999997,-15.616181,-7.459792,6.258203,8.411005000000001,6.575578999999999,7.693992,10.030716,6.0197519999999995
5040.0,7.159241000000001,7.233464,2.820422,0.593182,-9.610218,-27.568518,-10.219261999999999,-10.531915,-0.648204
5041.0,-2.6672599999999997,-5.0443690000000005,-9.716403999999999,7.466962,6.442439,0.337686,6.186533,11.508367999999999,6.4277489999999995
1714.0,-5.847705,-12.619278,-9.863268,8.050479,8.464423,1.619149,7.430016999999999,12.029964,5.249375
880.0,-4.082165,-12.532401,-11.918546000000001,6.803905,6.44385,1.78357,6.8268889999999995,13.188358,5.82673
49.0,2.260103,4.3425970000000005,3.672596,-1.099326,1.288058,-9.643602,1.803814,7.4944440000000005,6.071383999999999
