1	2	1	0.003986	0.000029	0.001155	606.200823	52.971667	8.958281	186.776612	30.917762	194.193352
1	2	2	10.713099	4.791383	7.515333	13.632998	0.000735	0.000224	0.002673	0.122139	3.315908
10	2	2	28.895942	110.896652	23.148824	0.120299	0.000552	0.000002	0.000654	0.021374	0.836137
10	2	1	0.005454	0.000463	0.000234	8.928155	57.729827	2.866712	49.717988	100.236143	73.712225
15	2	2	5.453865	109.626365	1.728671	1.144700	0.002828	0.000030	0.030881	0.168723	4.431156
15	2	1	0.004570	0.001055	0.002935	82.222025	121.967165	0.767953	12.632673	100.488946	136.597001
18	2	1	0.315376	0.000776	0.000735	94.361275	12.503621	6.788976	180.016832	114.936722	9.537995
18	2	2	72.925729	32.508701	1.062151	1.502086	0.009887	0.031700	0.000573	1.450230	0.203927
19	2	2	32.902470	79.217760	1.628536	0.891501	0.000202	0.000167	0.000789	0.115425	1.351354
19	2	1	0.020816	0.001343	0.001266	60.826665	23.522557	6.334861	29.504109	63.673228	126.638214
24	2	2	88.642152	202.985097	5.340826	1.493400	0.003686	0.000012	0.006019	0.027535	7.279907
24	2	1	0.873592	0.001565	0.002498	28.372512	216.212632	0.492717	148.852434	42.180521	87.756252
28	2	2	116.561457	89.940874	2.737612	2.366390	0.003359	0.000009	0.004390	0.022757	4.471624
28	2	1	0.025588	0.028565	0.002449	92.549353	210.741261	2.561099	174.362865	33.342584	151.767598
34	2	2	17.251107	139.823980	1.308960	60.577788	0.002623	0.001278	0.005715	0.007144	1.129068
34	2	1	0.010685	0.179942	0.001640	265.215080	112.581503	26.848191	19.763670	33.221424	53.837444
41	2	2	106.088245	598.323949	9.122239	0.451790	0.000910	0.000004	0.016463	0.007710	2.523042
41	2	1	0.204034	0.013524	0.003113	38.075630	75.241620	0.891978	56.294458	31.342688	88.871751
44	2	2	85.442858	403.965982	2.633461	3.212646	0.002547	0.000001	0.000461	0.726598	1.956494
44	2	1	0.074635	0.001435	0.000852	170.124015	5.767624	1.517369	153.917557	183.962768	126.408880
49	2	2	156.933332	222.201847	9.417826	0.837653	0.056312	0.000001	0.007141	0.011377	1.951130
49	2	1	0.086578	0.160108	0.005666	83.403325	54.406156	0.416473	99.624523	48.468549	67.283134
51	2	1	0.011635	0.002183	0.000226	98.948436	19.180800	7.819834	76.555918	73.283779	80.200760
51	2	2	72.227984	131.599026	4.282820	10.307410	0.007035	0.006732	0.174580	1.419659	2.044423
57	2	2	2.827908	29.921985	0.605929	1.284448	0.000292	0.000017	0.045860	0.195686	3.526299
57	2	1	0.073893	0.000656	0.786950	74.482521	99.528928	1.615123	69.844471	474.563391	104.074152
65	2	1	0.952720	0.002004	0.002940	69.495757	487.851752	2.127936	16.410337	68.953028	391.620371
65	2	2	141.183531	78.095526	13.844970	0.866555	0.006399	0.000020	0.002269	3.355735	6.408195
72	2	1	0.006290	0.002675	0.001091	453.404217	9.876487	3.332396	33.841087	183.012959	112.328951
72	2	2	43.788071	193.925270	18.105524	7.023465	0.000191	0.000220	0.000977	2.782101	1.527763
78	2	1	0.029195	0.002195	0.001278	187.584394	83.325722	4.195879	34.242639	91.514091	90.770022
78	2	2	28.278173	46.643560	0.963882	43.279832	0.000450	0.000267	0.004223	0.391244	1.203842
89	2	1	0.268411	0.000287	0.139973	53.005494	193.537054	0.618022	369.825784	39.703602	137.066671
89	2	2	64.988430	147.699998	8.643814	4.298749	0.004235	0.000393	0.007592	1.065545	24.834555
93	2	1	0.304592	0.000451	0.006607	323.484774	51.778526	2.003872	25.592798	42.461046	98.765618
93	2	2	65.929444	43.024514	6.154437	7.696727	0.014143	0.000014	0.000240	0.015340	3.606816
97	2	2	339.684364	351.714012	2.341958	2.475322	0.000774	0.000029	0.000183	0.030493	2.131064
97	2	1	1.992053	0.036855	0.160641	155.926573	12.162062	0.914681	45.173256	149.606806	146.183939
99	2	2	173.991377	363.037306	1.755533	3.702434	0.004159	0.000017	0.013689	0.208786	1.340775
99	2	1	0.054931	0.002013	0.005756	112.143563	77.166780	6.616347	224.601071	82.820787	93.535428
103	2	1	0.072455	0.000847	0.289029	94.947888	66.279371	4.829591	288.092841	99.590139	74.639065
103	2	2	33.779920	104.999817	1.011525	37.403957	0.000672	0.003596	0.060931	0.531493	0.944117
115	2	2	426.624498	94.389534	1.707151	2.960205	0.030243	0.000040	0.005616	0.648734	7.954940
115	2	1	0.508531	0.048023	0.004073	120.438347	49.912041	4.117732	69.162207	109.643996	123.438275
125	2	1	0.099026	0.000366	0.000306	66.427099	37.711771	5.283423	76.092745	98.989939	75.811195
125	2	2	348.487959	42.719297	2.448934	3.084608	0.019819	0.000054	0.005416	0.885739	3.136979
126	2	2	434.321933	61.703568	1.222689	0.467679	0.000425	0.000028	0.000178	0.013726	2.426803
126	2	1	0.269480	0.003016	0.009343	37.434770	68.230931	0.985644	117.226831	81.877151	118.740312
132	2	1	0.025926	0.000055	0.007789	73.352692	209.293109	7.132847	11.720035	103.990505	238.753819
132	2	2	187.947381	12.139651	8.951100	0.847854	0.009104	0.000000	0.000249	0.079682	3.549218
138	2	2	20.936654	90.362044	9.522379	0.495593	0.000335	0.000000	0.004861	0.127732	1.731962
138	2	1	0.042778	0.000639	0.079457	41.704235	15.666826	0.584009	176.343061	37.958945	54.564473
142	2	2	97.723525	77.433342	3.245251	1.567184	0.001470	0.000002	0.000339	0.035947	13.557122
142	2	1	0.016709	0.001011	0.002817	98.925668	38.242873	0.987400	69.301804	66.759211	249.882143
144	2	1	0.057338	0.000563	0.088680	313.506382	203.705624	30.442544	37.817786	46.572712	100.314337
144	2	2	234.418562	43.863590	2.295410	9.643929	0.001405	0.000031	0.009711	0.377330	7.854585
145	2	2	138.111056	44.049966	3.288945	4.400679	0.000460	0.000006	0.003267	0.011300	1.291068
145	2	1	0.054232	0.001303	0.014632	159.083677	160.093619	0.882334	59.991201	38.280878	96.895315
146	2	1	0.064247	0.000163	0.000277	84.826081	2.215380	4.989928	253.953228	93.293910	144.076177
146	2	2	80.413956	49.525341	5.992330	1.828762	0.000050	0.000005	0.024907	0.028182	3.319160
147	2	1	0.170168	0.000061	0.003102	82.333235	77.426257	6.290248	94.990676	39.364220	397.560882
147	2	2	99.414542	10.309247	2.895062	1.115480	0.008452	0.000000	0.001398	0.137530	4.402064
153	2	1	0.012157	0.001979	0.011456	142.811169	99.886583	11.962417	21.390540	308.302547	202.758699
153	2	2	85.285880	25.225326	2.921710	12.450597	0.013382	0.009383	0.002962	0.873876	2.532670
161	2	2	125.118733	26.728019	6.704613	8.622152	0.001241	0.000002	0.000461	0.018981	1.435641
161	2	1	0.088828	0.006096	0.007983	44.594504	26.519488	0.454280	113.497366	105.213790	88.851055
165	2	2	213.144202	111.526829	5.606129	0.260623	0.009609	0.000000	0.003677	0.185319	13.063115
165	2	1	0.204648	0.007693	0.003986	19.572959	135.510422	0.202900	134.902661	87.740377	284.644221
168	2	2	50.305596	58.657472	2.424491	3.767277	0.000479	0.000011	0.000085	0.040080	0.932235
168	2	1	0.080600	0.000515	0.007358	73.540955	61.268728	1.152401	17.724303	51.682215	57.551236
