name	GCNF	CDX2	GATA6	PBX1	KLF4	NANOG	OCT4	Oct4Sox2	SOX2
4768	322	33.856924	32.604812	0.946536	2.571924	0.000276	0.000010	0.000825	0.087052	2.568751
4768	322	2.434030	0.013008	16.989447	2.575445	0.599278	0.004966	10.231636	69.083248	159.225986
4768	322	0.796175	0.001185	0.073922	91.273870	11.877086	1.438141	10.720030	70.066164	159.227863
4769	323	2.391653	0.304826	15.179517	33.963824	0.007680	0.000377	1.824633	0.189968	2.928305
4769	323	0.060714	0.000428	0.007120	336.209342	32.724086	3.320904	53.041475	98.014005	42.092404
4769	323	20.523729	35.923226	0.060990	33.963824	0.000598	0.000080	0.015695	0.032456	2.265887
4770	324	22.189465	125.226580	62.863513	0.606423	0.000496	0.000001	0.266742	1.167369	2.245921
4770	324	0.375857	28.129968	0.011304	0.606448	0.093228	0.001035	3.639081	73.944554	79.109717
4770	324	0.081175	0.011941	0.000706	35.656322	13.026034	0.305493	237.060585	73.944554	79.109717
4771	325	1.748125	0.001844	128.893795	8.641735	0.991433	0.012323	37.420320	67.734878	128.666619
4771	325	119.865195	117.733168	8.788031	7.497143	0.030386	0.000022	0.001134	9.630095	45.151061
4771	325	124.494569	117.733168	12.395392	7.497143	0.002322	0.000004	0.000694	0.758936	2.702709
4772	326	0.022324	0.001952	0.002367	161.599621	249.836421	0.825620	45.753969	202.421820	177.939377
4772	326	1.956292	20.208285	0.000639	156.552203	98.775271	0.383935	0.768098	165.113469	177.939254
4772	326	2.003445	43.850944	0.013986	98.586965	10.320357	0.094887	0.014263	0.621952	2.413192
4773	327	15.320283	209.475542	0.010210	2.332670	0.003506	0.000225	0.017629	0.829654	5.026402
4773	327	15.288659	164.570849	0.000596	19.250940	0.119062	0.026364	0.067430	39.736999	174.944197
4773	327	0.537820	0.025449	0.000260	64.264585	46.224602	2.120317	10.725812	508.437278	182.997103
4774	328	0.009019	0.001871	0.000063	110.459906	227.255279	3.498785	105.842996	45.618876	299.501413
4774	328	0.745138	212.249891	0.001110	3.193287	17.796998	0.007056	0.376468	7.859421	299.501206
4774	328	0.745136	33.831190	0.003240	3.649809	147.794421	0.034083	3.447542	45.447940	299.501413
4775	329	0.097196	0.359737	0.008678	1.076517	0.699429	0.002784	67.595111	36.911846	146.648449
4775	329	2.870050	718.527717	0.004407	1.076517	0.000668	0.000092	0.106563	1.107699	1.772438
4775	329	0.066322	0.004097	0.000211	97.230565	50.952640	0.219294	74.530085	36.981786	146.712807
4776	330	61.231452	100.090900	1.122457	0.164054	0.007070	0.000026	0.001646	0.101647	3.992654
4776	330	0.122252	0.000267	0.046618	12.771340	274.632966	1.674478	9.615154	72.948024	216.770556
4776	330	1.644981	0.050180	46.936911	0.475318	25.687365	0.002994	6.636419	63.321389	216.331959
4777	331	0.643142	0.001836	25.223385	2.261619	0.001567	0.000148	0.661029	0.038649	1.005782
4777	331	0.011589	0.000020	0.013248	121.110404	238.441575	3.906880	36.320320	47.750337	54.282979
4777	331	0.643053	0.001085	8.988273	2.265694	3.634646	0.021507	36.319539	47.750337	54.282979
4778	332	89.954341	228.680256	1.044861	1.131001	0.007709	0.000001	0.019256	0.326669	0.322640
4778	332	4.938713	228.672331	0.015603	1.137159	0.007715	0.000006	0.081751	0.326701	0.322640
4778	332	0.598510	0.133059	0.010328	65.192812	20.049870	0.366869	18.595814	23.722498	10.300254
4779	333	69.023465	64.388271	3.790694	0.144605	0.002778	0.000005	0.002073	0.056367	0.484578
4779	333	3.131587	0.446175	4.680790	0.144605	1.269548	0.000892	40.510192	15.577740	13.141791
4779	333	3.129745	0.008804	0.711433	13.791983	41.070227	0.196325	40.568273	15.580515	13.142757
4780	334	110.415125	41.652264	21.757306	5.648321	0.000894	0.000023	0.000472	0.019724	5.805796
4780	334	0.122270	0.000302	0.006246	168.874654	54.070021	1.468128	16.524881	35.178742	51.495948
4780	334	1.466138	0.002384	2.255570	58.947266	52.836976	0.046191	4.059052	33.063831	50.975072
4781	335	0.178389	0.013035	0.006104	98.716819	67.888768	3.461036	14.255246	210.433998	341.681660
4781	335	5.131380	110.357586	0.001297	2.829037	0.481159	0.000927	0.167947	90.604199	341.563736
4781	335	5.047629	11.424008	0.000087	92.524466	24.900849	0.605047	0.182457	94.840673	341.592147
4782	336	0.200900	0.316265	0.031089	0.077955	0.009109	0.006982	0.816399	0.716308	1.415041
4782	336	0.051872	0.003959	0.001970	7.308549	3.736993	0.247541	68.434646	100.872423	116.005951
4782	336	1.831630	34.968306	0.028914	0.075413	0.007006	0.000933	0.306962	0.324930	1.415024
4783	337	0.255785	0.012905	217.760277	0.286757	0.709785	0.000251	16.184546	0.855520	2.882457
4783	337	0.007899	0.000201	0.007322	15.447902	188.372166	0.443954	383.343525	35.606063	70.143524
4783	337	1.646239	92.347244	1.115289	0.286757	0.016415	0.000168	0.113999	0.032338	2.870814
4784	338	34.211157	63.303704	5.626712	4.516008	0.003202	0.000003	0.000695	0.219167	0.246155
4784	338	0.005161	0.008617	0.002745	166.011802	2.578918	0.377161	105.814535	407.868421	8.977638
4784	338	0.393538	49.643640	0.259434	4.973564	0.011322	0.002836	1.189955	264.510283	8.748854
4785	339	1.629739	88.830426	0.019621	7.163179	0.000439	0.000056	0.123542	0.037459	3.576635
4785	339	0.051173	0.001231	0.008898	42.645984	62.967479	1.621107	31.159129	23.807661	44.668441
4785	339	3.330267	0.106576	28.530735	7.192982	1.000529	0.014059	22.904386	23.795403	44.655965
4786	340	172.729777	156.982943	57.153978	1.813631	0.002620	0.000005	0.000028	1.320859	34.129467
4786	340	2.563143	0.075183	6.380193	3.475051	0.061179	0.001101	7.393564	102.830683	231.919127
4786	340	172.742229	156.982943	57.361307	1.812413	0.000179	0.000004	0.000028	0.062524	6.782401
4787	341	0.045043	0.010377	0.030981	110.791777	149.781538	12.903415	110.599189	25.292469	64.192418
4787	341	53.815953	169.115607	13.051014	5.909897	0.006832	0.000003	0.002687	0.193044	1.893583
4787	341	1.027516	0.010377	14.128604	110.352844	133.503708	0.258355	107.954831	25.275890	64.192373
4788	342	20.926077	166.631460	0.006223	3.920072	0.003301	0.001930	0.023993	0.018047	9.354937
4788	342	2.806117	0.000329	0.000183	323.366855	589.114805	13.044810	197.304493	53.883475	579.813856
4788	342	3.084948	0.004927	0.006613	323.366855	11.657916	3.394632	4.558462	0.479823	9.354950
4789	343	6.608785	181.340078	0.067201	0.165429	0.001522	0.000059	0.240761	0.034099	0.903755
4789	343	183.686781	181.835742	3.961808	0.165427	0.000426	0.000002	0.003970	0.033992	0.903755
4789	343	0.655924	0.047562	0.001204	3.824773	10.602386	0.098591	145.498352	31.328222	74.469099
4790	344	3.364999	57.651970	0.021777	104.450457	7.776840	0.060774	0.864538	141.612715	5.085420
4790	344	0.091632	0.000542	0.001079	108.532928	29.175652	1.260215	63.747771	237.483093	5.085596
4790	344	317.419951	87.239464	17.432529	7.847701	0.785936	0.000572	0.008470	0.113658	0.076794
4791	345	59.385055	86.030302	1.897366	4.425149	0.000250	0.000000	0.013933	0.040846	0.736892
4791	345	0.141071	0.033833	0.004292	101.552152	34.454989	1.674019	45.420793	81.447528	23.121434
4791	345	56.378024	2.568653	1.795051	4.425149	0.390264	0.000170	28.577068	81.445382	23.121306
4792	346	1.224579	0.005313	3.016202	153.947326	3.254888	0.162245	15.748211	3.404854	0.223510
4792	346	78.957587	96.808378	5.875261	4.684919	0.044622	0.000001	0.044010	0.077352	0.139062
4792	346	1.228664	0.092946	6.983963	4.684919	0.597960	0.000400	15.744467	3.404854	0.223510
4793	347	193.451352	75.103748	0.104680	2.374981	0.000864	0.000047	0.003265	0.158641	2.072508
4793	347	0.552464	0.031167	0.012722	189.990043	18.822013	0.559854	188.539239	32.590735	23.802926
4793	347	211.018986	75.104008	5.673044	2.272550	0.000864	0.000002	0.003265	0.158641	2.072508
4794	348	1.115574	0.012995	93.619620	121.625338	119.752669	0.117251	10.891366	8.232970	199.367854
4794	348	14.839638	183.180992	24.203369	20.639541	0.001522	0.000001	0.051911	0.001273	7.049437
4794	348	1.115636	0.122216	363.833859	20.639541	0.059267	0.000054	8.031514	0.120313	8.141790
4795	349	32.975920	22.639152	6.579943	4.575305	0.150299	0.000002	0.948290	0.028475	2.446901
4795	349	0.006033	0.270892	0.001420	80.840369	17.520560	3.329284	131.652308	56.555993	59.851147
4795	349	32.927681	2.419133	1.121606	4.701470	0.413573	0.005663	17.425039	56.553484	59.851147
4796	350	2.440950	0.167095	9.327885	1.989834	0.164394	0.000044	21.943823	18.036119	240.786050
4796	350	25.924388	78.392895	1.313000	1.910451	0.000047	0.000001	0.006308	0.003951	2.529798
4796	350	0.718644	77.955775	0.079939	1.911903	0.000047	0.000002	0.030819	0.007129	2.529798
4797	351	24.335491	40.018883	0.028912	2.866720	0.014591	0.000334	0.009686	0.140293	5.731505
4797	351	16.647954	0.000470	0.002403	100.604149	295.249744	0.444475	8.528127	57.388350	88.253525
4797	351	178.083248	40.018883	1.421198	2.618680	0.013438	0.000044	0.009485	0.140292	5.731505
4798	352	0.032275	0.008256	0.001040	221.601986	104.716792	1.441400	150.171476	222.880409	70.313022
4798	352	2.200740	63.341407	0.025385	12.067266	2.502418	0.005635	5.040099	222.669168	70.312973
4798	352	119.252773	129.373381	9.630676	11.978190	0.000327	0.000001	0.053621	0.466181	1.254017
4799	353	6.436364	0.099443	30.178475	3.692203	0.797614	0.007530	108.014037	445.452565	161.968674
4799	353	0.117239	0.006976	0.030664	139.719154	60.695935	2.509220	134.883026	445.453182	161.968674
4799	353	353.609445	102.195722	11.078103	3.691505	0.000874	0.000037	0.005482	4.053407	10.066645
4800	354	53.952728	62.781735	0.759319	0.265297	0.001141	0.000128	0.011269	0.522199	2.584156
4800	354	1.757137	0.321133	20.020665	0.265302	0.469333	0.001153	35.597845	104.247140	180.133163
4800	354	0.081076	0.031726	0.150905	13.725768	19.971074	0.294399	50.781989	107.174435	180.355174
4801	355	0.100122	0.127662	0.001521	97.033903	56.662525	9.260159	316.641162	129.098551	114.107752
4801	355	99.846503	51.957964	4.735908	1.007423	19.185866	0.002133	3.329220	101.903585	114.098262
4801	355	93.661420	28.327925	2.245284	96.137808	19.915958	0.053086	3.329439	101.904998	114.098262
4802	356	0.581858	14.729147	0.000793	54.682034	33.737028	0.275158	4.269763	228.367890	95.371877
4802	356	0.582421	22.976084	0.008618	1.070075	25.260565	0.014445	4.269639	228.367890	95.371877
4802	356	0.058041	0.106142	0.000186	59.987999	36.750857	1.171721	143.961577	228.372638	95.371877
4803	357	7.086022	50.287572	7.011198	3.342156	0.007526	0.000001	0.012635	0.015751	10.152837
4803	357	0.010367	0.004697	0.002646	333.639201	9.799941	1.921058	37.463765	18.734791	247.045163
4803	357	0.088637	0.059869	14.158505	3.353478	0.189340	0.001616	37.460493	18.734791	247.045163
4804	358	0.291833	0.016019	70.029360	1.404812	3.847766	0.008955	53.396527	21.707550	251.817895
4804	358	0.291797	0.000178	46.200962	127.694006	73.007461	0.115213	53.396527	21.707550	251.817895
4804	358	13.749793	28.607648	1.513455	1.346491	0.043479	0.000009	0.005689	0.240705	48.321623
4805	359	0.160893	0.000627	0.002470	346.408615	261.607302	1.811769	479.423893	26.645352	147.434464
4805	359	225.605902	94.832391	1.034340	33.964460	0.080908	0.000599	0.105076	5.029057	130.524245
4805	359	23.110907	99.080415	0.477950	33.964460	0.001632	0.000822	0.030908	0.406798	2.432333
4806	360	269.943375	414.397647	3.450210	5.435712	0.030836	0.000781	0.004216	4.473249	76.779752
4806	360	5.554511	0.001082	0.561440	536.505072	140.786774	3.797998	40.061235	21.323273	200.310328
4806	360	0.264952	0.001082	0.006093	536.505072	143.712426	5.350605	52.113383	21.323288	200.310328
4807	361	18.265015	180.269186	0.022186	1.904508	0.022188	0.000006	0.167675	0.034632	0.468920
4807	361	156.749388	180.286430	1.518684	1.904508	0.022188	0.000003	0.007813	0.034624	0.468920
4807	361	2.926623	0.001625	0.013453	157.385192	44.632540	6.830674	86.431722	28.078540	30.854564
4808	362	2.806163	0.000507	13.543841	26.032429	86.522473	0.082707	44.798577	0.551507	26.235729
4808	362	0.540776	0.000115	0.124520	201.156424	101.297306	0.785077	44.959341	0.551507	26.235729
4808	362	22.792480	78.683869	0.349841	21.186421	0.014384	0.000337	0.080189	0.012547	26.235729
4809	363	1.970707	561.210037	0.011399	0.519842	0.000045	0.000027	0.053915	0.033118	1.097029
4809	363	0.379229	0.170577	0.503645	0.528069	0.717258	0.016277	135.720985	14.271301	30.781444
4809	363	1.381950	0.181009	14.119039	0.519869	0.045366	0.003876	17.717744	14.271292	30.781444
4810	364	0.074324	0.005013	0.002493	52.185388	73.598987	1.835641	80.800594	134.395591	84.559445
4810	364	76.250981	180.213840	0.348355	0.662210	0.041090	0.000022	0.002676	0.022534	1.988410
4810	364	6.333346	178.521745	0.009671	0.662210	0.041125	0.000038	0.044642	0.022736	1.989856
4811	365	21.606717	68.648391	0.957500	0.461523	0.008495	0.000006	0.005086	0.078901	2.326592
4811	365	0.026493	0.002749	0.000492	40.250729	36.960337	0.940727	20.338283	148.615935	193.708037
4811	365	1.847516	0.236432	48.214394	0.461527	0.363818	0.000034	16.465335	3.691922	7.055068
4812	366	0.006043	0.013165	0.000228	102.882443	110.844087	1.817056	261.139883	598.681135	135.348961
4812	366	0.270352	109.228082	0.105510	3.815590	0.001804	0.000515	0.187706	1.703525	1.954501
4812	366	11.182152	110.936630	8.252150	1.606236	0.001793	0.000015	0.154629	1.507398	1.764408
4813	367	29.006876	211.740877	4.143044	4.972912	0.003913	0.000001	0.002556	0.433858	10.910846
4813	367	1.285925	211.728842	0.086538	4.972912	0.003913	0.000019	0.157243	0.433868	10.910846
4813	367	0.017413	0.001367	0.002652	387.390832	31.180497	1.916879	126.659019	138.814071	150.391581
4814	368	0.004990	0.008483	0.001414	87.248414	240.815927	30.149517	90.550079	69.447170	167.072445
4814	368	0.440567	176.142837	0.013325	2.099931	0.000927	0.000058	0.077182	0.632762	3.792434
4814	368	3.539572	176.142837	1.096660	2.099876	0.000927	0.000035	0.071763	0.632762	3.792434
4815	369	0.195511	0.004597	0.000223	130.956694	178.162760	10.847194	105.890914	89.121215	90.188714
4815	369	23.239933	57.437100	4.740910	5.196629	2.192690	0.000003	0.032191	3.308265	76.911744
4815	369	0.238609	57.164675	0.077267	5.198203	4.694847	0.000719	0.284215	3.349057	77.456156
4816	370	6.420350	375.171389	0.104123	1.450538	0.003913	0.009110	0.024567	1.337415	7.902707
4816	370	59.395717	376.359088	7.659117	1.413325	0.003909	0.008818	0.020172	1.337415	7.902707
4816	370	1.941233	0.006487	8.899566	19.388039	141.007296	6.650621	6.446097	92.992857	167.528763
4817	371	212.931119	142.203385	10.867657	2.945568	0.003377	0.000044	0.004496	0.052928	14.576334
4817	371	0.040481	0.007532	0.003282	21.388879	407.316938	1.255703	246.957505	133.826684	215.509402
4817	371	0.042653	0.213774	0.071865	14.007630	1.129984	0.093467	2.979281	0.304249	18.136121
4818	372	0.368365	301.782848	0.011600	19.439632	0.000370	0.000015	0.013423	0.011505	1.685691
4818	372	28.106950	302.649677	0.754492	19.439632	0.000367	0.000012	0.000158	0.010833	1.685691
4818	372	0.008858	0.145831	0.002361	666.146647	16.104043	0.889275	1.752179	24.825881	109.075781
4819	373	0.063543	0.001682	0.000230	122.791850	127.182732	14.025040	8.138495	22.866807	452.061737
4819	373	156.053078	144.317556	3.352109	1.736473	0.095613	0.000001	0.000046	0.029253	17.283183
4819	373	0.085704	0.047473	0.001475	122.791765	2.806992	2.629200	0.187998	0.178010	17.283183
4820	374	72.737982	27.621141	14.039095	1.885261	0.000055	0.000010	0.000210	0.006025	2.935998
4820	374	4.828286	0.046944	5.860391	1.885261	0.181403	0.007988	25.802608	43.782001	130.571299
4820	374	0.115168	0.000634	0.015085	18.208826	15.046166	2.014736	29.446331	43.782214	130.571480
4821	375	1.906916	22.151784	0.003763	99.654773	188.274917	0.128093	4.813589	49.273669	152.470888
4821	375	0.024250	0.001212	0.000469	99.671491	274.534186	0.404680	164.971843	50.101295	152.979868
4821	375	114.235639	95.224374	0.802039	2.587793	0.006718	0.000039	0.023493	0.200953	6.273898
4822	376	41.525741	0.391604	196.659763	39.174881	16.591093	0.021740	9.823758	1.056086	1.735314
4822	376	41.526144	0.391608	196.777437	2.290309	1.705075	0.000218	9.823751	1.056086	1.735314
4822	376	83.575548	94.256879	135.968156	1.831180	0.284696	0.000011	1.155364	0.446324	1.446261
4823	377	1.089831	0.000517	0.000713	536.756520	115.144365	5.225409	41.137294	29.189974	89.035761
4823	377	73.701292	40.254244	0.033693	8.924863	0.129806	0.002147	0.187888	14.901142	67.598531
4823	377	88.630786	40.848636	28.462826	8.924857	0.002572	0.000004	0.143863	0.568174	6.317663
4824	378	0.035758	0.006670	0.000604	256.279985	109.395607	0.812359	8.022111	425.175307	58.055748
4824	378	18.911174	14.710833	1.973830	4.358897	0.002134	0.000001	0.073083	0.070273	1.449382
4824	378	1.987591	12.840674	0.024898	4.358897	0.910345	0.000747	0.662318	53.891880	57.968490
4825	379	0.039163	0.030891	0.025283	3.473948	0.042574	0.000559	1.227619	2.498486	1.526197
4825	379	2.598907	0.030913	2.299310	3.471257	0.016471	0.000054	1.226009	2.498481	1.526197
4825	379	0.038510	0.000046	0.000044	106.748353	58.071283	1.376367	94.552782	108.674225	79.058189
4826	380	1.431203	0.001729	0.611057	246.785189	142.979252	19.649668	58.080219	55.329923	51.277037
4826	380	184.648022	134.097915	1.963846	2.564878	0.000637	0.000009	0.002525	0.016179	0.794586
4826	380	0.047950	0.001729	0.007973	246.785189	142.979252	32.233099	58.116665	55.329923	51.277037
4827	381	0.193970	0.000477	0.011035	98.308619	10.247080	9.891368	112.634579	116.579960	175.807767
4827	381	9.396367	90.444822	0.073916	2.873114	0.002807	0.000960	0.066809	0.753147	3.361092
4827	381	67.914372	92.856500	2.444813	2.873114	0.002466	0.000257	0.003759	0.753144	3.361092
4828	382	0.083437	0.000257	0.000411	133.108049	102.381980	10.597940	55.107738	43.033014	386.400727
4828	382	0.083843	0.060137	0.003752	133.108049	1.225427	0.440614	1.394707	0.399126	7.467943
4828	382	4.633014	10.074204	0.000229	133.108049	0.167736	0.139082	0.057493	0.047290	7.467943
4829	383	0.003605	0.007072	0.000462	91.845810	1.690250	0.728515	32.702205	86.722834	70.980262
4829	383	0.214946	125.233524	0.014864	1.467041	0.000189	0.000018	0.064397	0.140467	1.798876
4829	383	0.211947	87.893953	0.000649	1.467041	0.010074	0.000729	1.525808	37.937087	65.471267
4830	384	0.871600	823.239845	0.332953	6.004899	0.001500	0.000008	0.047321	0.552873	1.714184
4830	384	0.486757	62.757588	0.004501	6.004899	0.638427	0.000740	4.381072	643.944258	154.733847
4830	384	0.047384	0.232912	0.000052	106.718760	66.963916	2.532241	116.889619	644.088445	154.733847
4831	385	0.026298	0.001860	0.004004	304.987013	101.308682	4.315139	159.741571	188.931179	105.542701
4831	385	199.277359	116.053080	1.445538	4.948616	0.001103	0.001561	0.007513	0.026561	3.561653
4831	385	2.488529	116.037636	0.041841	4.948616	0.004118	0.004842	0.052937	0.026574	3.561653
4832	386	0.332200	0.000480	0.003433	193.271352	185.345207	2.053578	89.287048	59.470859	64.992395
4832	386	47.870302	70.426867	21.013113	5.430500	0.007311	0.000000	0.065651	0.030846	1.505880
4832	386	1.831977	0.001183	8.405432	193.230363	148.258910	0.162243	81.767294	59.470859	64.992395
4833	387	30.724614	71.658950	2.272736	1.590310	0.000379	0.000044	0.005932	0.743857	6.256765
4833	387	0.104926	0.000236	0.006341	91.001915	38.183224	1.811184	36.563189	159.131099	166.403850
4833	387	2.927599	71.634368	0.079628	1.590310	0.000385	0.000126	0.036618	0.744004	6.256765
4834	388	10.522999	0.116959	6.554410	0.195668	0.000069	0.000011	0.537994	0.332160	3.122804
4834	388	245.706123	25.418271	1.459732	0.195668	0.000060	0.000029	0.007067	0.262787	3.122804
4834	388	4.389988	25.418271	0.139414	0.195668	0.000087	0.000104	0.009793	0.263186	3.122804
4835	389	19.272823	217.347245	0.011713	16.350876	0.035190	0.000468	0.008643	0.050791	24.056286
4835	389	0.613560	0.003506	0.017891	178.363425	13.043408	1.464792	95.675525	62.331348	127.017106
4835	389	13.285154	0.009621	14.498915	16.355194	1.755071	0.026762	70.250715	62.331348	127.017106
4836	390	1.483291	0.000549	0.010213	161.309657	175.021337	100.355578	76.736816	82.265750	116.385297
4836	390	22.062785	0.004386	0.790896	161.309657	8.207012	32.827182	5.309029	1.409965	1.703724
4836	390	42.749422	60.957634	1.688825	1.977561	0.004379	0.000208	0.017845	0.050962	1.675022
4837	391	92.578097	113.097325	0.965916	1.830939	0.004844	0.000011	0.002052	0.312155	3.293254
4837	391	0.012014	0.007494	0.002305	87.755826	565.283196	2.722277	154.809801	77.492189	161.113547
4837	391	1.072578	0.116242	3.807550	1.840546	20.041867	0.021579	128.286007	77.492189	161.113547
4838	392	0.082022	0.011126	0.002462	73.097847	49.121340	1.570924	116.819637	204.290598	438.366275
4838	392	43.068017	108.125575	0.170700	1.931293	0.040099	0.000066	0.007926	1.461124	22.200080
4838	392	86.387220	108.125575	3.860763	1.931293	0.039781	0.000011	0.003909	1.458078	22.199065
4839	393	0.483103	56.229137	0.011157	1.469843	0.001515	0.000282	0.142746	0.084815	1.682176
4839	393	0.317904	0.213914	5.442819	1.469841	0.002266	0.000074	1.293872	0.697960	1.688705
4839	393	0.011540	0.001539	0.000029	97.255033	70.466663	2.770979	108.165529	200.310328	41.126175
4840	394	82.232512	65.519798	1.256363	0.723233	0.000710	0.000003	0.001300	0.406221	1.182134
4840	394	13.424040	64.943309	0.047073	0.723233	0.000713	0.000006	0.042493	0.406221	1.182134
4840	394	0.154300	0.022183	0.020092	37.352995	17.231376	0.164450	192.833113	31.653475	48.219942
4841	395	1.424240	0.050472	1.911098	95.160306	100.317675	0.185844	348.341609	83.572072	192.841935
4841	395	1.763947	0.414144	9.786649	1.406219	1.796305	0.001431	319.768939	83.570160	192.841267
4841	395	120.404875	248.911314	4.274682	1.234691	0.003164	0.000001	0.008853	0.029656	4.153939
4842	396	3.393479	0.206360	0.001544	226.177718	85.212431	1.426203	148.325825	159.400572	188.947026
4842	396	16.321277	191.642935	0.192016	14.491851	0.000662	0.000322	0.000477	0.132259	4.623165
4842	396	575.656345	191.642935	11.828392	14.491851	0.000661	0.000004	0.000220	0.132259	4.623165
4843	397	116.852517	51.658684	0.724114	0.347284	0.171730	0.000159	0.052666	12.460258	96.560885
4843	397	1.428239	0.002218	5.695502	1.055284	48.884222	0.062196	66.846819	95.511464	106.909556
4843	397	0.087145	0.000181	0.054968	32.387293	147.543852	0.441581	76.177445	95.704178	106.913039
4844	398	61.973563	168.942910	0.477170	39.729204	0.648738	0.029155	0.146437	28.181705	103.495125
4844	398	2.943066	0.007213	0.370744	425.144069	168.498390	2.268880	431.176877	52.086623	126.644709
4844	398	36.557614	27.911137	0.223729	348.672072	3.777823	0.204078	0.411574	28.183522	103.497707
4845	399	1.630420	0.030938	102.224699	0.510819	0.059373	0.000125	122.078726	2.530694	1.179267
4845	399	0.056220	0.020135	0.120356	35.825824	0.076532	0.050485	122.084988	2.530694	1.179267
4845	399	75.729579	90.197091	7.758017	0.510819	0.000824	0.000001	0.009674	0.031621	0.622945
4846	400	0.162702	0.001422	0.003395	9.843422	150.002943	0.685283	67.258794	115.087473	262.464774
4846	400	190.213127	259.310713	6.410958	0.110777	0.015970	0.000009	0.003646	1.366005	36.572263
4846	400	8.978192	259.310713	0.069566	0.110777	0.039309	0.000110	0.036299	2.237434	53.415739
4847	401	15.334572	829.276845	0.894668	7.528785	0.023248	0.000016	0.009220	0.116827	3.521131
4847	401	0.269718	0.016303	0.739994	55.452169	105.320685	0.789349	83.961905	258.755013	186.661683
4847	401	0.995196	823.435022	0.018842	7.530042	0.023248	0.000016	0.031590	0.116827	3.521131
4848	402	214.041094	281.706297	44.789697	2.758609	0.002435	0.000020	0.050170	0.099281	1.409288
4848	402	0.024487	0.009030	0.000567	75.738293	64.752770	39.740690	135.025118	22.579474	116.992562
4848	402	2.499832	1.116898	3.066101	2.761264	0.772415	0.011651	29.665085	22.504475	116.991832
4849	403	7.489706	6.861158	0.008812	54.831917	34.334832	0.125625	10.647612	216.290876	39.141306
4849	403	7.547323	377.331832	0.275207	1.538694	0.002956	0.000039	0.133312	0.266685	0.480089
4849	403	109.247390	414.812914	8.318740	1.338839	0.001874	0.000004	0.032364	0.264866	0.480089
4850	404	84.947466	130.811993	0.577327	5.458154	0.005328	0.000077	0.002162	0.203201	1.665682
4850	404	0.312826	0.665880	0.002080	156.556218	161.843319	4.818393	5.065017	49.627160	128.315087
4850	404	0.308652	0.005927	0.002023	156.556218	162.506769	5.691177	246.740546	57.967043	129.332048
4851	405	38.042338	41.381814	1.757877	0.120582	0.014957	0.000032	0.658603	91.093045	171.171773
4851	405	1.425316	0.001536	0.240342	6.078414	53.651515	0.178325	75.578449	135.849458	173.958938
4851	405	7.096256	0.069325	7.340819	0.120582	0.638989	0.000933	49.272201	135.533248	173.948087
4852	406	0.450994	0.002846	0.001551	39.521725	74.823472	0.832364	102.334302	229.548151	65.680309
4852	406	12.167147	20.277220	0.037664	2.723361	0.029801	0.000270	0.338769	8.954687	64.152252
4852	406	12.008425	6.301970	0.098272	2.747158	0.981526	0.014237	4.649862	117.764509	65.673617
4853	407	0.011190	0.015987	0.000818	120.247743	54.919858	11.436669	163.889430	100.191270	569.925289
4853	407	11.865459	239.874169	1.575780	2.452422	0.001658	0.012612	0.263587	1.230113	7.982308
4853	407	0.569846	182.997357	0.099239	2.471658	0.004171	0.032233	0.362094	1.550866	8.981186
4854	408	0.011001	0.000200	0.000815	59.804204	97.112359	31.822648	147.178691	370.157898	128.204847
4854	408	21.447566	26.242841	1.072265	1.078415	0.000785	0.000160	0.040629	0.052408	6.094606
4854	408	1.137673	26.242714	0.018263	1.179477	0.000864	0.000323	0.219669	0.052408	6.094606
4855	409	0.105216	116.785472	0.154025	16.953286	0.176039	0.005420	0.290763	0.007422	0.862505
4855	409	0.001253	0.035649	0.053636	44.013280	3.095400	0.431955	2.839734	0.039825	0.862505
4855	409	5.232843	116.860941	5.289865	16.953274	0.012995	0.000448	0.290128	0.007422	0.862505
4856	410	4.880717	63.942711	0.004141	0.195265	3.788742	0.009075	0.001015	0.052979	5.957785
4856	410	0.274099	0.002722	0.000401	18.021160	100.033125	5.531294	8.908781	118.486592	134.308518
4856	410	4.880805	263.289833	0.004319	0.187552	0.266991	0.001473	0.001015	0.052979	5.957785
4857	411	0.016420	0.036343	0.001403	63.680202	289.055758	0.610401	37.878965	47.393260	244.088074
4857	411	1.430693	125.434552	0.005890	0.824850	0.115507	0.000233	0.023177	0.120144	2.966733
4857	411	0.817478	0.161602	7.364395	0.950156	15.866852	0.017945	37.859331	47.393260	244.088074
4858	412	12.694793	89.371504	0.162140	0.938642	0.011134	0.000069	0.001738	0.036557	4.388668
4858	412	0.162061	0.026316	0.000887	61.393627	553.869390	1.655002	59.681670	153.415985	104.110661
4858	412	78.487990	89.428886	14.732629	0.760764	0.011134	0.000024	0.001000	0.036556	4.388668
4859	413	55.825563	58.732209	2.037859	0.904409	0.000557	0.000001	0.000140	0.120258	3.497020
4859	413	0.071188	0.001451	0.000041	10.519666	235.821591	0.768588	36.143818	165.473456	143.474546
4859	413	4.215393	58.662352	0.029220	0.906234	0.000557	0.000024	0.007769	0.120278	3.497020
4860	414	4.617222	0.007596	17.677679	2.098920	1.632543	0.000546	150.398774	66.052396	31.237585
4860	414	127.163163	29.567247	30.795230	2.098920	0.006534	0.000003	0.017266	0.628160	0.313639
