9165	-0.119947	7.371388	7.725941	-3.055947	-20.630608	-3.684976	-4.550081	-4.417885	0.333368	0.306915	8.260259	6.620786	3.898523	-8.857535	-3.041553	-1.019997	4.676860	5.898029	
2	-12.004345	-5.863799	-9.046291	6.560468	2.529408	7.345032	8.804207	12.025784	5.859586	-4.769911	-1.041027	7.110301	-2.831202	-12.095911	3.040827	-3.500507	-6.165424	-0.026909	
1668	-10.467833	-5.754503	-4.984360	5.554444	4.702974	5.500504	5.262750	11.263430	6.145389	1.030544	4.803715	3.271783	-0.567911	-12.228668	-0.047389	2.005739	7.993709	6.132678	
4167	-0.457153	8.180120	7.214034	-4.932756	-19.130151	3.167914	-5.975259	-6.494537	0.448834	-12.270589	2.277321	-11.555827	8.053479	-0.595907	6.035931	5.961427	10.506688	5.513373	
5835	0.750980	6.437184	6.515838	-5.909081	-17.960861	-4.523291	-15.069809	-15.215139	0.191510	-7.142205	-5.251500	-7.847834	3.791797	-2.127988	1.538788	0.958219	6.344605	5.723226	
8334	2.344072	6.619825	4.607411	-9.321741	-17.290609	-3.397255	-6.468028	-7.966705	-0.644615	-8.065452	-4.636302	-12.160697	7.968816	-1.508928	0.781156	4.305461	9.428721	5.977322	
3337	-8.479021	-6.792150	-8.036908	8.724868	-0.052099	5.991879	6.460762	10.968187	5.009352	3.167050	4.372053	6.800343	-4.940777	-16.718660	0.514958	-8.017469	-7.264399	1.254998	
838	4.412974	6.773118	4.775780	-8.259601	-14.488349	1.301586	-9.352816	-14.447428	-3.599494	-6.458978	-2.642847	-10.853553	8.256057	3.727907	7.129119	6.707617	7.574427	2.361927	
1671	-7.529498	-5.056741	-12.491667	7.031356	2.635444	8.085836	6.018720	12.424407	6.656000	2.515641	1.288668	-0.056756	1.238515	-6.891907	4.042455	6.008964	12.414654	6.656003	
6670	-10.127367	-4.657886	-9.753737	7.675988	1.693386	6.835446	5.699481	10.860960	4.361039	7.725939	6.138556	5.972565	-7.191492	-16.688008	2.138305	-11.522225	-12.336245	-1.614462	
8	-7.468356	2.500410	6.487642	-5.100961	-7.202091	5.499319	-5.046366	-5.517645	0.254207	-12.047817	-0.873423	-8.077566	5.065196	2.102757	8.818269	6.757642	12.695536	6.663442	
3339	0.658725	8.493167	5.721908	-4.181927	-17.654914	-4.136200	-8.068272	-8.948405	0.223961	4.353331	3.353489	-4.829050	1.524719	-8.833632	-4.136199	7.587208	12.384970	5.901951	
841	-7.976124	-4.074030	-8.671620	4.225068	4.442542	8.512236	7.380568	12.242595	5.974511	-3.974169	0.811444	6.393893	-6.512010	-10.664683	3.807280	-4.840942	-6.281915	-0.328501	
8338	4.129534	6.607415	4.997829	-5.029944	-22.838690	1.465508	-11.304175	-13.470921	0.221794	-7.297971	-3.699491	-8.212960	9.049944	2.541571	7.955727	5.335881	9.255443	6.308103	
7505	-12.440595	-7.648832	-11.658319	6.964785	1.626936	6.444066	7.311689	11.944344	6.431367	-12.440595	-7.648832	-11.658319	6.964785	1.626936	6.444066	7.311497	11.943812	6.431051	
10	-5.885909	1.766192	6.546908	-12.291527	-10.864949	0.160290	-10.397960	-10.140356	-0.222664	-10.515598	-5.318524	-6.080512	5.697904	2.163861	5.738199	2.573070	8.967398	5.914169	
12	-10.241053	-2.150886	-8.640885	7.135135	1.514369	6.857662	5.086090	11.097059	6.106787	-4.528000	3.763367	7.173971	-3.801105	-14.637048	0.278589	-11.360957	-11.830679	-0.373904	
2509	-5.843785	1.513259	6.676922	-11.133250	-14.230423	0.940103	-4.579817	-8.817017	-4.980293	-12.777450	-2.423845	-8.493944	4.772189	1.140049	7.256294	5.947439	8.109590	1.419060	
3343	3.789759	7.405367	9.915643	-5.762620	-17.196330	1.114223	-15.982709	-15.420813	-0.380149	-2.732885	5.291864	9.915638	-5.691810	-11.696173	2.694021	-15.926462	-15.364566	-0.380149	
4177	3.165314	6.691064	7.968680	-1.005510	-22.928871	1.925689	-5.926236	-7.589259	0.186067	-9.474913	-3.303265	-8.596711	9.351866	1.684826	8.456366	7.526382	11.441881	5.764589	
5846	3.289150	3.129291	0.248174	1.172901	-12.690576	-1.672044	7.050331	11.317464	6.576716	1.537459	5.180309	7.107901	-7.120295	-20.575210	-1.672044	-7.602349	-9.327626	0.584307	
847	-11.827356	-4.351885	-8.744505	8.051501	-1.869227	7.818332	6.553322	13.665831	6.915029	-11.827356	-4.351885	-8.744505	8.051500	-1.869227	7.818332	6.553261	13.665695	6.914961	
3347	3.375418	6.656116	7.820632	-10.572507	-17.051789	1.758947	-10.883896	-12.276771	-0.463282	-9.500577	-3.387742	-11.163459	5.090691	2.073400	5.336781	5.159703	9.680887	5.450777	
1680	-7.829743	5.175130	7.623276	-13.021684	-12.591014	0.515951	-10.869044	-10.955214	1.381811	-14.521311	-1.163844	-10.047473	3.513486	0.655795	4.791389	3.523432	8.272069	6.216618	
9179	-6.345546	-5.897611	-10.561272	2.718819	-1.745448	4.194564	5.716000	9.376781	4.201420	-0.921459	6.630279	6.330086	-10.786260	-17.614847	-2.218121	-10.585136	-12.912057	-1.786283	
8346	1.137422	1.101636	-14.662200	3.947635	-2.097101	7.579011	7.023055	11.427847	3.276212	3.566214	1.512701	-10.683672	0.819097	-7.404974	1.511218	7.022488	11.427202	3.276142	
20	3.361243	-0.349174	-4.290077	-8.276329	-15.326071	-0.126395	-3.720459	-6.849834	-3.505802	0.228148	3.699919	2.065315	-8.709665	-13.363900	-0.126394	-15.375251	-18.504625	-3.505802	
3350	-7.100117	1.676492	3.738942	-2.079667	-19.013123	-0.976390	-2.886962	-3.184505	0.574242	-9.568927	-4.358704	-8.747065	7.803135	-1.458151	4.487521	6.723770	11.035542	5.183556	
8347	-12.664817	-1.826980	-11.615499	8.313405	1.027193	7.793387	7.377016	11.303734	5.662643	1.332345	7.836372	7.291413	-5.556592	-16.864138	4.794833	-9.101201	-9.898514	0.938613	
6681	3.000858	8.894880	5.237957	-4.648836	-15.703935	1.525582	-12.367387	-10.194064	3.223814	-5.029650	-0.641057	-9.144803	6.173292	0.459479	6.641658	5.481104	10.855593	6.424980	
5851	3.237760	7.889477	5.975486	-7.111171	-17.742660	1.669638	-13.363501	-12.681122	0.959131	-1.409702	2.914033	-6.934210	4.816299	-3.049370	4.432612	0.957782	7.706225	7.025201	
22	-4.232748	-4.534420	-7.221692	5.953811	2.611069	7.506809	5.865792	9.443455	4.771714	1.318789	7.055947	5.535075	-11.815428	-19.664814	1.682339	-8.426550	-10.983857	-1.363257	
1684	-9.766446	-4.949902	-13.364501	6.185434	0.021271	6.215652	6.591571	12.615205	6.783586	1.565845	4.078785	5.039306	-5.196586	-13.579285	0.846240	-5.269524	-5.091656	0.937820	
9182	-5.059783	-5.814329	-11.425571	6.444494	2.323217	8.347536	5.076694	11.099629	3.873618	3.524977	5.948431	5.557030	-8.106053	-11.177286	3.843459	-4.908367	-3.415713	-0.657014	
7516	3.951043	6.123430	8.099098	-3.658588	-19.399529	2.190718	-3.100866	1.523950	4.756674	-4.705457	-1.504846	-8.987120	6.564425	4.942557	7.379965	6.576352	11.927039	5.482515	
