Name	Cdx2	Oct4	Oct4-Sox2	Sox2
2_1299_1	-1.478917	1.229032	1.011397	0.655986
2_1299_2	0.997756	-0.384777	-0.826448	-0.316839
2_1300_1	1.024092	-1.225394	-0.953796	-0.372975
2_1300_2	-0.089537	1.189321	1.427418	0.945366
2_1301_1	0.801678	-1.126225	-1.982185	-1.249027
2_1301_2	0.801109	-1.101060	-1.982185	-1.249027
2_1302_1	-1.406888	1.123863	1.261095	0.142309
2_1302_2	0.930506	-0.751680	-0.273759	-1.808064
2_1303_1	-1.688226	1.013998	1.089151	1.117481
2_1303_2	0.589654	-0.613740	-1.017045	-0.576314
2_1304_1	1.044285	-1.809354	-1.058032	-0.786655
2_1304_2	-0.176246	1.065960	1.224961	1.095982
2_1305_1	-0.879259	0.723415	0.771093	1.177428
2_1305_2	0.884644	-0.697256	-0.314927	0.623264
2_1306_1	-1.052135	1.260373	0.682800	0.779136
2_1306_2	1.101239	-1.360918	-1.089544	-0.915528
2_1307_1	-0.086736	-0.049936	-1.290070	-0.268735
2_1307_2	0.810907	-1.222705	-1.387830	-0.310285
2_1308_1	0.761433	-0.552729	-1.920207	-0.769763
2_1308_2	-0.124842	-0.061941	-1.603384	-0.769763
2_1309_1	-0.944253	1.190708	1.068601	1.168612
2_1309_2	0.994230	-0.671846	-0.510425	-0.402827
2_1310_1	1.010114	-1.131677	-1.573654	-1.111119
2_1310_2	-0.676380	0.309373	-0.568992	-1.059145
2_1311_1	1.088855	-1.132235	-0.307389	-0.096942
2_1311_2	-1.186933	0.666120	0.633781	0.757844
2_1312_1	0.829054	-1.216404	-0.617257	-0.440614
2_1312_2	-1.603741	0.649547	1.149923	1.026308
2_1313_1	0.908027	-1.580128	-1.719250	-1.926228
2_1313_2	0.907268	-0.929067	-1.719250	-1.926228
2_1314_1	0.966441	-1.642306	-1.426851	-0.641604
2_1314_2	-1.554973	1.012945	1.118879	0.926403
2_1315_1	-2.063529	-0.123209	-0.201058	0.326972
2_1315_2	-2.063931	0.686952	0.948537	1.239425
2_1316_1	1.250653	-1.685341	-1.308115	-1.045842
2_1316_2	-0.130923	0.373779	0.817085	0.696904
2_1317_1	-1.122363	0.739412	0.861458	0.997391
2_1317_2	0.997035	-1.209611	-1.551611	-0.877507
2_1318_1	-1.099903	1.085523	1.047916	0.492484
2_1318_2	1.037549	-1.086769	-0.436125	-1.412752
2_1319_1	-0.904217	0.694617	1.103425	0.753608
2_1319_2	0.895235	-1.721787	-0.243919	-0.421081
2_1320_1	-1.433172	1.416742	1.002601	1.144658
2_1320_2	1.118706	-1.055569	-0.473163	-0.059087
2_1321_1	0.936590	-1.671475	-1.067098	-0.822612
2_1321_2	-1.371034	0.879165	0.932992	0.901586
2_1322_1	1.081800	-0.992708	-1.096450	-0.689546
2_1322_2	-0.807685	0.792683	0.540598	1.273954
2_1323_1	-1.419565	1.007660	0.845948	0.430859
2_1323_2	1.106761	-1.633739	-0.561112	-0.945591
2_1324_1	0.827892	-0.506469	-0.705975	-2.221256
2_1324_2	-0.244240	0.511477	-0.208233	-2.221234
2_1325_1	1.121868	-0.770281	-0.642121	-1.576923
2_1325_2	-1.413013	0.875636	1.081332	0.440971
2_1326_1	1.259988	-1.194061	-1.003300	-0.686095
2_1326_2	-1.051721	1.173752	1.128933	1.079332
2_1327_1	-1.693668	0.991325	1.627397	1.707040
2_1327_2	0.803456	-0.063599	1.434878	1.707028
2_1328_1	-1.408492	0.996086	1.072587	0.788759
2_1328_2	0.739054	-0.649143	-0.445215	-0.584365
2_1329_1	1.377434	-1.028103	-1.710506	-0.457088
2_1329_2	-0.743942	0.552809	0.792048	0.933329
2_1330_1	0.712414	-1.169439	-1.181435	-0.834939
2_1330_2	-1.743111	0.851393	0.884932	1.003523
2_1331_1	-0.661049	0.092933	-1.545568	-0.549800
2_1331_2	0.872767	-1.201311	-1.555301	-0.549800
2_1332_1	-1.313994	1.119613	1.193389	0.875811
2_1332_2	0.600479	0.440996	1.127849	0.875701
2_1333_1	-1.179985	0.291721	-0.471189	-1.575843
2_1333_2	0.637085	-0.792441	-0.804718	-1.575864
2_1334_1	1.197898	-1.493579	-0.859188	-0.580414
2_1334_2	-0.752983	1.038194	0.775722	1.072945
2_1335_1	-1.270118	1.265242	0.953144	0.916560
2_1335_2	0.845293	0.358694	0.953141	0.916560
2_1336_1	0.933861	-1.745666	-0.984767	-1.071025
2_1336_2	-1.003950	0.921393	0.739273	0.304979
2_1337_1	-0.218193	-0.154813	-1.383039	-1.508013
2_1337_2	0.876175	-0.712345	-1.389719	-1.508013
2_1338_1	1.020158	-1.115933	-0.790601	0.091775
2_1338_2	-1.205621	0.769921	0.863046	1.214271
2_1339_1	-0.674286	1.143778	0.884485	0.837679
2_1339_2	-1.215903	1.157647	0.884486	0.837679
2_1340_1	-1.438376	1.228767	1.300124	0.756041
2_1340_2	0.476640	-1.174584	-0.651511	-1.015438
2_1341_1	0.681196	0.079077	1.081254	1.496481
2_1341_2	-1.268643	0.989164	1.441982	1.496687
2_1342_1	-0.750738	0.325395	0.225676	-0.182063
2_1342_2	1.101586	-0.484761	-0.950961	-1.397846
2_1343_1	-1.147058	1.432759	1.023366	1.023891
2_1343_2	1.157560	-0.293871	-1.278352	-1.020241
2_1344_1	-1.416444	1.176026	1.075458	0.811363
2_1344_2	0.833996	-0.620109	-1.308729	-0.880079
2_1345_1	1.088965	-0.888620	0.075406	0.351425
2_1345_2	-1.310557	1.326846	0.852911	0.367101
2_1346_1	-1.360449	0.961974	1.151250	1.226158
2_1346_2	1.039305	-0.851796	-0.294817	-0.709802
2_1347_1	1.050106	-0.958071	-0.945659	-0.895942
2_1347_2	-0.891992	1.068549	1.381745	1.003961
2_1348_1	-1.774119	1.161499	1.102170	1.242047
2_1348_2	0.767980	-0.649930	-0.806943	0.256666
2_1349_1	-1.419839	0.952965	1.148939	0.786496
2_1349_2	0.699994	-1.140239	-0.683492	-1.253859
2_1350_1	-1.374799	1.359094	1.051960	0.948007
2_1350_2	1.187198	-0.444181	-0.388656	-0.124202
2_1351_1	-1.425451	1.184927	1.084208	1.262141
2_1351_2	0.810742	-0.979823	-0.008862	-0.216071
2_1352_1	1.301564	-1.311719	-1.123338	-1.034325
2_1352_2	-0.709435	0.847564	0.827530	0.822487
2_1353_1	0.855779	-0.318379	-0.539739	-1.146013
2_1353_2	-0.628449	0.562666	1.339652	0.858137
2_1354_1	-1.652994	1.380171	1.469505	1.078365
2_1354_2	1.072188	-1.116510	-1.107992	-0.763380
2_1355_1	-1.829487	0.943941	1.400643	1.200144
2_1355_2	0.708815	-1.076381	-0.586224	-0.377724
2_1356_1	1.109600	-0.904606	-2.505856	-0.542204
2_1356_2	1.109600	-1.622511	-2.505909	-0.542204
2_1357_1	0.918614	-0.977911	-0.870099	-1.140670
2_1357_2	-1.034345	1.121128	0.897521	0.370088
2_1358_1	0.988143	-0.779909	-1.013564	-0.798008
2_1358_2	-1.235610	0.914100	0.861731	0.542766
2_1359_1	-0.255343	0.093036	-0.857079	-1.827184
2_1359_2	0.590569	-1.045394	-1.571541	-1.829399
2_1360_1	0.968521	-1.432479	-0.283059	-0.363782
2_1360_2	-0.949431	0.862737	0.964605	1.070221
2_1361_1	1.365527	-1.619157	-1.086533	-1.651920
2_1361_2	1.365527	-0.700163	-1.086493	-1.651920
2_1362_1	-1.147879	1.002819	0.995143	1.712835
2_1362_2	1.075586	-1.475566	-1.036403	-0.111500
2_1363_1	0.756018	-0.396051	-1.421447	-1.532133
2_1363_2	-0.573174	0.782060	-0.345539	-0.995090
2_1364_1	1.133453	-1.480176	-0.567356	-0.229719
2_1364_2	-0.615847	1.286027	1.165847	0.843971
2_1365_1	-1.172116	1.014521	1.282204	1.174049
2_1365_2	1.105731	-1.074394	-1.213299	-0.514360
2_1366_1	0.674602	-1.848757	-0.505022	0.078805
2_1366_2	-1.075802	0.924538	0.994130	1.534026
2_1367_1	-1.003644	1.219726	0.790608	-0.044085
2_1367_2	0.818654	-0.600546	-0.518247	-0.775363
2_1368_1	-1.115034	1.426490	1.410792	0.992011
2_1368_2	1.015252	-1.126379	-0.513663	0.579167
2_1369_1	-0.277068	-0.191128	-0.560786	0.650902
2_1369_2	0.463428	-1.332477	-0.560958	0.650902
2_1370_1	1.087034	-1.096459	-0.638631	-0.392383
2_1370_2	-0.854079	1.065654	0.879400	0.975567
2_1371_1	-1.025711	1.320449	0.847457	1.210545
2_1371_2	-1.452153	1.321235	0.847457	1.210545
2_1372_1	1.122014	-0.808955	-1.025208	-0.925047
2_1372_2	-1.481104	0.857314	0.625638	0.873456
2_1373_1	-0.921656	0.838521	1.359202	1.497558
2_1373_2	1.036254	-0.539995	0.341628	1.284980
2_1374_1	1.045783	-1.044372	-1.205161	-0.235353
2_1374_2	1.046022	-1.205122	-1.205161	-0.235353
2_1375_1	1.008863	-1.391368	-2.196987	-1.430658
2_1375_2	1.009194	-1.549848	-2.196987	-1.430658
2_1376_1	0.824714	-1.481291	-0.982983	-2.033436
2_1376_2	-1.095908	0.902227	0.972621	0.018674
2_1377_1	0.994266	-1.384829	-1.002500	-1.042609
2_1377_2	-0.476406	0.517780	0.833287	0.888112
2_1378_1	-1.018279	0.559386	1.001813	0.679323
2_1378_2	1.074908	-1.786741	-0.836940	-0.988586
2_1379_1	-1.276543	1.068028	1.412262	1.113022
2_1379_2	0.906090	-0.736644	-0.604006	-0.460068
2_1380_1	-1.972238	1.032904	1.096133	1.410250
2_1380_2	-1.886573	1.032890	1.096133	1.410250
2_1381_1	0.976542	-0.322784	-0.776379	-1.959866
2_1381_2	0.984822	-1.024118	-0.776393	-1.959868
2_1382_1	0.841613	-1.804234	-1.341943	-1.101610
2_1382_2	-0.774622	0.169184	0.743534	0.890999
2_1383_1	0.882520	-1.192602	-1.447690	-0.565430
2_1383_2	-0.376383	0.609364	0.981723	1.054342
2_1384_1	0.939732	-1.212367	-0.870298	-1.099356
2_1384_2	-0.404979	0.660360	0.380584	-0.911480
2_1385_1	0.644676	-0.446801	-0.054426	0.969177
2_1385_2	-1.981657	0.924435	1.091119	1.647139
2_1386_1	-1.449389	0.901186	1.127359	0.802543
2_1386_2	0.992316	-0.919382	-0.777066	-0.528287
2_1387_1	-1.394541	1.162714	0.993648	1.536084
2_1387_2	0.712262	-1.201067	-0.268264	1.438863
2_1388_1	0.975634	-0.864148	-0.827051	-1.406259
2_1388_2	0.975634	-0.873760	-0.827051	-1.406259
2_1389_1	1.380795	-1.329516	-1.120445	-0.840552
2_1389_2	1.380761	-1.329221	-1.120445	-0.840552
2_1390_1	0.704097	0.085728	0.258304	1.057714
2_1390_2	-0.951552	0.784084	0.488589	1.058780
2_1391_1	-1.479319	1.107063	-0.062488	-0.569887
2_1391_2	-2.371175	1.548919	0.973365	0.982795
2_1392_1	-1.197805	1.321135	1.134445	0.656912
2_1392_2	1.170005	-0.404159	-0.677740	-0.307633
2_1393_1	1.039709	-1.142050	-0.850779	-0.395666
2_1393_2	1.039684	-0.902753	-0.850779	-0.395666
2_1394_1	-0.706223	1.213789	1.175762	-0.383760
2_1394_2	0.978033	-1.202147	-0.560403	-1.453888
2_1395_1	1.119863	-1.261386	-1.419648	-1.256878
2_1395_2	-0.846246	1.056122	0.659272	0.709835
2_1396_1	0.718676	-1.455714	-1.824913	-1.544645
2_1396_2	-1.161215	0.596999	0.748985	0.453388
2_1397_1	0.659623	-0.175573	0.666730	0.378731
2_1397_2	-1.225748	0.794585	0.905153	0.378733
2_1398_1	-1.405166	0.906506	1.243446	0.848295
2_1398_2	0.887732	-0.590338	-0.557389	-0.473692
2_1399_1	-1.496679	0.712087	1.293504	0.623296
2_1399_2	0.718389	-0.246190	-1.087957	-0.654545
2_1400_1	-1.447644	1.223084	1.089578	1.779941
2_1400_2	1.173994	-0.407226	-0.273577	0.312289
2_1401_1	-1.087734	1.086036	1.343705	0.890397
2_1401_2	1.026812	-0.694372	-0.772896	-0.492095
2_1402_1	-1.420997	1.102780	1.461221	0.949142
2_1402_2	0.676662	-1.185850	-0.335791	-1.088033
2_1403_1	1.015008	-0.784665	-0.492923	-2.042182
2_1403_2	-0.027085	0.167094	-0.316571	-2.042160
2_1404_1	1.133811	-1.482335	-1.977306	-1.064244
2_1404_2	-1.423381	1.012965	0.659221	0.781519
2_1405_1	-1.151477	1.321662	0.897512	1.170957
2_1405_2	1.071729	-1.037147	-0.552837	-0.304016
2_1406_1	0.914411	-0.110709	1.344133	-0.089083
2_1406_2	-0.755925	1.051712	1.378934	-0.089082
2_1407_1	-0.480135	0.571121	-0.317242	-0.586926
2_1407_2	0.953172	-0.240619	-0.378995	-0.605688
2_1408_1	0.912500	-1.863916	-0.957146	-0.280678
2_1408_2	-1.052724	0.984747	0.779591	0.511304
2_1409_1	-0.671452	1.149602	1.048563	0.842088
2_1409_2	1.230937	-0.597458	-0.760095	-0.447382
2_1410_1	1.008410	-0.994559	0.063215	1.074137
2_1410_2	-1.621932	0.985325	1.082146	1.542072
2_1411_1	-0.077180	0.329559	-0.461592	-0.934585
2_1411_2	0.297926	-1.035505	-1.539886	-0.934586
2_1412_1	0.986335	-1.166579	-1.204405	-1.119107
2_1412_2	-0.858924	0.245626	0.536562	0.438418
2_1413_1	1.089447	-1.238514	-0.590064	-0.809661
2_1413_2	-0.316789	0.734397	0.838531	-0.094930
2_1414_1	1.010058	-0.555080	0.402974	1.038734
2_1414_2	-1.088193	1.126082	1.143142	1.364046
2_1415_1	-1.413849	0.979330	1.495736	0.859870
2_1415_2	0.607331	-1.750111	0.044825	-0.383368
2_1416_1	0.774153	-1.737327	-0.872484	-0.781984
2_1416_2	-1.170759	0.624570	1.234199	0.886408
2_1417_1	-1.877863	1.229187	0.770986	1.848656
2_1417_2	0.521423	-0.502579	-0.560374	0.283255
2_1418_1	1.157558	-0.575186	-0.962584	-1.108178
2_1418_2	-0.388751	0.778281	1.050114	0.872496
2_1419_1	-0.518828	1.119886	1.026279	1.210048
2_1419_2	-0.678039	1.120379	1.026279	1.210048
2_1420_1	-1.250182	1.177073	0.901231	1.000743
2_1420_2	1.033738	-0.826574	-0.540006	-0.417754
2_1421_1	1.093205	-1.195734	-1.152902	-0.623858
2_1421_2	-1.309819	0.533921	1.157201	0.685825
2_1422_1	-0.898106	1.035785	0.931953	1.077028
2_1422_2	1.224884	-1.312741	-1.165957	-0.470599
2_1423_1	0.996651	-1.117654	-1.025698	-1.089702
2_1423_2	-1.249722	0.694060	0.897464	0.489235
2_1424_1	0.935321	-0.578401	-0.953216	-1.239451
2_1424_2	0.938629	-1.117980	-0.953417	-1.239451
2_1425_1	-1.743674	1.140854	0.519712	1.153229
2_1425_2	0.891559	-0.707486	-1.507769	-0.795544
2_1426_1	-0.963472	0.932867	1.381034	1.141762
2_1426_2	1.189896	-1.981993	-1.177441	-0.882753
2_1427_1	-1.130093	1.042698	1.072231	0.813001
2_1427_2	1.148546	-1.492310	-1.435765	-0.917839
2_1428_1	0.933021	-1.487091	-1.157918	-1.099305
2_1428_2	-0.503358	1.074287	1.229562	0.818399
2_1429_1	1.094663	-1.072872	-0.102018	-0.708785
2_1429_2	-1.080535	1.337837	1.018873	1.259741
2_1430_1	1.153100	-0.867998	-1.063901	-0.936928
2_1430_2	-0.743436	0.987491	0.934031	0.761196
2_1431_1	0.885175	-0.926654	-0.353774	-0.101779
2_1431_2	-0.443886	1.157941	0.587950	0.478923
2_1432_1	-0.444754	0.163477	-0.243478	-1.377948
2_1432_2	0.656166	-0.667953	-0.894311	-1.383751
2_1433_1	-0.439706	-0.437649	-1.003232	-0.697037
2_1433_2	0.669244	-1.464104	-1.003232	-0.697037
2_1434_1	-1.227705	1.278821	0.732130	0.519317
2_1434_2	1.101444	-0.558519	-0.558746	0.348910
2_1435_1	0.849349	-1.477148	-1.188158	-1.223702
2_1435_2	-0.600737	1.246655	0.731434	0.657193
2_1436_1	-1.287300	0.844882	1.414774	1.138686
2_1436_2	0.918280	-1.654400	-0.360844	-0.131757
2_1437_1	1.035799	-1.183989	-0.848851	-0.829007
2_1437_2	1.035799	-1.150674	-0.843157	-0.829005
2_1438_1	-1.757965	1.074716	1.556851	1.615810
2_1438_2	0.728195	-0.453622	-0.469140	-0.320811
2_1439_1	1.058073	-0.365364	-1.374283	-0.900101
2_1439_2	1.057438	-0.233219	-1.369014	-0.899643
2_1440_1	0.835725	-0.808057	-0.771260	-1.222452
2_1440_2	-0.302179	0.869590	1.286843	0.600366
2_1441_1	0.793858	-1.074808	-0.976315	-0.475287
2_1441_2	0.793858	-1.334704	-0.980814	-0.475375
2_1442_1	-1.622239	1.005987	0.805840	1.378260
2_1442_2	0.735031	-1.451641	-1.064381	-0.158773
2_1443_1	0.990604	-0.590512	-1.365286	-1.270987
2_1443_2	-0.926882	1.006960	0.867147	0.568828
2_1444_1	-1.123058	1.119887	0.574866	1.217744
2_1444_2	-1.628625	1.119986	0.574870	1.217745
2_1445_1	1.150566	-2.127687	-0.490132	-0.141836
2_1445_2	1.148781	-2.127687	-0.490132	-0.141836
2_1446_1	1.058686	-1.710543	-0.349937	-0.895263
2_1446_2	-0.282535	1.018606	1.282590	0.919035
2_1447_1	1.014352	-1.300429	-1.082637	-0.423165
2_1447_2	-1.011314	0.605989	0.797024	1.034440
2_1448_1	1.015518	-0.524590	-0.987887	-0.843314
2_1448_2	-0.951530	1.082200	1.187502	0.896512
2_1449_1	-1.809466	1.056318	0.770837	1.388368
2_1449_2	0.734702	-0.834463	-0.546345	-0.020794
2_1450_1	0.803809	-2.270177	-0.656022	-0.402479
2_1450_2	-1.341073	0.583720	0.904279	1.362485
2_1451_1	-1.597158	1.203989	1.551090	1.269507
2_1451_2	-0.170064	1.185675	1.551077	1.269507
2_1452_1	-0.957816	1.335156	1.153392	0.517280
2_1452_2	0.714675	-1.316432	-0.659909	-1.500242
2_1453_1	-0.349954	0.022298	-0.331431	-1.087662
2_1453_2	-2.035232	1.049835	0.837884	0.779669
2_1454_1	-1.899863	0.972871	0.645838	-0.551409
2_1454_2	0.528297	-0.351270	-0.626090	-2.328810
2_1455_1	-0.984425	1.057837	0.621462	0.328904
2_1455_2	0.662657	-0.657845	-0.805525	-1.423146
2_1456_1	-1.624281	1.481123	1.303782	0.995357
2_1456_2	0.773985	-0.369382	0.168281	0.037552
2_1457_1	0.503886	0.873577	1.109276	0.816486
2_1457_2	0.959953	-0.826876	-0.538989	-0.579419
2_1458_1	0.009080	1.134483	0.929989	0.796282
2_1458_2	1.007190	-0.430307	-0.860164	-0.553561
2_1459_1	0.863453	-1.627525	-1.073834	-1.062360
2_1459_2	0.731849	0.249856	1.135086	0.483925
2_1460_1	0.935137	0.024891	1.104147	1.382456
2_1460_2	-1.073235	0.981792	1.149023	1.382456
2_1461_1	0.972319	-0.843508	-0.157300	-0.173968
2_1461_2	0.964835	0.003216	1.176269	0.802071
2_1462_1	1.266182	-0.650824	-0.818311	-1.073574
2_1462_2	-0.715829	1.313341	1.077229	0.569713
2_1463_1	1.271275	-0.433372	-1.366328	-0.111201
2_1463_2	1.271276	-1.363415	-1.366345	-0.111201
2_1464_1	0.910777	-1.510047	-1.617523	-0.441632
2_1464_2	0.031747	0.038547	-0.809933	-0.441619
2_1465_1	0.968825	-0.915664	-1.354531	-1.339289
2_1465_2	0.968879	-1.389585	-1.354532	-1.339289
2_1466_1	1.083353	-1.388720	-1.192546	-0.854116
2_1466_2	-0.617084	0.694709	0.691200	0.657193
2_1467_1	-1.572781	1.263864	0.570971	1.456984
2_1467_2	0.994956	-0.719003	-0.263597	1.456234
2_1468_1	0.924731	-0.781678	-0.765074	-0.351939
2_1468_2	-1.323947	1.313545	1.148560	1.064602
2_1469_1	-0.970395	0.952019	1.105510	0.834711
2_1469_2	0.996511	-1.154130	-1.256639	-1.003793
2_1470_1	0.862934	-0.522688	-1.037667	-1.651476
2_1470_2	0.862934	-1.494468	-1.037667	-1.651476
2_1471_1	1.208717	-1.270504	-0.425764	0.229544
2_1471_2	-1.039122	0.876834	1.450551	1.220611
2_1472_1	1.009106	-0.442094	-0.724219	-0.439741
2_1472_2	-0.454396	0.765944	1.230831	1.419684
2_1473_1	1.006915	-1.098714	-0.543658	-0.396282
2_1473_2	-1.046004	1.061874	1.326137	1.072545
2_1474_1	1.002481	-0.626357	0.341751	1.432665
2_1474_2	-1.682766	1.105254	1.028735	1.433013
2_1475_1	1.203327	-0.856153	-1.323527	-1.114442
2_1475_2	1.205207	-1.298590	-1.323527	-1.114442
2_1476_1	0.360005	0.729163	1.238080	1.474452
2_1476_2	1.314559	-0.033056	0.092323	0.645674
2_1477_1	0.848582	-0.825313	-0.957015	-1.175442
2_1477_2	-1.045691	1.533691	1.211037	0.602094
2_1478_1	-0.793010	1.281777	1.180849	-0.192989
2_1478_2	0.948968	-0.659737	-0.346435	-1.943482
2_1479_1	-1.399929	1.173199	1.335525	0.839950
2_1479_2	-1.026983	1.173198	1.335525	0.839950
2_1480_1	0.762010	-1.864291	-0.874345	-0.880945
2_1480_2	-1.099106	0.563151	1.045043	1.000022
2_1481_1	-1.390136	1.285936	1.053271	1.037825
2_1481_2	0.624946	-0.471040	0.053210	0.928230
2_1482_1	-1.047368	1.250936	0.169933	1.024988
2_1482_2	1.195206	-0.777357	-2.178697	-0.791414
2_1483_1	1.041642	-1.074896	0.426500	1.097303
2_1483_2	1.138718	-1.078261	0.426500	1.097303
2_1484_1	-1.054500	1.253585	1.056981	0.849724
2_1484_2	1.189932	-0.687578	-0.285825	-1.201332
2_1485_1	1.049823	-1.038732	-0.236013	1.162822
2_1485_2	-0.518972	0.702577	0.651916	1.164822
2_1486_1	-1.506239	1.131542	1.146886	1.096881
2_1486_2	0.840266	-1.432906	-0.847647	-0.857047
2_1487_1	-1.356530	1.350984	1.050931	0.799840
2_1487_2	0.927507	-1.013687	-0.356457	0.000950
2_1488_1	-0.664035	0.957818	1.208489	0.996300
2_1488_2	0.943597	-1.767225	-0.728246	-0.702833
2_1489_1	-0.998844	0.708998	1.018014	0.511712
2_1489_2	1.075994	-1.466955	0.313761	0.211964
2_1490_1	1.314849	-1.547156	-0.595204	-1.410253
2_1490_2	-0.985849	0.578191	0.968937	0.541090
2_1491_1	0.853347	-1.193780	-0.740565	-1.651066
2_1491_2	0.837307	-0.585811	-0.740562	-1.651066
2_1492_1	1.064701	-0.397672	-0.280819	0.474744
2_1492_2	1.064730	-0.660581	-0.280819	0.474744
2_1493_1	0.926342	-1.474084	-1.162662	-1.012058
2_1493_2	-1.429501	1.116691	0.892712	0.711131
2_1494_1	-1.150644	0.984791	1.133019	1.282733
2_1494_2	0.942584	-1.553600	-0.199966	0.078028
2_1495_1	-1.375385	0.957021	0.441279	0.279959
2_1495_2	0.449747	-0.444500	-1.204201	-1.238660
2_1496_1	-1.121910	0.969135	1.354850	0.737778
2_1496_2	0.930688	-0.570890	-0.694597	-0.791293
2_1497_1	0.676391	-0.983989	-1.378852	-1.158784
2_1497_2	-1.165432	0.998974	0.837575	0.829071
2_1498_1	0.937120	-0.673909	-0.687431	-0.279931
2_1498_2	-0.544323	0.948953	1.058970	0.982539
2_1499_1	0.965372	-0.624560	-0.755423	-0.101009
2_1499_2	-0.602185	0.781269	0.498773	0.102601
2_1500_1	1.228387	-0.644823	-1.587150	-1.291936
2_1500_2	-0.342022	0.710403	-0.272011	-1.223747
2_1501_1	-1.231936	0.753876	0.995822	0.823371
2_1501_2	0.926469	-1.283863	-0.170072	0.411483
2_1502_1	0.702969	-1.212968	-1.665568	-2.349203
2_1502_2	-0.517602	0.385464	-0.604567	-2.349201
2_1503_1	-0.999667	0.394505	-1.292240	-1.315739
2_1503_2	0.674619	-0.412204	-2.460269	-1.315741
2_1504_1	1.069786	0.063066	1.168902	0.910823
2_1504_2	1.175257	-0.659035	-0.440227	-0.692561
2_1505_1	1.130850	-0.460972	-0.434244	0.605445
2_1505_2	-0.003057	0.829465	0.736736	1.149404
2_1506_1	-0.025069	-0.323490	-1.640852	-1.501945
2_1506_2	0.896940	-1.183202	-1.643084	-1.501945
2_1507_1	-1.274121	0.947407	1.195083	1.583316
2_1507_2	0.478397	-1.539195	-0.034468	1.064278
2_1508_1	0.783611	-1.217166	-1.510983	-0.301677
2_1508_2	-0.241423	0.868483	0.832632	0.744890
2_1509_1	1.005455	-1.270641	-1.212827	-0.591147
2_1509_2	-1.063757	0.948941	0.408369	1.320327
2_1510_1	1.021547	-1.421045	-0.709923	-0.016624
2_1510_2	1.021666	-1.674951	-0.709923	-0.016624
2_1511_1	0.933129	-1.094382	-1.640050	-1.254308
2_1511_2	0.933129	-0.495242	-1.640050	-1.254308
2_1512_1	0.428987	0.508548	1.003604	1.614878
2_1512_2	-0.565099	1.437718	1.004688	1.614882
2_1513_1	-1.030364	1.093537	1.213711	1.329177
2_1513_2	0.439080	0.553426	1.204947	1.329177
2_1514_1	-0.872771	1.038935	0.993358	0.821277
2_1514_2	0.820547	-1.199299	-1.223275	-0.972052
2_1515_1	0.984645	-1.723270	-1.171178	0.179540
2_1515_2	-0.907137	1.053926	0.967311	0.809719
2_1516_1	0.903025	-1.477285	-0.287309	0.348574
2_1516_2	-0.036833	0.768295	1.172649	0.978995
2_1517_1	1.019783	-0.602628	-1.442811	-2.022042
2_1517_2	-0.210885	0.184224	-0.547647	-2.022042
2_1518_1	-0.452236	0.994282	0.048246	-1.182027
2_1518_2	1.000306	-0.308716	-0.603178	-1.182109
2_1519_1	1.296726	-0.223650	0.143924	-0.007269
2_1519_2	-0.858807	0.953265	1.204070	1.008262
2_1520_1	-0.732339	-0.251054	-0.717402	-1.161203
2_1520_2	-0.568010	-0.256073	-0.722161	-1.161203
2_1521_1	0.982780	-1.210853	-1.436191	-0.256915
2_1521_2	-1.183372	0.583401	1.068062	1.629469
2_1522_1	1.067955	-1.439868	-0.858114	-2.059376
2_1522_2	-0.398519	0.511002	0.992830	-0.122116
2_1523_1	0.867137	-0.832369	-1.231296	-1.178002
2_1523_2	0.867137	-1.881929	-1.231296	-1.178002
2_1524_1	0.931374	-1.054594	-1.980544	-1.117665
2_1524_2	0.931434	-1.652608	-1.999050	-1.117665
2_1525_1	-0.733552	0.935106	0.328667	0.011979
2_1525_2	0.934312	0.030735	0.314848	0.011371
2_1526_1	0.856373	-1.377426	0.121182	1.020737
2_1526_2	-1.422922	1.191800	0.972037	1.029936
2_1527_1	-1.403147	0.414569	0.982317	1.231534
2_1527_2	0.947609	-0.554209	0.360808	1.149084
2_1528_1	-1.619581	1.004595	1.131137	1.356826
2_1528_2	0.683056	-1.084232	-0.172341	0.671167
2_1529_1	0.840176	-0.272432	-1.155228	-0.859850
2_1529_2	-1.332901	1.349129	1.143914	0.925230
2_1530_1	1.215114	-1.965683	-0.735890	-1.160978
2_1530_2	-0.589506	0.390515	0.639914	0.397289
2_1531_1	-1.285234	0.692650	0.750517	0.296433
2_1531_2	1.047030	-1.039768	-1.491592	-1.725746
2_1532_1	1.069090	-1.886053	-0.840537	-0.078207
2_1532_2	-0.660723	0.263009	0.980721	1.504329
2_1533_1	0.935588	-1.418381	-0.505064	-0.288820
2_1533_2	-1.224595	0.708469	1.230584	0.670944
2_1534_1	0.641347	-0.624281	-0.840008	-1.834146
2_1534_2	0.644069	-0.790682	-0.997676	-1.834146
2_1535_1	-1.498146	0.862406	1.474544	0.434992
2_1535_2	0.752944	-0.719847	0.729179	0.433668
2_1536_1	1.125213	-1.121308	-0.727426	-1.349576
2_1536_2	-1.233015	0.840344	1.020889	0.692914
2_1537_1	-1.282521	1.188935	1.222109	1.111297
2_1537_2	0.883094	0.195939	1.121917	1.111297
2_1538_1	1.082974	-1.478321	-1.049523	0.002228
2_1538_2	-1.437515	1.033804	1.327466	1.421493
2_1539_1	-2.156457	1.218551	0.904342	1.187361
