Name	Cdx2	Oct4	Oct4-Sox2	Sox2
3_1632_1	0.629864	0.594760	1.098735	0.681334
3_1632_2	-0.399757	1.299649	1.127663	0.681445
3_1632_3	0.935756	-0.616736	-0.211922	-1.375348
3_1633_1	0.779505	-1.872798	-1.525976	-0.884117
3_1633_2	-1.489207	1.034556	1.015657	0.792531
3_1633_3	-0.570714	0.467861	-0.266223	-0.881601
3_1634_1	-0.246054	-0.004152	-0.734213	-1.266419
3_1634_2	0.512793	-1.787522	-0.927179	-1.266419
3_1634_3	0.512793	-1.784484	-0.927179	-1.266419
3_1635_1	-1.679744	0.848941	0.593838	0.186099
3_1635_2	0.814036	-1.347716	-0.569635	-1.547182
3_1635_3	-1.074302	0.848881	0.593831	0.186094
3_1636_1	-1.214852	0.995356	0.713428	0.064378
3_1636_2	0.703173	-0.943891	-1.283538	-1.807972
3_1636_3	-0.659553	0.540045	-0.039066	-1.644094
3_1637_1	-0.234924	0.872399	1.201116	-0.140375
3_1637_2	1.001464	0.296769	1.182205	-0.140375
3_1637_3	0.748502	0.298005	1.182593	-0.140375
3_1638_1	0.898534	-0.887368	-0.663605	0.108653
3_1638_2	-0.829255	0.713592	0.748554	1.086382
3_1638_3	-1.682949	0.714173	0.748560	1.086383
3_1639_1	1.075942	-0.496454	0.100565	1.209623
3_1639_2	-1.428870	0.976920	1.038787	1.328761
3_1639_3	1.076614	-0.546350	-0.902593	-0.569794
3_1640_1	-1.556325	1.200929	0.789871	0.963430
3_1640_2	0.672968	-0.727951	-1.116854	-0.224415
3_1640_3	0.672968	-0.696210	-1.116845	-0.224415
3_1641_1	0.962834	-1.037018	-0.927424	-0.854049
3_1641_2	0.962834	-1.037018	-0.927424	-0.854049
3_1641_3	-1.179439	1.055921	1.081645	1.034191
3_1642_1	0.995624	-0.908114	-1.028556	-1.211746
3_1642_2	-0.556914	1.335901	0.936562	0.557969
3_1642_3	-0.531307	1.335895	0.936562	0.557969
3_1643_1	-1.486781	0.969701	0.714198	1.099974
3_1643_2	-0.340489	0.145099	-0.685887	-0.853051
3_1643_3	0.563271	-0.902498	-0.900853	-0.853312
3_1644_1	1.129562	-0.883095	0.390106	0.582203
3_1644_2	1.130388	-1.313405	-0.897131	-0.542823
3_1644_3	-0.666015	0.734416	1.303503	0.848263
3_1645_1	1.155573	-1.726995	-0.314847	-0.818262
3_1645_2	-0.546114	1.050779	0.622175	0.025882
3_1645_3	-0.705287	1.083885	0.622175	0.025882
3_1646_1	-0.524512	0.251876	-0.325653	-0.510302
3_1646_2	1.091788	-1.990171	-1.009275	-0.543356
3_1646_3	-1.410591	0.830655	0.870253	0.876893
3_1647_1	-1.220000	1.241577	1.225068	1.200332
3_1647_2	0.678855	-1.534731	0.083637	0.075766
3_1647_3	0.678855	-0.871342	0.166815	0.254001
3_1648_1	-0.098543	-0.070091	-1.506867	-0.668545
3_1648_2	0.857822	-1.024707	-1.509579	-0.668545
3_1648_3	-1.526513	0.929690	1.078514	0.762806
3_1649_1	-0.349398	0.928789	-0.266532	-0.484182
3_1649_2	1.171445	-1.030194	-1.561464	-0.484308
3_1649_3	-0.556538	1.448278	0.836162	1.355042
3_1650_1	-1.365374	1.061707	1.515572	0.878067
3_1650_2	0.895883	-1.318952	-0.500487	-1.145236
3_1650_3	0.851934	-0.607384	-0.497586	-1.145236
3_1651_1	1.040860	-1.388486	0.021751	-0.135842
3_1651_2	0.543238	0.258031	0.975627	1.023415
3_1651_3	-1.433157	1.096195	1.318781	1.027097
3_1652_1	-1.038175	0.619820	0.781639	1.526489
3_1652_2	-1.032338	0.612769	0.781628	1.526489
3_1652_3	1.113299	-1.555140	-0.935204	-0.483275
3_1653_1	1.059447	-1.612799	-1.457451	-0.576831
3_1653_2	-0.585203	0.773233	0.751262	1.322728
3_1653_3	-0.990319	0.773243	0.751262	1.322728
3_1654_1	1.208252	-1.444481	-1.091659	-0.889078
3_1654_2	-0.752358	0.865900	1.005792	1.063239
3_1654_3	1.208971	-1.445562	-1.091659	-0.889078
3_1655_1	-1.720782	1.307965	1.114993	0.815686
3_1655_2	0.788143	-1.529836	-0.719862	-0.791803
3_1655_3	0.788143	-0.591228	-0.719848	-0.791803
3_1656_1	-0.777440	1.190225	1.433942	0.803622
3_1656_2	1.023669	0.095086	1.355967	0.795010
3_1656_3	1.028717	-0.956490	0.006605	-0.146996
3_1657_1	0.976263	-1.683635	-1.244270	-1.834120
3_1657_2	-0.449845	0.161534	0.054641	-1.188153
3_1657_3	-0.677994	0.306465	0.386419	0.026980
3_1658_1	-0.908217	1.030948	1.069290	0.904383
3_1658_2	-1.769646	1.030948	1.069290	0.904383
3_1658_3	0.904512	-0.036388	1.047934	0.903448
3_1659_1	-0.074003	-0.115994	-1.371522	-1.128845
3_1659_2	0.692261	-0.997248	-1.372190	-1.128845
3_1659_3	-1.347230	0.896769	0.681024	0.464555
3_1660_1	0.058820	1.322454	0.745582	1.168932
3_1660_2	0.531152	-0.418606	-0.515275	0.024424
3_1660_3	-1.008180	1.477715	0.745582	1.168932
3_1661_1	-1.408590	1.299568	0.944666	0.709924
3_1661_2	0.918991	-1.553422	-0.348049	-0.480599
3_1661_3	0.918991	-1.565852	-0.990756	-1.052257
3_1662_1	-0.854182	0.712803	-0.633703	0.206807
3_1662_2	-0.295059	-0.114122	-1.366490	0.115584
3_1662_3	0.500439	-1.095493	-1.366515	0.115583
3_1663_1	0.880064	-1.181063	-0.867508	0.949645
3_1663_2	-0.152587	0.281859	-0.195977	0.949645
3_1663_3	-0.619640	0.978379	0.411869	0.993285
3_1664_1	1.133406	-0.806319	-1.719052	-0.878786
3_1664_2	-0.788160	0.616912	0.757324	0.956492
3_1664_3	0.804774	0.170367	0.755458	0.954985
3_1665_1	-0.643847	0.767226	-0.144526	-0.914153
3_1665_2	1.027988	-0.270847	-1.439220	-0.914154
3_1665_3	-0.643829	0.659798	-0.144527	-0.914153
3_1666_1	1.084657	-1.592081	-0.526244	0.081573
3_1666_2	-0.478438	0.495894	0.835792	1.486281
3_1666_3	-0.936030	1.074719	0.873601	1.489983
3_1667_1	1.057959	-1.687785	-1.059049	-0.818427
3_1667_2	-1.216614	0.940187	0.995105	1.142532
3_1667_3	1.057957	-1.053331	-1.058470	-0.818427
3_1668_1	-0.943577	0.600149	-0.313290	-1.967460
3_1668_2	1.113622	-0.240715	-1.511793	-1.967995
3_1668_3	-0.493485	0.599947	-0.313290	-1.967460
3_1669_1	-1.045820	0.944650	0.729667	0.423123
3_1669_2	-1.051590	0.944659	0.729667	0.423123
3_1669_3	0.698424	-1.069621	-0.476297	-0.111241
3_1670_1	-1.141014	1.088139	1.142752	1.194476
3_1670_2	0.970105	-0.856006	-1.331711	-0.804876
3_1670_3	0.970105	-1.856074	-1.331720	-0.804876
3_1671_1	0.940273	-1.493558	-1.083074	-0.834086
3_1671_2	-0.672640	1.043217	0.770719	1.136238
3_1671_3	-0.154557	1.042764	0.770693	1.136238
3_1672_1	0.983914	-1.213402	-0.755493	-0.817864
3_1672_2	0.584391	0.371147	1.155039	1.049142
3_1672_3	0.983817	-0.635221	-0.754388	-0.817861
3_1673_1	1.256576	-0.274486	-1.334020	-1.444584
3_1673_2	-0.160722	0.672903	-0.680455	-1.444584
3_1673_3	1.254598	-0.204127	-1.332427	-1.444584
3_1674_1	1.054422	-2.352330	-0.995769	-2.132822
3_1674_2	1.054408	-1.649381	-0.995769	-2.132822
3_1674_3	-0.281467	0.439574	0.900938	-0.263371
3_1675_1	-0.773926	0.595921	-0.025626	-0.891774
3_1675_2	-1.780556	0.958678	1.129877	0.851739
3_1675_3	0.775482	-1.060682	-1.099683	-0.891857
3_1676_1	1.276416	-1.595633	-1.071245	-1.460146
3_1676_2	1.275835	-0.834506	-0.889266	-1.377181
3_1676_3	-0.295698	0.960383	0.720704	0.244402
3_1677_1	-1.231841	0.633641	1.422424	1.270909
3_1677_2	-1.231770	0.633527	1.422402	1.270907
3_1677_3	0.927978	-0.611055	0.411111	0.867831
3_1678_1	1.197710	-0.775170	0.029322	1.077337
3_1678_2	1.160174	-0.040485	0.686346	1.088176
3_1678_3	-0.692291	0.752330	0.866027	1.088176
3_1679_1	0.887362	-1.128340	-1.206283	-1.220095
3_1679_2	-0.800517	0.375828	0.115010	-1.198803
3_1679_3	-0.842034	0.773253	1.098314	0.769327
3_1680_1	-1.169299	1.355335	0.983669	1.025857
3_1680_2	0.649084	-0.434834	-0.552680	-0.394372
3_1680_3	-0.121344	-0.033075	-0.296608	-0.170731
3_1681_1	0.839815	-1.142478	-1.057801	-0.555452
3_1681_2	-1.115698	0.916825	0.926558	1.440964
3_1681_3	0.839815	-1.163812	-1.057802	-0.555452
3_1682_1	-1.231754	1.093236	1.181445	0.897165
3_1682_2	0.805433	-0.820898	-0.039120	0.807284
3_1682_3	0.805190	0.097897	1.120803	0.897099
3_1683_1	-0.713785	1.142984	1.037007	0.808777
3_1683_2	-1.558846	1.145906	1.037007	0.808777
3_1683_3	1.024195	0.124449	0.874377	0.792821
3_1684_1	-0.140245	1.089343	0.763890	1.074632
3_1684_2	0.985397	-0.978648	-1.024542	-0.787595
3_1684_3	-0.952021	1.107715	0.763966	1.074635
3_1685_1	-0.042364	1.334229	1.161919	0.198978
3_1685_2	0.908404	-0.199335	0.673429	0.198975
3_1685_3	-0.613254	1.334300	1.161920	0.198978
3_1686_1	-1.223937	0.925833	1.172712	0.653163
3_1686_2	0.868604	-1.817390	-0.831161	-1.321589
3_1686_3	0.751758	0.030460	0.907683	0.652920
3_1687_1	-1.861916	1.039475	0.763172	0.445557
3_1687_2	-1.168281	1.039475	0.763172	0.445557
3_1687_3	0.527222	-0.395568	-0.745800	0.220006
3_1688_1	1.134630	-1.446913	-1.148438	-1.273876
3_1688_2	1.134625	-1.359057	-1.148438	-1.273876
3_1688_3	-1.490562	0.673511	0.955510	0.775880
3_1689_1	1.324117	-1.159357	-0.247826	-1.001476
3_1689_2	1.324117	-1.149970	-0.247826	-1.001476
3_1689_3	-1.244370	1.379300	0.985647	0.739064
3_1690_1	1.139411	-1.525116	-1.367801	-0.193016
3_1690_2	-0.913012	1.147018	0.954281	1.257846
3_1690_3	-0.046652	0.881575	0.954275	1.257846
3_1691_1	0.971917	-0.550966	-1.227718	-1.147649
3_1691_2	-0.315191	0.208717	-0.570951	-1.147649
3_1691_3	-1.335655	1.152681	0.978078	0.860152
3_1692_1	0.484773	0.484535	0.729955	1.105689
3_1692_2	-1.258978	1.388374	0.732105	1.105705
3_1692_3	1.325508	-1.187668	-1.178906	-0.701100
3_1693_1	1.183448	-1.355464	-1.271084	-1.126276
3_1693_2	1.183448	-0.832315	-1.271083	-1.126276
3_1693_3	-0.851294	0.886863	0.957257	0.749887
3_1694_1	1.029410	-0.047667	0.303846	1.181826
3_1694_2	1.077327	-0.586014	-0.891179	-0.778864
3_1694_3	-0.940586	0.986109	0.903355	1.227696
3_1695_1	1.391273	-0.684777	-0.507468	-0.350401
3_1695_2	-0.725885	0.874779	0.840394	1.189117
3_1695_3	-0.809609	0.885407	0.840394	1.189117
3_1696_1	1.042453	-1.230164	-0.585377	-1.211069
3_1696_2	-0.483337	0.580199	0.108104	-1.180714
3_1696_3	1.039458	-0.962905	-0.585377	-1.211069
3_1697_1	0.649744	-1.414723	-1.241091	-1.226227
3_1697_2	-0.930004	0.771002	0.805220	0.784968
3_1697_3	-0.930202	0.771262	0.805220	0.784968
3_1698_1	-1.932377	1.249163	1.188796	1.059230
3_1698_2	-1.049138	1.013565	0.050411	-0.537850
3_1698_3	0.707650	-0.406872	-1.259205	-0.538632
3_1699_1	-1.329239	1.068544	0.695926	0.527187
3_1699_2	-0.559965	0.049916	-1.238801	-1.351410
3_1699_3	0.800916	-1.286410	-1.295868	-1.351516
3_1700_1	-0.761054	1.000503	0.443697	0.957690
3_1700_2	-1.660560	1.000621	0.443707	0.957698
3_1700_3	0.821154	-0.845540	-1.084880	-0.048477
3_1701_1	-0.063885	-0.670857	-1.307436	-0.765660
3_1701_2	-0.582177	1.091922	1.138814	0.776909
3_1701_3	0.827121	-1.338009	-1.307461	-0.765660
3_1702_1	-1.937151	1.108582	1.017056	1.041974
3_1702_2	-1.103173	0.132655	0.001761	0.766322
3_1702_3	0.446056	-0.394336	-0.038025	0.759811
3_1703_1	0.793417	-0.354422	-0.242168	-0.201590
3_1703_2	-0.955389	0.780955	0.395570	-0.115004
3_1703_3	0.793427	-1.207797	-0.346947	-0.201590
3_1704_1	-0.596268	1.160131	1.288494	1.148136
3_1704_2	0.918329	0.335930	1.288491	1.148136
3_1704_3	1.081991	-0.848427	-1.172435	-0.326503
3_1705_1	0.885984	-0.687126	-0.073141	0.951164
3_1705_2	-1.127245	0.641938	0.989355	0.951592
3_1705_3	0.885984	-0.723514	-0.984746	-0.902886
3_1706_1	-1.061167	1.354509	1.520709	0.349920
3_1706_2	0.857469	-0.771095	0.202773	-0.176867
3_1706_3	0.394770	0.642228	1.520542	0.349912
3_1707_1	-1.276971	1.006338	0.892902	0.920338
3_1707_2	1.140270	-1.787169	-1.057913	-1.059580
3_1707_3	-1.474761	1.006394	0.892902	0.920338
3_1708_1	1.011837	-1.291610	-0.600420	-0.153593
3_1708_2	-1.333185	0.773999	1.071756	1.415760
3_1708_3	1.012077	-1.598759	-0.600420	-0.153593
3_1709_1	1.113362	-1.190187	-1.199329	-0.477271
3_1709_2	1.113362	-1.384408	-1.199331	-0.477271
3_1709_3	-0.861342	0.612084	1.000631	0.923069
3_1710_1	-0.108425	-0.187304	-0.722187	-0.526953
3_1710_2	0.748560	-0.693547	-0.722273	-0.526953
3_1710_3	-1.650917	0.675881	1.171652	0.384396
3_1711_1	1.020538	-0.877782	-0.925874	-1.048787
3_1711_2	1.019611	-0.255465	0.672559	0.723320
3_1711_3	-1.206282	1.165110	1.288550	0.745758
3_1712_1	-1.271645	0.763836	1.054248	1.216562
3_1712_2	-0.952844	0.024713	0.008957	0.126811
3_1712_3	0.681272	-0.313308	-0.031491	0.123841
3_1713_1	-1.715722	0.577675	-0.289541	-0.747035
3_1713_2	0.859727	-1.748842	-1.383957	-1.302583
3_1713_3	-1.340991	0.577673	-0.289541	-0.747035
3_1714_1	-1.679261	1.009309	0.877805	0.774917
3_1714_2	0.902896	-1.332982	-1.452944	-1.113152
3_1714_3	0.902896	-1.332982	-1.452944	-1.113152
3_1715_1	1.035167	0.219478	1.061531	1.251314
3_1715_2	1.044087	-0.808554	-0.356303	-0.294267
3_1715_3	-0.809486	1.253065	1.135697	1.251316
3_1716_1	0.912463	-1.213809	-1.004743	0.212478
3_1716_2	0.912463	-0.635135	-1.000502	0.212873
3_1716_3	-1.752107	0.775429	0.989892	1.417354
3_1717_1	0.629936	-0.386658	-1.024437	-0.665777
3_1717_2	-0.957730	1.117305	1.035783	1.044080
3_1717_3	0.054086	0.006746	-0.632742	-0.665662
3_1718_1	-0.496861	1.602280	0.714315	1.337175
3_1718_2	1.038363	-1.016368	-0.666885	-0.108287
3_1718_3	-1.193741	1.608160	0.714340	1.337212
3_1719_1	1.116856	-1.131571	-0.744444	-2.306176
3_1719_2	-1.095034	1.083683	0.482466	-1.061228
3_1719_3	-0.591279	1.082139	0.482461	-1.061237
3_1720_1	-1.218850	1.248402	1.062835	0.791717
3_1720_2	0.282031	0.992801	1.062835	0.791717
3_1720_3	1.254565	-0.441565	-1.368959	-0.884240
3_1721_1	-1.888238	1.173231	0.803143	0.932909
3_1721_2	0.596502	-0.790646	-1.588221	-0.817141
3_1721_3	0.597338	-0.907466	-1.588221	-0.817141
3_1722_1	0.991677	-1.082375	-1.293447	-0.742533
3_1722_2	-1.332539	0.620816	1.084593	1.274482
3_1722_3	0.991492	-0.436517	-0.955379	-0.742533
3_1723_1	-0.581557	0.950287	0.744816	1.355978
3_1723_2	0.938545	-1.050264	-0.325228	1.336358
3_1723_3	-0.959677	1.004590	0.745467	1.355978
3_1724_1	0.767897	-0.877592	-0.740982	-1.216804
3_1724_2	-0.932820	0.443079	0.996112	0.831916
3_1724_3	0.767897	-0.866769	0.232172	0.828332
3_1725_1	-1.113329	1.476936	0.971493	1.163034
3_1725_2	0.827092	-0.744130	-1.020273	-0.310989
3_1725_3	0.827090	-0.394190	-1.019582	-0.310989
3_1726_1	1.230221	-1.255581	-0.874808	-0.363850
3_1726_2	-1.267126	1.058659	1.105335	1.226991
3_1726_3	1.230221	-1.256274	-0.874819	-0.363850
3_1727_1	-1.022574	1.226994	1.238118	0.648591
3_1727_2	-0.399966	0.239700	-0.155416	-0.627160
3_1727_3	0.855205	-1.626966	-1.072973	-0.812897
3_1728_1	-0.819676	0.457617	-0.221284	-0.859590
3_1728_2	-1.536522	1.298366	0.918737	0.876221
3_1728_3	0.588789	-1.411801	-1.508689	-1.072379
3_1729_1	1.047304	-0.345036	-0.576578	-1.225368
3_1729_2	-1.553792	1.162245	1.222610	0.458846
3_1729_3	1.050961	-1.237205	-0.576578	-1.225368
3_1730_1	-1.158864	1.002435	1.185777	0.768128
3_1730_2	0.955359	-1.497016	-0.966710	-0.718217
3_1730_3	0.955359	-1.501818	-0.966710	-0.718217
3_1731_1	-1.206081	1.146356	1.024699	0.879267
3_1731_2	-0.246530	-0.006007	-0.731133	-0.465388
3_1731_3	0.911543	-0.768621	-0.732998	-0.466034
3_1732_1	-1.459057	0.906127	1.182542	0.122339
3_1732_2	0.887231	-1.038058	-1.269841	-1.917509
3_1732_3	0.887272	-1.902872	-1.270935	-1.917518
3_1733_1	0.964971	-0.010061	0.810477	0.977139
3_1733_2	-1.339978	0.867638	1.218456	0.977140
3_1733_3	-0.757861	0.740386	1.217489	0.977140
3_1734_1	-0.287848	0.053289	-0.303670	0.003413
3_1734_2	-1.668742	1.096032	1.081052	1.171135
3_1734_3	1.000411	-0.607018	-0.400722	0.003412
3_1735_1	0.941889	-1.379222	-0.868936	-0.459730
3_1735_2	-0.641957	1.045066	1.023969	0.882519
3_1735_3	-1.518807	1.045481	1.023970	0.882519
3_1736_1	1.298364	-0.209762	0.362634	0.723480
3_1736_2	1.305554	-1.237698	-0.835741	-1.270869
3_1736_3	-0.242413	0.791569	1.288043	0.726791
3_1737_1	-0.400255	1.057067	0.662117	1.523930
3_1737_2	0.824942	0.283336	0.656505	1.522569
3_1737_3	1.051317	-1.281987	-0.962668	0.300199
3_1738_1	-1.408417	1.054899	0.767977	0.564465
3_1738_2	0.819755	-0.935109	-0.044969	0.355036
3_1738_3	0.812510	-0.535165	-0.044969	0.355036
3_1739_1	0.957237	-0.095519	0.583708	1.352500
3_1739_2	0.960396	-0.976408	0.014661	-0.424946
3_1739_3	-1.249323	0.648163	1.334850	1.381434
3_1740_1	0.918538	0.092407	0.955504	0.922752
3_1740_2	0.982861	-0.996936	-1.201961	-0.860592
3_1740_3	-1.231336	0.843729	1.007567	0.922787
3_1741_1	-1.567713	1.059062	1.105550	1.455393
3_1741_2	-0.688339	0.004425	-0.323580	-0.480125
3_1741_3	0.839473	-0.784202	-0.331903	-0.481237
3_1742_1	0.969814	-1.930242	-0.855095	-0.740580
3_1742_2	0.969812	-1.138228	-0.855095	-0.740580
3_1742_3	-0.795281	0.494377	0.769824	1.059393
3_1743_1	-1.271530	1.210666	1.144888	0.631320
3_1743_2	0.719605	-1.071900	-1.296686	-1.038530
3_1743_3	0.719603	-1.071866	-1.296686	-1.038530
3_1744_1	-1.330418	0.860810	1.361595	0.803416
3_1744_2	-0.013304	-0.330711	-0.833510	-1.254995
3_1744_3	0.912960	-1.279739	-0.833511	-1.254995
3_1745_1	-1.584061	1.169316	1.264678	0.797570
3_1745_2	0.873083	-1.027646	-1.031130	-0.896293
3_1745_3	0.870887	-0.530575	-0.914670	-0.896293
3_1746_1	1.386286	-1.156976	0.490326	0.975157
3_1746_2	1.383673	-1.151454	0.490326	0.975157
3_1746_3	-0.046399	1.002278	0.719214	1.041914
3_1747_1	0.933501	-1.032324	-0.719550	-0.245894
3_1747_2	-1.493048	0.932407	1.381510	0.849762
3_1747_3	0.933501	-0.958535	0.017432	0.813900
3_1748_1	-0.008893	-0.101716	0.621031	-1.074326
3_1748_2	0.855356	-1.508363	0.183020	-1.503759
3_1748_3	-0.531045	0.582044	1.027846	-0.863569
3_1749_1	-1.213329	1.240854	1.031066	0.931285
3_1749_2	1.129697	-1.453260	-0.936685	-1.012898
3_1749_3	1.129697	-1.240421	-0.936609	-1.012898
3_1750_1	1.131537	-0.122917	-0.631675	-0.740490
3_1750_2	0.851453	0.620294	0.918806	0.933373
3_1750_3	-0.695888	1.152748	0.920770	0.933380
3_1751_1	-0.882234	0.888557	1.243555	0.714613
3_1751_2	-0.167237	-0.099429	-0.927443	-1.177647
3_1751_3	0.563763	-0.887162	-0.929316	-1.177710
3_1752_1	-0.794276	0.825025	0.930508	-0.224923
3_1752_2	0.838760	0.071203	0.929737	-0.224923
3_1752_3	0.854109	-0.786292	-0.832616	-1.912888
3_1753_1	-1.068490	1.115515	1.250682	0.601700
3_1753_2	1.134963	-0.951968	-0.944493	-0.736067
3_1753_3	-0.485784	1.114380	0.227510	-0.400693
3_1754_1	-1.458219	1.041485	1.067004	1.242654
3_1754_2	0.961273	-1.327067	-0.066992	0.725021
3_1754_3	0.721002	-0.031354	1.063512	1.242331
3_1755_1	-0.816435	-0.232536	-1.587820	-1.669058
3_1755_2	0.902222	-2.228961	-1.587823	-1.669058
3_1755_3	-0.816547	-0.232535	-1.587820	-1.669058
3_1756_1	1.062566	-1.491209	-0.438081	-0.545695
3_1756_2	-1.007754	0.536786	1.143912	1.070605
3_1756_3	1.062557	-1.211133	-0.438081	-0.545695
3_1757_1	0.705430	-1.829088	-1.302295	-0.785310
3_1757_2	0.705430	-1.163813	-1.302294	-0.785310
3_1757_3	-1.155516	0.880864	1.000283	1.211326
3_1758_1	-2.074327	0.805224	1.207919	1.411056
3_1758_2	-0.354417	-0.244959	-1.243245	-0.356513
3_1758_3	0.494041	-0.794776	-1.272434	-0.356513
3_1759_1	1.198973	-0.937109	-0.862570	-0.995823
3_1759_2	-1.270329	1.069696	1.191419	0.762614
3_1759_3	-0.339402	0.209681	-0.383027	-0.995813
3_1760_1	0.913132	-0.538179	-2.063079	-1.245563
3_1760_2	-0.733322	0.319829	-0.772756	-1.245563
3_1760_3	0.907774	-0.274301	-0.896072	-1.245563
3_1761_1	-1.444608	1.098868	0.762913	0.882082
3_1761_2	0.930888	-0.485081	-0.759484	-0.188159
3_1761_3	0.930888	-1.425183	-0.760130	-0.188161
3_1762_1	-1.358246	0.567619	0.417452	-0.484441
3_1762_2	0.918894	-0.991226	-0.490067	-1.525735
3_1762_3	-0.553873	0.565637	0.417452	-0.484441
3_1763_1	-0.762015	0.587203	0.380835	-0.373361
3_1763_2	0.904149	-0.493001	-1.406326	-2.413892
3_1763_3	-0.208367	0.226272	-0.390435	-2.398779
3_1764_1	0.699964	-1.627496	-1.017582	-0.028068
3_1764_2	-0.904500	0.943317	0.903426	1.183539
3_1764_3	0.699579	-1.223428	-0.209891	1.062802
3_1765_1	0.892619	-1.876568	-1.420782	-0.146231
3_1765_2	0.892239	-0.916047	-1.417211	-0.146231
3_1765_3	-1.201506	0.634283	0.971891	1.073813
3_1766_1	0.919656	-0.881902	-1.293903	-0.961659
3_1766_2	-1.201074	0.863050	1.216567	0.822450
3_1766_3	-0.951149	0.408271	0.022778	-0.932694
3_1767_1	-0.764755	0.920889	0.123027	-0.336168
3_1767_2	0.502701	-1.570168	-1.169314	-0.336217
3_1767_3	0.502701	-1.523342	-1.169312	-0.336217
3_1768_1	1.042759	-1.031742	-1.018886	-0.918923
3_1768_2	-1.123765	0.876015	1.403738	0.926888
3_1768_3	1.042755	-1.003425	-1.018886	-0.918923
3_1769_1	-1.211634	1.080577	1.079460	1.462794
3_1769_2	1.289436	-0.812319	0.183273	1.183999
3_1769_3	1.289436	-0.818521	-0.855353	-0.252359
3_1770_1	-0.648059	0.891575	0.850046	0.512104
3_1770_2	1.154475	-1.835444	-1.498964	-1.303387
3_1770_3	-1.566178	0.892077	0.850046	0.512104
3_1771_1	-1.329708	0.294390	-1.050925	-0.257832
3_1771_2	0.697908	-0.523098	-2.194531	-0.259885
3_1771_3	-0.871176	0.294388	-1.050925	-0.257832
3_1772_1	0.696214	-1.136860	-1.032858	-0.883267
3_1772_2	-1.645201	0.705087	0.207615	-0.833350
3_1772_3	-1.645215	1.380487	0.590894	0.249032
3_1773_1	-1.195127	0.616042	0.130387	-1.156259
3_1773_2	-1.195664	0.870697	0.945491	0.755540
3_1773_3	-1.972851	0.870697	0.945491	0.755540
3_1774_1	-1.709312	1.206117	1.219500	0.963918
3_1774_2	-0.803092	1.064391	0.049746	0.016446
3_1774_3	0.876643	-0.676224	-1.193993	-0.039712
3_1775_1	0.823468	-1.202800	-1.217301	-0.113657
3_1775_2	0.822877	-0.941054	-1.216417	-0.113657
3_1775_3	-0.423602	0.493970	1.062684	0.830688
3_1776_1	0.747736	0.565116	1.083644	0.620665
3_1776_2	1.222125	-0.864773	-0.236091	-0.986834
3_1776_3	-0.520744	1.405959	1.102989	0.620667
3_1777_1	0.905061	-1.509909	-0.152132	0.281867
3_1777_2	-0.531278	-0.337430	-0.149843	0.286719
3_1777_3	-0.963171	0.616855	1.038277	1.100272
3_1778_1	0.079946	-0.916082	-0.170071	-1.664210
3_1778_2	-0.705579	-0.564562	-0.169783	-1.664210
3_1778_3	0.766084	-1.799048	-0.170085	-1.664210
3_1779_1	1.019814	-0.255513	-1.467891	-1.357613
3_1779_2	-0.978892	1.017645	0.838084	0.659741
3_1779_3	0.461676	0.646379	0.833633	0.659235
3_1780_1	0.982629	-1.279850	-1.455814	-1.116990
3_1780_2	-0.473051	0.380953	-0.488611	-1.098096
3_1780_3	-1.272152	0.989386	0.725862	0.735454
3_1781_1	0.974957	-0.953488	-0.638929	-0.602654
3_1781_2	-1.320699	0.733943	1.458240	1.069060
3_1781_3	0.902086	-0.450980	0.647460	1.047151
3_1782_1	0.942874	-1.881505	-1.197285	-1.010942
3_1782_2	-1.200534	0.679993	0.946607	0.622035
3_1782_3	0.942874	-1.881548	-1.197285	-1.010942
3_1783_1	-1.219895	0.830343	1.407594	0.806846
3_1783_2	0.866845	-0.516667	0.267668	0.354857
3_1783_3	0.866847	-1.324086	-0.900108	-0.548695
3_1784_1	0.798812	-1.447883	-1.102636	-0.616004
3_1784_2	-1.225024	0.991170	0.954926	0.586565
3_1784_3	-0.282562	0.936297	0.954926	0.586565
3_1785_1	-1.770620	0.928032	1.148662	1.691397
3_1785_2	0.404706	-1.129262	-0.252823	0.158402
3_1785_3	0.404706	-0.940718	-0.224553	0.158594
3_1786_1	0.986249	0.117588	1.232139	0.766379
3_1786_2	-0.049176	1.028000	1.232475	0.766379
3_1786_3	0.986838	-0.837852	-0.008513	-1.116146
3_1787_1	-1.186308	1.345500	1.253688	1.301012
3_1787_2	1.037572	-1.120549	-0.055806	0.738376
3_1787_3	1.037572	-0.622122	-0.055806	0.738376
3_1788_1	1.117464	0.067943	1.135169	1.733163
3_1788_2	-0.923295	1.076766	1.506397	1.733989
3_1788_3	1.181897	-0.901874	-0.289107	-0.284045
3_1789_1	-0.696514	-0.106841	-0.498279	-0.276049
3_1789_2	-0.605703	-0.107340	-0.498280	-0.276049
3_1789_3	-1.573813	0.825100	0.889573	1.477847
3_1790_1	-0.847606	0.636982	1.195237	0.498978
3_1790_2	0.625130	-0.820247	-0.511780	-1.540881
3_1790_3	0.621469	-0.577470	-0.357558	-1.540881
3_1791_1	1.136592	-1.738339	-1.407293	-0.267561
3_1791_2	1.035729	-0.720455	-1.407285	-0.267561
3_1791_3	-1.311992	1.065199	1.202360	1.289498
3_1792_1	1.057708	-1.577208	-1.725994	-2.326670
