Name	Gcnf	Gata6	Pbx1	Klf4	Nanog
2_1629_2	0.282069	0.541868	1.436043	1.207601	0.959278
2_1630_1	0.152502	0.040581	-0.541704	-0.963736	-0.397796
2_1630_2	-1.092496	-0.243469	1.115999	1.161184	1.094998
2_1631_1	-0.829258	-1.676105	0.885237	1.053030	1.111063
2_1631_2	0.550061	-0.646139	-1.176123	-0.371338	-0.255154
2_1632_1	0.450635	0.040602	0.470107	-1.336593	-0.248237
2_1632_2	0.961677	1.021534	0.371472	-1.426436	-1.011640
2_1633_1	1.854666	0.595387	-1.797064	-1.129290	-0.764006
2_1633_2	-0.285488	-0.480714	0.177022	1.354766	1.317944
2_1634_1	0.414488	-0.194758	-2.108924	-0.863816	-0.706492
2_1634_2	1.486929	0.863554	-2.108924	-0.863848	-1.235295
2_1635_1	1.000855	-0.781159	-0.151831	-0.165887	-0.499794
2_1635_2	0.521688	-1.656380	1.666743	1.476196	1.387172
2_1636_1	0.151053	-0.735268	-0.968545	-1.270358	-0.735296
2_1636_2	-1.449971	-1.892058	0.881183	1.233997	1.162160
2_1637_1	-0.179343	1.696893	-1.523930	-0.179038	-0.899034
2_1637_2	1.322070	1.089000	-1.524029	-0.973793	-1.639938
2_1638_1	2.027046	1.190398	-0.165911	-2.054801	-0.740903
2_1638_2	-0.182848	-0.759826	1.557776	0.525065	1.265683
2_1639_1	0.225162	-0.816708	0.721417	-0.414118	-0.064858
2_1639_2	-1.044176	-1.967371	0.929970	0.785379	1.318355
2_1640_1	0.538100	0.553954	-0.507656	-0.934075	-0.613592
2_1640_2	-0.539803	-0.138940	-0.507530	-0.933975	-0.476278
2_1641_1	-1.312367	-1.731879	0.830064	1.140423	1.340621
2_1641_2	0.108477	-1.234393	-0.869680	0.055236	0.174305
2_1642_1	1.734937	0.481830	-0.785279	-0.929029	-1.550188
2_1642_2	0.356893	1.686974	-0.785279	-0.315115	-1.034914
2_1643_1	-0.267286	-0.680650	-0.151094	-1.179383	-0.692480
2_1643_2	-1.688259	-1.494922	1.369218	1.223962	1.240155
2_1644_1	-0.230612	-0.561626	-0.870525	-1.395400	-1.137966
2_1644_2	0.679208	0.581795	-0.870525	-1.395881	-1.849452
2_1645_1	0.994067	-0.024063	-1.402798	-0.304819	-0.446028
2_1645_2	-0.375558	-0.256529	0.506716	1.466368	1.072353
2_1646_1	-0.506339	-0.360185	-1.139981	-1.639704	-0.691025
2_1646_2	-2.056792	-0.670108	0.894015	0.059947	0.908475
2_1647_1	1.171481	1.834973	-0.256266	0.133903	-1.097752
2_1647_2	1.162020	1.325055	-0.256266	-1.123345	-1.802658
2_1648_1	0.851385	0.362936	-2.546305	-0.041491	-0.926138
2_1648_2	-0.738962	-0.765489	-0.617405	1.445223	0.786094
2_1649_1	-1.631471	-1.712109	1.347163	0.984264	1.347133
2_1649_2	0.834677	0.518292	-0.762651	-0.450588	-1.720359
2_1650_1	-0.909753	-0.744858	1.343720	1.245537	1.295951
2_1650_2	1.236442	1.599814	-0.160446	-1.018948	-0.088903
2_1651_1	-0.490224	-1.329976	0.985264	1.367280	0.885466
2_1651_2	0.660971	-1.133294	-0.065354	0.161011	-0.077326
2_1652_1	-0.334907	1.035990	0.857528	1.319930	0.826427
2_1652_2	-1.618396	-0.089829	0.861042	1.356836	1.430862
2_1653_1	1.913680	0.883754	-0.751602	-1.832516	-0.746894
2_1653_2	0.410691	-0.087447	-0.751601	-1.832164	-0.292481
2_1654_1	0.628767	-1.330640	-0.443717	-0.955864	-1.073080
2_1654_2	-0.239430	-2.081424	0.830182	0.725239	1.983884
2_1655_1	0.149904	-0.295048	-1.156202	-1.015510	-0.154079
2_1655_2	-1.283079	-0.482738	0.432307	0.654199	1.031319
2_1656_1	-1.650726	-1.524954	0.556667	1.430957	1.489170
2_1656_2	-0.609298	-0.051934	-1.151519	-0.666176	-0.585756
2_1657_1	-1.109573	-1.129617	1.124414	1.161738	1.494481
2_1657_2	1.269549	0.665325	-0.637473	-1.185810	-0.876780
2_1658_1	0.234747	1.569077	-0.969476	-0.748602	-0.620782
2_1658_2	0.249115	-0.230339	-0.969476	-1.460661	-0.921895
2_1659_1	-0.951444	-1.790396	1.254129	1.384920	1.466815
2_1659_2	0.387641	-0.973583	-0.719308	-0.296286	-0.106363
2_1660_1	-1.077679	-1.270038	-0.643825	0.597753	0.467618
2_1660_2	-1.998355	-1.635111	1.361260	1.215300	0.858073
2_1661_1	1.312954	1.236896	-2.254564	-0.275523	-1.392226
2_1661_2	-1.031252	-0.860010	-0.433638	1.354360	0.989796
2_1662_1	-0.497976	-1.566762	1.681233	1.155185	1.461866
2_1662_2	1.368923	0.997054	-0.286746	-1.304112	-1.068717
2_1663_1	0.697792	1.232752	-0.965033	0.164655	-0.088735
2_1663_2	1.501889	1.898847	-1.170610	-0.755627	-0.855946
2_1664_1	-1.183656	-1.264851	1.091240	1.176710	2.118136
2_1664_2	0.296604	-0.513377	-0.906156	-0.542532	-0.674913
2_1665_1	-1.394869	-1.431488	1.214361	1.440300	1.477245
2_1665_2	0.758598	0.733943	-0.746319	-0.819445	-0.462942
2_1666_1	0.898632	0.892775	-1.814212	-1.414833	-0.580743
2_1666_2	-2.022076	-1.455921	0.048225	1.265107	0.925254
2_1667_1	1.205064	1.120613	-0.114317	-1.594089	-0.670621
2_1667_2	0.150652	-0.212659	1.104840	0.820383	1.237380
2_1668_1	0.197592	-0.667344	-0.023246	-1.072116	-0.194485
2_1668_2	-1.879698	-1.469197	1.280299	1.310498	1.577109
2_1669_1	1.421394	0.670952	-0.084500	-1.517737	-0.622377
2_1669_2	-1.583698	-1.240860	1.569588	1.097142	1.744937
2_1670_1	1.207171	0.281282	0.110278	-0.682030	-0.295474
2_1670_2	-0.344219	-1.282957	1.804378	1.670038	1.279065
2_1671_1	0.929352	0.798023	-2.125251	-1.261571	-0.945676
2_1671_2	-1.474831	-1.067315	-0.034503	0.565170	1.073379
2_1672_1	1.510298	0.602740	-0.912371	-0.860724	-1.318668
2_1672_2	-0.361132	-1.133394	0.753051	1.390732	0.836650
2_1673_1	-2.101756	-1.531661	1.367244	1.059815	1.291512
2_1673_2	0.878671	1.126074	-0.551200	-0.685000	-0.386394
2_1674_1	0.246038	0.451348	-0.069781	-1.118398	-1.366370
2_1674_2	-1.790598	-0.956192	1.269917	1.257571	1.075505
2_1675_1	0.910366	-1.312676	-0.077899	-0.528756	0.277230
2_1675_2	0.372798	-1.261030	1.204811	1.139451	1.465853
2_1676_1	1.510107	0.615283	-0.440829	-1.166160	-0.451313
2_1676_2	-1.182309	-1.725119	1.582927	1.212636	1.293839
2_1677_1	-0.806802	-0.707157	0.690126	1.292979	1.741563
2_1677_2	0.656576	0.949754	-0.546356	-1.122609	-0.787903
2_1678_1	-1.566364	-1.124404	1.937816	0.925668	1.374198
2_1678_2	1.064686	0.647680	0.500489	-1.779785	-0.518894
2_1679_1	1.381418	0.915547	-0.226056	-0.781424	-1.475411
2_1679_2	0.579745	-0.234280	-0.226056	-0.781424	-1.197714
2_1680_1	-0.909385	-0.607423	1.438386	1.526269	1.401175
2_1680_2	-0.374111	-0.031315	-0.292430	-1.162070	-0.747537
2_1681_1	-1.605275	-1.031747	1.303346	1.375309	1.658015
2_1681_2	1.298861	0.999716	-0.512572	-0.173757	-0.703267
2_1682_1	-0.531565	-0.949327	-0.102014	1.449698	1.014012
2_1682_2	1.042248	1.407916	-1.852057	-0.215677	-0.834506
2_1683_1	-1.428708	-1.616653	0.768445	0.992426	1.218827
2_1683_2	-0.382421	-0.326538	-1.107880	-1.106975	-0.912994
2_1684_1	-0.343626	0.030505	-1.228113	-1.061574	-0.549068
2_1684_2	0.748876	0.584427	-1.304496	-1.410223	-0.976779
2_1685_1	-0.860455	-0.955283	-0.862793	0.511323	0.094825
2_1685_2	-1.967800	-1.585127	1.248596	1.381986	1.287424
2_1686_1	0.412174	-0.587584	0.406249	-2.040597	-0.591971
2_1686_2	1.628546	0.578131	0.406249	-2.040597	-0.726536
2_1687_1	-1.964233	-1.758648	1.254603	1.301603	1.483797
2_1687_2	-0.588564	-0.648931	-0.705008	0.379648	-0.009089
2_1688_1	-1.276205	-1.752423	0.970353	1.286173	1.166931
2_1688_2	0.257727	-0.779572	-0.481508	-1.247376	-0.314663
2_1689_1	-0.643688	1.057228	0.998373	0.492644	0.957589
2_1689_2	-1.040802	-0.317964	-0.212484	-1.493477	-0.077505
2_1690_1	-1.078780	-0.393506	1.221674	0.950220	1.239505
2_1690_2	1.673192	0.924266	-0.686885	-1.111952	-1.590892
2_1691_1	-1.458488	-1.854076	0.958166	1.074422	1.148117
2_1691_2	0.039532	-1.308180	-1.082717	-0.843617	-0.736997
2_1692_1	-1.341655	-2.241776	0.850949	0.955111	1.367383
2_1692_2	-0.137180	-1.764978	0.844656	-0.800247	0.742975
2_1693_1	0.116647	1.969640	-1.290091	-0.122728	-0.645126
2_1693_2	1.083653	1.538033	-1.290511	-0.871932	-1.457675
2_1694_1	-0.844685	1.686347	-1.387647	-0.368331	-1.417960
2_1694_2	0.638170	1.307845	-1.387647	-1.245026	-2.101920
2_1695_1	1.318525	0.841656	-0.801570	-0.240135	-1.952631
2_1695_2	-0.452627	-0.968510	1.305999	1.259763	1.930463
2_1696_1	1.229052	1.213038	-0.064535	-1.086857	-1.629777
2_1696_2	1.228847	1.090631	-0.064535	0.037117	-0.844174
2_1697_1	1.330621	0.699841	-0.987282	-1.531470	-1.346782
2_1697_2	-1.151990	-0.617336	0.868109	0.382340	0.791999
2_1698_1	-0.459140	-0.808333	1.081780	-0.010025	0.880261
2_1698_2	0.490501	-1.340682	-0.479582	-0.507123	0.459536
2_1699_1	0.177398	-1.043076	-0.659544	-0.547718	-0.644208
2_1699_2	-1.254655	-1.101805	1.296143	1.549602	1.089465
2_1700_1	-1.623668	-0.362291	0.762972	0.948519	1.160468
2_1700_2	1.122126	0.703072	-0.702371	-0.235921	0.438746
2_1701_1	0.938254	0.654410	-2.462147	-0.866543	-0.491059
2_1701_2	0.589234	0.521305	-1.679765	0.282858	0.072595
2_1702_1	1.090272	0.862372	-0.911428	-0.287590	-1.275069
2_1702_2	-0.222863	-0.089608	1.122871	1.445478	1.162578
2_1703_1	0.456455	-0.765502	1.030517	-0.979656	-0.318252
2_1703_2	0.456455	-0.765502	-0.071109	-0.979656	-1.152892
2_1704_1	1.340250	1.589285	-1.292974	-0.623231	-1.044273
2_1704_2	-1.401396	-0.181989	0.495751	1.008456	1.102590
2_1705_1	-1.935587	-1.097867	0.905230	0.657553	1.288299
2_1705_2	-0.679487	-0.548566	-0.162157	-1.059903	-0.891535
2_1706_1	0.167634	1.346797	-0.695837	-1.364991	-0.460508
2_1706_2	0.381195	-0.773795	-0.754317	-1.929407	-0.703825
2_1707_1	1.226102	0.699620	-0.922635	-0.255824	-1.098321
2_1707_2	-0.824961	-0.588105	0.901074	1.461431	1.572296
2_1708_1	0.171375	1.719979	-0.669813	-0.339589	-0.690054
2_1708_2	1.215447	0.920494	-0.669813	-1.269520	-1.379615
2_1709_1	0.731294	0.319611	0.437890	0.881599	0.840249
2_1709_2	1.698453	0.951472	-0.260389	-0.943691	-0.866704
2_1710_1	-0.917465	-0.986418	-0.370874	-0.508830	-0.063137
2_1710_2	-0.935081	-2.291281	0.827150	-0.203483	0.487154
2_1711_1	1.213565	0.968437	-0.963421	-0.792546	-0.923634
2_1711_2	-1.354585	-0.104404	0.471356	1.119434	0.943286
2_1712_1	0.844240	1.159275	-0.492940	-1.029417	-1.795732
2_1712_2	0.151937	1.848771	-0.492940	-0.547251	-0.990996
2_1713_1	-1.563819	-1.879063	1.518935	1.347305	1.249903
2_1713_2	-0.051552	-0.762861	-0.387045	0.409964	-0.418348
2_1714_1	0.898200	-0.583377	-0.212159	-0.789426	-0.890002
2_1714_2	-0.453312	-0.666745	0.107252	1.070203	0.383467
2_1715_1	-0.572810	-0.613926	1.671389	1.289316	1.083790
2_1715_2	0.719387	-0.897213	-0.363641	-1.396708	-0.314471
2_1716_1	-1.218537	0.290187	0.462861	0.796970	0.609249
2_1716_2	-1.020606	0.455135	-0.329770	0.080353	0.138915
2_1717_1	0.864933	0.562065	-0.504811	0.270257	-1.229012
2_1717_2	-1.150589	-1.853004	1.542865	1.051098	1.576380
2_1718_1	0.042794	-0.380272	0.084692	-1.279863	-0.370721
2_1718_2	0.901230	0.824329	0.084691	-1.348925	-1.117213
2_1719_1	-0.444437	-0.425863	-0.730022	-0.857572	-1.177270
2_1719_2	-1.014826	-1.033708	0.912885	0.848815	0.856030
2_1720_1	0.461638	1.719920	0.922175	0.285996	0.622500
2_1720_2	1.488088	0.850366	0.598372	-1.719876	-0.569975
2_1721_1	-1.361878	-0.914069	1.415853	1.071446	1.498521
2_1721_2	1.094386	0.564942	-0.122052	-0.206261	-0.654894
2_1722_1	1.232671	0.107936	-0.848391	-0.352503	-0.275056
2_1722_2	-0.391553	-0.135981	1.007592	1.495578	1.603358
2_1723_1	-0.954541	-1.500804	1.759385	1.671834	1.104457
2_1723_2	1.003924	0.522186	-0.325132	0.119641	-0.423470
2_1724_1	-0.950082	2.131655	-1.705637	-0.172231	-0.957068
2_1724_2	0.544871	1.507272	-1.705637	-1.161177	-1.790289
2_1725_1	0.581585	-0.686419	-0.150085	-0.870313	-0.556087
2_1725_2	-0.373080	-1.405287	1.384326	1.337494	0.909161
2_1726_1	1.272891	1.407174	-1.691493	-1.496633	-1.345084
2_1726_2	-0.232507	0.609271	0.121238	1.148738	0.871223
2_1727_1	1.337235	1.028904	-0.111040	-1.514411	-1.117574
2_1727_2	-0.110995	-0.161907	-0.111040	-1.514411	-0.519883
2_1728_1	-1.372940	-0.856410	1.074428	1.406962	1.422391
2_1728_2	1.371204	1.110837	0.710121	-0.807886	-0.902461
2_1729_1	-0.399373	-0.471763	0.089401	-1.197739	0.068345
2_1729_2	-1.764675	-1.099369	1.419134	1.233618	1.457214
2_1730_1	0.125239	1.089269	-1.841598	1.143649	0.278757
2_1730_2	1.619060	0.983038	-1.841618	-0.062814	-1.934781
2_1731_1	1.816374	0.968620	-1.107645	-0.110211	-1.158625
2_1731_2	-0.882997	0.031497	0.687416	1.299817	0.928181
2_1732_1	-0.227435	1.639177	-0.171308	-1.135027	-0.250594
2_1732_2	0.149739	0.244300	-0.327805	-1.783258	-0.839707
2_1733_1	0.602140	1.232622	-0.663040	-0.796929	-0.853046
2_1733_2	-2.036149	-1.116222	1.144011	1.021178	1.376895
2_1734_1	0.344772	-0.251786	-0.749432	-1.111942	-0.989214
2_1734_2	-0.576793	-0.584556	0.985598	0.498650	0.791554
2_1735_1	1.630896	0.967797	-1.074943	-0.823136	-1.727821
2_1735_2	-1.203594	-0.522835	0.755101	0.663264	1.123974
2_1736_1	0.330385	-1.070554	-0.537884	-1.490265	-1.132168
2_1736_2	-1.171439	-1.678163	1.412623	1.191896	0.973619
2_1737_1	-0.587383	1.279185	-1.382145	-0.625781	-0.381047
2_1737_2	0.727243	0.745483	-1.382147	-1.566907	-1.430293
2_1738_1	-1.063965	-1.774360	1.610697	1.125918	1.308640
2_1738_2	1.831377	0.758436	-0.225311	-0.455900	-1.182353
2_1739_1	-1.170660	-1.457162	1.322048	1.350484	1.242700
2_1739_2	1.249694	1.195552	1.312947	-0.153107	0.459218
2_1740_1	-0.223837	-0.860097	-1.258119	-1.878806	-0.391391
2_1740_2	-1.688471	-1.423065	0.794895	0.773165	1.331366
2_1741_1	0.715824	-0.304418	-1.051867	-0.816050	-1.059728
2_1741_2	1.336884	0.632722	-1.051867	-0.816051	-1.793531
2_1742_1	-0.825711	-1.306543	1.774618	1.267193	1.327706
2_1742_2	1.272283	0.398938	-0.174788	0.216340	-0.513009
2_1743_1	-1.153564	-1.216939	0.982144	1.287959	1.087848
2_1743_2	-0.006035	0.679113	-1.113350	0.381062	0.103858
2_1744_1	-0.203277	-0.438585	-1.062353	-0.797648	-1.113920
2_1744_2	-1.686417	-0.826290	0.887471	1.252425	1.959264
2_1745_1	-1.469750	-0.963864	1.174362	1.268051	1.054451
2_1745_2	0.747012	0.387414	-0.521406	-0.163346	-0.308490
2_1746_1	1.709555	0.692210	-1.467515	-1.416117	-1.243634
2_1746_2	0.302018	-0.481085	-1.467484	-1.414394	-0.811643
2_1747_1	-1.009263	-1.153506	1.187845	1.274450	1.313951
2_1747_2	1.509970	0.978717	-0.344305	-1.363920	-1.424297
2_1748_1	-0.906188	-1.723197	1.382398	0.654067	1.521006
2_1748_2	0.576873	-0.238665	-0.415908	-0.995357	-0.576798
2_1749_1	0.048193	1.167677	-0.192199	-0.090541	0.062473
2_1749_2	0.416983	-0.972607	-0.198211	-0.213714	-0.582615
2_1750_1	-0.783130	-0.944356	1.562383	1.356900	1.321818
2_1750_2	1.763284	0.687383	-0.502772	-1.368680	-1.733503
2_1751_1	1.155706	1.059682	-2.047064	-0.394916	-1.075036
2_1751_2	-1.605758	-1.046683	-0.311688	1.220649	0.812564
2_1752_1	0.122014	-0.644286	0.690991	-0.782191	-0.682513
2_1752_2	-0.645568	-0.799362	1.213380	1.175158	0.973505
2_1753_1	-0.689177	1.071123	-0.316811	0.038859	-0.951351
2_1753_2	-2.169258	-2.088639	1.289103	1.187212	1.119684
2_1754_1	-0.011516	-0.385727	-1.757594	-0.803530	-0.701377
2_1754_2	-1.384640	-1.136487	-0.148644	1.130549	1.435237
2_1755_1	0.701045	1.843482	-1.201314	0.056510	-0.550997
2_1755_2	0.891001	0.189399	-1.201314	-0.963933	-0.570818
2_1756_1	-0.247658	-1.018988	1.153799	1.653440	1.808656
2_1756_2	1.338706	0.843483	0.437770	0.631148	-0.022754
2_1757_1	0.075376	-0.675419	-0.846416	-1.052545	-0.439703
2_1757_2	-0.056922	-1.791499	1.184594	1.241457	1.920458
2_1758_1	0.028817	-0.428673	-0.487322	-0.647918	-0.681093
2_1758_2	-0.725870	-0.843099	1.517838	1.651490	1.017107
2_1759_1	-0.351487	-1.053396	1.251281	1.159939	1.105392
2_1759_2	0.928986	0.446350	-0.200598	-1.059093	-0.945697
2_1760_1	-0.989000	-0.504595	0.834037	1.268966	0.960692
2_1760_2	0.295730	-0.211288	-0.883104	-0.636857	-0.293246
2_1761_1	-2.072998	-0.390753	1.047827	0.761856	0.867484
2_1761_2	-0.152926	1.252249	-0.950874	-0.152707	-0.934878
2_1762_1	-1.616268	-1.501924	1.103170	0.497980	0.916670
2_1762_2	-0.113946	-0.761799	-0.138650	-1.647728	-0.493162
2_1763_1	-0.539231	-0.703889	0.277442	1.266870	0.710648
2_1763_2	0.392649	0.658881	0.277437	1.246862	0.489097
2_1764_1	-1.618141	-0.240907	1.376590	0.843258	0.774533
2_1764_2	-0.206612	1.020708	1.372338	0.682232	0.514761
2_1765_1	0.748915	1.281230	-0.432163	-1.147200	-0.740364
2_1765_2	-2.286136	-1.459370	0.748550	1.061622	1.451894
2_1766_1	1.207153	-0.259457	-0.847399	-0.739512	-0.748425
2_1766_2	0.627838	-0.257466	1.010737	1.265767	1.164063
2_1767_1	1.723697	1.134874	-1.313035	-1.350137	-1.379724
2_1767_2	1.719779	0.243877	-1.313035	-1.350134	-0.885447
2_1768_1	1.149368	0.484298	-0.499652	-0.503594	-1.093267
2_1768_2	0.007612	-0.336449	-0.499652	-0.503521	-1.046049
2_1769_1	0.771104	0.695243	-0.694242	-0.914534	-0.626837
2_1769_2	0.386223	-0.412958	-0.694242	-0.914422	-0.289617
2_1770_1	1.113872	0.654892	0.120101	-0.875313	-1.128983
2_1770_2	-1.448174	0.242655	1.339806	1.093635	0.874890
2_1771_1	-1.777325	-1.552514	1.134602	0.982418	0.982187
2_1771_2	-0.246383	-0.852456	1.025092	-0.819797	0.093549
2_1772_1	-0.996526	-1.452409	1.213325	1.459680	1.229080
2_1772_2	0.415982	-0.710108	-0.731202	-0.399795	-0.429563
2_1773_1	-1.191058	-0.815104	0.721830	1.162247	1.810143
2_1773_2	1.139456	1.489224	-1.040349	-1.160907	-1.411742
2_1774_1	0.131532	-0.193041	-1.354022	-1.229104	-0.409982
2_1774_2	1.399833	0.895389	-1.354022	-1.280792	-1.193995
2_1775_1	0.025110	-0.930994	-1.409606	-0.325770	-1.293577
2_1775_2	-1.093582	-1.456556	0.590478	1.576619	1.019271
2_1776_1	1.452019	1.197367	-0.171550	-0.700777	-1.772978
2_1776_2	-0.895469	-0.809773	1.595206	1.268825	0.931957
2_1777_1	1.430288	0.617257	-0.183559	-1.065386	-2.371923
2_1777_2	0.773919	-0.354545	-0.183552	-1.065386	-1.587981
2_1778_1	0.255098	-0.654576	-0.999068	-1.149440	-1.172497
2_1778_2	-1.012204	-1.587886	0.548300	1.460692	0.777203
2_1779_1	1.583001	0.675296	-0.806707	-1.141671	-1.220030
2_1779_2	0.343586	0.349009	1.244356	1.444924	1.363063
2_1780_1	0.450421	-0.429559	-0.749705	-1.147933	-0.555376
2_1780_2	1.223131	0.537985	-0.767398	-1.197834	-0.690340
2_1781_1	1.257964	0.513378	-0.865173	-0.928240	-2.235588
2_1781_2	-0.139908	-0.387493	-0.865173	-0.912460	-1.410525
2_1782_1	0.411162	-0.766486	-0.974743	-1.049064	-1.272909
2_1782_2	-1.301338	-1.924308	0.955710	1.176502	1.145335
2_1783_1	1.466612	0.526010	-0.483963	-0.919153	-1.935498
2_1783_2	-0.647502	-0.549760	0.965588	1.350123	1.358873
2_1784_1	-0.267318	1.247627	0.991074	1.339417	0.814068
2_1784_2	1.275978	0.945633	-0.519477	-0.716894	-1.274045
2_1785_1	1.054043	1.155201	0.017779	-0.987174	-1.070477
2_1785_2	-1.817000	-0.515478	1.109176	1.193860	1.149362
2_1786_1	-0.914445	-0.288948	1.054855	1.007861	0.939875
2_1786_2	1.063674	0.689460	-0.483328	-0.068445	-0.618692
2_1787_1	-1.599372	-1.724598	0.324893	1.343690	1.064014
2_1787_2	-0.225857	-0.646265	-1.740875	-1.249656	-0.270491
2_1788_1	-1.265467	-1.017810	0.779219	0.766120	0.993859
2_1788_2	0.024264	-0.152050	-1.023665	-1.363358	-1.022715
2_1789_1	-0.328947	-0.207628	-0.323730	-1.073818	-0.564372
2_1789_2	-1.707071	-1.110081	1.160723	1.293843	0.916903
2_1790_1	0.292620	-1.160049	-0.730183	-0.534492	-0.555629
2_1790_2	-1.150724	-2.404727	1.239371	1.454307	1.322819
2_1791_1	0.730094	-0.250609	-0.234749	-1.517554	-1.171680
2_1791_2	-1.215228	-1.668543	1.383020	1.077672	1.321683
2_1792_1	-0.357512	-1.213575	1.044502	1.506503	1.162281
2_1792_2	0.146660	-0.597269	-1.016371	-0.235991	-1.143833
2_1793_1	-1.455910	-1.121438	0.949553	0.812937	1.329561
2_1793_2	1.390477	0.609337	-1.095324	-0.833747	-1.322905
2_1794_1	-1.338095	-1.555941	0.141881	1.122506	1.281154
2_1794_2	1.464058	1.691683	-1.822318	-0.792778	-0.384634
2_1795_1	1.194119	1.437660	-1.952884	-1.594386	-1.290072
2_1795_2	-0.338538	-1.182828	-0.085803	0.778310	0.965800
2_1796_1	-0.108188	-1.179123	1.272416	1.640123	1.094745
2_1796_2	1.202543	0.690432	-0.822639	-0.800942	-0.788603
2_1797_1	0.399417	-0.139805	-0.211011	-1.156677	-0.334064
2_1797_2	1.208742	1.084278	-0.504030	-1.170369	-1.069957
2_1798_1	0.743770	-0.476504	-0.608914	-0.568892	-0.512630
2_1798_2	-0.855798	-1.590480	0.993840	1.234197	1.591270
2_1799_1	0.767155	0.363907	-0.201500	-1.357521	-1.236141
2_1799_2	-0.979247	-0.182798	0.344485	1.107649	1.076053
2_1800_1	-0.804841	1.748779	-0.327108	-0.384341	-1.352605
2_1800_2	0.514059	0.429829	-0.327108	-1.025873	-0.826981
2_1801_1	-0.158500	1.583491	0.869021	-0.114317	0.234869
2_1801_2	-1.484593	-1.041132	1.191239	1.274614	1.145677
2_1802_1	0.390525	1.113822	1.506776	0.152129	0.768033
2_1802_2	0.800351	0.974474	-0.363614	-0.955101	-0.834015
2_1803_1	0.697339	-0.211341	-0.788143	-0.741637	-0.773683
2_1803_2	-0.675988	-1.176393	1.066970	1.280408	1.364137
2_1804_1	-1.425381	-1.240306	1.141332	1.469590	1.264424
2_1804_2	0.062267	-1.093936	-0.840498	-0.514001	-0.819114
2_1805_1	1.776925	0.900529	-1.022279	-0.651315	-1.524615
2_1805_2	1.333603	-0.194261	-1.022279	-0.651314	-1.260480
2_1806_1	-0.795360	-1.308526	1.072818	1.111575	1.039663
2_1806_2	0.533101	-0.397683	-0.051441	0.182727	-0.255011
2_1807_1	-0.525140	-0.689593	-0.501265	-1.228446	-0.658782
2_1807_2	-2.032341	-1.122454	1.429847	1.556574	1.183697
2_1808_1	-1.471363	-0.960630	1.060255	1.169929	1.629193
2_1808_2	0.452328	-0.226926	-0.927787	-0.336515	-1.005527
2_1809_1	-0.181956	-1.046512	1.498993	1.301189	1.251245
2_1809_2	0.794521	-0.086057	0.120597	-0.619046	-0.647451
2_1810_1	0.201277	-0.844601	-0.744165	-1.563199	-0.357855
2_1810_2	-1.209359	-0.770272	1.239156	1.315805	1.444118
2_1811_1	-1.449742	-1.098343	0.654580	1.554792	0.827791
2_1811_2	0.005361	-0.727240	-0.123571	-0.048344	-1.316288
2_1812_1	-0.717245	-1.155640	-0.379719	-1.912103	-0.797585
2_1812_2	-1.871190	-2.269962	1.192896	0.037461	1.146999
2_1813_1	0.810649	0.324988	-1.506420	-0.673317	-0.769113
2_1813_2	-1.193115	-0.728331	0.206289	1.329577	1.004217
2_1814_1	-0.576899	-0.748369	0.721194	1.702629	1.035636
2_1814_2	0.916821	0.765560	-1.060861	-0.409817	-0.268281
2_1815_1	-0.162985	-0.933979	-0.204553	-0.601779	-1.041340
2_1815_2	-1.477430	-2.257228	1.872345	1.550940	0.967792
2_1816_1	-0.667909	-0.777907	-0.736566	-0.149359	-0.430898
2_1816_2	-2.173825	-0.630302	1.316345	1.377472	1.268577
2_1817_1	1.586828	0.990242	-0.779390	-1.079426	-1.670478
2_1817_2	1.411666	0.431184	1.047924	1.157000	0.723814
2_1818_1	-2.585865	-1.986965	1.270515	1.287137	0.761665
2_1818_2	-1.126788	-0.820815	-0.101633	-0.488013	-0.272528
2_1819_1	-0.009177	1.716086	-0.292330	-0.330217	-0.786832
2_1819_2	0.741628	0.866934	-0.292330	-1.434289	-1.817188
2_1820_1	0.129868	-1.474105	0.877044	1.387085	1.310363
2_1820_2	1.656409	1.438535	-1.055838	-1.087086	-1.329232
2_1821_1	0.650330	-0.185496	-1.341369	-0.607512	-0.613327
2_1821_2	1.609861	0.994875	-1.341369	-0.618265	-1.307580
2_1822_1	-1.519431	-0.784037	1.558787	0.579725	1.184936
2_1822_2	1.183440	0.686783	-0.051218	-1.103323	-1.042991
2_1823_1	1.315029	0.652327	-0.719597	-0.727554	-0.174182
2_1823_2	0.202987	-0.573985	-0.719417	-0.492635	0.286580
2_1824_1	-1.051888	-0.990944	0.963948	0.603336	1.346986
2_1824_2	1.519251	0.479329	-1.135811	-0.639282	-0.730493
2_1825_1	1.416530	1.044638	-2.433418	-0.947981	-1.073532
2_1825_2	0.034010	1.790936	-1.847549	0.760762	0.105634
2_1826_1	-1.190886	-0.479726	-1.135311	-1.287001	-0.854982
2_1826_2	-0.353913	1.374871	-1.135311	-0.925840	-0.881282
2_1827_1	-0.802725	-1.435089	0.950697	1.217846	1.131735
2_1827_2	0.619441	-0.899312	-0.872810	-0.466049	-1.149684
2_1828_1	0.733699	-0.832314	-0.735820	0.103952	-0.273583
2_1828_2	-0.075334	-1.371348	1.217590	1.373866	1.165763
2_1829_1	-1.764346	-0.455058	1.109351	1.272770	1.558938
2_1829_2	0.942746	0.722830	-0.567151	-0.374224	-0.925084
