Name	Gcnf	Gata6	Pbx1	Klf4	Nanog
3_1280_3	1.500080	0.721561	-0.400404	-1.039770	-0.604065
3_1281_1	0.248589	0.004515	-1.058261	-0.743069	-0.694910
3_1281_2	1.157443	1.089739	-1.058261	-0.743136	-1.146993
3_1281_3	-1.157180	-1.107712	0.874131	1.257794	1.103545
3_1282_1	-1.136675	-0.507850	1.216375	1.091349	1.106571
3_1282_2	0.205174	-0.790852	-0.392567	-0.181415	-0.786106
3_1282_3	-0.049064	0.888249	1.183653	1.090190	0.822407
3_1283_1	-0.897313	-1.492729	0.949950	1.293938	1.428001
3_1283_2	0.366775	-1.089826	-0.889284	-0.493587	-0.535282
3_1283_3	0.689246	-0.018476	-0.889284	-0.495126	-0.535285
3_1284_1	0.961774	0.593380	-1.192653	-1.752069	-0.337686
3_1284_2	-1.536718	-0.852049	0.514586	0.016767	0.865580
3_1284_3	-1.536957	-0.965713	0.631814	1.048696	1.410446
3_1285_1	0.002687	1.301861	0.788695	1.231104	0.702470
3_1285_2	1.313906	0.617869	-1.123313	-0.605490	-0.766520
3_1285_3	-1.219744	-0.152067	0.934224	1.290111	1.218414
3_1286_1	0.797016	-0.172469	0.106995	-0.749542	-0.585042
3_1286_2	1.058655	0.639786	0.091014	-0.749542	-1.306807
3_1286_3	-1.463508	-1.207632	1.672471	0.775043	1.187177
3_1287_1	-1.927793	-2.234832	0.297286	1.394901	1.519873
3_1287_2	-1.927729	-1.211020	-1.638687	-1.120623	-0.337236
3_1287_3	-0.605619	-1.211039	-1.638687	-1.178445	-0.785287
3_1288_1	-0.430411	-0.113077	0.143259	-1.509577	-0.663149
3_1288_2	-0.430446	-0.255390	0.143349	0.207843	0.143886
3_1288_3	-1.922287	-0.765952	0.683447	0.982147	1.161687
3_1289_1	-1.180856	-1.856919	1.994574	1.401508	1.165578
3_1289_2	1.111158	0.663278	0.040976	-0.995648	-1.352080
3_1289_3	0.019716	-0.647771	0.124427	1.329425	0.525048
3_1290_1	-0.114232	0.775783	-1.110142	-0.385485	0.457974
3_1290_2	-1.465047	-0.751760	0.568211	0.244473	0.736323
3_1290_3	-0.035739	-0.426353	-1.239232	-0.473429	0.432124
3_1291_1	1.602221	1.593520	-0.863086	-0.336201	-1.738763
3_1291_2	-0.816239	-1.086718	1.158560	1.601552	1.311748
3_1291_3	0.565514	1.577036	-0.863086	-0.127118	-0.847940
3_1292_1	-0.723636	-1.187412	0.965529	1.128303	0.956631
3_1292_2	1.234467	0.255293	-1.067403	-0.942265	-0.169432
3_1292_3	1.409567	1.110434	-1.067406	-0.942519	-0.867494
3_1293_1	1.553707	0.991235	-0.710324	-1.550217	-1.491090
3_1293_2	-1.120486	-1.100197	1.224167	1.185947	1.217880
3_1293_3	0.563737	-0.831657	-0.707603	-0.113842	-0.302427
3_1294_1	0.945050	-0.648827	-1.098264	-1.795997	-1.038953
3_1294_2	0.471720	1.438789	-1.065483	0.535785	0.414183
3_1294_3	-0.090260	-0.433347	0.356715	0.698083	1.028360
3_1295_1	-1.358738	-1.606342	1.221153	1.243048	1.429966
3_1295_2	1.117389	0.983983	-0.750954	-0.436275	-1.118151
3_1295_3	-0.218633	0.697334	-0.750383	0.349238	0.407472
3_1296_1	1.268051	1.431271	0.444748	-0.874743	-1.035347
3_1296_2	-1.085901	-0.879005	1.967665	1.250670	1.417837
3_1296_3	-1.085833	-0.563391	1.822783	0.576316	0.803086
3_1297_1	0.277698	1.616957	-0.584916	0.130807	0.322047
3_1297_2	1.307522	1.027524	-0.665140	-1.430261	-1.201487
3_1297_3	0.098912	0.748660	0.850903	0.754733	1.105132
3_1298_1	-1.381641	-0.218261	1.659245	1.000657	1.266681
3_1298_2	0.793910	0.571393	-0.029821	-1.431083	-1.089836
3_1298_3	0.258991	0.845224	-0.029821	0.090420	-0.133938
3_1299_1	-1.853046	-1.207704	0.527334	1.035962	1.152891
3_1299_2	-0.457929	-0.617946	0.517702	-1.184144	0.546764
3_1299_3	-0.457929	-0.555213	-1.145452	-1.553356	-0.164660
3_1300_1	-0.735461	-0.900580	0.681453	1.322750	1.019308
3_1300_2	0.423926	-1.458238	0.674146	1.118855	0.686516
3_1300_3	0.378770	0.462988	-0.489119	1.143438	0.431025
3_1301_1	0.450361	-0.425936	-0.440469	-1.497010	-0.284208
3_1301_2	-0.848065	-0.449673	1.164462	-0.612074	0.691558
3_1301_3	1.847805	0.759890	-0.441701	-1.500883	-0.974984
3_1302_1	-0.060238	1.668082	-0.532106	-0.726465	-1.181675
3_1302_2	0.993911	0.591074	-0.532106	-1.655761	-1.148577
3_1302_3	-0.216970	-0.562955	-0.532105	-1.451326	-0.939328
3_1303_1	0.657453	-1.018822	-0.696859	-0.630520	-0.856402
3_1303_2	0.262538	-1.882021	0.952057	0.894514	1.584141
3_1303_3	0.263916	-0.216333	-0.696858	-0.190514	0.055788
3_1304_1	-0.130023	-0.577697	-0.655070	-0.000383	-0.616491
3_1304_2	0.884644	0.541859	-0.655070	-0.338597	-0.803094
3_1304_3	-1.446537	-1.886483	1.278206	1.357411	0.819340
3_1305_1	-0.138258	-0.618581	-1.017710	-1.157736	-0.764023
3_1305_2	-1.563311	-1.981664	1.092251	0.765150	1.612636
3_1305_3	-0.138588	-1.045687	-1.017707	-0.127142	0.054484
3_1306_1	0.375422	1.102832	0.224594	0.193371	-0.564283
3_1306_2	1.672500	0.703223	0.217956	-1.191455	-1.432255
3_1306_3	0.374731	0.901013	1.034223	1.104762	0.735612
3_1307_1	1.571548	0.440892	-0.750695	-1.320195	-0.856920
3_1307_2	1.660938	0.628759	-0.750695	-1.998265	-1.324688
3_1307_3	0.217334	-0.953128	0.582338	0.450487	0.820139
3_1308_1	0.543503	-1.088205	-1.447636	-0.108801	-0.143042
3_1308_2	-0.794610	-1.481182	0.639878	1.155163	0.963992
3_1308_3	0.543505	-0.456714	-1.447705	-0.324317	-1.055547
3_1309_1	1.183532	0.564408	-0.134930	-0.569280	-0.521818
3_1309_2	0.876591	-0.524042	-0.134781	-0.567386	-0.327469
3_1309_3	-0.580823	-0.844782	1.294424	1.447627	1.291473
3_1310_1	-0.289146	-0.861675	-0.806280	-0.363765	-0.298858
3_1310_2	-1.064342	-1.735245	1.082130	1.217197	1.313033
3_1310_3	-0.289148	-1.012416	-0.806280	0.355939	-0.227622
3_1311_1	0.449862	-0.108100	-1.287142	-1.317560	-0.886011
3_1311_2	-0.270417	1.764536	-1.287142	-0.193730	-0.680788
3_1311_3	0.751911	1.111664	-1.287142	-1.457395	-1.650602
3_1312_1	0.685453	-1.272456	0.744960	-0.787518	0.345283
3_1312_2	1.637073	0.899109	-0.629986	-1.321553	-1.225546
3_1312_3	0.685466	-0.252030	-0.629986	-1.321553	-0.757565
3_1313_1	-0.319102	-1.832425	1.346283	1.239002	1.050442
3_1313_2	0.020352	-0.858233	-0.523437	-0.732160	0.173487
3_1313_3	-0.036160	-1.302333	-0.290311	0.782338	0.452021
3_1314_1	0.640524	0.598521	-0.543938	-1.133256	-1.023929
3_1314_2	1.015392	0.595566	-0.543938	-1.412282	-1.655024
3_1314_3	-0.984629	-0.408017	1.548348	1.043703	0.910238
3_1315_1	-0.878990	-0.585253	0.588378	-1.012427	0.240422
3_1315_2	-0.323572	-0.585351	0.588362	-1.360621	0.027803
3_1315_3	-1.850706	-1.403774	1.143270	0.780537	0.980182
3_1316_1	-0.535105	1.094158	-2.202714	0.608779	0.248700
3_1316_2	0.910110	1.081299	-2.202861	-0.387800	-1.747220
3_1316_3	-2.046715	-0.431829	-0.139099	1.203657	0.836055
3_1317_1	1.623099	0.728143	0.083218	-0.504254	-1.241184
3_1317_2	0.124675	0.728083	0.094623	-0.489815	-0.509502
3_1317_3	0.120036	0.851968	1.286017	1.233952	0.845518
3_1318_1	1.016717	1.570199	-0.835962	-1.121040	-1.347030
3_1318_2	-0.370161	1.243493	0.980920	1.191231	0.948971
3_1318_3	-0.369840	1.750549	0.862887	0.296482	0.732909
3_1319_1	-2.072311	-1.110958	0.054914	0.746317	1.130608
3_1319_2	0.771235	0.940168	-1.708102	-0.987968	-0.405193
3_1319_3	-1.934132	-0.077950	-1.072527	0.284695	0.391272
3_1320_1	1.549460	1.166536	-0.579658	-1.083833	-1.723573
3_1320_2	0.938394	0.167897	-0.579658	-0.554777	-0.504414
3_1320_3	-0.496013	-0.263722	0.909069	1.100550	0.928354
3_1321_1	0.713810	0.057049	-1.186771	-1.091418	-0.813902
3_1321_2	-1.249691	-0.731211	0.714380	1.516191	1.286616
3_1321_3	1.152015	0.712585	-1.193787	-1.091418	-1.034905
3_1322_1	-0.968363	-0.950353	1.558170	1.447033	1.260954
3_1322_2	1.461180	1.406390	-0.538315	-0.805225	-1.237033
3_1322_3	1.400195	0.691979	-0.503521	0.116491	-0.069012
3_1323_1	-0.368164	1.370345	-0.642111	-1.268525	-0.399981
3_1323_2	-0.718882	-0.405223	-0.642112	-1.649651	-0.464724
3_1323_3	0.662678	0.738843	-0.642112	-1.649839	-0.998518
3_1324_1	-0.070078	0.435532	-0.947317	0.520723	-0.453856
3_1324_2	-1.335710	-1.204799	0.742941	1.402308	0.922913
3_1324_3	0.859997	0.393281	-0.947389	-0.646696	-1.925468
3_1325_1	0.996790	0.555209	-1.565791	-0.627169	-1.457259
3_1325_2	-0.120611	-0.325220	-1.565791	-0.591265	-0.610338
3_1325_3	-0.943749	-0.755759	0.414419	1.048962	0.828605
3_1326_1	0.249981	-0.186111	-1.245386	-1.152690	-0.892177
3_1326_2	-1.143501	-0.204404	0.643998	0.621634	0.681262
3_1326_3	1.438451	0.932527	-1.245386	-1.159144	-1.681748
3_1327_1	-1.380053	-1.056573	1.366666	0.762982	1.472873
3_1327_2	-0.380117	1.302292	-0.417885	-0.595912	-0.690244
3_1327_3	0.915123	0.248631	-0.417885	-1.526333	-0.318197
3_1328_1	-0.676290	0.240775	1.011584	0.568525	1.046852
3_1328_2	1.130253	0.504305	-0.971731	-1.110349	-1.165656
3_1328_3	0.241232	1.558690	-0.964173	-0.118267	-0.065530
3_1329_1	0.402979	-0.445232	1.000748	1.188886	0.730472
3_1329_2	0.402912	-1.312442	1.149025	1.470316	1.071958
3_1329_3	-0.862001	-1.311185	1.149026	1.470316	1.071976
3_1330_1	-1.433010	-0.516589	1.545413	1.305388	1.485073
3_1330_2	-0.150068	-0.207207	1.544787	-1.107750	0.308616
3_1330_3	-0.150041	-0.207163	0.139783	-1.190365	-0.508564
3_1331_1	1.174469	0.707461	0.404850	-1.158030	-0.655142
3_1331_2	1.067890	-0.142055	0.408955	-1.158027	-0.501759
3_1331_3	-0.240346	-1.092561	1.427459	1.197132	1.010732
3_1332_1	-0.410249	-0.906522	1.599337	1.297052	1.592070
3_1332_2	0.284570	0.882308	-0.404079	0.851682	0.298781
3_1332_3	1.802321	1.009266	-0.446183	0.028214	-0.862142
3_1333_1	-0.566772	-1.556780	0.973920	0.952102	1.497976
3_1333_2	0.344542	-0.585728	-0.956343	-0.901724	-1.135631
3_1333_3	0.975446	0.401187	-0.956343	-0.902635	-1.141505
3_1334_1	1.408603	0.681407	-0.703124	-1.335976	-1.225923
3_1334_2	0.068540	0.824510	-0.692651	0.419742	0.163225
3_1334_3	-1.387282	-1.236679	0.968935	1.272574	1.369399
3_1335_1	-1.111588	0.832430	-0.378718	-0.859880	-0.625241
3_1335_2	-1.664364	-0.170064	1.203312	-0.126020	0.732283
3_1335_3	-2.240009	-0.897021	1.213363	1.402053	1.166327
3_1336_1	-0.477472	-0.934422	1.387049	0.958025	1.155118
3_1336_2	-0.477651	-1.014793	1.387049	1.504213	1.681908
3_1336_3	0.461499	-0.834734	-0.424253	-0.871412	-0.176679
3_1337_1	0.056493	-0.474065	-1.250023	0.078206	-0.172634
3_1337_2	-1.424444	-0.493245	-0.791700	1.505442	0.502344
3_1337_3	-1.425120	-1.100559	0.622724	1.642336	0.829009
3_1338_1	0.879175	1.143041	-0.702575	-1.169135	-1.504333
3_1338_2	-1.922024	-1.333120	1.380277	1.123721	1.281030
3_1338_3	-0.474122	0.854508	-0.702442	0.154760	-0.002295
3_1339_1	0.464256	1.691928	-0.638978	-0.111120	-0.844951
3_1339_2	-0.636551	-1.396598	1.467957	1.390449	1.154226
3_1339_3	0.427398	-0.285827	-0.638953	-0.857064	-0.569298
3_1340_1	-0.209400	-0.761862	0.999425	1.685588	0.809865
3_1340_2	-1.461625	-0.755892	1.091121	1.721863	1.571641
3_1340_3	0.896662	0.560900	-0.538409	-1.008204	-1.122895
3_1341_1	-1.791116	-1.559623	0.574359	0.961675	1.318317
3_1341_2	0.436655	-0.255131	-0.328583	-0.761949	-0.597751
3_1341_3	0.815497	0.817873	-0.328583	-0.799051	-1.101045
3_1342_1	0.809341	0.692678	-0.122921	-1.022400	-1.943354
3_1342_2	-0.518245	1.435800	-0.122919	0.632280	-0.045029
3_1342_3	-0.695627	-0.399127	-0.122921	-1.022399	-1.247969
3_1343_1	-0.106752	1.368463	-1.472416	-0.023479	-0.173505
3_1343_2	0.126180	-0.357204	-1.605610	-0.080248	-0.390857
3_1343_3	-1.406482	-0.576953	-0.097554	0.862565	0.690246
3_1344_1	1.404792	0.767374	-0.234246	-1.519060	-1.008387
3_1344_2	-0.160450	-1.471599	1.755802	1.292873	1.264364
3_1344_3	0.478151	-0.447011	-0.226802	0.397492	0.132533
3_1345_1	0.655720	0.466005	-1.007217	-1.259930	-1.552395
3_1345_2	-1.643286	0.264138	0.239017	0.964099	0.670714
3_1345_3	-1.698072	-0.868802	0.266499	0.968107	0.677368
3_1346_1	-0.153289	-0.140026	0.670912	1.396178	1.138899
3_1346_2	0.999940	1.837172	-1.235275	0.500954	0.432620
3_1346_3	1.848409	1.401424	-1.257655	-0.302287	-1.784093
3_1347_1	0.321439	-0.884740	-0.161189	1.038765	0.498873
3_1347_2	-1.106278	-1.442108	1.350741	1.522622	1.525897
3_1347_3	0.933704	0.920744	-0.398948	-0.248562	-1.476484
3_1348_1	-1.258296	-1.069666	1.365197	1.195264	1.056339
3_1348_2	0.100937	-0.510033	-0.587849	-1.054332	-0.507511
3_1348_3	-0.138664	1.029135	-0.586638	0.254498	-0.021345
3_1349_1	-0.263068	0.933269	-0.967626	0.343568	-0.028639
3_1349_2	-1.594455	-1.257868	0.673204	1.235916	1.096485
3_1349_3	1.019977	1.816574	-0.968765	-1.540545	-1.216737
3_1350_1	-1.285980	-1.726592	0.782812	1.466091	1.317664
3_1350_2	0.025761	-1.330995	0.044912	-0.130625	-0.014789
3_1350_3	0.108774	-0.765480	0.044912	-0.139456	-0.016654
3_1351_1	0.534225	0.406165	0.012938	-1.368230	-1.045384
3_1351_2	-2.055091	-1.261278	1.735093	1.181470	1.421474
3_1351_3	-0.666907	-1.126774	1.630965	1.167124	0.797287
3_1352_1	1.077790	1.000118	-1.020443	-1.504973	-1.209669
3_1352_2	-1.621761	-1.807672	1.057542	1.047863	1.411745
3_1352_3	-0.258079	0.212984	-1.020443	-1.394005	-0.735406
3_1353_1	-0.017281	-0.676695	1.522154	-0.117533	0.341491
3_1353_2	1.502165	1.132695	1.515782	-1.676078	-0.881899
3_1353_3	-1.186330	-1.163057	1.547295	0.737671	1.299247
3_1354_1	-0.188997	1.745760	-0.476869	-0.394381	-0.305386
3_1354_2	-1.675456	-1.286574	1.616415	1.105515	1.295748
3_1354_3	-0.222377	0.591575	1.523331	0.991565	0.760550
3_1355_1	0.832524	-0.365856	0.217275	-1.913819	0.450976
3_1355_2	0.832777	-0.365803	-0.689896	-2.226519	-0.112576
3_1355_3	-0.909416	-0.416676	0.936272	-0.347084	1.069171
3_1356_1	1.466562	0.752315	-2.179438	-1.456541	-1.102327
3_1356_2	0.740203	-0.217107	-2.176590	-1.456494	-0.943296
3_1356_3	-0.061522	0.997525	-0.531716	0.972295	0.726200
3_1357_1	0.469109	0.957824	-0.032444	-0.730908	-1.438276
3_1357_2	-0.948016	1.739745	-0.032444	0.420119	-0.456508
3_1357_3	-0.159822	0.047781	-0.032444	-0.728033	-0.883357
3_1358_1	0.683682	1.074164	-0.717575	-0.908897	-0.879569
3_1358_2	-0.116663	-0.211189	1.250991	-0.279464	0.715255
3_1358_3	1.420805	0.609068	-0.717575	-0.910506	-1.092818
3_1359_1	1.026751	0.655356	-0.589235	-0.843034	-0.800936
3_1359_2	-1.993312	-0.722909	1.386755	1.470497	1.148714
3_1359_3	-0.481248	-1.102733	-0.013689	0.568999	0.406397
3_1360_1	-1.381604	-1.055815	2.068702	0.256570	0.809615
3_1360_2	1.093266	1.023086	0.118622	-1.410407	-1.167203
3_1360_3	-1.381604	-1.137042	2.112243	1.138271	1.445459
3_1361_1	1.610489	1.192356	-0.244096	-0.877620	-1.555805
3_1361_2	-1.098648	-0.436825	1.414731	0.435197	0.795770
3_1361_3	0.090429	1.702415	-0.244096	-0.074178	-0.564064
3_1362_1	0.522181	-0.095586	-0.930753	-0.981078	-1.289291
3_1362_2	-0.824991	-0.227444	0.831724	1.145037	0.656902
3_1362_3	0.306279	-0.307240	-0.930753	0.860682	0.063285
3_1363_1	-1.482176	-0.564347	1.163565	1.187615	1.157179
3_1363_2	1.217851	0.816396	-0.223946	-0.620230	-0.174279
3_1363_3	-0.391930	0.486217	1.163519	1.187382	1.054277
3_1364_1	0.197179	-1.322850	1.493166	0.897018	1.482920
3_1364_2	1.078466	-0.267113	-0.171258	-0.486703	-0.393729
3_1364_3	1.184355	0.778866	-0.171258	-0.510919	-0.747997
3_1365_1	0.931135	0.970061	-0.880416	-0.352151	-1.743898
3_1365_2	-1.855834	-1.218126	0.724993	1.463098	0.981809
3_1365_3	0.606809	0.525032	-0.707480	0.438142	-0.222876
3_1366_1	-0.350416	0.716132	1.632612	1.080762	1.043993
3_1366_2	1.196901	0.861298	1.214566	-1.651744	-0.270541
3_1366_3	-1.549821	-0.363273	1.635397	1.081372	1.241456
3_1367_1	-0.761614	-0.560732	-0.651286	-0.716791	-0.408862
3_1367_2	-1.996433	-1.299932	1.272791	1.323506	1.457830
3_1367_3	0.525728	0.558877	-0.651286	-0.716835	-0.563172
3_1368_1	0.757087	1.051005	-0.531384	-0.294940	-0.979284
3_1368_2	1.356508	1.050701	-0.534709	-0.295007	-1.843989
3_1368_3	0.733037	0.751230	1.087666	1.425368	0.995615
3_1369_1	-1.263134	-1.389672	1.000407	1.223842	1.458120
3_1369_2	1.157179	0.579344	-0.559169	-1.357070	-1.221075
3_1369_3	0.268281	-1.401151	-0.558982	-0.576227	0.193005
3_1370_1	-0.644393	-1.754673	0.231005	1.061871	1.375337
3_1370_2	0.371240	-0.074299	-1.474980	-0.356487	-0.455765
3_1370_3	0.330523	-0.023151	-1.472881	0.242215	0.301137
3_1371_1	1.036617	1.272142	0.254083	-0.722588	-1.551168
3_1371_2	-1.564554	-0.403717	1.068574	1.410421	1.178219
3_1371_3	-0.420253	0.626705	1.067754	1.390596	0.854291
3_1372_1	-0.805461	-0.603113	-0.720738	-0.730216	-0.790755
3_1372_2	-2.332951	-1.976042	0.942766	0.846271	1.107986
3_1372_3	-0.805461	-0.601857	-0.720738	-0.820249	-0.791038
3_1373_1	-0.051886	-0.648171	1.306672	1.170102	1.407206
3_1373_2	0.318268	1.127913	-0.642865	0.576252	0.183673
3_1373_3	1.233417	-0.719222	-0.645876	-0.289030	-0.173119
3_1374_1	-1.645541	-0.778106	0.136087	0.345411	0.945657
3_1374_2	0.450454	0.432093	-0.378392	-0.764383	0.233493
3_1374_3	-0.553736	-0.511811	-0.363753	-0.754906	0.251379
3_1375_1	1.333461	0.642279	-0.853831	-1.801148	-1.823799
3_1375_2	-1.344178	-1.590887	1.064247	0.381383	1.213999
3_1375_3	-1.147216	-1.315488	-0.600697	0.067424	0.557234
3_1376_1	0.129218	-0.251113	0.123740	-0.629353	-1.397840
3_1376_2	1.264553	0.637183	0.123706	-0.629353	-1.580667
3_1376_3	-0.814413	-1.015047	0.988618	1.023846	1.050194
3_1377_1	0.095993	1.647861	-1.354841	-0.567950	-0.757350
3_1377_2	0.079329	-0.252486	-1.354841	-1.448023	-0.735938
3_1377_3	1.397663	0.867962	-1.354841	-1.540151	-1.416016
3_1378_1	-0.627455	0.003581	-0.058339	1.367563	0.465513
3_1378_2	0.787411	0.671989	-1.508788	-0.153124	-1.290746
3_1378_3	0.757068	0.228820	-1.508734	-0.151277	-1.285056
3_1379_1	-0.319229	-0.681525	0.613438	1.160344	1.419035
3_1379_2	1.616202	0.909898	-0.977394	-1.011053	-1.291357
3_1379_3	0.229819	1.944202	-0.977025	-0.018867	-0.265365
3_1380_1	0.530040	1.335753	1.000065	1.084411	0.481095
3_1380_2	1.190699	0.701137	0.044363	-0.985411	-0.986854
3_1380_3	-1.727712	-0.859666	1.221588	1.148124	1.179547
3_1381_1	-1.171028	-1.119224	0.617996	1.302701	1.901212
3_1381_2	1.707781	0.771528	0.142962	-1.198140	-0.164658
3_1381_3	-0.783598	-0.420155	0.605028	-0.218028	0.868208
3_1382_1	1.438527	0.867040	-0.416012	-0.773723	-1.233759
3_1382_2	0.638531	0.475739	-0.415796	0.558238	0.246048
3_1382_3	-0.411315	-0.428640	1.617328	0.994465	0.817670
3_1383_1	1.057184	1.280716	-0.350646	-1.004047	-1.930687
3_1383_2	0.062272	0.994053	-0.215100	0.571824	0.130152
3_1383_3	-0.843947	-0.590561	1.066142	1.139590	0.911956
3_1384_1	0.663886	1.078854	0.216034	-0.910710	-1.050661
3_1384_2	-1.921526	-1.428632	1.084640	1.301010	1.095048
3_1384_3	0.663856	0.883605	0.216037	-0.140494	-0.268565
3_1385_1	-0.192059	-0.724621	-0.749267	-1.124339	0.004734
3_1385_2	-1.192415	-1.537980	1.135729	-0.162400	0.999943
3_1385_3	-1.694226	-1.117085	1.146088	1.143450	1.707498
3_1386_1	1.170887	1.064993	-0.812494	-1.349479	-1.384061
3_1386_2	0.825629	-0.301757	1.205108	0.594087	0.823379
3_1386_3	-0.654779	-0.406763	1.205212	0.621336	1.079062
3_1387_1	1.568204	0.454101	-0.618903	-0.258748	-1.401584
3_1387_2	0.585296	0.408640	-0.618807	0.569973	0.185112
3_1387_3	-0.630866	-1.505907	1.000365	1.339911	1.217880
3_1388_1	1.242372	0.592352	-1.013772	-1.753601	-0.959671
3_1388_2	1.025186	0.478158	-1.013771	-1.083503	-0.470169
3_1388_3	-1.001349	-0.981181	0.943191	0.683698	1.024307
3_1389_1	-1.832344	-0.846718	0.529631	1.612547	1.178001
3_1389_2	-0.351411	-0.042817	-1.503930	-0.539646	-0.716384
3_1389_3	0.944760	1.102102	-1.503939	-0.540384	-1.168401
3_1390_1	-0.921493	0.115615	1.049202	1.266911	1.626220
3_1390_2	1.580219	0.760740	-1.032322	0.173570	-0.031837
3_1390_3	1.580375	1.135376	-1.032417	-0.631937	-0.593780
3_1391_1	-1.242331	-0.728742	1.574323	1.062496	1.530452
3_1391_2	0.917945	0.007755	0.039178	-1.169447	-0.231417
3_1391_3	1.361793	0.764717	0.038944	-1.169459	-0.512674
3_1392_1	0.459789	0.523122	0.780428	1.269307	0.805805
3_1392_2	1.354056	1.645886	-1.273009	-0.546466	-1.536044
3_1392_3	-1.060489	-0.468214	0.780704	1.270447	0.853769
3_1393_1	0.119982	-1.781479	1.123714	0.919598	0.825207
3_1393_2	-1.321406	-1.208312	1.123718	1.577092	1.139938
3_1393_3	1.443965	0.648168	-0.987063	0.185087	-0.535996
3_1394_1	0.037291	-0.863305	-1.307595	-0.927492	-1.717300
3_1394_2	0.026874	-1.482184	-1.307595	0.153228	-0.159005
3_1394_3	-1.270450	-0.593233	-1.289620	0.367910	0.321633
3_1395_1	-0.348640	-0.887176	-0.868787	-1.161247	-0.896318
3_1395_2	0.524588	0.197309	-0.868787	-1.177398	-0.906961
3_1395_3	-1.566340	-1.556598	1.162044	1.458119	1.120735
3_1396_1	1.076170	0.581839	-0.516700	-0.998610	-1.784389
3_1396_2	-0.380084	0.652697	-0.043667	0.633221	0.434259
3_1396_3	-0.593500	-1.369818	1.076126	1.408526	1.198116
3_1397_1	-0.349406	-1.444770	0.611378	1.571311	1.684171
3_1397_2	-0.202631	-0.656363	-1.457600	0.148712	-0.111339
3_1397_3	1.126481	0.922728	-1.224411	0.662659	0.303182
3_1398_1	0.795237	-0.182610	0.037634	-0.584916	-0.559027
3_1398_2	-0.603688	-1.554368	0.937413	0.929853	1.726644
3_1398_3	0.581728	-2.239973	0.937413	0.750037	1.699667
3_1399_1	-1.384037	-1.457425	1.103042	1.254121	1.356206
3_1399_2	1.361064	1.447498	-0.246211	-0.878431	-1.275018
3_1399_3	-0.069599	-1.459186	1.102018	1.149946	0.839232
3_1400_1	0.144483	1.317944	1.152352	1.176980	0.842082
3_1400_2	0.144483	1.549049	0.122052	1.140817	0.569359
3_1400_3	1.652215	1.361774	-0.606551	0.354821	-0.359898
3_1401_1	-1.866417	-1.497078	1.516725	1.326610	1.257704
3_1401_2	-0.344582	-0.474176	-0.451835	-0.881927	0.289194
3_1401_3	1.173003	0.687668	-0.451952	-0.940741	-0.225402
3_1402_1	0.351572	0.863935	1.414896	1.370316	0.803763
3_1402_2	1.631400	1.136092	-0.676321	0.415742	-0.261104
3_1402_3	-1.051371	-0.421520	1.415835	1.372176	0.967288
3_1403_1	1.133327	0.930486	-0.780046	-1.150200	-1.835728
3_1403_2	-0.115309	0.768676	1.219431	1.255271	0.832769
3_1403_3	-1.374524	-0.984550	1.242475	1.335487	1.351496
3_1404_1	1.031514	0.049147	0.551911	-1.545289	-0.197827
3_1404_2	-0.435239	-0.069536	0.973596	1.353955	1.128879
3_1404_3	1.388934	1.018225	0.551911	0.387757	-0.216478
3_1405_1	-0.536983	1.039168	-0.164236	0.858098	0.393978
3_1405_2	-1.577904	-0.863339	0.534887	1.274922	1.054601
3_1405_3	0.638894	0.636413	-1.442772	-1.226360	-0.596767
3_1406_1	0.572675	-0.736051	-1.331496	-1.113399	-0.874017
3_1406_2	1.688852	0.388163	-1.331508	-1.138677	-1.001824
3_1406_3	0.289952	1.546239	-1.331511	-0.728937	-1.355097
3_1407_1	-1.131760	-0.778930	-0.614909	-0.204069	0.166907
3_1407_2	-1.176124	-1.689435	0.682456	0.729388	1.465143
3_1407_3	1.690799	0.540283	-0.614912	-1.697467	-0.295238
3_1408_1	-1.480103	-1.114701	1.191760	1.665126	1.911165
3_1408_2	0.883537	0.633615	-0.870938	-0.689414	-1.144037
3_1408_3	0.040666	-0.243152	-0.870934	-0.689414	-0.761689
3_1409_1	0.221806	1.422893	-0.895862	-0.144100	-0.404813
3_1409_2	-1.175487	-1.768596	0.222647	1.213253	0.940579
3_1409_3	1.541105	0.998603	-0.895862	-1.150999	-1.163746
3_1410_1	-0.165389	-1.350659	0.740759	1.305205	1.372900
3_1410_2	0.783904	0.034463	-1.097077	-0.925803	-0.907961
3_1410_3	0.760474	-1.344351	0.680603	0.840417	0.757877
3_1411_1	0.405124	0.631166	1.077079	0.479516	0.822874
3_1411_2	1.275932	0.712868	-0.089820	-2.378310	-0.705495
3_1411_3	-0.881449	-0.425148	1.077358	0.489547	1.021997
3_1412_1	1.318028	1.332823	-0.623758	0.183462	-0.610705
3_1412_2	-0.168518	1.342068	-0.623481	0.213911	0.192141
3_1412_3	1.321528	1.410318	-0.623758	-0.730237	-0.927509
3_1413_1	0.387302	-0.739186	-0.973016	-0.646086	-0.423739
3_1413_2	-1.423309	-1.935536	0.686050	1.229232	1.002899
3_1413_3	-1.033156	-0.796759	-0.221934	0.516462	0.297534
3_1414_1	1.236890	-0.041708	-1.626845	-0.486656	-0.499318
3_1414_2	-1.104359	-0.315666	0.428509	1.351415	1.127740
3_1414_3	1.600871	0.647612	-1.626914	-0.776452	-1.166801
3_1415_1	0.057009	-1.146202	0.980577	1.327789	1.277234
