0,-1.192680,9.632573,2.385029,-0.756869,-10.123870,-2.888944,-7.910086,-4.979457,-3.630469
1,0.626081,7.616388,-4.970278,-2.159147,-9.196257,-3.597804,-6.430051,-8.384475,-4.413516
2,8.113741,8.598633,7.841380,-6.674684,-13.138620,-10.199467,-9.684687,-6.255786,-0.467241
3,2.951589,1.810123,5.238134,-3.151750,-10.157713,-11.164662,-3.537421,-5.892536,-5.165600
4,5.013769,6.487405,6.722061,-2.279985,-5.299904,-7.416237,-6.766276,-6.551459,-5.160288
5,3.651450,9.540316,4.146437,-1.003498,-9.278363,-12.879283,-5.935794,-3.631933,-3.458753
6,2.297724,5.834377,4.572050,-1.859021,-6.788617,-7.818889,-1.824104,-6.608746,-6.276874
7,-5.538676,-8.002230,-7.196551,3.547087,7.906870,9.533850,6.263306,7.594269,4.280229
8,5.903482,7.939158,3.083645,-2.071589,-8.215506,-8.899832,-9.441610,-4.171053,-0.406240
9,6.910282,8.014866,8.570551,-2.781811,-3.106483,-11.994775,-11.302092,-7.927936,-7.361980
10,4.178459,8.234550,3.044403,-2.930349,-7.885650,-3.064793,-11.111785,-5.048123,-3.892653
11,-2.892689,8.208232,-2.524018,-1.336944,-11.687315,-6.684326,-4.388112,-5.581410,-3.563587
12,7.191288,6.924723,2.961774,-3.771463,-2.724141,-6.868331,-7.625948,-7.684294,-0.773682
13,-0.520209,9.002045,-0.471477,-6.721954,-4.849941,-7.441364,-5.632822,-3.523482,-3.941977
14,3.423731,8.194764,-3.036066,-1.307118,-4.381268,-7.007075,-6.609454,-8.379905,-3.872123
15,1.029091,5.955033,-1.054607,-1.577009,-3.853959,-3.712581,-6.188187,-5.483655,-1.992975
16,4.630365,6.557865,6.198668,-1.749983,-10.721984,-14.918530,-7.836832,-6.389173,-2.541349
17,7.101374,7.139610,5.943564,-1.960307,-5.414693,-12.965865,-9.101574,-8.969932,-1.950186
18,5.382815,6.595769,3.173683,-2.278369,-10.566979,-7.506008,-7.967886,-5.424315,-6.626893
19,1.518682,9.542618,4.141360,-2.600682,-6.762996,-7.677820,-3.733327,-8.386904,-2.407204
20,-5.859130,-8.785463,-5.909767,2.173436,7.522383,7.765343,7.226872,6.001452,2.528562
21,-0.180686,4.552270,-7.505366,-1.651813,3.085897,2.183054,3.791309,6.861548,0.930833
22,-0.200685,-5.775788,8.793855,-0.604885,-4.459987,-8.672320,2.851090,0.709039,-4.408901
23,1.935214,3.930220,-8.980655,3.868868,-4.633248,6.525689,-3.877897,-4.220931,-7.994817
24,0.779212,-8.118023,8.049416,-0.629291,-4.748227,-6.732351,2.316549,-1.925322,-3.245935
25,4.752606,7.796662,4.273212,-4.138750,-6.005160,-15.853908,-14.482165,-6.946494,-1.662188
26,4.271629,6.078217,3.228401,-3.100872,-7.104425,-5.903422,-4.858626,-6.660381,-5.743802
27,-1.087238,-10.392280,3.429053,0.614802,6.492433,4.911752,6.170454,7.382683,3.245736
28,6.744806,3.560702,7.218610,-1.001425,-8.770413,-7.241607,-3.908533,-9.120194,-4.631438
29,0.396985,9.754331,-3.998533,0.184992,-8.645133,-4.347450,-2.567553,-7.202025,-0.197558
30,-7.274282,-9.523217,-7.198696,1.776997,6.138660,8.615265,7.532468,5.929865,2.438066
31,0.748202,6.732342,-2.598563,-4.619710,0.752661,-2.473200,-6.770670,-7.568990,-0.050571
32,4.931447,2.315940,4.342544,-2.576129,-8.497567,-7.108344,-6.522404,-5.170449,-2.941844
33,-3.828834,-6.117825,-11.552654,3.641841,6.392733,10.786959,4.757466,5.717850,2.254519
34,-3.311259,7.087570,-3.041370,-0.470444,-8.563270,-7.083921,-8.132148,-7.924193,-6.159224
35,-5.285897,-8.235786,-8.162200,5.152523,10.146884,10.782790,5.204198,7.059902,2.797781
36,4.817713,7.937883,4.112745,-1.522239,-6.749027,-12.264770,-6.639443,-6.007555,-8.153057
37,-7.569448,-7.639186,-9.268796,5.477557,9.933852,9.681755,7.402674,6.441598,3.888100
38,8.781143,5.826541,8.868686,-0.317425,-4.424415,-12.273839,-11.089952,-3.373206,-5.244699
39,-2.543170,-10.996523,6.620203,3.795423,6.384546,6.147776,8.258817,5.450867,3.021859
40,5.431861,7.350846,2.667856,-0.499283,-7.133890,-10.755648,-6.276241,-8.917406,-4.378465
41,2.606635,5.909792,2.174704,-4.939652,-10.062985,-6.622748,-6.692233,-9.484111,-2.776951
42,-8.388098,-8.668529,-6.354060,3.736702,9.507358,12.572565,7.420428,6.398076,3.626230
43,-0.011229,7.789599,0.360359,-0.600240,-6.400058,-2.240496,-4.060504,-5.293631,-6.852477
44,1.832372,8.510754,-2.339713,-2.060112,-6.283369,-6.270115,-6.872084,-4.812192,-6.059575
45,6.680109,4.960420,9.470067,-2.375175,-7.773212,-12.001336,-11.797885,-1.454541,-0.345537
46,-2.456218,6.956753,-5.248129,-3.355009,-8.167557,-10.168614,-7.192493,-9.347571,-3.574658
47,5.239093,4.957685,2.324904,-2.639911,-8.755289,-2.820576,-9.091064,-9.445288,-3.783660
48,2.925631,6.394824,-3.598930,-0.312884,-5.637751,1.015855,-3.226691,-3.710066,-7.642337
49,-0.508829,6.371034,-0.881939,-3.673658,-11.582541,-5.449445,-4.416099,-4.572616,-7.585428
50,3.735570,7.773487,2.028872,-0.502467,-6.119483,-11.174315,-6.413901,-6.687623,-5.353307
51,5.652300,6.804686,4.954573,1.501123,-6.881054,-12.699179,-10.837756,-6.587530,-3.068818
52,6.959725,5.391968,7.617923,-3.029823,-3.222331,-13.206487,-10.147110,-8.922306,-0.154673
53,-8.558020,-12.606223,-7.468672,1.926569,8.564473,8.849170,6.124835,5.188996,4.966458
54,5.373477,4.808250,8.135764,-2.129672,-2.112994,-14.287172,-10.449587,-8.031415,-3.739271
55,-2.490144,-8.878737,-7.557182,3.654805,8.407849,11.274901,7.047401,7.074490,4.372378
56,-5.009063,-12.838762,-8.946630,4.278680,8.259411,8.640460,5.792554,6.195904,1.964199
57,-2.103049,-12.706002,-9.040928,0.754991,10.051604,9.250712,4.562864,4.908418,3.997282
58,3.560102,8.931447,-0.096701,-5.605771,-8.387209,-3.325453,-10.118819,-7.681966,-8.600462
59,6.311801,5.223932,4.135755,-1.612560,-5.305902,-5.836923,-7.619456,-7.685412,-4.440167
60,-0.792406,-6.246500,6.927993,-1.382456,-3.300427,-6.070020,6.314033,0.173708,-1.972481
61,-3.898281,-15.235108,-7.325809,3.285532,8.118212,10.381256,6.301730,5.522985,3.244438
62,0.147321,5.769021,-2.643234,-0.914759,-11.462446,-2.483513,-4.014581,-6.892025,-8.452637
63,6.056682,6.859756,5.507558,-4.062869,-10.152001,-9.585066,-4.665855,-7.715671,-6.119310
64,-6.357378,-12.169805,-9.763566,0.951236,7.272272,9.681749,7.931417,6.685325,2.866308
65,6.494386,6.904901,3.493261,-4.994128,-10.109615,-14.558553,-8.075799,-9.306420,-2.441312
66,6.630535,8.078390,5.737988,-4.462601,-6.615781,-10.945019,-9.988938,-5.394061,-3.495346
67,4.819589,8.407412,2.161451,-1.780649,-4.175411,-6.292370,-8.314897,-5.199806,0.885420
68,2.277818,6.665861,-6.181453,-6.966393,-2.275586,-0.856363,-2.179726,3.674277,5.014617
