67.0919,11.2341,,
 6,9617,-4.0657,0.7516
 6,5290,-4.0329,-2.0865
 6,6291,-4.6698,-3.3852
 6,4875,-4.2870,-2.7422
 6,6057,-0.1878,-1.4090
 6,3693,-3.4281,-2.3988
 6,7427,-5.7313,-0.1701
 6,2704,-2.5714,0.0311
 6,5435,-1.5214,0.5631
 6,3333,-2.9443,-1.4309
 6,3580,-1.4511,-2.6476
 6,9990,-2.2310,-2.0055
 6,8250,-3.6354,-1.9009
 6,3969,-5.8491,-1.1721
 6,6497,-4.6022,-1.9018
 6,5896,-5.4127,-2.1959
 6,6908,-2.7125,0.3771
 6,7102,-1.4019,-0.8771
 6,1564,-1.4181,-2.1196
 6,1273,-1.5436,-2.1012
 6,836,-2.7143,0.3081
 6,3792,-3.3371,0.6480
 6,335,-1.0237,-1.6005
 6,3929,-0.7219,-1.8666
 6,1852,-3.3403,-2.8191
 6,4199,-1.5580,-0.9315
 6,1564,-3.7184,-3.5618
 6,2531,-4.4003,-0.5444
 6,8550,-4.2055,-1.5517
 6,5290,-4.9064,-0.8920
 6,4922,-2.5143,-0.4047
 6,1442,-3.0136,-1.8820
 6,5399,-3.1386,0.4714
 6,2038,-2.3788,-1.8084
 6,791,-3.0550,-1.8132
 6,3158,-3.7177,-1.8397
 6,4729,-2.9216,-2.4997
 6,9178,-1.6717,0.0933
 6,2057,-5.0589,0.0703
 6,3068,-3.1011,0.9035
 6,1959,-2.8136,0.9496
 6,8958,-0.4386,-0.4151
 6,9056,-2.7529,-2.2487
 6,3402,-2.0115,-0.5080
 6,5531,-2.9898,-1.6464
 6,9279,-2.9737,0.8257
 6,9894,-3.5455,0.6948
 6,1513,-4.2023,-0.6074
 6,8085,-2.3250,-2.5152
 6,8550,-2.4769,-2.0865
 6,51,-0.9607,-2.9402
 6,4850,-0.5892,-3.0691
 6,3662,-3.9737,0.1632
 6,5649,-3.7340,-2.9174
 6,612,-2.4409,-0.7517
 6,7728,-3.8050,0.6426
 6,1932,-1.1612,-0.9584
 6,1417,-4.9715,-2.2248
 6,9766,-4.0431,-0.1275
 6,8705,-4.0912,-3.1041
 6,8436,-3.1361,-2.9740
 6,4456,-2.9915,-1.8014
 6,6736,-3.9290,-2.6764
 6,5892,-2.2639,-1.3093
 6,3725,-3.5856,0.2216
 6,9297,-1.7955,-1.9947
 6,8963,-1.6011,-3.2668
 6,3097,-1.4977,-2.5809
 6,5514,-2.7894,-1.7644
 6,805,-3.3676,-0.3799
 6,3024,-2.0122,-0.5404
 6,246,-2.6843,-1.9329
 6,4151,-3.3211,-2.5877
 6,9441,-3.1148,-1.8097
 6,5896,-4.7768,-3.2000
 6,237,-4.2856,-2.6296
 6,9373,-0.7623,-0.9641
 6,8484,-3.0354,-0.8367
 6,3960,-3.5648,-2.2639
 6,6581,-3.8743,-2.1906
 6,3621,-0.9381,-0.1645
 6,3000,-1.0582,-0.1227
 6,8084,-2.9645,0.5947
 6,9525,-3.6212,-2.2710
 6,9165,-3.0852,0.1651
 6,475,-4.7884,0.1833
 6,3568,-2.0495,-1.3967
 6,9716,-0.9721,-1.2369
 6,4724,-1.4340,-1.5716
 6,9352,-4.2932,-0.6863
 6,1501,-0.9447,-0.6085
 6,3668,-1.2035,-0.1324
 6,7732,-4.5408,-2.5755
 6,3553,-3.5031,-0.6485
 6,7473,-4.1061,-2.1852
 6,2234,-3.4201,0.3857
 6,9865,-3.5841,-1.0836
 6,7435,-2.3618,-0.5924
 6,6450,-3.1186,0.4234
 6,5218,-4.1472,-0.6530
 6,5938,-2.6359,0.3625
 6,92,-2.2017,0.1704
 6,315,-4.1288,-1.2375
 6,6468,-4.4407,-1.9317
 6,732,-0.8860,-1.5254
 6,9343,-4.0731,-0.5620
 6,3590,-2.6649,-2.0786
 6,7193,-2.1677,-2.6163
 6,5565,-4.6857,-0.5543
 6,6224,-4.4193,-0.1872
 6,7113,-3.1279,-2.2735
 6,6857,-2.1711,-2.6214
 6,3738,-2.9415,-1.7952
 6,3960,-0.9318,-0.7790
 6,9352,-0.4133,-1.0595
 6,1961,-3.9998,-0.6899
