73.5642,9.2500,,
17,8963,-1.3085,-2.4784
17,1932,-0.9756,-0.9098
17,3580,-0.9679,-2.4561
17,4644,-1.5949,-0.8448
17,9059,-0.8368,-1.2816
17,2918,-0.0630,-1.8984
17,7467,-0.9263,-0.8948
17,6857,-1.6734,-2.2608
17,51,-0.6781,-2.7330
17,7267,-1.4711,-1.8874
17,6962,-1.2388,-1.8135
17,924,-1.6060,-1.7179
17,3097,-1.0124,-2.4287
17,52,-2.0714,-1.4145
17,634,-1.0974,-2.4746
17,5549,-0.2332,-0.4829
17,8062,-0.5132,-1.6447
17,2664,-1.8213,-2.7565
17,9049,-2.1551,-2.3155
17,8951,-0.4809,-0.9104
17,8306,-1.3263,-1.8013
17,8906,-0.0769,-1.4667
17,9990,-1.7533,-2.0358
17,5865,-1.4696,-1.4265
17,7008,-1.3868,-1.9225
17,7859,-1.1558,-2.0991
17,8925,-1.0625,-0.5372
17,4334,-1.0239,-1.1791
17,807,-0.3449,-1.9397
17,4850,-0.4323,-2.7525
17,6811,0.0901,-2.7564
17,1150,-0.8396,-0.1016
17,5549,-0.8798,-0.0855
17,54,-1.3796,-2.0407
17,54,-0.8179,-2.2832
17,6405,-0.7257,-0.7286
17,9665,-0.9052,-2.6278
17,214,-0.9055,-1.4243
17,5490,-0.8136,-2.1063
17,7223,-0.9635,-1.8649
17,7102,-1.3629,-1.0075
17,6584,-1.6963,-1.7752
17,6705,-0.6765,-1.3724
17,2210,-1.0868,-1.1913
17,917,0.4102,-1.4222
17,1787,0.4457,-0.8308
17,4198,-0.2978,-0.5651
17,252,-0.0375,-1.1532
17,6298,0.3619,-1.4776
17,5788,0.5750,-1.8279
17,9297,-1.7516,-1.5876
17,9715,-1.6026,-1.4394
17,5549,0.1909,-1.0444
17,6203,-0.6300,-1.9186
17,1258,-0.9468,-1.7710
17,2913,-0.5062,-1.8260
17,337,-0.5474,-1.8548
17,5311,-1.0401,-1.4290
17,460,-0.5800,-1.0580
