837	2.737978	7.367461	4.758038	-0.308405	-24.217517	1.535734	-8.253141	-1.941020	7.344482	2.737187	7.367461	4.758038	-0.307152	-24.216777	1.535734	-8.245006	-1.920772	7.355888	-9.361896	-4.525719	-7.664119	6.331469	1.413236	7.347897	3.783291	11.321279	8.570391	2.736267	7.367460	4.758038	-0.305718	-24.215915	1.535734	-8.235735	-1.897921	7.368683	-0.199734	3.809265	4.535215	3.838041	-8.234528	1.621540	-0.691507	6.842896	8.566590	2.734106	7.367459	4.758038	-0.302432	-24.213877	1.535734	-8.214688	-1.846887	7.396953	2.735563	7.367460	4.758038	-0.304635	-24.215253	1.535734	-8.228775	-1.880915	7.378150	2.730995	7.367458	4.758038	-0.297889	-24.210907	1.535734	-8.186003	-1.779117	7.433842	
5005	2.003155	6.502962	7.575282	-10.645440	-22.778436	2.139624	-9.622642	-10.764797	-1.597608	-8.309391	5.116537	7.371379	0.318353	-4.842480	6.005818	-2.801711	1.656787	4.001420	-4.574825	5.212891	7.575274	-10.645397	-18.365264	2.142833	-9.335734	-10.477888	-1.597608	-9.526441	2.239892	-6.477715	6.335393	-0.572504	6.869974	7.630125	12.180755	4.096197	-9.526441	2.239892	-6.477716	6.335467	-0.572503	6.869974	7.630250	12.181086	4.096391	-9.526441	2.239892	-6.477714	6.335298	-0.572505	6.869974	7.629967	12.180335	4.095952	-9.526441	2.239892	-6.477711	6.335013	-0.572508	6.869974	7.629488	12.179064	4.095208	-9.526441	2.239892	-6.477714	6.335222	-0.572506	6.869974	7.629839	12.179994	4.095752	
855	-10.128976	-2.418885	-11.194938	5.864068	2.157511	5.937777	7.647454	13.343050	6.273674	0.299451	6.301918	6.967275	-8.623763	-13.043459	0.188463	-3.477054	-3.246895	0.808171	-10.128971	-2.418885	-11.194938	5.864067	2.157511	5.937777	7.647283	13.342681	6.273493	-10.128969	-2.418885	-11.194938	5.864067	2.157511	5.937777	7.647206	13.342514	6.273411	-10.128965	-2.418885	-11.194938	5.864067	2.157511	5.937777	7.647056	13.342193	6.273254	-10.128967	-2.418885	-11.194938	5.864067	2.157511	5.937777	7.647136	13.342365	6.273338	-10.128973	-2.418885	-11.194938	5.864068	2.157511	5.937777	7.647352	13.342830	6.273566	-10.128962	-2.418885	-11.194937	5.864066	2.157511	5.937777	7.646920	13.341899	6.273109	
2527	4.788621	6.416367	8.368810	-7.114655	-19.022216	3.583228	-9.347786	-8.418633	0.298098	-5.228179	-0.932287	-6.072820	7.853905	-0.680659	8.155295	6.437581	13.946175	6.877761	2.272373	6.364876	8.367177	-1.470585	-12.145940	3.583228	-2.777913	4.732959	6.879819	-5.228179	-0.932287	-6.072820	7.853905	-0.680659	8.155295	6.437507	13.946031	6.877697	-5.228179	-0.932287	-6.072820	7.853906	-0.680659	8.155295	6.437636	13.946283	6.877809	2.272169	6.364867	8.306085	0.859389	-6.412256	7.278436	-2.777820	4.733060	6.879819	-5.228179	-0.932287	-6.072820	7.853905	-0.680659	8.155295	6.437454	13.945926	6.877651	-5.228179	-0.932287	-6.072820	7.853905	-0.680659	8.155295	6.437390	13.945800	6.877596	
9194	-4.954833	-3.000058	-6.838824	6.767834	-2.974244	3.142529	6.657706	13.965507	7.015782	-4.954833	-3.000058	-6.838824	6.767832	-2.974244	3.142528	6.657617	13.965307	7.015692	-2.611204	1.472749	6.126678	-4.018182	-11.852772	-0.062586	-4.483582	-3.468487	0.722464	-4.954833	-3.000058	-6.838824	6.767835	-2.974244	3.142529	6.657768	13.965648	7.015846	-4.954833	-3.000058	-6.838824	6.767836	-2.974244	3.142529	6.657864	13.965863	7.015943	-4.954833	-3.000058	-6.838824	6.767833	-2.974244	3.142529	6.657658	13.965399	7.015733	-4.954833	-3.000058	-6.838824	6.767835	-2.974244	3.142529	6.657824	13.965773	7.015902	-4.954833	-3.000058	-6.838824	6.767831	-2.974244	3.142528	6.657551	13.965158	7.015625	
5863	0.961351	0.185436	-11.316243	4.895205	-2.853336	5.769039	6.512067	13.195862	6.934498	1.621523	0.343572	-7.485856	4.683998	-4.229961	4.122186	6.512035	13.195819	6.934487	2.642410	6.038980	6.152364	-12.832194	-13.972311	3.785285	-9.457814	-8.731836	0.976502	1.621523	0.343572	-7.485855	4.683998	-4.229961	4.122186	6.511981	13.195651	6.934379	-7.142616	-2.575074	-12.038533	4.909072	0.807181	6.918033	6.512067	13.195864	6.934499	0.961351	0.185436	-11.316242	4.895205	-2.853336	5.769039	6.512010	13.195687	6.934385	-1.503149	4.688572	5.861442	-2.564628	-5.854295	3.798611	-1.202261	5.485202	6.937988	-7.142616	-2.575074	-12.038533	4.909072	0.807181	6.918033	6.512015	13.195701	6.934394	
8368	-12.049701	-6.345822	-15.566175	6.517490	1.966767	8.125273	5.863637	13.756907	6.610685	-12.049697	-6.345822	-15.566085	6.517490	1.966767	8.125273	5.863475	13.756627	6.610580	-12.049692	-6.345822	-15.565956	6.517490	1.966767	8.125273	5.863247	13.756231	6.610431	-12.049702	-6.345822	-15.566214	6.517490	1.966767	8.125273	5.863706	13.757026	6.610730	-12.049689	-6.345822	-15.565868	6.517490	1.966767	8.125273	5.863088	13.755957	6.610328	-12.049699	-6.345822	-15.566121	6.517490	1.966767	8.125273	5.863540	13.756739	6.610622	-12.049690	-6.345822	-15.565904	6.517490	1.966767	8.125273	5.863153	13.756068	6.610370	-12.049695	-6.345822	-15.566020	6.517490	1.966767	8.125273	5.863361	13.756429	6.610505	
4210	-11.190460	-4.405568	-10.282978	5.303964	1.901778	7.750189	7.021571	10.517996	3.324481	-11.190460	-4.405568	-10.282978	5.304861	1.901778	7.750189	7.021607	10.519733	3.326153	-11.190460	-4.405568	-10.282978	5.301250	1.901778	7.750189	7.021465	10.512760	3.319439	-11.190460	-4.405568	-10.282978	5.300166	1.901778	7.750189	7.021423	10.510676	3.317432	-11.190460	-4.405568	-10.282978	5.300693	1.901778	7.750189	7.021443	10.511688	3.318407	-11.190460	-4.405568	-10.282978	5.299540	1.901777	7.750189	7.021398	10.509476	3.316276	-11.190460	-4.405568	-10.282978	5.301966	1.901778	7.750189	7.021493	10.514139	3.320768	-11.190460	-4.405568	-10.282978	5.302530	1.901778	7.750189	7.021515	10.515226	3.321814	
5064	-9.436359	0.597104	6.723753	-4.237743	-13.377590	2.219632	-8.604162	-11.620225	3.056663	-6.503134	-3.593881	-6.495741	7.729067	-0.265022	7.442401	-0.026147	-3.042209	3.056663	0.179540	0.396335	-5.818272	7.332164	-0.729980	7.441885	-0.656622	-3.671406	3.056233	-0.069925	0.543358	-5.723094	7.317512	-0.743100	7.441839	-1.343643	-3.691826	3.056500	-0.379569	0.387762	-5.668572	7.293715	-0.722575	7.441826	-1.564049	-3.711479	3.056691	-0.224628	-0.881929	-5.619026	7.259283	-0.608030	7.441913	-0.334769	-3.748270	3.056846	-0.988402	-0.195430	-5.579588	7.241526	-0.640779	7.441830	-1.310870	-3.752366	3.057027	-0.859575	-0.675821	-5.551706	7.230221	-0.588919	7.441860	-0.798839	-3.767249	3.057102	
905	-2.867196	5.514468	3.335728	-5.382119	-12.790225	1.438462	-7.110280	-6.857243	-0.250817	-5.350644	-5.171529	-14.927568	9.372755	0.218367	7.679500	6.159883	13.037379	6.373781	-5.350644	-5.171529	-14.927568	9.372756	0.218367	7.679500	6.160587	13.038620	6.374239	-5.350644	-5.171529	-14.927568	9.372755	0.218367	7.679500	6.160008	13.037601	6.373863	-5.350644	-5.171529	-14.927568	9.372755	0.218367	7.679500	6.160113	13.037785	6.373931	-5.350644	-5.171529	-14.927568	9.372754	0.218367	7.679500	6.159673	13.037011	6.373645	-5.350644	-5.171529	-14.927568	9.372754	0.218366	7.679500	6.159503	13.036711	6.373534	-5.350644	-5.171529	-14.927568	9.372756	0.218367	7.679500	6.160439	13.038360	6.374143	
