4999	-4.051646	4.842603	8.373324	-7.360458	-17.740340	1.062193	-5.291082	-7.654194	-0.513996	1.561572	7.185208	8.560401	-8.180985	-20.909640	1.062193	-6.436011	-8.799493	-0.514367	2.683001	7.399632	4.626003	-1.763523	-13.555967	1.062193	0.425818	4.384664	5.807962	-7.095986	-0.783900	-6.604209	5.126402	-0.854383	7.339215	7.937726	11.916373	5.827764	-2.463456	5.422696	4.625310	-1.578289	-10.750168	1.062222	1.216015	5.188133	5.821234	
4168	-4.214232	-3.974807	-11.385865	7.012499	1.534083	7.054523	7.635395	14.024773	6.496595	-4.214232	-3.974807	-11.385865	7.012499	1.534083	7.054523	7.635357	14.024680	6.496544	-4.214232	-3.974807	-11.385865	7.012499	1.534083	7.054523	7.635285	14.024506	6.496448	-4.214232	-3.974807	-11.385865	7.012499	1.534083	7.054523	7.635220	14.024347	6.496362	-4.214232	-3.974807	-11.385865	7.012499	1.534083	7.054523	7.635320	14.024592	6.496496	
9	-8.757119	-1.710249	-7.653251	7.262486	1.293205	5.858434	6.599585	12.917767	6.205876	-5.794066	3.531032	5.766780	-4.497176	-15.473644	1.216463	-5.459379	-5.421103	-0.074113	1.966840	3.144135	-2.682165	2.625822	-5.149640	1.332464	6.394601	12.713082	6.206153	-0.808246	5.214304	5.290398	-2.025308	-11.932966	1.216463	-1.985951	4.333075	6.206637	-0.884007	5.012705	5.819568	-4.497176	-15.553814	1.216463	-8.014775	-7.976499	-0.074113	
4174	-6.329710	-6.058864	-8.067165	5.729824	-1.231423	4.981311	7.054294	12.283706	4.369834	0.059598	4.529659	5.663654	-4.376368	-16.539120	-0.636648	-6.357494	-3.896000	1.601042	-6.329710	-6.058864	-8.067165	5.729824	-1.231423	4.981311	7.054204	12.283346	4.369582	-6.329710	-6.058864	-8.067165	5.729824	-1.231423	4.981311	7.054126	12.283032	4.369363	-6.329710	-6.058864	-8.067165	5.729824	-1.231423	4.981311	7.053980	12.282441	4.368950	
2512	-0.095841	4.187994	6.623682	-6.737493	-17.404082	0.151568	-5.989156	-7.105824	-0.538597	-11.759373	-3.143069	-10.183374	7.032019	0.066779	5.733875	6.109383	11.477387	5.946077	-5.520676	1.028082	6.621520	-6.737479	-16.380907	0.184632	-5.072988	-6.189655	-0.538597	-4.849640	-3.141310	-9.886764	4.230441	-2.429640	5.660470	-0.140989	-1.231348	-0.512288	3.229092	0.830355	-4.485250	-0.103241	-13.718109	0.490929	-0.143379	-1.233923	-0.512474	
5849	0.999509	-1.771294	-8.109524	5.403690	-5.730456	-0.545967	6.941792	14.006484	6.644658	-9.562284	-6.876547	-8.543399	6.694652	-0.820459	5.753206	6.942255	14.006949	6.644659	0.999509	-1.771294	-8.109523	5.403690	-5.730456	-0.545967	6.941737	14.006370	6.644617	-9.562284	-6.876547	-8.543398	6.694652	-0.820459	5.753206	6.942207	14.006850	6.644623	0.999509	-1.771294	-8.109524	5.403690	-5.730456	-0.545967	6.941837	14.006575	6.644692	
4183	-2.802843	2.112458	8.845482	-3.541675	-11.758390	2.191580	-5.196633	-5.238338	2.832234	2.691023	6.882026	8.848051	-4.145234	-14.639958	2.191580	-7.652056	-7.693761	2.832234	-3.699769	1.522247	8.552059	1.149269	-4.983769	6.614684	-3.437239	-3.478933	2.832245	-8.204905	-4.098498	-2.498596	6.148750	1.059048	6.787924	5.658791	8.828409	6.043558	-8.512021	1.489800	3.841888	5.792829	-2.828108	6.787819	0.182387	3.351932	6.043484	
6682	-5.756259	-7.147148	-3.209077	5.418334	-0.183758	4.936117	4.757998	13.154865	8.934818	-4.646730	-0.563826	3.402511	0.435878	-5.156598	-1.091146	-0.148912	8.257106	8.943664	-4.654830	-0.563804	3.409424	0.435044	-5.157053	-1.091186	-0.153629	8.252097	8.943616	-5.756259	-7.147148	-3.209077	5.418334	-0.183758	4.936117	4.758114	13.155036	8.934865	-5.756259	-7.147148	-3.209077	5.418334	-0.183758	4.936117	4.757879	13.154689	8.934770	
27	2.896000	5.782677	6.516321	-3.673765	-16.815691	2.469096	-9.406511	-7.816904	1.338164	-6.427295	-2.505538	-10.667947	5.811280	2.238943	7.010357	5.726294	12.564236	6.586665	4.916718	1.214409	-5.348748	2.747711	-5.615475	2.476961	5.725119	12.563054	6.586660	2.416768	1.145552	-8.534248	5.803368	-2.005307	6.778898	5.725435	12.563384	6.586672	0.863181	5.311615	6.351722	-2.726340	-12.212905	2.469096	-4.398332	2.324328	6.471159	
1688	-4.284045	2.961704	5.721138	-7.381139	-12.764649	-0.672757	-9.105926	-9.177428	-0.393872	1.959216	7.959286	5.723713	-7.381139	-15.676494	-0.699243	-9.653751	-9.725253	-0.393872	-12.483602	2.863099	4.071238	3.460907	-2.418502	2.942360	-2.977400	3.518461	6.173490	-12.394563	2.881182	5.061274	-1.836031	-4.573291	1.820478	-2.987381	3.508464	6.173474	-8.051765	-1.628057	-4.961193	5.975359	-1.389587	3.258489	2.990522	9.486770	6.173877	
8354	-3.551921	-3.833945	6.870270	-10.164851	-15.727793	4.145478	-8.596112	-7.034092	0.812978	-10.660656	-10.133427	-9.128194	5.225283	2.124092	7.114042	3.764404	11.623619	7.110297	-4.640476	-9.578514	-6.138557	0.502348	-5.394013	4.408355	3.764408	11.623624	7.110297	-10.660656	-10.133427	-9.128194	5.225256	2.124092	7.114042	3.763911	11.623015	7.110231	-10.026367	-3.918182	6.689651	-1.715220	-9.796536	4.145509	-2.282604	5.576841	7.110470	
4190	7.003071	2.533261	-3.838901	-0.890257	-10.607036	-0.451697	2.021002	-2.079421	0.584929	0.970718	2.531263	-5.027736	5.153246	-2.858795	5.142975	4.973393	7.243017	6.954976	1.249359	2.532157	-3.878288	2.697184	-6.172819	1.096575	4.973392	7.243016	6.954976	2.565930	7.596752	7.598805	-7.570332	-21.729291	-0.451983	-9.108301	-13.259971	0.533682	-2.960721	5.122398	7.598805	-7.567643	-18.121795	-0.451983	-6.239876	-10.391545	0.533682	
6689	4.459465	4.199146	4.224711	-11.824009	-26.699627	0.180334	-4.379224	-5.933284	-0.667660	0.953848	-1.366917	-7.655560	-2.599217	-12.993056	0.180334	7.623247	11.867510	5.131658	-4.207271	-6.771567	-7.655560	-2.596523	-9.386680	0.180335	7.624069	11.868440	5.131750	-9.638352	-7.146783	-10.684307	3.948209	-1.403541	6.425282	7.624066	11.868402	5.131721	0.953880	-1.366908	-7.655560	-2.599218	-12.993134	0.180334	7.623204	11.867066	5.131312	
860	0.776393	3.387237	6.266391	-2.625027	-18.552603	-0.986345	-3.591797	-5.230673	-1.583871	-6.008031	-7.853658	-9.444547	6.905239	-1.546472	4.624787	8.644959	12.193088	3.604125	-0.183297	-2.278760	-5.326202	1.646884	-4.765062	2.580325	8.644068	12.192229	3.604155	-0.183296	-2.278758	-5.326202	1.646884	-4.765064	2.580322	8.644015	12.191828	3.603826	-0.183295	-2.278756	-5.326202	1.646883	-4.765065	2.580320	8.643965	12.191443	3.603511	
1694	-5.703491	-5.679938	-3.586537	5.035927	-2.245842	4.759752	8.422977	12.995680	6.325822	0.464883	5.487793	5.952689	-0.312425	-12.851983	-0.530773	0.723636	5.298252	6.327639	0.824908	5.778998	7.130643	-10.039210	-16.405007	-0.629137	-6.719429	-8.547129	-0.074677	0.525793	-0.315020	-2.384079	-0.211006	-7.719212	1.214705	8.366430	12.939435	6.326111	0.525793	-0.315020	-2.384077	-0.211007	-7.719216	1.214702	8.366369	12.939242	6.325987	
8362	1.332710	6.689466	8.880998	-7.313278	-12.420544	0.419487	-10.263726	-10.330539	-0.333777	-5.323852	-3.673729	-1.095105	7.544110	3.284375	6.349686	4.471903	10.782657	6.043794	-0.686489	-1.897657	-6.952296	7.544110	2.193967	6.349686	5.433469	11.744152	6.043731	-0.688518	-0.405969	-1.094614	7.544110	2.199967	6.349686	4.471029	10.781787	6.043797	-5.323381	-5.174516	-6.952636	7.544110	3.284546	6.349686	5.433470	11.744153	6.043732	
1696	3.154289	4.546869	-3.766686	-2.783967	-16.602055	-0.374499	-3.641650	-3.190063	0.654070	-7.157310	-3.335110	-9.774504	8.242169	-4.971254	-0.347586	6.739644	12.581284	6.044129	-12.166836	-3.335130	-15.538476	8.251796	-0.566135	5.532937	6.739653	12.581300	6.044136	1.661922	8.880155	2.234758	-2.945290	-17.193870	-0.374499	-5.649843	-5.198439	0.653888	-4.713572	3.223003	2.234758	-2.945241	-11.807190	-0.374499	-5.646858	-5.195454	0.653888	
5866	-8.978064	-1.283982	-11.651219	6.510384	-0.575083	2.554631	6.160389	13.004699	7.381926	-6.490451	4.303212	5.725233	-6.190931	-15.583340	-1.087986	-7.226383	-4.622771	3.141049	-8.978064	-1.283982	-11.651177	6.510384	-0.575083	2.554631	6.160234	13.004477	7.381864	-8.978064	-1.283982	-11.651252	6.510384	-0.575083	2.554631	6.160512	13.004877	7.381975	-8.978064	-1.283982	-11.651121	6.510384	-0.575083	2.554631	6.160024	13.004174	7.381780	
3367	-12.101985	-7.429536	-11.944481	7.505650	3.693597	6.647085	7.096240	13.226564	6.567682	-2.360736	-1.249771	4.893524	-7.134008	-8.075084	0.241572	-4.055311	-4.372182	0.120362	1.998388	3.987337	4.979712	-7.164747	-10.055273	0.174498	-7.379700	-7.738970	0.077963	-12.101985	-7.429536	-11.944251	7.505650	3.693597	6.647085	7.095143	13.224814	6.567097	-12.101985	-7.429536	-11.944447	7.505650	3.693597	6.647085	7.096077	13.226303	6.567595	
