835	-10.722509	-3.646489	-7.845979	5.887355	2.777444	7.669039	7.104922	11.069230	4.974012	-7.104728	0.298110	8.281860	-10.739157	-10.266752	2.758091	-4.150741	-6.385766	-1.227787	-10.722509	-3.646489	-7.845977	5.887257	2.777444	7.669039	7.104505	11.062932	4.969657	-10.722509	-3.646489	-7.845978	5.887318	2.777444	7.669039	7.104765	11.066860	4.972373	-10.722509	-3.646489	-7.845978	5.887336	2.777444	7.669039	7.104843	11.068042	4.973190	-10.722509	-3.646489	-7.845977	5.887279	2.777444	7.669039	7.104600	11.064370	4.970650	-10.722508	-3.646489	-7.845977	5.887244	2.777444	7.669039	7.104450	11.062101	4.969082	-10.722509	-3.646489	-7.845978	5.887305	2.777444	7.669039	7.104709	11.066013	4.971787	-10.722509	-3.646489	-7.845977	5.887290	2.777444	7.669039	7.104646	11.065066	4.971132	
4184	-9.152632	-3.761796	-13.262109	5.836333	0.234857	6.891382	5.246694	13.008431	6.814279	-9.152632	-3.761796	-13.262109	5.836333	0.234857	6.891382	5.246556	13.008219	6.814222	1.020022	7.561479	2.951865	-2.076186	-12.266199	0.923995	-10.395188	-8.076218	1.370663	-9.152632	-3.761796	-13.262109	5.836333	0.234857	6.891382	5.245585	13.006728	6.813820	-9.152632	-3.761796	-13.262109	5.836333	0.234857	6.891382	5.245892	13.007199	6.813947	-9.152632	-3.761796	-13.262109	5.836333	0.234857	6.891382	5.245081	13.005952	6.813611	-9.152632	-3.761796	-13.262109	5.836333	0.234857	6.891382	5.246115	13.007541	6.814039	-9.152632	-3.761796	-13.262109	5.836333	0.234857	6.891382	5.245763	13.007001	6.813893	-9.152632	-3.761796	-13.262109	5.836333	0.234857	6.891382	5.246382	13.007951	6.814150	
1685	5.085682	7.758938	4.657641	-8.532959	-16.916196	0.793593	-11.268945	-5.856458	4.072880	5.001112	7.747568	-1.690325	-8.081856	-7.686897	0.793758	-7.263183	-1.752804	4.171000	3.241437	7.730465	-1.761215	-4.536502	-5.497285	0.863230	-1.118884	6.081961	5.861332	3.584977	1.471473	-7.136167	-3.778759	-5.555858	0.853008	4.864828	12.063760	5.860242	4.032404	7.755194	4.657641	-6.918057	-12.084272	0.793593	-5.194157	1.790753	5.642028	4.287312	7.756635	4.657641	-7.218613	-12.279513	0.793593	-5.705239	1.125469	5.402547	4.072988	7.755461	4.657641	-6.958923	-12.110249	0.793593	-5.261927	1.694816	5.615439	3.984400	7.754857	4.657641	-6.871488	-12.055157	0.793593	-5.117381	1.901306	5.669647	4.183880	7.756114	4.657641	-7.081828	-12.189661	0.793593	-5.468593	1.416140	5.523321	
1686	1.021096	1.122785	-4.695967	0.441628	-7.172178	1.232480	2.860667	10.937992	7.699667	-10.320257	-4.754137	-6.143152	5.504926	3.105455	6.571697	2.866547	10.943877	7.699668	-10.320257	-4.754137	-6.143151	5.504882	3.105448	6.571697	2.863807	10.940746	7.699537	-10.320257	-4.754137	-6.143151	5.504845	3.105442	6.571697	2.861543	10.938160	7.699429	-10.320257	-4.754137	-6.143150	5.504816	3.105438	6.571697	2.859779	10.936144	7.699345	-10.320257	-4.754137	-6.143150	5.504830	3.105440	6.571697	2.860623	10.937108	7.699386	-10.320257	-4.754137	-6.143152	5.504900	3.105451	6.571697	2.864934	10.942034	7.699591	-10.320257	-4.754137	-6.143152	5.504914	3.105453	6.571697	2.865786	10.943008	7.699632	-10.320257	-4.754137	-6.143151	5.504859	3.105445	6.571697	2.862413	10.939154	7.699471	
5855	-6.054494	0.050912	-5.171179	3.760901	3.016996	6.351768	7.110935	13.018181	7.192008	2.834127	7.583522	5.966171	-2.386100	-14.486022	-0.109306	1.796996	7.697576	7.185034	-6.054494	0.050912	-5.171179	3.760901	3.016996	6.351768	7.111127	13.018641	7.192262	-6.054494	0.050912	-5.171179	3.760901	3.016996	6.351768	7.111044	13.018441	7.192151	-6.054494	0.050912	-5.171179	3.760901	3.016996	6.351768	7.111212	13.018844	7.192374	-6.054494	0.050912	-5.171179	3.760901	3.016996	6.351768	7.110860	13.018001	7.191909	-6.054494	0.050912	-5.171179	3.760901	3.016996	6.351768	7.110703	13.017626	7.191702	-6.054494	0.050912	-5.171179	3.760901	3.016996	6.351768	7.110784	13.017819	7.191808	-6.054494	0.050912	-5.171179	3.760901	3.016996	6.351768	7.110608	13.017397	7.191576	
28	2.732891	1.259317	-7.726508	2.095243	-2.731951	1.970790	3.443431	-2.051185	-3.715996	-3.708883	-0.135847	6.890306	-5.203491	-13.173469	-2.796657	-3.253458	-8.748411	-3.716332	-3.682362	-5.346068	-8.909346	2.519179	-1.730122	2.265393	3.443460	-2.051156	-3.715996	-0.253543	5.329710	6.890329	-7.275664	-13.638418	-2.816367	-6.642466	-12.039706	-3.716334	3.616818	1.259378	-5.478102	-2.541041	-7.260520	-0.889301	3.443431	-2.051185	-3.715996	-0.327803	5.162560	6.890329	-7.294541	-13.631098	-2.816397	-6.594784	-12.044894	-3.716323	-8.267406	-5.346779	-8.947268	8.293716	-1.691081	2.274183	7.406531	8.509320	2.881409	-0.191794	5.287511	6.890329	-7.269949	-13.633499	-2.816276	-6.476434	-12.039209	-3.716341	-0.198599	5.240286	6.890329	-7.273517	-13.630989	-2.816271	-6.435801	-12.040348	-3.716340	
5870	-10.501148	-4.429429	-13.018765	4.215398	4.354523	3.841608	6.269451	12.955335	7.919781	-10.501141	-4.429429	-13.018765	4.215398	4.354523	3.841608	6.269154	12.954948	7.919705	-10.501145	-4.429429	-13.018765	4.215398	4.354523	3.841608	6.269306	12.955146	7.919744	-10.501153	-4.429429	-13.018765	4.215398	4.354523	3.841608	6.269689	12.955646	7.919842	-1.306453	4.453565	5.742578	-7.109723	-10.448152	-1.347534	-3.071139	3.618930	7.922578	-0.796798	5.499717	5.749819	-8.948832	-15.298384	-1.819971	-11.315727	-10.800250	1.747985	-10.501129	-4.429429	-13.018765	4.215398	4.354523	3.841608	6.268579	12.954199	7.919559	-10.501132	-4.429429	-13.018765	4.215398	4.354523	3.841608	6.268750	12.954422	7.919602	-10.501136	-4.429429	-13.018765	4.215398	4.354523	3.841608	6.268907	12.954626	7.919642	
46	2.855751	6.982079	6.879337	-6.316041	-19.547853	1.202606	-6.727929	-8.938421	-0.664464	-9.002625	2.407971	-9.908731	5.886084	0.583235	6.870745	7.525873	11.852731	5.872909	-2.000546	5.725773	6.196300	-6.315713	-18.158493	1.202606	-5.093553	-7.304041	-0.664459	-9.002625	2.407971	-9.908731	5.886077	0.583235	6.870745	7.524978	11.850786	5.871991	-9.002625	2.407971	-9.908731	5.886081	0.583235	6.870745	7.525556	11.852043	5.872584	-9.002625	2.407971	-9.908731	5.886079	0.583235	6.870745	7.525239	11.851353	5.872259	-9.002625	2.407971	-9.908731	5.886063	0.583235	6.870745	7.523325	11.847192	5.870294	-9.002625	2.407971	-9.908731	5.886050	0.583235	6.870745	7.521800	11.843873	5.868727	-9.002625	2.407971	-9.908731	5.886073	0.583235	6.870745	7.524548	11.849851	5.871549	
2544	-13.007570	-1.874953	-8.544752	6.735388	3.589572	6.784222	7.942851	13.846989	7.079173	-13.007570	-1.874953	-8.544753	6.735392	3.589572	6.784222	7.942900	13.847112	7.079243	-7.388401	1.113662	6.291140	-3.336628	-10.552898	0.637983	-3.980582	-3.501258	1.653827	-8.378960	1.113612	5.914522	-0.218675	-3.010237	6.757481	-3.980564	-3.501241	1.653827	-13.007570	-1.874953	-8.544751	6.735384	3.589572	6.784222	7.942802	13.846864	7.079102	-13.007570	-1.874953	-8.544755	6.735397	3.589572	6.784222	7.942960	13.847262	7.079328	-13.007570	-1.874953	-8.544749	6.735375	3.589572	6.784222	7.942686	13.846572	7.078936	-13.007570	-1.874953	-8.544750	6.735381	3.589572	6.784222	7.942758	13.846754	7.079040	-13.007570	-1.874953	-8.544746	6.735366	3.589572	6.784222	7.942579	13.846302	7.078783	
7542	-11.407404	-4.415684	-11.999945	5.391065	1.389975	6.495315	7.055701	11.566090	7.509266	1.630452	7.052961	5.977769	-6.294324	-17.198068	0.331675	-7.542874	-8.404630	2.137122	-3.443954	3.547147	5.977767	-6.279374	-13.278399	0.332914	-4.598756	-3.879667	3.575748	-3.434873	3.776361	5.977766	-6.279037	-13.278493	0.332914	-4.916495	-3.874600	3.577770	-2.329450	3.177833	5.977755	-6.274314	-13.278204	0.332914	-3.943458	-3.869955	3.571934	-3.191280	4.070982	5.977764	-6.277880	-13.278648	0.332914	-5.165737	-3.863482	3.579481	-3.301200	3.394731	5.977766	-6.279168	-13.278341	0.332914	-4.373965	-3.880283	3.574289	-3.012159	4.197896	5.977762	-6.277049	-13.278733	0.332913	-5.174225	-3.857922	3.579745	-1.433186	4.281904	5.977738	-6.264885	-13.278883	0.332914	-4.139674	-3.843545	3.574656	
