7498	-8.176258	-1.849776	-3.761878	4.176150	-0.114635	6.597197	-0.754786	-2.976420	1.721837	-11.136313	-6.343037	-7.363525	6.635265	0.171811	6.615535	5.867460	9.207401	7.283411	-5.605259	-0.346733	4.688260	-4.595889	-6.909669	0.373646	-2.904780	-5.127080	1.721171	
3333	6.031637	-0.807595	-6.133760	0.294032	-12.445342	1.295623	-0.164350	-3.163091	-4.461598	-2.207716	0.795605	4.466022	-2.521598	-22.127297	1.295623	-5.353683	-8.352501	-4.461676	-6.369832	-6.096370	-8.960335	6.883879	-2.383549	7.936245	5.438160	8.850045	1.949031	
2	-12.004152	-5.863799	-9.046252	6.546432	2.529914	7.345032	8.804207	10.639274	5.859583	-5.848537	-1.041837	7.167998	-2.986366	-12.112408	3.040827	-3.500537	-7.553250	-0.028197	3.979188	4.188821	0.521127	-0.705819	-8.853271	3.040827	0.670967	-3.319250	0.034299	
7500	3.427381	7.208280	7.723158	-12.448081	-18.065472	0.538532	-11.071884	-14.256609	-3.159287	-3.366938	1.511807	4.398206	-0.851214	-7.584891	0.538641	1.399254	4.149999	2.776182	-6.088556	-1.831841	-5.024844	5.619194	0.286170	5.570073	6.867450	9.618347	2.776341	
2501	6.109565	3.623872	-3.199787	3.846049	-3.271972	7.482508	7.670173	11.318809	3.463296	6.435843	4.506438	3.696156	1.137263	-5.822456	7.471704	4.494917	8.154577	3.473747	0.068323	2.619055	-8.819506	6.300010	2.371688	7.482518	8.287224	11.897140	3.425744	
4167	-0.486248	8.298198	7.214386	-5.560801	-19.187009	3.167914	-6.074776	-6.840493	0.448834	-6.286984	3.338261	7.189958	-4.369123	-18.999687	3.167914	-4.195394	-4.961100	0.448846	-12.263396	2.277321	-11.554862	8.053422	-0.595165	6.035254	5.959831	10.258653	5.513373	
5834	1.442145	8.223587	7.348993	-6.434321	-17.978479	0.128926	-9.703908	-11.698820	-1.465200	-1.077554	0.290294	-2.668488	4.025268	-3.662129	2.601292	6.627937	10.736214	4.637990	-10.945367	-4.390251	-6.841363	6.396623	0.496599	6.272807	6.628425	10.736702	4.637990	
3	4.253992	6.943726	5.977971	-2.965453	-20.636622	1.520375	-5.111654	-2.536820	4.005088	5.543548	6.943726	5.766047	-0.227786	-16.425951	1.528034	-1.310905	1.453859	4.195017	-4.125623	-4.625891	-5.561718	4.890546	0.340236	7.308759	4.735459	7.994449	4.689244	
1669	-7.682548	-3.431624	-13.053713	5.334370	5.904618	5.999058	6.120491	10.746002	5.766692	3.903891	1.437191	-6.479395	-0.186070	-7.720944	1.446615	5.932541	10.558051	5.766692	3.242174	6.719763	5.067086	-11.836528	-15.124759	1.445610	-7.872453	-9.280150	-0.266516	
3336	-6.037664	-4.493334	-5.669641	3.518071	-3.390855	6.346560	6.102916	9.640400	5.589616	-2.904944	-0.058528	5.139222	-3.056329	-21.611991	1.219608	-3.096331	-5.617894	-0.469431	1.888881	5.920782	5.186458	-4.957489	-26.212854	1.219332	-5.178186	-7.699764	-0.469446	
8334	2.351405	6.620040	4.607414	-9.322081	-17.316939	-3.397255	-6.470501	-8.128818	-0.644652	-8.017070	-4.636302	-12.160550	7.968764	-1.498589	0.781018	4.305459	9.269117	5.977322	1.746867	6.612746	3.933752	1.839456	-8.630755	-3.317633	-1.723931	3.239491	5.977086	
4169	-10.803352	-1.750275	-10.495719	5.869094	2.739553	8.409439	5.312016	12.261653	7.009823	-3.480839	4.161516	6.204632	-8.933787	-11.041211	4.766798	-6.450302	-6.063884	0.446599	1.618710	6.684577	6.204632	-8.933787	-16.486643	4.766798	-7.868533	-7.482115	0.446599	
7503	2.731123	6.798984	6.151139	-4.915407	-20.019775	3.910792	-8.228480	-4.812050	5.106171	-8.083412	-3.519466	-8.598972	6.330397	0.989453	8.917189	2.399115	8.901401	8.192027	-3.403075	3.407148	6.147892	-4.754368	-13.504362	3.910792	-7.688300	-4.271768	5.106273	
7504	4.908072	1.055002	-7.253459	3.840730	-6.473946	2.987578	7.064906	13.415412	6.222125	-3.089892	-1.278754	-12.568056	6.785001	1.357977	5.720467	7.083262	13.433700	6.222063	4.245337	7.134867	5.236534	-1.885263	-17.737098	2.983560	-10.944971	-8.093366	2.723034	
5004	1.751535	5.798202	6.052538	-5.355032	-16.480947	1.075773	-7.569669	-7.862140	0.656896	-11.274087	2.110974	4.303849	6.151375	-2.836650	6.635393	-1.464503	4.546753	6.960623	-8.028453	-4.078843	-5.392003	6.666689	-1.063656	7.171878	6.675849	12.687000	6.960569	
