Pattern,cluster,prob,probO,lenB,avgS
central,1.197147228926509,2.6814
gata6_down_s1,1.1785065432345123,2.4574
gata6_down_s2,1.1710679674087425,2.4119
gata6_down_s3,1.1708813979349366,2.3949
gata6_down_s4,1.1732025348290571,2.3778
gata6_down_s5,1.1712358104228604,2.3675
gcnf_down_s1,1.2575862384932777,2.7615
gcnf_down_s2,1.2778178969441873,2.7641
gcnf_down_s3,1.2806163293905388,2.7621
gcnf_down_s4,1.2820680318632187,2.7631
gcnf_down_s5,1.2791563255872773,2.7655
cdx2_down_s1,1.1996202079465759,2.5896
cdx2_down_s2,1.2046604788542232,2.4195
cdx2_down_s3,1.2045391126297396,2.2929
cdx2_down_s4,1.2075609235489584,2.2211
cdx2_down_s5,1.2393991397167994,2.2143
klf4_down_s1,1.2147381259327819,2.6938
klf4_down_s2,1.2287810424791752,2.6802
klf4_down_s3,1.2445082489245543,2.6663
klf4_down_s4,1.245510490468305,2.6578
klf4_down_s5,1.2515026534556009,2.6545
nanog_down_s1,1.2380941618277173,2.667
nanog_down_s2,1.2457350744234899,2.6445
nanog_down_s3,1.2466840977835054,2.6182
nanog_down_s4,1.2481135307155204,2.6041
nanog_down_s5,1.2479850426679087,2.5896
pbx1_down_s1,1.2049244900300693,2.591
pbx1_down_s2,1.2025605740376075,2.5655
pbx1_down_s3,1.1904956477541053,2.562
pbx1_down_s4,1.1863964348021414,2.5512
pbx1_down_s5,1.1789442372351373,2.5457
oct4_down_s1,1.2058199665187763,2.4318
oct4_down_s2,1.206463322643591,2.2681
oct4_down_s3,1.2056861623779564,2.1602
oct4_down_s4,1.2067398269742193,2.0791
oct4_down_s5,1.2024388317307846,2.024
sox2_down_s1,1.2044858018169984,2.2165
sox2_down_s2,1.1942781874423436,2.1016
sox2_down_s3,1.1933192450198205,2.0597
sox2_down_s4,1.1919137213489492,2.0357
sox2_down_s5,1.197458452224156,2.0165
gata6_down_s6,1.1669934498624408,2.3564
gata6_down_s7,1.1617068501878476,2.3516
gata6_down_s8,1.1623113388678301,2.3489
gata6_down_s9,1.1625979700613087,2.3476
gata6_down_s10,1.159266757853652,2.3438
gcnf_down_s6,1.2793651230543994,2.7636
gcnf_down_s7,1.2783160263666584,2.7637
gcnf_down_s8,1.278076707695973,2.763
gcnf_down_s9,1.2771825452580217,2.7627
gcnf_down_s10,1.273990056629323,2.7633
cdx2_down_s6,1.244370261132054,2.1835
cdx2_down_s7,1.2485233493628294,2.1627
cdx2_down_s8,1.2498699946921121,2.1385
cdx2_down_s9,1.2538767357952514,2.1209
cdx2_down_s10,1.2528029622280896,2.1033
klf4_down_s6,1.2556319875284396,2.6486
klf4_down_s7,1.2581848453171243,2.6438
klf4_down_s8,1.2634824591948843,2.6434
klf4_down_s9,1.2623438081043306,2.6395
klf4_down_s10,1.2659828972553535,2.6356
nanog_down_s6,1.2495645116572507,2.5771
nanog_down_s7,1.2514977271867618,2.576
nanog_down_s8,1.2530792549797152,2.5677
nanog_down_s9,1.2558266594509009,2.5656
nanog_down_s10,1.253324300560946,2.5602
pbx1_down_s6,1.1746153983885694,2.5461
pbx1_down_s7,1.1760942995696493,2.5429
pbx1_down_s8,1.169934655739291,2.5424
pbx1_down_s9,1.1740112855236156,2.5409
pbx1_down_s10,1.1749330162424645,2.5412
oct4_down_s6,1.1994169330950724,1.9788
oct4_down_s7,1.1950133636370743,1.9425
oct4_down_s8,1.195628530393345,1.9183
oct4_down_s9,1.1941332640561781,1.8948
oct4_down_s10,1.1932811072719576,1.8766
sox2_down_s6,1.1960725312421385,2.0072
sox2_down_s7,1.194376753444561,1.9984
sox2_down_s8,1.195072942457813,1.9928
sox2_down_s9,1.1951168894694937,1.988
sox2_down_s10,1.192029864968499,1.9833
gata6_over_s1,1.2216794849004526,2.6314
gata6_over_s2,1.2131210916083768,2.5632
gata6_over_s3,1.2104954170252844,2.5202
gata6_over_s4,1.2050106363214546,2.4924
gata6_over_s5,1.2002777600487313,2.4747
gcnf_over_s2,1.245983441281771,2.5267
gcnf_over_s3,1.248664586040091,2.4933
gcnf_over_s4,1.2511534951017964,2.4747
gcnf_over_s5,1.25566333704638,2.4567
cdx2_over_s1,1.211731924797729,2.4367
cdx2_over_s2,1.2205909639469794,2.3429
cdx2_over_s3,1.2275702514779046,2.2915
cdx2_over_s4,1.2355465038971098,2.2521
cdx2_over_s5,1.2416589710481913,2.2143
klf4_over_s1,1.187263660797955,2.6848
klf4_over_s2,1.177670303161367,2.6904
klf4_over_s3,1.168522894342177,2.6949
klf4_over_s4,1.1642602745472928,2.6975
klf4_over_s5,1.1639650325352768,2.7026
nanog_over_s1,1.1535639414326382,2.6475
nanog_over_s2,1.1522609556620766,2.6415
nanog_over_s3,1.1495288853329457,2.6392
nanog_over_s4,1.1488319517016292,2.6418
nanog_over_s5,1.1530133604002515,2.6312
pbx1_over_s1,1.2335836139382275,2.6188
pbx1_over_s2,1.236271260801748,2.582
pbx1_over_s3,1.2373301836597386,2.5657
pbx1_over_s4,1.238307853654097,2.5588
pbx1_over_s5,1.2321501129525807,2.5533
oct4_over_s1,1.2287301672418074,2.626
oct4_over_s2,1.229446773851307,2.565
oct4_over_s3,1.2394553459409496,2.5228
oct4_over_s4,1.2436340546698275,2.5019
oct4_over_s5,1.2459859129644129,2.4873
sox2_over_s1,1.1954098086803837,2.6089
sox2_over_s2,1.2018949425347905,2.5559
sox2_over_s3,1.2021646926312821,2.5277
sox2_over_s4,1.20599083695957,2.5105
sox2_over_s5,1.2094771121776988,2.4969
