0.870349	0.714263	0.322123	0.312431	-1.819422	-1.149210	-0.896746	-1.564920	-1.053790
0.887059	0.713962	0.348415	0.312431	-1.818440	-1.147915	-0.837136	-1.564916	-1.053790
0.785758	0.713786	0.328435	0.312431	-1.817985	-1.115426	-0.722186	-1.564918	-1.053790
0.856265	0.713732	0.352428	0.312431	-1.817669	-1.133772	-0.770120	-1.564914	-1.053790
0.751266	0.714309	0.284379	0.312431	-1.819775	-1.113724	-0.797738	-1.564926	-1.053790
1.341419	0.948932	0.777799	-0.585614	-0.985686	-1.962546	-1.896197	-1.305347	-1.081315
1.344053	1.035520	0.762234	-0.596192	-0.842903	-1.999169	-1.923975	-1.407675	-1.105673
1.580222	0.969597	0.675702	-0.666693	-1.417409	-0.939510	-1.534094	-1.057838	-1.031442
1.536805	0.912992	0.577794	-0.674558	-1.397235	-0.935334	-1.466185	-1.028251	-0.875977
1.266456	0.917916	0.697045	-1.169841	-1.028819	-1.479346	-0.732981	-0.498855	-0.653014
1.237173	0.920500	0.873544	-1.135368	-0.953961	-1.386744	-0.701921	-0.484670	-0.602123
1.201587	1.128761	0.793861	-0.337037	-1.029227	-1.023120	-0.869196	-1.379591	-1.105156
1.269616	1.125792	0.782808	-0.241478	-0.846591	-0.982349	-0.894964	-1.363566	-1.145374
1.434972	1.004945	0.552660	-0.764061	-1.725361	-0.764286	-0.886832	-1.577300	-0.890440
1.420863	1.135945	0.515592	-0.850921	-1.844847	-0.874365	-0.923909	-1.546090	-0.827941
1.605205	0.927897	0.854800	-0.653418	-1.337226	-0.901192	-1.420539	-1.292199	-0.949971
1.472865	0.894160	0.780766	-0.706194	-1.173559	-0.908419	-1.352333	-1.259351	-0.959916
1.382952	0.764267	0.849777	-0.243750	-0.636620	-1.199732	-1.346823	-1.199908	-0.562947
1.389944	0.798812	0.940758	-0.265961	-0.743014	-1.072213	-1.447883	-1.102636	-0.616004
1.220879	0.886064	0.576045	-0.710824	-1.217834	-0.902487	-1.723521	-1.092162	-1.550174
1.223131	0.951685	0.537985	-0.767398	-1.197834	-0.690340	-1.733872	-1.170450	-1.501341
1.306721	1.023160	0.992141	-0.434757	-1.071349	-0.906741	-1.163909	-0.326482	-1.024710
1.338211	1.119229	0.991423	-0.407256	-0.907863	-0.893999	-1.232677	-0.465205	-1.064730
0.894778	0.940408	1.273282	-0.832858	-1.221983	-2.218688	-1.452469	-1.146771	-1.073000
0.893466	0.995978	1.219221	-0.754191	-1.126978	-2.118357	-1.459483	-1.158812	-0.882509
1.406573	0.952500	0.765785	0.030999	-0.998067	-0.963200	-1.128252	-1.062028	-0.557844
1.334045	0.975310	0.830990	0.131609	-0.850723	-0.915791	-1.002225	-1.108574	-0.639964
1.357158	1.029641	0.988502	0.003357	-1.173548	-1.315424	-1.795762	-1.220764	-0.853110
1.429968	0.970105	0.972198	-0.131748	-1.314325	-1.252861	-1.856074	-1.331720	-0.804876
1.372667	1.058640	0.770681	-0.617885	-0.870443	-1.099387	-1.385382	-1.216931	-0.026082
1.234900	1.046489	0.848141	-0.551632	-0.928036	-1.213005	-1.342919	-1.315129	0.089594
1.316463	1.142340	0.816761	-1.356507	-0.946142	-1.262456	-1.476301	-0.553841	-0.770447
1.264361	1.135455	0.645993	-1.352002	-0.900598	-1.332117	-1.364899	-0.690634	-0.798397
0.833553	1.088542	0.676213	-0.398945	-0.959571	-1.164414	-1.469246	-0.540785	-1.030139
0.896662	1.092969	0.560900	-0.538409	-1.008204	-1.122895	-1.567713	-0.454334	-0.916032
1.294464	0.901438	0.671674	-0.712986	-1.097227	-1.310705	-1.429294	-1.047347	-0.546151
1.164193	1.004955	0.640313	-0.738080	-1.029389	-1.213597	-1.482305	-0.889069	-0.507344
1.153291	0.892365	0.771327	-0.874690	-1.061000	-1.430705	-1.254233	-1.549910	-0.839358
1.236013	0.992359	0.778023	-0.901196	-0.986756	-1.228659	-1.262231	-1.545697	-0.941317
1.289927	0.886083	0.886841	-0.077651	-1.188341	-1.484650	-1.053817	-1.204877	-0.336015
1.381844	0.825688	0.896863	-0.108370	-1.065895	-1.500217	-0.976258	-1.401227	-0.293343
1.284412	0.704116	0.832832	-0.247791	-0.896421	-1.355776	-0.973119	-1.334944	-0.833730
1.311278	0.744278	0.965527	-0.266162	-0.863679	-1.457052	-1.028745	-1.179329	-0.963765
0.960670	1.168685	1.036905	-0.037198	-1.319667	-1.337130	-1.609247	-1.083638	-1.531396
1.080787	1.033919	1.119107	0.034070	-1.305474	-1.270130	-1.606991	-0.993782	-1.672334
1.283572	0.995542	0.878601	-0.951115	-1.111942	-1.213501	-1.330705	-0.963161	-1.059420
1.301528	0.994266	1.045431	-0.812833	-0.994283	-1.327234	-1.384829	-1.002500	-1.042609
1.019018	0.943410	0.538279	-0.292173	-1.079657	-0.851075	-1.767347	-1.022435	-0.996933
