NODE295X	GENE11197X	GENE10502X	0.996965	2
NODE296X	GENE17485X	GENE13147X	0.996964	31
NODE297X	GENE13452X	GENE9459X	0.996963	2
NODE298X	GENE14240X	GENE12632X	0.996959	2
NODE299X	GENE11582X	GENE7972X	0.996958	4
NODE300X	GENE23617X	GENE5670X	0.996955	51
NODE301X	GENE7500X	GENE884X	0.996946	2
NODE302X	GENE14894X	GENE10068X	0.996945	6
NODE303X	GENE17276X	GENE14215X	0.996943	2
NODE304X	GENE3974X	GENE1231X	0.996941	2
NODE305X	GENE17334X	GENE1764X	0.996940	53
NODE306X	GENE15287X	GENE8729X	0.996933	51
NODE307X	GENE20148X	GENE5485X	0.996933	53
NODE308X	GENE18260X	GENE12735X	0.996930	5
NODE309X	GENE23531X	NODE245X	0.996922	53
NODE310X	GENE20371X	GENE7668X	0.996922	2
NODE311X	GENE18507X	GENE1836X	0.996918	2
NODE312X	GENE5869X	GENE4807X	0.996917	2
NODE313X	GENE16053X	GENE10858X	0.996915	2
NODE314X	GENE21596X	GENE17751X	0.996912	2
NODE315X	GENE5342X	GENE4395X	0.996911	2
NODE316X	GENE20968X	GENE2316X	0.996909	2
NODE317X	GENE14832X	GENE1653X	0.996908	31
NODE318X	GENE18838X	GENE4240X	0.996902	21
NODE319X	GENE24694X	GENE9857X	0.996897	53
NODE320X	GENE9577X	NODE250X	0.996894	2
NODE321X	GENE21759X	GENE13667X	0.996892	53
NODE322X	GENE10586X	GENE6267X	0.996891	2
NODE323X	GENE21546X	GENE9107X	0.996888	2
NODE324X	GENE22387X	GENE2581X	0.996888	2
NODE325X	GENE26237X	GENE22671X	0.996887	4
NODE326X	GENE17249X	GENE14667X	0.996886	51
NODE327X	GENE21954X	GENE10056X	0.996885	2
NODE328X	GENE18950X	GENE5015X	0.996885	2
NODE329X	GENE1998X	GENE862X	0.996883	2
NODE330X	GENE17598X	GENE9419X	0.996882	2
NODE331X	GENE15182X	GENE12252X	0.996876	2
NODE332X	GENE16831X	GENE15084X	0.996873	53
NODE333X	GENE11623X	GENE8253X	0.996873	2
NODE334X	GENE20146X	GENE15349X	0.996872	2
NODE335X	GENE14664X	GENE6134X	0.996869	51
NODE336X	GENE16962X	GENE16955X	0.996868	2
NODE337X	GENE24647X	GENE3908X	0.996852	2
NODE338X	GENE26738X	GENE7540X	0.996850	2
NODE339X	GENE11005X	GENE901X	0.996849	2
NODE340X	GENE25722X	GENE794X	0.996846	53
NODE341X	GENE7058X	GENE1799X	0.996843	2
NODE342X	GENE22736X	GENE5948X	0.996842	2
NODE343X	GENE25838X	GENE3190X	0.996839	2
NODE344X	GENE22796X	GENE20191X	0.996836	2
NODE345X	GENE4093X	GENE3977X	0.996836	2
NODE346X	GENE19935X	GENE5279X	0.996831	51
NODE347X	GENE14660X	GENE2015X	0.996830	2
NODE348X	GENE20093X	GENE4488X	0.996828	2
NODE349X	GENE16175X	GENE2955X	0.996828	2
NODE350X	GENE24236X	GENE504X	0.996828	53
NODE351X	GENE24897X	GENE18100X	0.996819	2
NODE352X	GENE18911X	GENE641X	0.996818	53
NODE353X	GENE26152X	GENE15827X	0.996817	37
NODE354X	GENE22951X	GENE22199X	0.996801	2
NODE355X	GENE16990X	GENE5934X	0.996795	2
NODE356X	GENE24563X	GENE18696X	0.996794	53
NODE357X	GENE11100X	GENE1548X	0.996793	2
NODE358X	GENE23781X	GENE5327X	0.996793	21
NODE359X	GENE24314X	GENE5045X	0.996792	2
NODE360X	GENE19444X	GENE17359X	0.996789	2
NODE361X	GENE26469X	GENE495X	0.996786	4
NODE362X	GENE4681X	GENE1834X	0.996785	2
NODE363X	GENE3442X	NODE96X	0.996781	2
NODE364X	GENE24183X	GENE1160X	0.996779	51
NODE365X	GENE21649X	GENE16544X	0.996778	2
NODE366X	GENE21036X	GENE9532X	0.996775	2
NODE367X	GENE6738X	GENE2972X	0.996774	2
NODE368X	GENE14190X	GENE785X	0.996774	2
NODE369X	GENE17974X	GENE2690X	0.996773	2
NODE370X	GENE22077X	GENE7060X	0.996772	4
NODE371X	GENE24439X	GENE14848X	0.996772	5
NODE372X	GENE19152X	GENE17855X	0.996770	2
NODE373X	GENE16624X	GENE15533X	0.996770	21
NODE374X	GENE20459X	GENE6653X	0.996769	2
NODE375X	GENE22792X	GENE18382X	0.996769	5
NODE376X	GENE9025X	GENE4019X	0.996768	2
NODE377X	GENE19975X	GENE17221X	0.996767	2
NODE378X	GENE24325X	GENE2769X	0.996762	2
NODE379X	GENE21714X	GENE4316X	0.996762	2
NODE380X	GENE13573X	GENE2108X	0.996758	53
NODE381X	GENE14175X	GENE11089X	0.996755	2
NODE382X	GENE14782X	NODE111X	0.996754	2
NODE383X	GENE12813X	GENE4007X	0.996751	2
NODE384X	GENE18226X	GENE6607X	0.996750	2
NODE385X	GENE24069X	GENE20775X	0.996750	4
NODE386X	GENE22943X	GENE13968X	0.996747	5
NODE387X	GENE18688X	GENE8005X	0.996742	21
NODE388X	GENE13015X	GENE7755X	0.996739	2
NODE389X	GENE19779X	GENE9914X	0.996737	2
NODE390X	GENE9816X	GENE7912X	0.996736	2
NODE391X	GENE22345X	GENE18970X	0.996733	2
NODE392X	GENE25068X	GENE1090X	0.996728	2
NODE393X	GENE20184X	GENE17796X	0.996726	31
NODE394X	GENE7104X	GENE6532X	0.996724	2
NODE395X	GENE21530X	GENE14174X	0.996723	53
NODE396X	GENE15676X	GENE6018X	0.996720	2
NODE397X	GENE17963X	GENE17479X	0.996718	2
NODE398X	GENE11777X	GENE8190X	0.996715	2
NODE399X	GENE1606X	GENE867X	0.996714	2
NODE400X	GENE26263X	GENE9913X	0.996712	6
NODE401X	GENE13708X	GENE610X	0.996706	2
NODE402X	GENE12635X	NODE126X	0.996705	2
NODE403X	GENE15037X	GENE2272X	0.996705	2
NODE404X	GENE18179X	GENE9543X	0.996704	2
NODE405X	NODE110X	GENE6953X	0.996704	2
NODE406X	GENE19979X	GENE16707X	0.996703	39
NODE407X	GENE20989X	GENE11644X	0.996703	2
NODE408X	GENE16804X	GENE8090X	0.996702	2
NODE409X	GENE11612X	GENE4494X	0.996701	4
NODE410X	GENE23618X	GENE2432X	0.996698	2
NODE411X	GENE22238X	GENE3918X	0.996694	2
NODE412X	GENE18452X	GENE12946X	0.996692	5
NODE413X	GENE7544X	GENE5447X	0.996689	2
NODE414X	GENE21286X	GENE20120X	0.996687	4
NODE415X	GENE23609X	GENE17495X	0.996686	5
NODE416X	GENE13585X	GENE11918X	0.996686	2
NODE417X	GENE21242X	GENE15253X	0.996685	51
NODE418X	GENE19830X	GENE18633X	0.996684	53
NODE419X	NODE293X	GENE7197X	0.996683	2
NODE420X	GENE19287X	NODE24X	0.996682	2
NODE421X	GENE11040X	GENE8233X	0.996680	2
NODE422X	GENE19671X	GENE13707X	0.996677	51
NODE423X	GENE6372X	GENE4594X	0.996677	2
NODE424X	GENE23662X	GENE15294X	0.996675	4
NODE425X	GENE25053X	GENE8933X	0.996672	53
NODE426X	GENE13740X	GENE8819X	0.996672	2
NODE427X	GENE5783X	GENE1386X	0.996671	2
NODE428X	GENE21023X	GENE15606X	0.996663	2
NODE429X	GENE20458X	GENE11458X	0.996663	53
NODE430X	GENE24678X	GENE1888X	0.996659	2
NODE431X	GENE13762X	GENE2616X	0.996656	2
NODE432X	GENE24331X	GENE20149X	0.996654	31
NODE433X	GENE21866X	GENE10419X	0.996654	21
NODE434X	GENE20960X	GENE17095X	0.996652	5
NODE435X	GENE14631X	GENE14532X	0.996651	2
NODE436X	GENE12818X	GENE7875X	0.996648	2
NODE437X	GENE13488X	GENE6530X	0.996647	2
NODE438X	GENE16723X	GENE144X	0.996647	2
NODE439X	GENE4260X	GENE1547X	0.996647	51
NODE440X	GENE6559X	NODE176X	0.996645	2
NODE441X	GENE26241X	GENE2585X	0.996644	2
NODE442X	NODE11X	GENE603X	0.996641	2
NODE443X	GENE10324X	GENE6161X	0.996640	2
NODE444X	GENE11854X	GENE8083X	0.996637	2
NODE445X	GENE5862X	GENE5861X	0.996634	6
NODE446X	GENE9056X	GENE813X	0.996633	51
NODE447X	GENE26002X	GENE14384X	0.996629	21
NODE448X	GENE25240X	GENE19801X	0.996625	5
NODE449X	GENE11095X	GENE5143X	0.996618	17
NODE450X	NODE38X	GENE7942X	0.996618	2
NODE451X	GENE20566X	GENE19016X	0.996617	2
NODE452X	GENE24264X	GENE21987X	0.996611	2
NODE453X	GENE15689X	NODE28X	0.996604	2
NODE454X	GENE26066X	GENE10635X	0.996599	2
NODE455X	GENE11065X	GENE7940X	0.996599	39
NODE456X	GENE11590X	GENE10236X	0.996598	51
NODE457X	GENE19219X	GENE9870X	0.996598	53
NODE458X	GENE11155X	GENE9774X	0.996598	53
NODE459X	GENE12028X	GENE6415X	0.996597	2
NODE460X	GENE18454X	GENE17122X	0.996596	5
NODE461X	GENE10366X	GENE4517X	0.996595	2
NODE462X	GENE21102X	GENE12014X	0.996594	2
NODE463X	GENE17007X	GENE9074X	0.996593	4
NODE464X	GENE22827X	GENE8740X	0.996592	2
NODE465X	GENE26456X	GENE5437X	0.996587	2
NODE466X	GENE24682X	GENE2121X	0.996587	2
NODE467X	GENE11699X	GENE1935X	0.996583	53
NODE468X	GENE21882X	GENE12948X	0.996580	2
NODE469X	GENE10500X	GENE1121X	0.996580	51
NODE470X	GENE6811X	GENE2374X	0.996579	53
NODE471X	GENE25671X	GENE25375X	0.996576	51
NODE472X	GENE20398X	GENE2453X	0.996572	53
NODE473X	GENE19465X	GENE18006X	0.996571	20
NODE474X	GENE7498X	GENE5089X	0.996569	6
NODE475X	GENE9162X	GENE7728X	0.996568	2
NODE476X	GENE22817X	GENE8622X	0.996566	2
NODE477X	GENE5031X	GENE2371X	0.996562	2
NODE478X	GENE26279X	GENE20232X	0.996558	2
NODE479X	GENE9893X	GENE4895X	0.996552	2
NODE480X	GENE13878X	GENE5719X	0.996547	2
NODE481X	GENE25184X	GENE19633X	0.996544	2
NODE482X	GENE11214X	GENE3034X	0.996543	2
NODE483X	GENE22896X	GENE20457X	0.996537	51
NODE484X	GENE25028X	GENE22428X	0.996533	21
NODE485X	GENE23486X	GENE18608X	0.996530	4
NODE486X	GENE5301X	GENE2012X	0.996528	2
NODE487X	GENE10148X	GENE4425X	0.996526	2
NODE488X	GENE21978X	GENE17738X	0.996521	53
NODE489X	GENE21614X	NODE351X	0.996514	2
NODE490X	GENE20574X	GENE10824X	0.996512	2
NODE491X	GENE6629X	GENE6391X	0.996509	2
NODE492X	GENE24778X	GENE10929X	0.996507	2
NODE493X	GENE20870X	GENE6477X	0.996507	2
NODE494X	GENE20998X	GENE2159X	0.996484	39
NODE495X	GENE20345X	GENE13974X	0.996484	53
NODE496X	GENE25257X	GENE5891X	0.996483	2
NODE497X	NODE75X	GENE221X	0.996473	2
NODE498X	GENE21493X	GENE20642X	0.996472	2
NODE499X	GENE20997X	GENE3411X	0.996472	2
NODE500X	GENE21074X	GENE2065X	0.996471	2
NODE501X	GENE17073X	GENE3209X	0.996471	2
NODE502X	GENE19262X	GENE14643X	0.996470	39
NODE503X	GENE20984X	GENE1073X	0.996469	51
NODE504X	GENE14527X	GENE10133X	0.996464	51
NODE505X	GENE22588X	GENE9921X	0.996453	51
NODE506X	GENE25490X	NODE141X	0.996452	2
NODE507X	GENE17690X	GENE17335X	0.996449	2
NODE508X	GENE13144X	GENE2594X	0.996447	2
NODE509X	GENE23605X	GENE9355X	0.996445	2
NODE510X	GENE25202X	GENE23277X	0.996444	2
NODE511X	GENE13501X	GENE6729X	0.996440	2
NODE512X	GENE23769X	GENE4809X	0.996437	51
NODE513X	GENE24539X	GENE18709X	0.996437	2
NODE514X	GENE23357X	GENE10572X	0.996436	2
NODE515X	GENE26229X	GENE19081X	0.996428	4
NODE516X	GENE15313X	GENE4872X	0.996428	2
NODE517X	GENE16751X	GENE13763X	0.996427	21
NODE518X	GENE14957X	GENE2309X	0.996426	51
NODE519X	GENE17504X	GENE11213X	0.996422	53
NODE520X	GENE22217X	GENE1131X	0.996414	5
NODE521X	GENE13398X	GENE7487X	0.996414	2
